external_axis	section	currier	physical_folio	predictions	representation	gain_bits
REL_PROXIMITY	A	NONE	f67	24	PAGE_HOST_CHAR3	1.62600992331
REL_PROXIMITY	A	NONE	f67	24	BEHAVIOR_SELF_NEIGHBOR_NOPOS	3.86436584623
REL_PROXIMITY	A	NONE	f68	31	RAW_CHAR3	-2.91762017791
REL_PROXIMITY	A	NONE	f68	31	PAGE_HOST_CHAR3	-5.2951714896
REL_PROXIMITY	A	NONE	f68	31	BEHAVIOR_SELF_NEIGHBOR_NOPOS	6.97616159649
REL_EXPLICIT_ATTACHMENT	B	B	f75	24	RAW_CHAR3	3.87378611314
REL_EXPLICIT_ATTACHMENT	B	B	f75	24	PAGE_HOST_CHAR3	3.93107665855
REL_EXPLICIT_ATTACHMENT	B	B	f75	24	BEHAVIOR_SELF_NEIGHBOR_NOPOS	3.2590970377
REL_EXPLICIT_ATTACHMENT	B	B	f77	8	RAW_CHAR3	0.0817734347405
REL_EXPLICIT_ATTACHMENT	B	B	f77	8	PAGE_HOST_CHAR3	0.861662405213
REL_EXPLICIT_ATTACHMENT	B	B	f77	8	BEHAVIOR_SELF_NEIGHBOR_NOPOS	0.772059349997
REL_EXPLICIT_ATTACHMENT	B	B	f78	1	RAW_CHAR3	-0.167769567699
REL_EXPLICIT_ATTACHMENT	B	B	f78	1	PAGE_HOST_CHAR3	-0.503254418224
REL_EXPLICIT_ATTACHMENT	B	B	f78	1	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-0.609464779717
REL_EXPLICIT_ATTACHMENT	B	B	f80	4	RAW_CHAR3	-0.0759111036625
REL_EXPLICIT_ATTACHMENT	B	B	f80	4	PAGE_HOST_CHAR3	-4.68817004289
REL_EXPLICIT_ATTACHMENT	B	B	f80	4	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-7.8137775363
REL_EXPLICIT_ATTACHMENT	B	B	f82	11	RAW_CHAR3	-5.01231503203
REL_EXPLICIT_ATTACHMENT	B	B	f82	11	PAGE_HOST_CHAR3	-1.90481481616
REL_EXPLICIT_ATTACHMENT	B	B	f82	11	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-1.86147661996
REL_EXPLICIT_ATTACHMENT	B	B	f83	2	RAW_CHAR3	2.28111415251
REL_EXPLICIT_ATTACHMENT	B	B	f83	2	PAGE_HOST_CHAR3	-1.33469626224
REL_EXPLICIT_ATTACHMENT	B	B	f83	2	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-2.16554257188
REL_EXPLICIT_ATTACHMENT	P	A	f100	14	RAW_CHAR3	-0.0493327656219
REL_EXPLICIT_ATTACHMENT	P	A	f100	14	PAGE_HOST_CHAR3	0.438308896629
REL_EXPLICIT_ATTACHMENT	P	A	f100	14	BEHAVIOR_SELF_NEIGHBOR_NOPOS	1.95067447362
REL_EXPLICIT_ATTACHMENT	P	A	f102	8	RAW_CHAR3	-0.0948314876497
REL_EXPLICIT_ATTACHMENT	P	A	f102	8	PAGE_HOST_CHAR3	0.061876308662
REL_EXPLICIT_ATTACHMENT	P	A	f102	8	BEHAVIOR_SELF_NEIGHBOR_NOPOS	0.145858015986
REL_EXPLICIT_ATTACHMENT	P	A	f88	11	RAW_CHAR3	0.531378120192
REL_EXPLICIT_ATTACHMENT	P	A	f88	11	PAGE_HOST_CHAR3	1.03870270976
REL_EXPLICIT_ATTACHMENT	P	A	f88	11	BEHAVIOR_SELF_NEIGHBOR_NOPOS	0.60772176711
REL_EXPLICIT_ATTACHMENT	P	A	f89	17	RAW_CHAR3	-3.12471153203
REL_EXPLICIT_ATTACHMENT	P	A	f89	17	PAGE_HOST_CHAR3	-2.04061251098
REL_EXPLICIT_ATTACHMENT	P	A	f89	17	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-3.57330218646
REL_EXPLICIT_ATTACHMENT	P	A	f99	23	RAW_CHAR3	-0.508280235218
REL_EXPLICIT_ATTACHMENT	P	A	f99	23	PAGE_HOST_CHAR3	0.201842148111
REL_EXPLICIT_ATTACHMENT	P	A	f99	23	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-1.29753731615
REL_EXPLICIT_ATTACHMENT	Z	NONE	f70	16	RAW_CHAR3	2.60150792365
REL_EXPLICIT_ATTACHMENT	Z	NONE	f70	16	PAGE_HOST_CHAR3	2.06974315601
REL_EXPLICIT_ATTACHMENT	Z	NONE	f70	16	BEHAVIOR_SELF_NEIGHBOR_NOPOS	3.13150925608
REL_EXPLICIT_ATTACHMENT	Z	NONE	f71	10	RAW_CHAR3	0.0895640214722
REL_EXPLICIT_ATTACHMENT	Z	NONE	f71	10	PAGE_HOST_CHAR3	-0.0809638988938
REL_EXPLICIT_ATTACHMENT	Z	NONE	f71	10	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-0.037393711414
REL_EXPLICIT_ATTACHMENT	Z	NONE	f72	52	RAW_CHAR3	-2.05002114811
REL_EXPLICIT_ATTACHMENT	Z	NONE	f72	52	PAGE_HOST_CHAR3	-2.17850041136
REL_EXPLICIT_ATTACHMENT	Z	NONE	f72	52	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-3.41446496932
REL_EXPLICIT_ATTACHMENT	Z	NONE	f73	25	RAW_CHAR3	-0.928354058339
REL_EXPLICIT_ATTACHMENT	Z	NONE	f73	25	PAGE_HOST_CHAR3	-1.37953620185
REL_EXPLICIT_ATTACHMENT	Z	NONE	f73	25	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-1.56289703349
REL_ENCLOSURE	A	NONE	f67	24	RAW_CHAR3	-3.18901306522
REL_ENCLOSURE	A	NONE	f67	24	PAGE_HOST_CHAR3	-1.76707089457
REL_ENCLOSURE	A	NONE	f67	24	BEHAVIOR_SELF_NEIGHBOR_NOPOS	7.42481337888
REL_ENCLOSURE	A	NONE	f68	31	RAW_CHAR3	-2.86251520656
REL_ENCLOSURE	A	NONE	f68	31	PAGE_HOST_CHAR3	1.25179459035
REL_ENCLOSURE	A	NONE	f68	31	BEHAVIOR_SELF_NEIGHBOR_NOPOS	6.40895172434
REL_ENCLOSURE	Z	NONE	f70	16	RAW_CHAR3	-1.18606614105
REL_ENCLOSURE	Z	NONE	f70	16	PAGE_HOST_CHAR3	-1.59398595768
REL_ENCLOSURE	Z	NONE	f70	16	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-1.43519296027
REL_ENCLOSURE	Z	NONE	f71	10	RAW_CHAR3	-1.05852760828
REL_ENCLOSURE	Z	NONE	f71	10	PAGE_HOST_CHAR3	-0.177605557139
REL_ENCLOSURE	Z	NONE	f71	10	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-1.45915624296
REL_ENCLOSURE	Z	NONE	f72	52	RAW_CHAR3	16.2372585126
REL_ENCLOSURE	Z	NONE	f72	52	PAGE_HOST_CHAR3	15.8989256339
REL_ENCLOSURE	Z	NONE	f72	52	BEHAVIOR_SELF_NEIGHBOR_NOPOS	21.2216838691
REL_ENCLOSURE	Z	NONE	f73	25	RAW_CHAR3	1.7715840423
REL_ENCLOSURE	Z	NONE	f73	25	PAGE_HOST_CHAR3	-4.76724404921
REL_ENCLOSURE	Z	NONE	f73	25	BEHAVIOR_SELF_NEIGHBOR_NOPOS	10.6610058931
REL_ARRAY_OR_GROUP	B	B	f75	24	RAW_CHAR3	2.4732891797
REL_ARRAY_OR_GROUP	B	B	f75	24	PAGE_HOST_CHAR3	2.85085310973
REL_ARRAY_OR_GROUP	B	B	f75	24	BEHAVIOR_SELF_NEIGHBOR_NOPOS	2.75559286806
REL_ARRAY_OR_GROUP	B	B	f77	8	RAW_CHAR3	8.16465703115
REL_ARRAY_OR_GROUP	B	B	f77	8	PAGE_HOST_CHAR3	11.1820430733
REL_ARRAY_OR_GROUP	B	B	f77	8	BEHAVIOR_SELF_NEIGHBOR_NOPOS	9.10459500335
REL_ARRAY_OR_GROUP	B	B	f78	1	RAW_CHAR3	0.145634819971
REL_ARRAY_OR_GROUP	B	B	f78	1	PAGE_HOST_CHAR3	-0.156591357114
REL_ARRAY_OR_GROUP	B	B	f78	1	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-0.166784368342
REL_ARRAY_OR_GROUP	B	B	f80	4	RAW_CHAR3	-0.0759111036624
REL_ARRAY_OR_GROUP	B	B	f80	4	PAGE_HOST_CHAR3	-4.68817004289
REL_ARRAY_OR_GROUP	B	B	f80	4	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-7.8137775363
REL_ARRAY_OR_GROUP	B	B	f82	11	RAW_CHAR3	6.62050214077
REL_ARRAY_OR_GROUP	B	B	f82	11	PAGE_HOST_CHAR3	5.47639535529
REL_ARRAY_OR_GROUP	B	B	f82	11	BEHAVIOR_SELF_NEIGHBOR_NOPOS	6.79227407278
REL_ARRAY_OR_GROUP	B	B	f83	2	RAW_CHAR3	-0.428445465932
REL_ARRAY_OR_GROUP	B	B	f83	2	PAGE_HOST_CHAR3	-1.49294951575
REL_ARRAY_OR_GROUP	B	B	f83	2	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-0.959425762668
REL_ARRAY_OR_GROUP	P	A	f100	14	RAW_CHAR3	0.0320866092063
REL_ARRAY_OR_GROUP	P	A	f100	14	PAGE_HOST_CHAR3	0.0234280823343
REL_ARRAY_OR_GROUP	P	A	f100	14	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-5.78595596128e-05
REL_ARRAY_OR_GROUP	P	A	f102	8	RAW_CHAR3	-0.0989925009066
REL_ARRAY_OR_GROUP	P	A	f102	8	PAGE_HOST_CHAR3	0.0669404573453
REL_ARRAY_OR_GROUP	P	A	f102	8	BEHAVIOR_SELF_NEIGHBOR_NOPOS	0.085732067018
REL_ARRAY_OR_GROUP	P	A	f88	11	RAW_CHAR3	-0.250806744785
REL_ARRAY_OR_GROUP	P	A	f88	11	PAGE_HOST_CHAR3	-0.620196825993
REL_ARRAY_OR_GROUP	P	A	f88	11	BEHAVIOR_SELF_NEIGHBOR_NOPOS	0.040374160495
REL_ARRAY_OR_GROUP	P	A	f89	17	RAW_CHAR3	-0.539798444051
REL_ARRAY_OR_GROUP	P	A	f89	17	PAGE_HOST_CHAR3	-1.1530324268
REL_ARRAY_OR_GROUP	P	A	f89	17	BEHAVIOR_SELF_NEIGHBOR_NOPOS	-0.0539927978895
REL_ARRAY_OR_GROUP	P	A	f99	23	RAW_CHAR3	1.19318089742
REL_ARRAY_OR_GROUP	P	A	f99	23	PAGE_HOST_CHAR3	-1.51200123576
REL_ARRAY_OR_GROUP	P	A	f99	23	BEHAVIOR_SELF_NEIGHBOR_NOPOS	1.42607526284
