edition	model	held_folio	records	pseudo_gain_bits	positive_gain	architecture_seen	top1_hits	top3_hits
RF1b	LAST_ORDERED_CELL_HASH32	f106	14	-0.989363906288	0	11	3	4
RF1b	LAST_HOST_CHAR3_HASH32	f106	14	-0.409630874139	0	11	3	4
RF1b	LAST_RAW_CHAR3_HASH32	f106	14	-0.663490293241	0	11	3	4
RF1b	LAST_COMPILER12	f107	15	0.812782367287	1	13	1	6
RF1b	LAST_ORDERED_CELL_HASH32	f107	15	0.381227645067	1	13	1	6
RF1b	LAST_HOST_CHAR3_HASH32	f107	15	0.990386851902	1	13	1	6
RF1b	LAST_RAW_CHAR3_HASH32	f107	15	0.046792484964	1	13	1	6
RF1b	LAST_COMPILER12	f112	13	-0.013024382681	0	12	2	3
RF1b	LAST_ORDERED_CELL_HASH32	f112	13	-1.455866219717	0	12	2	3
RF1b	LAST_HOST_CHAR3_HASH32	f112	13	-1.503942563758	0	12	2	3
RF1b	LAST_RAW_CHAR3_HASH32	f112	13	-1.402351553920	0	12	2	3
RF1b	LAST_COMPILER12	f113	31	-0.325470955237	0	27	6	12
RF1b	LAST_ORDERED_CELL_HASH32	f113	31	-6.083446025820	0	27	6	12
RF1b	LAST_HOST_CHAR3_HASH32	f113	31	-3.954504237471	0	27	6	13
RF1b	LAST_RAW_CHAR3_HASH32	f113	31	-2.488241271058	0	27	6	12
RF1b	LAST_COMPILER12	f114	25	-3.073305282058	0	18	1	5
RF1b	LAST_ORDERED_CELL_HASH32	f114	25	-4.245840572398	0	18	1	5
RF1b	LAST_HOST_CHAR3_HASH32	f114	25	7.403946905071	1	18	1	5
RF1b	LAST_RAW_CHAR3_HASH32	f114	25	3.570932648351	1	18	1	5
RF1b	LAST_COMPILER12	f115	26	1.748470287271	1	25	4	12
RF1b	LAST_ORDERED_CELL_HASH32	f115	26	-8.709806950807	0	25	4	11
RF1b	LAST_HOST_CHAR3_HASH32	f115	26	-0.576879036210	0	25	4	12
RF1b	LAST_RAW_CHAR3_HASH32	f115	26	-1.267876174341	0	25	4	12
