observation_id	page	physical_folio	locus	group_index	group_count	register	section	currier	hand	record_ordinal	field_ordinal	within_field_position	wrapper	q_flag	local_frame	inner_d	right_family	dy_closure	b3	line_close	paragraph_close	known_label_renderer	page_host	previous_page_host	nl_bucket	compiler_bucket	hybrid_bucket	host_length	control_id	ground_truth_architecture	source_observation_id	source_folio_hash	source_line_hash	source_surface_sha256
GDT276:f102r1.11:G001	f102r1	f102	f102r1.11	1	8	Band2	P	A	1	2	1	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	figi	<LINE_BOS>	0	109	132	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000025_L0001:G002	5e8b496dd2991cedbd97	ead932dd6800cf65d785	40460da8c882cdc791836fba76009870f960a151287798f1df8af5e963398f84
GDT276:f102r1.11:G002	f102r1	f102	f102r1.11	2	8	Band2	P	A	1	2	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	?aiad	figi	130	50	128	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000021_L0007:G005	f8fabf39e24a93767d49	a02bad9bc3b5ad15661f	026ad9b14a7453b7488daa0c6acbc258b1506f52c441c7c465474c1a564394ff
GDT276:f102r1.11:G006	f102r1	f102	f102r1.11	6	8	Band2	P	A	1	2	2	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	faenxac	?aiad	147	61	174	7	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000046_L0024:G007	3f492bd92f0359711952	4c8d3d1ef1ffe3358fa5	398a06b79f862a1ee36bae6a3f61c704f6f945caf0d569b39433c09adbfacd0d
GDT276:f102r1.11:G007	f102r1	f102	f102r1.11	7	8	Band2	P	A	1	2	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	pqdoad	faenxac	229	23	210	6	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000049_L0019:G011	2e0aabe1310a787a3ff8	fc12d586c5d8274f477d	3ed1f621d7a2b5e2f1772c7f5324cbea691e079891f43a10d7ffa6ff4175b82f
GDT276:f102r1.11:G008	f102r1	f102	f102r1.11	8	8	Band2	P	A	1	2	2	LAST	NONE	0	NONE	0	e	0	0	1	0	NONE	krmmeo	pqdoad	190	16	254	6	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000052_L0008:G004	2b1f3960586a60b4eedb	8b3d047c13d675ae100c	f9d930f3abd6bf46bf5f293545f60a0a74e4d0209df91cb937f452f015476218
GDT276:f102r1.17:G001	f102r1	f102	f102r1.17	1	6	Band2	P	A	1	2	1	FIRST	NONE	0	NONE	0	n	0	1	0	0	NONE	as	<LINE_BOS>	0	163	196	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000014_L0021:G008	a66f8583e46384663a64	f380c286d2f5274fae8b	ff0bdaa73818b1d6b17447e824bd4eab6dfc0d7df53b455365c36d85db1a8220
GDT276:f102r1.17:G005	f102r1	f102	f102r1.17	5	6	Band2	P	A	1	2	3	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	s?mma	as	224	105	102	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000026_L0004:G001	5e8b496dd2991cedbd97	5b5ae3b2db719f95ddcf	0431f30110f3a5ec5870f7c36858e1a3c7c8fe9151f26a0b56e0be0e0bf8c1a7
GDT276:f102v1.24:G001	f102v1	f102	f102v1.24	1	4	Band2	P	A	1	1	1	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	oa	<LINE_BOS>	38	200	20	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000014_L0028:G007	a66f8583e46384663a64	3b3aee40c53702b1dea7	309d20864f274b097f64106ec08fde76b42486d4e2f7165c7a9a233533dd8fc3
GDT276:f102v1.24:G002	f102v1	f102	f102v1.24	2	4	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	?qceo	oa	117	16	251	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000028_L0001:G001	078ffcafa2afe47a2d70	cc9578f7ee52a5215859	bc4cb43c8ba5a8f869c6042ccf7d51825fe896fa8bd5098bc9449c2e321b6f56
GDT276:f102v2.39:G002	f102v2	f102	f102v2.39	2	4	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	rp	<LINE_BOS>	141	16	73	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000015_L0009:G001	d2abd22e4e5a8716ff03	d4f71c0d36ab19d546be	dbdbc97d5de3e2fe6756986e0f1f2885727d3dd8cd5a22183fa33c241ab6d28e
GDT276:f102v2.39:G003	f102v2	f102	f102v2.39	3	4	Band2	P	A	1	1	1	MIDDLE	NONE	0	NONE	0	e	0	0	0	0	NONE	t?fx	rp	182	145	255	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000029_L0010:G009	078ffcafa2afe47a2d70	a5bf39ce0f2aef08eaf7	bfe2e60f0f96b1a05d08f6b783dc159f1eb94f4a539e924a986ecea6f2da8a70
GDT276:f102v2.39:G004	f102v2	f102	f102v2.39	4	4	Band2	P	A	1	1	1	LAST	NONE	0	NONE	0	NONE	0	0	1	1	NONE	fr	t?fx	141	188	84	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000015_L0016:G005	d2abd22e4e5a8716ff03	4406ed2c0860c4ff7582	a1d9890884c1b4b960c279cfe7554a900d169422d6cec980beef67761487d3b9
GDT276:f103r.12:G002	f103r	f103	f103r.12	2	9	Band2	S	B	3	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	gh	<LINE_BOS>	141	16	73	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000018_L0006:G011	ed41103b4589ef3fd54c	6e5e42f963de8d08f66f	70ba33708cbfb103f1a8e34afef333ba7dc021022b2d9aaa583aabb8058d8d67
GDT276:f103r.12:G005	f103r	f103	f103r.12	5	9	Band2	S	B	3	1	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	hefat	gh	28	16	237	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000040_L0008:G002	56764c78f0da36925539	d93b9923504add3dd674	9645845daac1c0a2494c5712a690a855eb05f79aefdcf3285e9d079b903ae28a
GDT276:f103r.12:G008	f103r	f103	f103r.12	8	9	Band2	S	B	3	1	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	f?fi	hefat	29	148	121	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000040_L0006:G002	56764c78f0da36925539	667efb69801bcfea16e3	dc24037c6ccb5b5b13c1fcae1d8fb369fc088c2d2ac10ef88df10ff7960312d0
GDT276:f103r.21:G001	f103r	f103	f103r.21	1	12	Band2	S	B	3	2	1	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	ocgha	<LINE_BOS>	0	109	132	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000041_L0019:G004	fea27bbad2a917b9e967	b2b98110ab79411a63d2	56da36ce624f02789ee9226ac2a3b6ec38ff00f4bd77e9aa375fc7fa221c719c
GDT276:f103r.21:G004	f103r	f103	f103r.21	4	12	Band2	S	B	3	2	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	lg	ocgha	145	23	77	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000020_L0018:G005	794bbcd713b1794da46f	d6e45c4ec4f56af519d9	8693873cd8f8a2d9c7c596477180f851e525f4eaf55a4f637b445cb442a5e340
GDT276:f103r.21:G006	f103r	f103	f103r.21	6	12	Band2	S	B	3	2	2	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	xq	lg	60	23	15	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000023_L0004:G005	6491aa6df2dc8b6fcae1	35afa47bc59f2e89f0ae	888929412ee00538edbb7586d107825985cecd8583040c14810639e16aee07a9
GDT276:f103r.21:G009	f103r	f103	f103r.21	9	12	Band2	S	B	3	2	3	LAST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	rhad	xq	221	113	186	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000040_L0012:G007	56764c78f0da36925539	0f1c43b6132d5a6e78dc	b81d9593a3f6c4f7d125fd1da37c9b1fb180574cfb728f3db3c70eda3053e079
GDT276:f103r.21:G010	f103r	f103	f103r.21	10	12	Band2	S	B	3	2	4	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	lgpac	rhad	88	66	78	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000046_L0033:G006	3f492bd92f0359711952	c53ba42a236ddda38ff7	ba9d261f6e9cec059a82b9aa869a70efdfed466cb8f35640bd28dc9c9e87d551
GDT276:f103r.21:G011	f103r	f103	f103r.21	11	12	Band2	S	B	3	2	4	LAST	NONE	0	NONE	0	m	0	1	0	0	NONE	faec	lgpac	22	155	117	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000041_L0022:G008	fea27bbad2a917b9e967	dfb7efca7010723cc82e	6080942295ff867f6d4e0cd4ec6a8bd8f612f1a672ade587be413989e929c290
GDT276:f103r.21:G012	f103r	f103	f103r.21	12	12	Band2	S	B	3	2	5	ONLY	NONE	0	NONE	0	NONE	0	0	1	0	NONE	gqy	faec	148	107	57	3	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000061_L0018:G009	f57c57c325f2247081a5	73b8412c6a5d25c122b9	424c8eda8e3a16a7acb116eaf727794dae25ef5a16bf7dd483e929bd2534391a
GDT276:f103r.23:G002	f103r	f103	f103r.23	2	5	Band2	S	B	3	2	1	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	adpad	<LINE_BOS>	54	50	237	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000050_L0011:G001	f894f8577c2dca9ecf2e	4ea677006a5d36723ed0	ba930e808d01dd6c3527a885ba95a8bd73a6422507cb7f57c71297bf21be7bb0
GDT276:f103r.23:G004	f103r	f103	f103r.23	4	5	Band2	S	B	3	2	2	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	kkea	adpad	147	61	207	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000045_L0003:G006	da023c3e3b2892ea60f8	b7fcf3e5a33102e4fe99	524f84bf1666b20cca1941915b4603eb965e6d812f812b57fa4b78811a00efdb
GDT276:f103r.24:G001	f103r	f103	f103r.24	1	12	Band2	S	B	3	3	1	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	oapac	<LINE_BOS>	14	187	205	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000050_L0021:G003	f894f8577c2dca9ecf2e	5eb7dc598434e6261061	fb85930a8251d794886795cf5a9d151b06d0041964e49a555719a8ee34a8144f
GDT276:f103r.24:G004	f103r	f103	f103r.24	4	12	Band2	S	B	3	3	2	FIRST	NONE	0	NONE	0	r	0	0	0	0	NONE	as	oapac	29	43	31	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000026_L0002:G005	5e8b496dd2991cedbd97	5957b290c0a9f6a5235e	4a6ebebdf5616413e13fecc2d4a285d863f270e06147d1a70f8ef008d7308cf9
GDT276:f103r.24:G006	f103r	f103	f103r.24	6	12	Band2	S	B	3	3	2	LAST	NONE	0	NONE	0	et	0	0	0	0	NONE	adygd	as	61	49	147	5	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000053_L0012:G005	2b1f3960586a60b4eedb	8c332f1af8f657184e38	6db5b9351ef16e3e9c09799463c2dda228367766cf876eb7f1001bc871405c02
GDT276:f103r.24:G007	f103r	f103	f103r.24	7	12	Band2	S	B	3	3	3	FIRST	NONE	0	NONE	0	NONE	0	0	0	0	NONE	qi	adygd	197	117	80	2	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000029_L0029:G008	078ffcafa2afe47a2d70	e9df377eb008939cf3ba	469cc643a19fb75901e5d331b8dc14befa8b98810b246c2fb22fff0c382dc39e
GDT276:f103r.24:G008	f103r	f103	f103r.24	8	12	Band2	S	B	3	3	3	MIDDLE	NONE	0	NONE	0	NONE	0	0	0	0	NONE	kked	qi	177	204	140	4	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000049_L0014:G002	2e0aabe1310a787a3ff8	b354f36b26c5cf84855b	8b6604a211e2d74cfa67a94645f890d5267c54794a55b8fc44927c72b11b4486
GDT276:f103r.24:G012	f103r	f103	f103r.24	12	12	Band2	S	B	3	3	3	LAST	NONE	0	NONE	0	NONE	0	0	1	1	NONE	hgf	kked	74	247	187	3	ORDINARY_NATURAL_LANGUAGE	KNOWN_EXPANDED_NATURAL_LANGUAGE	NB_B2_R000069_L0015:G001	7a968e93a7691e1fcfdf	c180c84c83fc5c011cb8	0a7cb27e52927eacabbb7ecc738b0fea50b3967945257c43a67eb753cb465bd0
