page_host	event_count	physical_folio_count	opener_like_count	operation_like_count	ingredient_like_count	tool_like_count	closer_like_count	dominant_role_like	dominant_purity	role_entropy_bits	instruction_clause_like_count	short_argument_like_count	record_closer_like_count	unresolved_edge_class_count	dominant_abstract_role_like	dominant_abstract_purity	atlas_state
cheeokeo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cheeos	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cheeoy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cheepchey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chees	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cheey	3	3	0	2	1	0	0	OPERATION	0.666666667	0.918295834	2	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
cheo	4	3	0	2	1	0	1	OPERATION	0.500000000	1.500000000	2	1	1	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
cheod	3	1	0	2	1	0	0	OPERATION	0.666666667	0.918295834	2	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
cheodl	2	1	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cheol	2	2	0	1	0	0	1	CLOSER	0.500000000	1.000000000	1	0	1	0	RECORD_CLOSER_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
cheolchy	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cheor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cheorsho	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cheos	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cheoty	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chey	8	5	0	8	0	0	0	OPERATION	1.000000000	-0.000000000	8	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	CROSS_FOLIO_REPEATED
cho	3	2	0	3	0	0	0	OPERATION	1.000000000	-0.000000000	3	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chod	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chodairos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chodees	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chodls	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chol	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cholk	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chor	2	2	1	1	0	0	0	OPERATION	0.500000000	1.000000000	1	0	0	1	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
choros	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chs	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
chy	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ckhd	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ckhddl	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ckhe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ckheey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ckho	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ckhy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cphe	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cpheo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cphhe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
cthey	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
d	36	8	0	17	10	0	9	OPERATION	0.472222222	1.524495161	17	10	9	0	INSTRUCTION_CLAUSE_LIKE	0.472222222	CROSS_FOLIO_REPEATED
da	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
dol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
e	13	7	0	0	13	0	0	INGREDIENT	1.000000000	-0.000000000	0	13	0	0	SHORT_ARGUMENT_LIKE	1.000000000	CROSS_FOLIO_REPEATED
ecky	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ecphy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ed	15	6	0	9	5	0	1	OPERATION	0.600000000	1.230959563	9	5	1	0	INSTRUCTION_CLAUSE_LIKE	0.600000000	CROSS_FOLIO_REPEATED
edcheo	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
edchy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
edeeey	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ee	18	8	0	1	17	0	0	INGREDIENT	0.944444444	0.309543429	1	17	0	0	SHORT_ARGUMENT_LIKE	0.944444444	CROSS_FOLIO_REPEATED
eed	2	2	0	1	1	0	0	OPERATION	0.500000000	1.000000000	1	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
eedara	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eee	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eeedeeg	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eeeky	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eeey	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eekan	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eeo	6	4	0	2	1	0	3	CLOSER	0.500000000	1.459147917	2	1	3	0	RECORD_CLOSER_LIKE	0.500000000	CROSS_FOLIO_REPEATED
eeor	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ees	3	3	0	2	1	0	0	OPERATION	0.666666667	0.918295834	2	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
eey	17	7	0	10	6	0	1	OPERATION	0.588235294	1.221047785	10	6	1	0	INSTRUCTION_CLAUSE_LIKE	0.588235294	CROSS_FOLIO_REPEATED
ekor	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eky	3	3	0	0	3	0	0	INGREDIENT	1.000000000	-0.000000000	0	3	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eo	14	4	0	6	5	0	3	OPERATION	0.428571429	1.530618995	6	5	3	0	INSTRUCTION_CLAUSE_LIKE	0.428571429	CROSS_FOLIO_REPEATED
eod	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eodaro	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eoe	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eol	3	3	0	3	0	0	0	OPERATION	1.000000000	-0.000000000	3	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eolkee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eool	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eos	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
eoy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
epchey	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
epoepy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
es	4	3	0	3	1	0	0	OPERATION	0.750000000	0.811278124	3	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.750000000	DESCRIPTIVE_LOW_CAPACITY
etch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ey	6	5	0	4	1	0	1	OPERATION	0.666666667	1.251629167	4	1	1	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	CROSS_FOLIO_REPEATED
fch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
fcheshd	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
fchey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
fchoctheo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
fchocthor	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
fchol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
fdeech	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
fod	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
folche	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
foloraro	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
fshe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
fshhd	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
k	3	3	0	3	0	0	0	OPERATION	1.000000000	-0.000000000	3	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kaich	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kaidarar	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kaiiin	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kairodl	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kais	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kaolk	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
karo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kchd	2	2	0	1	1	0	0	OPERATION	0.500000000	1.000000000	1	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
kche	4	3	0	1	3	0	0	INGREDIENT	0.750000000	0.811278124	1	3	0	0	SHORT_ARGUMENT_LIKE	0.750000000	DESCRIPTIVE_LOW_CAPACITY
kcheeos	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kcheod	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kcheor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kchs	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
keche	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
keeo	2	2	0	1	1	0	0	INGREDIENT	0.500000000	1.000000000	1	1	0	0	SHORT_ARGUMENT_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
keeod	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
