group_id	locus	page	physical_folio	group_index	group_count	token	stripped_prefix	residual_host	dy_closure	family_surface	family_length	host_length	section	currier	hand	kind	grammar_scope	annotation_certainty	object_tags	relation_tags	unit	annotation_source	raw_source_description
f100v.11|G001	f100v.11	f100v	f100	1	1	ytchol	NONE	ytchol	0	AQKAB	5	6	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L3	transcription/sources/Stolfi_text25e1-52.evt	Labels in plant row 3. || plant <f100v>[3,2] - many dark leaves, light edge. East of plant <f100v>[3,2], below roots. Kluge's 41A. Grove's L3.11.
f100v.12|G001	f100v.12	f100v	f100	1	1	dykchal	d	ykchal	0	BAQKAB	6	6	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L3	transcription/sources/Stolfi_text25e1-52.evt	Labels in plant row 3. || plant <f100v>[3,3] - dark pine-like leaves, light roots. East of plant <f100v>[3,3], near base of stem. Kluge's 42A. Grove's L3.12.
f100v.13|G001	f100v.13	f100v	f100	1	2	chos	ch	os	0	KAC	3	2	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L3	transcription/sources/Stolfi_text25e1-52.evt	Labels in plant row 3. || plant <f100v>[3,4] - very large dark leaf, light roots. East of plant <f100v>[3,4], top of stem. Kluge's 43A. Grove's L3.13.
f100v.2|G001	f100v.2	f100v	f100	1	1	chols	ch	ols	0	KABC	4	3	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L1	transcription/sources/Stolfi_text25e1-52.evt	Labels in row of plants 1 (top). || plant <f100v>[1,2] - light flower, dark curled leaves, dark root. East of plant <f100v>[1,2], ground level. Kluge's 32A. Grove's L3.2.
f100v.3|G001	f100v.3	f100v	f100	1	1	opchor	NONE	opchor	0	APKAC	5	6	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L1	transcription/sources/Stolfi_text25e1-52.evt	Labels in row of plants 1 (top). || plant <f100v>[1,3] - many dark leaves, dark roots. East of plant <f100v>[1,3], ground level. Kluge's 33A. Grove's L3.3.
f100v.6|G001	f100v.6	f100v	f100	1	1	ykchochdy	NONE	ykchoch	1	AQKAKBA	7	7	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in row of plants 2. || plant <f100v>[2,2] - many small dark leaves, light roots. East of plant <f100v>[2,2], ground level. Kluge's 36A. Grove's L3.6.
f100v.7|G001	f100v.7	f100v	f100	1	1	ykchdy	NONE	ykch	1	AQKBA	5	4	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in row of plants 2. || plant <f100v>[2,3] - dark knobby leaves, dark root. East of plant <f100v>[2,3], ground level. Kluge's 37A. Grove's L3.7.
f100v.8|G001	f100v.8	f100v	f100	1	1	dchdy	d	ch	1	BKBA	4	2	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in row of plants 2. || plant <f100v>[2,4] - dark bushy leaves, slplayed roots. East of plant <f100v>[2,4], ground level. Kluge's 38A. Grove's L3.8.
f100v.9|G001	f100v.9	f100v	f100	1	1	dalsy	d	alsy	0	BABCA	5	4	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in row of plants 2. || plant <f100v>[2,5] - dark bushy leaves, light cauliflower, light stem. East of plant <f100v>[2,5], ground level. Kluge's 39A. Grove's L3.9.
f102r1.2|G001	f102r1.2	f102r1	f102	1	1	otodeeodor	NONE	otodeeodor	0	AQABKABAC	9	10	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	L1	transcription/sources/Stolfi_text25e1-52.evt	Labels on row of plants 1 (top). || Above root of plant <f102r1>[1,1], below leaves.
f102r2.21|G001	f102r2.21	f102r2	f102	1	1	koldarod	NONE	koldarod	0	QABBACAB	8	8	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	L3	transcription/sources/Stolfi_text25e1-52.evt	Labels on row of plants 3 (bottom). || There are 2 plants and 2 labels. Pairing is quite clear. plant <f102r2>[3,1] - caterpillar-shaped root with tail and ribbed bulb on top. Above plant <f102r2>[3,1].
f102v1.16|G001	f102v1.16	f102v1	f102	1	1	ypcholdy	NONE	ypchol	1	APKABBA	7	6	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in row of plants 2 (bottom). || plant <f102v1>[2,1] - four-lobed truncated tuber with bunch of roots at the bottom; lanceolate leaves with serrated edges. East of plant <f102v1>[2,1], ground level. Grove's 30.
f102v1.18|G001	f102v1.18	f102v1	f102	1	1	opchdard	NONE	opchdard	0	APKBACB	7	8	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in row of plants 2 (bottom). || West of plant <f102v1>[2,3], ground level. Grove's 15.
f102v1.3|G001	f102v1.3	f102v1	f102	1	1	okeody	NONE	okeo	1	AQJABA	6	4	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L1	transcription/sources/Stolfi_text25e1-52.evt	"Labels in row of plants 1 (top). || plant <f102v1>[1,1] - dark leaf, roots, light stem plant <f102v1>[1,2] - light ""syringe"" roots, picture faded East of plant <f102v1>[1,2], root level. Grove's 10."
f102v1.6|G001	f102v1.6	f102v1	f102	1	1	opchytcy	NONE	opchytcy	0	APKAQK	6	8	P	A	1	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;PLANT	REL_PROXIMITY	L1	transcription/sources/Stolfi_text25e1-52.evt	"Labels in row of plants 1 (top). || plant <f102v1>[1,5] - long pinnate leaves, ""bunch of fingers"" root East of plant <f102v1>[1,4], ground level. Grove's 16. The @'&Cy;' looks funny, and lies East of the presumed original binding fold."
f102v2.1|G001	f102v2.1	f102v2	f102	1	1	porshols	NONE	porshols	0	PACLABC	7	8	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ARRAY_OR_GROUP	C1	transcription/sources/Stolfi_text25e1-52.evt	Labels associated with container 1 (top). || On container, top (bigger) part. Grove's 24. Petersen's 214a:jar.
f102v2.10|G001	f102v2.10	f102v2	f102	1	1	okody	NONE	oko	1	AQABA	5	3	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	"Labels in plant row 2. || flower <f102v2>[2,1] - ""wrapped candy"" flower East of flower <f102v2>[2,1], near base. Grove's 7."
f102v2.11|G001	f102v2.11	f102v2	f102	1	1	cheor	che	or	0	KJAC	4	2	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in plant row 2. || leaf <f102v2>[2,2] comb-shaped leaf with knob-shaped fingers East of leaf <f102v2>[2,2], near stalk. Grove's 3.
f102v2.12|G001	f102v2.12	f102v2	f102	1	1	okoroeey	NONE	okoroeey	0	AQACAKA	7	8	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	"Labels in plant row 2. || leaf <f102v2>[2,3] - comb-shaped leaf with knob-shaped fingers and sharp ""claws"" East of leaf <f102v2>[2,3], near stalk. Grove's 13."
f102v2.13|G001	f102v2.13	f102v2	f102	1	1	opchy	NONE	opchy	0	APKA	4	5	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in plant row 2. || plant <f102v2>[2,4] - pine-like leaves, thin light stem East of plant <f102v2>[2,4], ground level. Grove's 17.
f102v2.14|G001	f102v2.14	f102v2	f102	1	1	sarol	s	arol	0	CACAB	5	4	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in plant row 2. || leaf <f102v2>[2,5] - leaf with six clubsuit-shaped fingers East of leaf <f102v2>[2,5], near stalk. Grove's 26.
f102v2.15|G001	f102v2.15	f102v2	f102	1	1	olrodar	NONE	olrodar	0	ABCABAC	7	7	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L2	transcription/sources/Stolfi_text25e1-52.evt	Labels in plant row 2. || leaf <f102v2>[2,6] - round leaf with many knob-shaped fingers East of leaf <f102v2>[2,6], near stalk. Grove's 14.
f102v2.27|G001	f102v2.27	f102v2	f102	1	1	okeeoraiin	NONE	okeeoraiin	0	AQKACAG	7	10	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L3	transcription/sources/Stolfi_text25e1-52.evt	"Labels in plant row 3 (bottom) || plant <f102v2>[3,3] - ""carrot"" plant - dark leaves, light stems, carrot East of plant <f102v2>[3,3], below leaves, above root. Grove's 8."
f102v2.28|G001	f102v2.28	f102v2	f102	1	1	okockhy	NONE	okockhy	0	AQAUA	5	7	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L3	transcription/sources/Stolfi_text25e1-52.evt	Labels in plant row 3 (bottom) || plant <f102v2>[3,4] - round serrated leaf, bundle of long mousetail roots Below plant <f102v2>[3,4]. Grove's 11.
f102v2.3|G001	f102v2.3	f102v2	f102	1	1	oror	NONE	oror	0	ACAC	4	4	P	A	1	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	L1	transcription/sources/Stolfi_text25e1-52.evt	labels in row of plants 1 (top). || The first three labels may be attached to the leaf at left and not at right. Petersen's 214c. West of leaf <f102v2>[1,1], at top. Grove's 18.
f102v2.5|G001	f102v2.5	f102v2	f102	1	1	sachy	s	achy	0	CAKA	4	4	P	A	1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	L1	transcription/sources/Stolfi_text25e1-52.evt	labels in row of plants 1 (top). || leaf <f102v2>[1,2] - oblong three-lobed leaf West of leaf <f102v2>[1,3], middle height. Grove's 25.
f102v2.8|G001	f102v2.8	f102v2	f102	1	1	otory	NONE	otory	0	AQACA	5	5	P	A	1	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;PLANT	REL_PROXIMITY	L1	transcription/sources/Stolfi_text25e1-52.evt	"labels in row of plants 1 (top). || leaf <f102v2>[1,6] - ""spatula"" leaf (head?) East of leaf <f102v2>[1,6], at top. Grove's 23."
f57v.7|G001	f57v.7	f57v	f57	1	1	oparairdly	NONE	oparairdly	0	APACAFBBA	9	10	C		1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	FIGURE;LABEL	REL_ENCLOSURE;REL_PROXIMITY	N1	transcription/sources/Stolfi_text25e1-52.evt	Labels next to human figures inside inner circle. || At 04:30.
f57v.9|G001	f57v.9	f57v	f57	1	1	otardaly	NONE	otardaly	0	AQACBABA	8	8	C		1	L	DIAGNOSTIC_NONPROSE	UNHEDGED	FIGURE;LABEL	REL_ENCLOSURE;REL_PROXIMITY	N1	transcription/sources/Stolfi_text25e1-52.evt	Labels next to human figures inside inner circle. || At 10:00. The @a is open at bottom. Assuming accident.
f65r.1|G001	f65r.1	f65r	f65	1	3	otaim	NONE	otaim	0	AQAEB	5	5	H		3	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;PLANT	REL_PROXIMITY	T1	transcription/sources/Stolfi_text25e1-52.evt	Isolated title (label?) next to plant.
f65r.1|G002	f65r.1	f65r	f65	2	3	dam	d	am	0	BAB	3	2	H		3	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;PLANT	REL_PROXIMITY	T1	transcription/sources/Stolfi_text25e1-52.evt	Isolated title (label?) next to plant.
f65r.1|G003	f65r.1	f65r	f65	3	3	alam	NONE	alam	0	ABAB	4	4	H		3	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;PLANT	REL_PROXIMITY	T1	transcription/sources/Stolfi_text25e1-52.evt	Isolated title (label?) next to plant.
f67r1.1|G001	f67r1.1	f67r1	f67	1	9	teeodaiin	t	eeodaiin	0	QKABAG	6	8	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	P1	transcription/sources/Stolfi_text25e1-52.evt	"Text above the diagram. || Note: the final ""a"" and ""y"" often have the right stem somewhat detached from the left semicircle."
f67r1.1|G002	f67r1.1	f67r1	f67	2	9	shey	sh	ey	0	LJA	3	2	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	P1	transcription/sources/Stolfi_text25e1-52.evt	"Text above the diagram. || Note: the final ""a"" and ""y"" often have the right stem somewhat detached from the left semicircle."
f67r1.1|G003	f67r1.1	f67r1	f67	3	9	epairody	NONE	epairo	1	JPAFABA	7	6	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	P1	transcription/sources/Stolfi_text25e1-52.evt	"Text above the diagram. || Note: the final ""a"" and ""y"" often have the right stem somewhat detached from the left semicircle."
f67r1.1|G004	f67r1.1	f67r1	f67	4	9	osaiin	NONE	osaiin	0	ACAG	4	6	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	P1	transcription/sources/Stolfi_text25e1-52.evt	"Text above the diagram. || Note: the final ""a"" and ""y"" often have the right stem somewhat detached from the left semicircle."
f67r1.1|G005	f67r1.1	f67r1	f67	5	9	yteeoey	NONE	yteeoey	0	AQKAJA	6	7	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	P1	transcription/sources/Stolfi_text25e1-52.evt	"Text above the diagram. || Note: the final ""a"" and ""y"" often have the right stem somewhat detached from the left semicircle."
f67r1.1|G006	f67r1.1	f67r1	f67	6	9	shey	sh	ey	0	LJA	3	2	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	P1	transcription/sources/Stolfi_text25e1-52.evt	"Text above the diagram. || Note: the final ""a"" and ""y"" often have the right stem somewhat detached from the left semicircle."
f67r1.1|G007	f67r1.1	f67r1	f67	7	9	epaiin	NONE	epaiin	0	JPAG	4	6	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	P1	transcription/sources/Stolfi_text25e1-52.evt	"Text above the diagram. || Note: the final ""a"" and ""y"" often have the right stem somewhat detached from the left semicircle."
f67r1.12|G001	f67r1.12	f67r1	f67	1	1	sosaiir	s	osaiir	0	CACAG	5	6	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 04:00.
f67r1.13|G001	f67r1.13	f67r1	f67	1	2	oteey	NONE	oteey	0	AQKA	4	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 05:00.
f67r1.13|G002	f67r1.13	f67r1	f67	2	2	dar	d	ar	0	BAC	3	2	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 05:00.
f67r1.15|G001	f67r1.15	f67r1	f67	1	1	sheosam	sh	eosam	0	LJACAB	6	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 07:00.
f67r1.16|G001	f67r1.16	f67r1	f67	1	1	ykeeody	NONE	ykeeo	1	AQKABA	6	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 08:00.
f67r1.17|G001	f67r1.17	f67r1	f67	1	2	okeol	NONE	okeol	0	AQJAB	5	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 09:00.
f67r1.17|G002	f67r1.17	f67r1	f67	2	2	sal	s	al	0	CAB	3	2	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 09:00.
f67r1.18|G001	f67r1.18	f67r1	f67	1	2	okeey	NONE	okeey	0	AQKA	4	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 10:00.
f67r1.18|G002	f67r1.18	f67r1	f67	2	2	sar	s	ar	0	CAC	3	2	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 10:00.
f67r1.19|G001	f67r1.19	f67r1	f67	1	1	dalary	d	alary	0	BABACA	6	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 11:00.
f67r1.8|G001	f67r1.8	f67r1	f67	1	1	otaldy	NONE	otal	1	AQABBA	6	4	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 00:00. This sector is just clockwise of the decorated square marker in text ring 2, and follows a sector with a star on a pedestal.
f67r1.9|G001	f67r1.9	f67r1	f67	1	1	otoky	NONE	otoky	0	AQAQA	5	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	D1	transcription/sources/Stolfi_text25e1-52.evt	Radial labels in circle sectors. || At 01:00.
f67r2.14|G002	f67r2.14	f67r2	f67	2	3	doiin	d	oiin	0	BAG	3	4	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		Q1	transcription/sources/Stolfi_text25e1-52.evt	Text lines in sectors with moons. || Sector at 09:30, line 2. Grove's T2.2.
f67r2.14|G003	f67r2.14	f67r2	f67	3	3	oldy	NONE	ol	1	ABBA	4	2	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		Q1	transcription/sources/Stolfi_text25e1-52.evt	Text lines in sectors with moons. || Sector at 09:30, line 2. Grove's T2.2.
f67r2.18|G002	f67r2.18	f67r2	f67	2	3	daiin	d	aiin	0	BAG	3	4	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		Q1	transcription/sources/Stolfi_text25e1-52.evt	Text lines in sectors with moons. || Sector at 10:30, line 3. Grove's T3.3.
f67r2.18|G003	f67r2.18	f67r2	f67	3	3	dal	d	al	0	BAB	3	2	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		Q1	transcription/sources/Stolfi_text25e1-52.evt	Text lines in sectors with moons. || Sector at 10:30, line 3. Grove's T3.3.
f67r2.19|G001	f67r2.19	f67r2	f67	1	4	ydchos	NONE	ydchos	0	ABKAC	5	6	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		Q1	transcription/sources/Stolfi_text25e1-52.evt	Text lines in sectors with moons. || Sector at 11:30, line 1. Grove's T4.1.
f67r2.19|G002	f67r2.19	f67r2	f67	2	4	ain	NONE	ain	0	AF	2	3	A		4	P	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		Q1	transcription/sources/Stolfi_text25e1-52.evt	Text lines in sectors with moons. || Sector at 11:30, line 1. Grove's T4.1.
