candidate	external_axis	page_host	candidate_loci	candidate_positive_loci	candidate_negative_loci	physical_folios	leave_host_out_effect	included_in_repeat_host_robustness
RATE:DY=0>=0.75	REL_ENCLOSURE	op	3	1	2	3	0.0686142636962	1
RATE:DY=0>=0.75	REL_ENCLOSURE	os	3	0	3	3	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	ykey	3	0	3	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	yky	3	1	2	3	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	ain	2	1	1	2	0.08071278826	1
RATE:DY=0>=0.75	REL_ENCLOSURE	chol	2	1	1	2	0.0710648148148	1
RATE:DY=0>=0.75	REL_ENCLOSURE	chy	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	ed	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	k	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	ockhy	2	0	2	2	0.0731329690346	1
RATE:DY=0>=0.75	REL_ENCLOSURE	octhy	2	0	2	2	0.0722572509458	1
RATE:DY=0>=0.75	REL_ENCLOSURE	oiin	2	0	2	2	0.074537037037	1
RATE:DY=0>=0.75	REL_ENCLOSURE	oka	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	okary	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	okeol	2	1	1	2	0.0722572509458	1
RATE:DY=0>=0.75	REL_ENCLOSURE	okoly	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	olda	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	olky	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	ols	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	oly	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	orol	2	1	1	2	0.0697176684882	1
RATE:DY=0>=0.75	REL_ENCLOSURE	ory	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	oteod	2	0	2	1	0.074	1
RATE:DY=0>=0.75	REL_ENCLOSURE	oteos	2	0	2	2	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	otey	2	1	1	2	0.0686142636962	1
RATE:DY=0>=0.75	REL_ENCLOSURE	ykeey	2	0	2	1	0.0706093189964	1
RATE:DY=0>=0.75	REL_ENCLOSURE	aiiny	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	aiir	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	air	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ala	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	alk	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	aly	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	an	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ched	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	cheod	1	1	0	1	0.0697176684882	0
RATE:DY=0>=0.75	REL_ENCLOSURE	cheol	1	1	0	1	0.0697176684882	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ckhhy	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	cpheor	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	cthhy	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	eees	1	0	1	1	0.0722572509458	0
RATE:DY=0>=0.75	REL_ENCLOSURE	eeol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ees	1	0	1	1	0.0722572509458	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ek	1	1	0	1	0.0686142636962	0
RATE:DY=0>=0.75	REL_ENCLOSURE	es	1	0	1	1	0.0719489981785	0
RATE:DY=0>=0.75	REL_ENCLOSURE	kol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	lchd	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	lchy	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	lol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ly	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ockhey	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ocphy	1	0	1	1	0.0731329690346	0
RATE:DY=0>=0.75	REL_ENCLOSURE	octhey	1	0	1	1	0.0731329690346	0
RATE:DY=0>=0.75	REL_ENCLOSURE	odaiiin	1	0	1	1	0.0719489981785	0
RATE:DY=0>=0.75	REL_ENCLOSURE	odchy	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	okchol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	okchor	1	1	0	1	0.0697176684882	0
RATE:DY=0>=0.75	REL_ENCLOSURE	okeeol	1	0	1	1	0.0722572509458	0
RATE:DY=0>=0.75	REL_ENCLOSURE	okeeor	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	okeeos	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	okey	1	0	1	1	0.0722572509458	0
RATE:DY=0>=0.75	REL_ENCLOSURE	okl	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	oko	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	okshor	1	0	1	1	0.0731329690346	0
RATE:DY=0>=0.75	REL_ENCLOSURE	okshy	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	old	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	olk	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	olkchy	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	olor	1	0	1	1	0.0731329690346	0
RATE:DY=0>=0.75	REL_ENCLOSURE	opchey	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	opchol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	opchor	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	opchy	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	opol	1	1	0	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	opor	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ora	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	oror	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	otchd	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	oteoly	1	0	1	1	0.0722572509458	0
RATE:DY=0>=0.75	REL_ENCLOSURE	otoly	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	r	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	shol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ycheo	1	0	1	1	0.0719489981785	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ykchy	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ykeod	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ykol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	yor	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	yp	1	0	1	1	0.0722572509458	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ypchol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ys	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ytchol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	yteol	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ytod	1	0	1	1	0.0706093189964	0
RATE:DY=0>=0.75	REL_ENCLOSURE	ytor	1	0	1	1	0.0719489981785	0
RATE:DY=0>=0.75	REL_ENCLOSURE	yty	1	0	1	1	0.0706093189964	0
RATE:DY=1>=0.10	REL_ENCLOSURE	e	9	0	9	6	-0.302962962963	1
RATE:DY=1>=0.10	REL_ENCLOSURE	o	8	0	8	5	-0.312698412698	1
RATE:DY=1>=0.10	REL_ENCLOSURE	okeo	8	2	6	5	-0.358760683761	1
RATE:DY=1>=0.10	REL_ENCLOSURE	ch	5	0	5	4	-0.300793650794	1
RATE:DY=1>=0.10	REL_ENCLOSURE	oko	5	0	5	3	-0.302962962963	1
RATE:DY=1>=0.10	REL_ENCLOSURE	eo	4	0	4	4	-0.302962962963	1
RATE:DY=1>=0.10	REL_ENCLOSURE	yto	4	0	4	3	-0.31746031746	1
RATE:DY=1>=0.10	REL_ENCLOSURE	oto	3	1	2	2	-0.302962962963	1
RATE:DY=1>=0.10	REL_ENCLOSURE	ykch	3	0	3	2	-0.300793650794	1
RATE:DY=1>=0.10	REL_ENCLOSURE	a	2	0	2	2	-0.303703703704	1
RATE:DY=1>=0.10	REL_ENCLOSURE	ee	2	0	2	2	-0.302962962963	1
RATE:DY=1>=0.10	REL_ENCLOSURE	yke	2	1	1	2	-0.302962962963	1
RATE:DY=1>=0.10	REL_ENCLOSURE	ykee	2	0	2	2	-0.304536489152	1
RATE:DY=1>=0.10	REL_ENCLOSURE	ykeeo	2	1	1	2	-0.299877899878	1
RATE:DY=1>=0.10	REL_ENCLOSURE	ykeo	2	0	2	2	-0.299877899878	1
RATE:DY=1>=0.10	REL_ENCLOSURE	yteo	2	0	2	2	-0.307509157509	1
RATE:DY=1>=0.10	REL_ENCLOSURE	aiin	1	0	1	1	-0.319597069597	0
RATE:DY=1>=0.10	REL_ENCLOSURE	al	1	0	1	1	-0.303703703704	0
RATE:DY=1>=0.10	REL_ENCLOSURE	ala	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	alo	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	ar	1	0	1	1	-0.299851851852	0
RATE:DY=1>=0.10	REL_ENCLOSURE	aro	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	cheo	1	0	1	1	-0.300793650794	0
RATE:DY=1>=0.10	REL_ENCLOSURE	cho	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	eeo	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	kee	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	kol	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	octho	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	okch	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	oke	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	okeeo	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	okeod	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	oky	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	ol	1	0	1	1	-0.308518518519	0
RATE:DY=1>=0.10	REL_ENCLOSURE	olch	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	olche	1	0	1	1	-0.300793650794	0
RATE:DY=1>=0.10	REL_ENCLOSURE	olcheo	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	olkee	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	olsh	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	ot	1	0	1	1	-0.314835164835	0
RATE:DY=1>=0.10	REL_ENCLOSURE	shol	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	t	1	0	1	1	-0.300793650794	0
RATE:DY=1>=0.10	REL_ENCLOSURE	y	1	0	1	1	-0.312057387057	0
RATE:DY=1>=0.10	REL_ENCLOSURE	ykol	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	ytcho	1	0	1	1	-0.300793650794	0
RATE:DY=1>=0.10	REL_ENCLOSURE	yte	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_ENCLOSURE	ytee	1	0	1	1	-0.302962962963	0
RATE:DY=1>=0.10	REL_PROXIMITY	e	9	8	1	6	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	o	8	6	2	5	0.420833333333	1
RATE:DY=1>=0.10	REL_PROXIMITY	okeo	8	3	5	5	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	ch	5	5	0	4	0.32037037037	1
RATE:DY=1>=0.10	REL_PROXIMITY	oko	5	3	2	3	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	eo	4	1	3	4	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	yto	4	1	3	3	0.405555555556	1
RATE:DY=1>=0.10	REL_PROXIMITY	oto	3	1	2	2	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	ykch	3	3	0	2	0.32037037037	1
RATE:DY=1>=0.10	REL_PROXIMITY	a	2	2	0	2	0.342777777778	1
RATE:DY=1>=0.10	REL_PROXIMITY	ee	2	1	1	2	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	yke	2	2	0	2	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	ykee	2	0	2	2	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	ykeeo	2	0	2	2	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	ykeo	2	0	2	2	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	yteo	2	1	1	2	0.345	1
RATE:DY=1>=0.10	REL_PROXIMITY	aiin	1	0	1	1	0.405555555556	0
RATE:DY=1>=0.10	REL_PROXIMITY	al	1	1	0	1	0.342777777778	0
RATE:DY=1>=0.10	REL_PROXIMITY	ala	1	1	0	1	0.346296296296	0
RATE:DY=1>=0.10	REL_PROXIMITY	alo	1	1	0	1	0.374915824916	0
RATE:DY=1>=0.10	REL_PROXIMITY	ar	1	1	0	1	0.355404040404	0
RATE:DY=1>=0.10	REL_PROXIMITY	aro	1	1	0	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	cheo	1	1	0	1	0.32037037037	0
RATE:DY=1>=0.10	REL_PROXIMITY	cho	1	0	1	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	eeo	1	0	1	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	kee	1	1	0	1	0.374915824916	0
RATE:DY=1>=0.10	REL_PROXIMITY	kol	1	1	0	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	octho	1	0	1	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	okch	1	1	0	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	oke	1	0	1	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	okeeo	1	0	1	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	okeod	1	1	0	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	oky	1	0	1	1	0.346515151515	0
RATE:DY=1>=0.10	REL_PROXIMITY	ol	1	1	0	1	0.360681818182	0
RATE:DY=1>=0.10	REL_PROXIMITY	olch	1	1	0	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	olche	1	1	0	1	0.32037037037	0
RATE:DY=1>=0.10	REL_PROXIMITY	olcheo	1	1	0	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	olkee	1	1	0	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	olsh	1	0	1	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	ot	1	1	0	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	shol	1	0	1	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	t	1	1	0	1	0.32037037037	0
RATE:DY=1>=0.10	REL_PROXIMITY	y	1	0	1	1	0.347348484848	0
RATE:DY=1>=0.10	REL_PROXIMITY	ykol	1	0	1	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	ytcho	1	1	0	1	0.32037037037	0
RATE:DY=1>=0.10	REL_PROXIMITY	yte	1	1	0	1	0.345	0
RATE:DY=1>=0.10	REL_PROXIMITY	ytee	1	0	1	1	0.345	0
RATE:DY=1>=0.25	REL_ENCLOSURE	e	9	0	9	6	-0.312698412698	1
RATE:DY=1>=0.25	REL_ENCLOSURE	okeo	8	2	6	5	-0.376223776224	1
RATE:DY=1>=0.25	REL_ENCLOSURE	ch	5	0	5	4	-0.311111111111	1
RATE:DY=1>=0.25	REL_ENCLOSURE	eo	4	0	4	4	-0.312698412698	1
RATE:DY=1>=0.25	REL_ENCLOSURE	o	4	0	4	3	-0.312698412698	1
RATE:DY=1>=0.25	REL_ENCLOSURE	oko	4	0	4	3	-0.312698412698	1
RATE:DY=1>=0.25	REL_ENCLOSURE	yto	4	0	4	3	-0.32905982906	1
RATE:DY=1>=0.25	REL_ENCLOSURE	oto	3	1	2	2	-0.312698412698	1
RATE:DY=1>=0.25	REL_ENCLOSURE	ykch	3	0	3	2	-0.311111111111	1
RATE:DY=1>=0.25	REL_ENCLOSURE	a	2	0	2	2	-0.313492063492	1
RATE:DY=1>=0.25	REL_ENCLOSURE	ee	2	0	2	2	-0.312698412698	1
RATE:DY=1>=0.25	REL_ENCLOSURE	yke	2	1	1	2	-0.312698412698	1
RATE:DY=1>=0.25	REL_ENCLOSURE	ykee	2	0	2	2	-0.316025641026	1
RATE:DY=1>=0.25	REL_ENCLOSURE	ykeeo	2	1	1	2	-0.310124917817	1
RATE:DY=1>=0.25	REL_ENCLOSURE	ykeo	2	0	2	2	-0.310124917817	1
RATE:DY=1>=0.25	REL_ENCLOSURE	yteo	2	0	2	2	-0.318343195266	1
RATE:DY=1>=0.25	REL_ENCLOSURE	aiin	1	0	1	1	-0.331360946746	0
RATE:DY=1>=0.25	REL_ENCLOSURE	al	1	0	1	1	-0.313492063492	0
RATE:DY=1>=0.25	REL_ENCLOSURE	alo	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	aro	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	cheo	1	0	1	1	-0.311111111111	0
RATE:DY=1>=0.25	REL_ENCLOSURE	cho	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	eeo	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	kee	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	octho	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	okch	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	oke	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	okeeo	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	okeod	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	ol	1	0	1	1	-0.318650793651	0
RATE:DY=1>=0.25	REL_ENCLOSURE	olch	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	olche	1	0	1	1	-0.311111111111	0
RATE:DY=1>=0.25	REL_ENCLOSURE	olcheo	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	olkee	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	olsh	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	t	1	0	1	1	-0.311111111111	0
RATE:DY=1>=0.25	REL_ENCLOSURE	y	1	0	1	1	-0.320677186062	0
RATE:DY=1>=0.25	REL_ENCLOSURE	ytcho	1	0	1	1	-0.311111111111	0
RATE:DY=1>=0.25	REL_ENCLOSURE	yte	1	0	1	1	-0.312698412698	0
RATE:DY=1>=0.25	REL_ENCLOSURE	ytee	1	0	1	1	-0.312698412698	0
RATE:F=O>=0.10	REL_ENCLOSURE	d	12	6	6	7	0.198587127159	1
RATE:F=O>=0.10	REL_ENCLOSURE	l	11	3	8	7	0.249758454106	1
RATE:F=O>=0.10	REL_ENCLOSURE	y	3	1	2	2	0.30202020202	1
RATE:F=O>=0.10	REL_ENCLOSURE	aiin	1	0	1	1	0.232554945055	0
RATE:F=O>=0.10	REL_ENCLOSURE	aiir	1	0	1	1	0.245138888889	0
RATE:F=O>=0.10	REL_ENCLOSURE	ain	1	1	0	1	0.276851851852	0
RATE:F=O>=0.10	REL_ENCLOSURE	ar	1	0	1	1	0.269777777778	0
RATE:F=O>=0.10	REL_ENCLOSURE	cheod	1	1	0	1	0.229814814815	0
RATE:F=O>=0.10	REL_ENCLOSURE	cho	1	0	1	1	0.245138888889	0
RATE:F=O>=0.10	REL_ENCLOSURE	eees	1	0	1	1	0.277435897436	0
RATE:F=O>=0.10	REL_ENCLOSURE	eeo	1	0	1	1	0.245138888889	0
RATE:F=O>=0.10	REL_ENCLOSURE	eeol	1	0	1	1	0.245138888889	0
RATE:F=O>=0.10	REL_ENCLOSURE	ees	1	0	1	1	0.277435897436	0
RATE:F=O>=0.10	REL_ENCLOSURE	lchd	1	0	1	1	0.245138888889	0
RATE:F=O>=0.10	REL_ENCLOSURE	oiin	1	0	1	1	0.259259259259	0
RATE:F=O>=0.10	REL_ENCLOSURE	opol	1	1	0	1	0.263247863248	0
RATE:F=O>=0.10	REL_ENCLOSURE	or	1	0	1	1	0.249814814815	0
RATE:F=O>=0.10	REL_ENCLOSURE	s	1	0	1	1	0.268148148148	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ar	16	3	13	9	-0.084214559387	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	al	11	1	10	6	-0.0779661016949	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	y	11	1	10	7	-0.0768717948718	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	l	10	2	8	7	-0.0850778314546	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	e	9	0	9	6	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeo	8	2	6	5	-0.0797121007647	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	oky	8	0	8	5	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ary	7	2	5	6	-0.0828770099957	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	o	7	0	7	5	-0.0794444444444	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	okol	6	0	6	5	-0.0768361581921	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	s	6	0	6	4	-0.0774011299435	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	a	5	0	5	5	-0.0779661016949	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	aiin	5	0	5	2	-0.0788396127682	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeey	5	2	3	3	-0.0828770099957	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeod	5	0	5	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	oko	5	0	5	3	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ol	5	0	5	4	-0.0768361581921	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	or	5	0	5	5	-0.0792397660819	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	otaly	5	1	4	5	-0.0798348544111	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	arol	4	0	4	4	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	eey	4	1	3	4	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	eo	4	0	4	4	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	eol	4	0	4	4	-0.0772272924815	1
