target_section	page_host	outside_section_occurrences	outside_section_folios	rate_R_aiin	rate_F_O
A	yor	2	2	0	0
A	yp	4	3	0	0
A	ypch	3	3	0.333333333333	0
A	ypchd	2	2	0	0
A	ypche	6	5	0	0
A	ypchey	3	2	0	0
A	ypchol	2	2	0	0
A	ypchor	2	2	0	0
A	ypchy	2	2	0	0
A	ys	4	4	0.5	0
A	yshe	9	7	0	0
A	yshee	3	3	0	0
A	ysheey	4	4	0	0
A	ysheo	2	2	0	0
A	ysheod	2	2	0	0
A	yshey	8	7	0	0
A	ysho	3	3	0	0
A	yshol	3	3	0	0
A	yt	55	28	0.4	0
A	yta	8	7	0	0
A	ytch	8	7	0.125	0
A	ytche	5	5	0	0
A	ytchey	2	2	0	0
A	ytcho	3	3	0	0
A	ytchol	3	3	0	0
A	ytchor	8	7	0	0
A	ytchy	12	10	0	0
A	yte	13	9	0	0
A	ytee	13	10	0	0
A	yteeey	2	2	0	0
A	yteey	11	7	0	0
A	yteo	7	6	0	0
A	yteol	2	2	0	0
A	yteor	2	2	0	0
A	ytey	8	8	0	0
A	yto	5	3	0	0
A	ytod	2	2	0.5	0
A	ytol	9	8	0	0
A	ytor	7	7	0	0
A	ytshe	2	2	0	0
A	yty	11	10	0	0
Z	a	100	44	0	0.01
Z	ai	4	4	0	0
Z	aii	6	5	0	0
Z	aiiin	31	20	0	0
Z	aiil	3	3	0	0
Z	aiin	747	90	0	0
Z	aiiny	2	2	0	0
Z	aiir	11	8	0	0.181818181818
Z	ail	5	3	0	0
Z	ain	185	60	0	0
Z	air	81	40	0	0
Z	airo	3	3	0	0
Z	airol	3	3	0	0
Z	airy	5	4	0	0
Z	ak	3	3	0.333333333333	0
Z	aky	2	2	0	0
Z	al	295	65	0.00677966101695	0
Z	ala	5	4	0	0
Z	alch	6	6	0	0
Z	alche	6	4	0	0
Z	alchy	2	2	0	0
Z	ald	9	7	0.444444444444	0
Z	alg	2	2	0	0
Z	alk	16	9	0.25	0
Z	alkee	2	2	0	0
Z	alky	2	2	0	0
Z	alo	5	5	0	0
Z	alol	12	10	0	0
Z	alor	5	5	0	0
Z	als	3	3	0	0
Z	alsh	4	3	0	0
Z	alt	2	2	0	0
Z	aly	23	16	0	0
Z	an	25	17	0	0
Z	ar	354	70	0.0141242937853	0
Z	ara	8	8	0	0
Z	arl	2	2	0	0
Z	aro	6	6	0	0
Z	arol	4	4	0	0
Z	aror	7	5	0	0
Z	ary	26	20	0	0
Z	cfhey	2	2	0	0
Z	cfhhy	2	2	0	0
Z	cfhol	4	4	0	0
Z	cfhy	6	6	0	0
Z	ch	68	44	0.132352941176	0.0441176470588
Z	chckhy	3	3	0	0
Z	chd	3	3	0.333333333333	0
Z	che	85	34	0.0352941176471	0.0588235294118
Z	ched	14	6	0.0714285714286	0.142857142857
Z	chee	8	6	0.125	0.125
Z	cheey	14	12	0	0.142857142857
Z	cheo	11	8	0	0.0909090909091
Z	cheod	7	5	0.571428571429	0.142857142857
Z	cheol	11	9	0	0
Z	cheor	8	8	0	0.25
Z	chey	60	35	0	0.133333333333
Z	cho	31	22	0.0322580645161	0.129032258065
Z	chod	13	11	0.230769230769	0.0769230769231
Z	chokchy	2	2	0	0
Z	choky	2	2	0	0
Z	chol	54	37	0	0.0555555555556
Z	chor	59	34	0.0169491525424	0.101694915254
Z	chos	4	2	0	0
Z	chy	100	46	0	0.04
Z	ckh	21	17	0.238095238095	0
Z	ckha	3	3	0	0
Z	ckhd	2	2	0	0
Z	ckhe	19	12	0	0
Z	ckheey	6	6	0	0
Z	ckheo	5	5	0	0
Z	ckheol	3	2	0	0
Z	ckheos	2	2	0	0
Z	ckhey	32	24	0	0
Z	ckhhy	6	5	0	0
Z	ckho	6	5	0	0
Z	ckhol	13	12	0	0
Z	ckhor	5	5	0	0
Z	ckhos	2	2	0	0
Z	ckhs	2	2	0	0
Z	ckhy	130	50	0	0
Z	cph	9	8	0.555555555556	0
Z	cphe	5	5	0	0
Z	cpheo	4	4	0	0
Z	cpheor	3	3	0	0
Z	cphey	5	4	0	0
Z	cphhy	2	2	0	0
Z	cpho	4	4	0.25	0
Z	cphol	6	6	0	0
Z	cphor	3	3	0	0
Z	cphy	10	8	0	0
Z	cth	33	25	0.151515151515	0
Z	cthan	2	2	0	0
Z	cthd	2	2	0	0
Z	cthe	8	6	0	0
Z	ctheey	6	5	0	0
Z	ctheo	5	4	0	0
Z	ctheol	4	4	0	0
Z	cthes	2	2	0	0
Z	cthey	30	23	0	0
Z	cthhy	7	7	0	0
Z	ctho	19	16	0	0
Z	cthod	4	4	0	0
Z	cthoiin	2	2	0	0
Z	cthol	40	24	0	0
Z	cthor	29	21	0	0
Z	cthy	138	57	0	0
Z	d	312	74	0.403846153846	0.625
Z	da	6	5	0	0.666666666667
Z	e	437	50	0.0114416475973	0.0137299771167
Z	echy	2	2	0	0
Z	eckh	3	3	0	0
Z	eckhe	2	2	0	0
Z	eckhey	4	4	0	0
Z	eckhy	20	10	0	0
Z	ecthy	13	5	0	0
Z	ed	62	25	0.209677419355	0.0322580645161
Z	eda	4	3	0	0
Z	ee	178	35	0	0.0955056179775
Z	eeckhy	2	2	0	0
Z	eed	19	15	0.0526315789474	0.0526315789474
Z	eee	10	8	0	0.3
Z	eees	14	14	0	0.285714285714
Z	eeey	16	14	0	0.25
Z	eekeey	2	2	0	0
Z	eeky	5	5	0	0
Z	eeo	21	15	0	0.142857142857
Z	eeod	5	4	0	0.2
Z	eeol	16	13	0	0.125
Z	eeor	4	4	0	0.25
Z	eeos	5	4	0	0.2
Z	ees	15	14	0	0.4
Z	eety	7	5	0	0
Z	eey	173	49	0	0.0578034682081
Z	efch	2	2	0	0
Z	ek	11	9	0.272727272727	0
Z	eke	2	2	0	0
Z	ekeey	2	2	0	0
Z	ekey	9	7	0	0
Z	eky	31	23	0	0
Z	eo	90	34	0	0.0222222222222
Z	eockhy	2	2	0	0
Z	eocthy	2	2	0	0
Z	eod	13	13	0.307692307692	0
Z	eok	3	3	0.666666666667	0
Z	eoky	3	3	0	0
Z	eol	92	42	0	0.0108695652174
Z	eolke	2	2	0	0
Z	eols	2	2	0	0
Z	eor	34	23	0	0.0294117647059
Z	eos	11	9	0.0909090909091	0
Z	eoy	3	3	0	0
Z	epchy	2	2	0	0
Z	es	25	17	0	0.08
Z	et	5	5	0.2	0
Z	eta	3	3	0	0
Z	ety	10	10	0	0
Z	ey	200	52	0	0
Z	f	5	4	0.4	0
Z	fche	4	4	0	0
Z	fcheey	4	4	0	0
Z	fchod	2	2	1	0
Z	fchor	2	2	0	0
Z	fchy	2	2	0	0
Z	g	3	2	0	0
Z	h	6	6	0	0
Z	k	145	47	0.337931034483	0
Z	ka	6	6	0	0
Z	kaiiin	3	3	0	0
Z	kaly	3	3	0	0
Z	kary	3	3	0	0
Z	kch	12	10	0.0833333333333	0
Z	kchd	3	3	0	0
Z	kche	12	10	0	0
Z	kcheeor	2	2	0	0
Z	kcheey	4	3	0	0
Z	kchey	7	6	0	0
Z	kcho	5	4	0	0
Z	kchol	16	13	0	0
Z	kchor	12	11	0	0
Z	kchy	15	14	0	0
Z	ke	26	19	0.0384615384615	0
Z	kech	2	2	0	0
Z	ked	4	3	0	0
Z	kee	25	17	0.04	0
Z	keechy	2	2	0	0
Z	keed	4	4	0	0
Z	keeey	3	3	0	0
Z	keeo	5	5	0	0
Z	keeod	2	2	0	0
Z	keeol	4	4	0	0
Z	keeor	3	3	0	0
Z	keesho	2	2	0	0
Z	keey	22	18	0	0
Z	keo	11	9	0	0
Z	keod	3	3	0.666666666667	0
Z	keol	9	8	0	0
Z	keor	5	5	0	0
Z	key	11	10	0	0
Z	kl	2	2	0	0
Z	ko	8	8	0.125	0
Z	kod	2	2	1	0
Z	kol	18	16	0	0
Z	kor	13	12	0	0
Z	ksh	4	4	0.25	0
Z	kshd	2	2	0	0
Z	kshe	2	2	0	0
Z	ksheo	4	4	0	0
Z	ksheol	2	2	0	0
Z	kshey	3	3	0	0
Z	ksho	2	2	0	0
Z	kshy	2	2	0	0
Z	ky	53	37	0	0
Z	l	942	91	0.036093418259	0.924628450106
Z	la	3	3	0	0
Z	lch	12	8	0	0
Z	lchd	5	4	0	0.2
Z	lche	71	22	0	0
Z	lcheckhy	2	2	0	0
Z	lched	6	4	0	0
Z	lcheey	7	6	0	0
Z	lcheo	2	2	0	0
Z	lcheol	6	5	0	0
Z	lchey	25	17	0	0
Z	lchol	3	3	0	0
Z	lchs	2	2	0	0
Z	lchy	7	6	0	0
Z	ld	4	4	0.75	0
Z	lfchy	2	2	0	0
Z	lk	62	18	0.467741935484	0
Z	lka	2	2	0	0
Z	lkche	9	5	0	0
Z	lkchey	6	3	0	0
Z	lke	14	10	0	0
Z	lked	3	3	0	0
Z	lkee	16	9	0	0
Z	lkeed	4	4	0	0
Z	lkeeey	2	2	0	0
Z	lkeeo	2	2	0	0
Z	lkeeol	2	2	0	0
Z	lkeey	18	13	0	0
Z	lkeo	3	3	0	0
Z	lkeol	4	4	0	0
Z	lkey	4	4	0	0
Z	lkl	4	4	0	0
Z	lkshe	3	3	0	0
Z	lky	11	8	0	0
Z	lo	10	9	0	0
Z	lod	4	4	0.5	0
Z	lol	24	17	0	0
Z	loly	2	2	0	0
Z	lor	20	14	0	0
Z	los	5	5	0.2	0
Z	loty	2	2	0	0
Z	lpch	2	2	0	0
Z	lr	6	4	0	0
Z	ls	4	4	0	0
Z	lshd	2	2	0.5	0
Z	lshe	25	15	0	0
Z	lshee	5	3	0	0
Z	lsheey	5	4	0	0
Z	lsheo	2	2	0	0
Z	lshey	9	6	0	0
Z	lsho	2	2	0	0
Z	lshy	2	2	0	0
Z	lt	6	6	0.166666666667	0
Z	ltee	2	2	0	0
Z	ly	7	5	0	0
