module	locus	page	physical_folio	source_group_index	source_group_count_by_reading	ZL3b_token	IT2a_token	RF1b_token	match_state_by_reading	match_positions_zero_based	proposed_segmentation_by_reading	reading_agreement	layout_role	kind	section	currier	hand	grammar_scope	left_separator_by_reading	right_separator_by_reading	annotation_provenance	object_tags	relation_tags	annotation_certainty	raw_source_description	claim_state
TEE	f100r.14	f100r	f100	3	ZL3b:10;IT2a:10;RF1b:11	qoteey	qoteey	qoteey	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:INTERNAL	ZL3b:2;IT2a:2;RF1b:2	ZL3b:qo+[TEE]+y;IT2a:qo+[TEE]+y;RF1b:qo+[TEE]+y	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f100r.14	f100r	f100	4	ZL3b:10;IT2a:10;RF1b:11	qokeody	qokeody	qokeody	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:5;IT2a:5;RF1b:5	ZL3b:qokeo+[DY]+∅;IT2a:qokeo+[DY]+∅;RF1b:qokeo+[DY]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.14	f100r	f100	5	ZL3b:10;IT2a:10;RF1b:11	qoteold	qoteold	qoteol	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:SUFFIX	ZL3b:4;IT2a:4;RF1b:4	ZL3b:qote+[OL]+d;IT2a:qote+[OL]+d;RF1b:qote+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:UNCERTAIN_SMALL_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
TE	f100r.14	f100r	f100	5	ZL3b:10;IT2a:10;RF1b:11	qoteold	qoteold	qoteol	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:INTERNAL	ZL3b:2;IT2a:2;RF1b:2	ZL3b:qo+[TE]+old;IT2a:qo+[TE]+old;RF1b:qo+[TE]+ol	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:UNCERTAIN_SMALL_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.14	f100r	f100	6	ZL3b:10;IT2a:10;RF1b:11	qokeol	qokeol	d	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:ABSENT	ZL3b:4;IT2a:4	ZL3b:qoke+[OL]+∅;IT2a:qoke+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:UNCERTAIN_SMALL_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.14	f100r	f100	7	ZL3b:10;IT2a:10;RF1b:11	so	so	qokeol	ZL3b:ABSENT;IT2a:ABSENT;RF1b:SUFFIX	RF1b:4	RF1b:qoke+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.15	f100r	f100	2	ZL3b:7;IT2a:7;RF1b:7	shol	shol	shol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:2;IT2a:2;RF1b:2	ZL3b:sh+[OL]+∅;IT2a:sh+[OL]+∅;RF1b:sh+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.15	f100r	f100	3	ZL3b:7;IT2a:7;RF1b:7	qokeeol	qokeeol	qokeeol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:5;IT2a:5;RF1b:5	ZL3b:qokee+[OL]+∅;IT2a:qokee+[OL]+∅;RF1b:qokee+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.15	f100r	f100	5	ZL3b:7;IT2a:7;RF1b:7	chol	chol	chol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:2;IT2a:2;RF1b:2	ZL3b:ch+[OL]+∅;IT2a:ch+[OL]+∅;RF1b:ch+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f100r.15	f100r	f100	6	ZL3b:7;IT2a:7;RF1b:7	qokeeody	qokeeody	qokeeody	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:6;IT2a:6;RF1b:6	ZL3b:qokeeo+[DY]+∅;IT2a:qokeeo+[DY]+∅;RF1b:qokeeo+[DY]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f100r.15	f100r	f100	7	ZL3b:7;IT2a:7;RF1b:7	dareu	dorean	darea	ZL3b:INTERNAL;IT2a:ABSENT;RF1b:INTERNAL	ZL3b:1;RF1b:1	ZL3b:d+[AR]+eu;RF1b:d+[AR]+ea	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:LINE_END;IT2a:LINE_END;RF1b:LINE_END	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DAR	f100r.15	f100r	f100	7	ZL3b:7;IT2a:7;RF1b:7	dareu	dorean	darea	ZL3b:PREFIX;IT2a:ABSENT;RF1b:PREFIX	ZL3b:0;RF1b:0	ZL3b:∅+[DAR]+eu;RF1b:∅+[DAR]+ea	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:LINE_END;IT2a:LINE_END;RF1b:LINE_END	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.18	f100r	f100	1	ZL3b:1;IT2a:1;RF1b:1	orol	orol	orol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:2;IT2a:2;RF1b:2	ZL3b:or+[OL]+∅;IT2a:or+[OL]+∅;RF1b:or+[OL]+∅	ALL_THREE_EXACT	LABEL	L	P	A	1	DIAGNOSTIC_NONPROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:LINE_END;IT2a:LINE_END;RF1b:LINE_END	EXISTING_HUMAN_ANNOTATION	PLANT;LABEL	REL_PROXIMITY	UNHEDGED	panel 100r, third row of plants and labels || West of plant <f100r>[3,2], neat top of root. Kluge's 26Ab. Petersen's 126, word 2.	FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.19	f100r	f100	1	ZL3b:1;IT2a:1;RF1b:1	olcheom	olcheom	olcheom	ZL3b:PREFIX;IT2a:PREFIX;RF1b:PREFIX	ZL3b:0;IT2a:0;RF1b:0	ZL3b:∅+[OL]+cheom;IT2a:∅+[OL]+cheom;RF1b:∅+[OL]+cheom	ALL_THREE_EXACT	LABEL	L	P	A	1	DIAGNOSTIC_NONPROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:LINE_END;IT2a:LINE_END;RF1b:LINE_END	EXISTING_HUMAN_ANNOTATION	PLANT;LABEL	REL_PROXIMITY	UNHEDGED	panel 100r, third row of plants and labels || plant <f100r>[3,2] - crumpled root, bushy round serrated leaves plant <f100r>[3,3] - light roots, stem and single oval leaf with midline bumps. East of plant <f100r>[3,3], near base of stem. Kluge's 28A.	FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.20	f100r	f100	1	ZL3b:1;IT2a:1;RF1b:1	oteol	oteol	oteol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:3;IT2a:3;RF1b:3	ZL3b:ote+[OL]+∅;IT2a:ote+[OL]+∅;RF1b:ote+[OL]+∅	ALL_THREE_EXACT	LABEL	L	P	A	1	DIAGNOSTIC_NONPROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:LINE_END;IT2a:LINE_END;RF1b:LINE_END	EXISTING_HUMAN_ANNOTATION	PLANT;LABEL	REL_PROXIMITY	UNHEDGED	panel 100r, third row of plants and labels || West of <f100r>[3,5], above leaves of <f100r>[3,4]. Kluge's 30A.	FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
TE	f100r.20	f100r	f100	1	ZL3b:1;IT2a:1;RF1b:1	oteol	oteol	oteol	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:INTERNAL	ZL3b:1;IT2a:1;RF1b:1	ZL3b:o+[TE]+ol;IT2a:o+[TE]+ol;RF1b:o+[TE]+ol	ALL_THREE_EXACT	LABEL	L	P	A	1	DIAGNOSTIC_NONPROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:LINE_END;IT2a:LINE_END;RF1b:LINE_END	EXISTING_HUMAN_ANNOTATION	PLANT;LABEL	REL_PROXIMITY	UNHEDGED	panel 100r, third row of plants and labels || West of <f100r>[3,5], above leaves of <f100r>[3,4]. Kluge's 30A.	FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.21	f100r	f100	1	ZL3b:1;IT2a:1;RF1b:1	okols	okols	otols	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:INTERNAL	ZL3b:2;IT2a:2;RF1b:2	ZL3b:ok+[OL]+s;IT2a:ok+[OL]+s;RF1b:ot+[OL]+s	READING_OR_TOPOLOGY_DISAGREEMENT	LABEL	L	P	A	1	DIAGNOSTIC_NONPROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:LINE_END;IT2a:LINE_END;RF1b:LINE_END	EXISTING_HUMAN_ANNOTATION	PLANT;LABEL	REL_PROXIMITY	UNHEDGED	panel 100r, third row of plants and labels || plant <f100r>[3,4] - light roots, paddle-shaped leaves with teeth and dots along marging East of plant <f100r>[3,4], below leaves. Kluge's 29A.	FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.22	f100r	f100	1	ZL3b:9;IT2a:9;RF1b:9	folshody	folshody	folsho	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:INTERNAL	ZL3b:1;IT2a:1;RF1b:1	ZL3b:f+[OL]+shody;IT2a:f+[OL]+shody;RF1b:f+[OL]+sho	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:UNCERTAIN_SMALL_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f100r.22	f100r	f100	1	ZL3b:9;IT2a:9;RF1b:9	folshody	folshody	folsho	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:ABSENT	ZL3b:6;IT2a:6	ZL3b:folsho+[DY]+∅;IT2a:folsho+[DY]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:UNCERTAIN_SMALL_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.22	f100r	f100	2	ZL3b:9;IT2a:9;RF1b:9	choldaiin	chol	dy	ZL3b:INTERNAL;IT2a:SUFFIX;RF1b:ABSENT	ZL3b:2;IT2a:2	ZL3b:ch+[OL]+daiin;IT2a:ch+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:UNCERTAIN_SMALL_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f100r.22	f100r	f100	2	ZL3b:9;IT2a:9;RF1b:9	choldaiin	chol	dy	ZL3b:ABSENT;IT2a:ABSENT;RF1b:FREE	RF1b:0	RF1b:∅+[DY]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:UNCERTAIN_SMALL_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.22	f100r	f100	3	ZL3b:9;IT2a:9;RF1b:9	fchod	daiin	choldaiin	ZL3b:ABSENT;IT2a:ABSENT;RF1b:INTERNAL	RF1b:2	RF1b:ch+[OL]+daiin	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.22	f100r	f100	4	ZL3b:9;IT2a:9;RF1b:9	ycheol	fchodycheol	fchodycheol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:4;IT2a:9;RF1b:9	ZL3b:yche+[OL]+∅;IT2a:fchodyche+[OL]+∅;RF1b:fchodyche+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f100r.22	f100r	f100	4	ZL3b:9;IT2a:9;RF1b:9	ycheol	fchodycheol	fchodycheol	ZL3b:ABSENT;IT2a:INTERNAL;RF1b:INTERNAL	IT2a:4;RF1b:4	IT2a:fcho+[DY]+cheol;RF1b:fcho+[DY]+cheol	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.22	f100r	f100	5	ZL3b:9;IT2a:9;RF1b:9	cphol	cphol	cphol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:3;IT2a:3;RF1b:3	ZL3b:cph+[OL]+∅;IT2a:cph+[OL]+∅;RF1b:cph+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
TE	f100r.22	f100r	f100	6	ZL3b:9;IT2a:9;RF1b:9	qotees	qotees	qotees	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:INTERNAL	ZL3b:2;IT2a:2;RF1b:2	ZL3b:qo+[TE]+es;IT2a:qo+[TE]+es;RF1b:qo+[TE]+es	ALL_THREE_EXACT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
TEE	f100r.22	f100r	f100	6	ZL3b:9;IT2a:9;RF1b:9	qotees	qotees	qotees	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:INTERNAL	ZL3b:2;IT2a:2;RF1b:2	ZL3b:qo+[TEE]+s;IT2a:qo+[TEE]+s;RF1b:qo+[TEE]+s	ALL_THREE_EXACT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f100r.23	f100r	f100	2	ZL3b:12;IT2a:12;RF1b:12	chol	chol	chol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:2;IT2a:2;RF1b:2	ZL3b:ch+[OL]+∅;IT2a:ch+[OL]+∅;RF1b:ch+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	P	A	1	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
