rank	feature_family	feature_value	denominator	ha_count	ha_folios	ha_rate_per_1000	hb_count	hb_folios	hb_rate_per_1000	sb_count	sb_folios	sb_rate_per_1000	ob_count	ob_folios	ob_rate_per_1000	sa_count	sa_folios	sa_rate_per_1000	other_count	other_folios	other_rate_per_1000	shared_a_enrichment_log2	shared_other_b_specificity_log2	hb_sb_abs_log2_rate_difference	minimum_target_folio_support	same_hand3_support	hb_hand3_count	hb_hand3_folios	sb_hand3_count	sb_hand3_folios	hb_nonhand3_count	hb_nonhand3_folios	cross_hand_target_support	sa_cross_currier_sensitivity	lofo_min_a_enrichment_log2	lofo_min_other_b_specificity_log2	family_selector_bits	rank_score	formal_function_hint	classification
11	WRAPPER_CORE	NONE|olaiin	GROUP	0	0	0.127811861	5	5	4.154078550	9	5	1.956342669	4	4	0.995575221	0	0	1.655629139	3	2	5.116959064	3.936065462	0.974556863	1.086369405	5	YES	1	1	9	5	4	4	YES	ABSENT	3.515189300	0.553680701	6.357552005	6.952400124	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
12	FIELD_SHAPE	CLOSED|LEN_3|AR_REFERENCE>DY_RESOLUTION	FIELD	2	2	2.765486726	7	6	16.304347826	14	8	9.570957096	2	2	1.465416178	1	1	25.862068966	0	0	2.808988764	1.791129784	2.707352753	0.768521628	6	NO	0	0	14	8	7	6	YES	PRESENT	1.590315219	2.506538188	5.129283017	6.921576646	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
13	CORE	dy	GROUP	3	3	0.894683027	65	15	49.471299094	127	12	26.256177924	158	13	35.066371681	1	1	4.966887417	2	1	3.654970760	4.875136463	-0.417431242	0.913934864	12	YES	21	2	125	12	44	13	YES	PRESENT	4.809356854	-0.483210852	6.209453366	6.826041044	PREDOMINANT_CARRIER_STATE	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
14	STATE_TRANSITION	DY_RESOLUTION>AR_REFERENCE	TRANSITION	2	2	0.801025312	25	10	22.447183099	51	11	12.279446829	52	12	13.639906469	2	1	9.652509653	4	3	7.922535211	3.938253928	-0.151588181	0.870288841	10	YES	4	1	46	11	21	9	YES	PRESENT	3.741668192	-0.348173917	6.000000000	6.810952945	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
15	FIELD_SHAPE	OPEN|LEN_1|ED_MEDIUM>ED_MEDIUM	FIELD	0	0	0.553097345	3	3	7.608695652	11	8	7.590759076	6	3	3.810082063	0	0	8.620689655	0	0	2.808988764	3.778638840	0.994422091	0.003404993	3	NO	0	0	11	8	3	3	YES	ABSENT	3.367319998	0.583103248	5.129283017	6.771358434	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
16	FIELD_TEMPLATE	ED_MEDIUM>OPEN	FIELD	0	0	0.553097345	3	3	7.608695652	11	8	7.590759076	6	3	3.810082063	0	0	8.620689655	0	0	2.808988764	3.778638840	0.994422091	0.003404993	3	NO	0	0	11	8	3	3	YES	ABSENT	3.367319998	0.583103248	4.169925001	6.771358434	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
17	CORE	otch	GROUP	0	0	0.127811861	7	6	5.664652568	10	7	2.162273476	6	4	1.438053097	0	0	1.655629139	0	0	0.730994152	4.080455371	0.588432056	1.389438472	6	YES	3	2	8	7	4	4	YES	ABSENT	3.710010688	0.217987372	6.209453366	6.701067742	PREDOMINANT_CLOSURE_HOST	B_S_REGISTER_CANDIDATE
18	CLOSED_FIELD_CLOSER	otch	FIELD	0	0	0.553097345	7	6	16.304347826	10	7	6.930693069	6	4	3.810082063	0	0	8.620689655	0	0	2.808988764	3.647394307	0.863177558	1.234185200	6	YES	3	2	8	7	4	4	YES	ABSENT	3.311327790	0.527111040	4.000000000	6.700834186	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
19	CORE	okair	GROUP	0	0	0.127811861	3	3	2.643504532	7	5	1.544481054	2	2	0.553097345	3	1	11.589403974	0	0	0.730994152	3.595028544	1.481516852	0.775329626	3	NO	0	0	7	5	3	3	YES	PRESENT	2.969831247	0.856319555	6.209453366	6.688880583	MIXED_NONCLOSURE_HOST_CANDIDATE	B_S_ENRICHED_HAND_CONFOUNDED
20	STATE_TRANSITION	AR_REFERENCE>DY_RESOLUTION	TRANSITION	3	3	1.121435437	15	7	13.644366197	54	12	12.994754411	45	11	11.821252273	3	1	13.513513514	2	2	4.401408451	3.534510899	0.136546494	0.070376012	7	YES	6	2	50	12	9	5	YES	PRESENT	3.291888335	-0.106076070	6.000000000	6.635869387	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
21	WRAPPER_CORE	NONE|okain	GROUP	1	1	0.383435583	12	6	9.441087613	29	9	6.074958814	26	9	5.862831858	0	0	1.655629139	0	0	0.730994152	3.985818497	0.051276946	0.636078440	6	YES	3	1	29	9	9	5	YES	ABSENT	3.766774403	-0.167767148	6.357552005	6.526411145	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
22	WRAPPER_CORE	NONE|ote	GROUP	0	0	0.127811861	9	6	7.175226586	29	10	6.074958814	32	10	7.190265487	0	0	1.655629139	0	0	0.730994152	5.570780998	-0.243170413	0.240149764	6	NO	0	0	29	10	9	6	YES	ABSENT	5.333777813	-0.480173598	6.357552005	6.444109628	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
23	STATE_TRANSITION	DY_RESOLUTION>DY_RESOLUTION	TRANSITION	12	8	4.005126562	88	14	77.904929577	236	12	56.390081068	392	13	101.974538841	1	1	5.791505792	8	4	14.964788732	3.815521679	-0.854695661	0.466273203	12	YES	7	2	219	12	81	12	YES	PRESENT	3.658766355	-1.011450985	6.000000000	6.428129135	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
24	WRAPPER_CORE	NONE|aiin	GROUP	15	14	3.962167689	22	11	16.993957704	102	11	21.107907743	42	11	9.402654867	5	1	18.211920530	7	4	10.964912281	2.100660034	0.853881811	0.312761704	11	YES	2	2	101	11	20	9	YES	PRESENT	1.901235331	0.654457107	6.357552005	6.383123494	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
25	CLOSED_FIELD_CLOSER	ote	FIELD	0	0	0.553097345	12	6	27.173913043	38	12	25.412541254	57	12	33.704572098	0	0	8.620689655	0	0	2.808988764	5.521863425	-0.407403657	0.096681676	6	NO	0	0	38	12	12	6	YES	ABSENT	5.364202902	-0.565064180	4.000000000	6.351610427	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
26	CLOSED_FIELD_CLOSER	che	FIELD	0	0	0.553097345	5	5	11.956521739	18	8	12.211221122	24	11	14.361078546	0	0	8.620689655	0	0	2.808988764	4.434120530	-0.264366345	0.030409720	5	YES	1	1	15	8	4	4	YES	ABSENT	4.145659723	-0.552827152	4.000000000	6.305391296	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
27	WRAPPER_CORE	q|otar	GROUP	0	0	0.127811861	4	4	3.398791541	15	9	3.191927512	14	9	3.207964602	0	0	1.655629139	0	0	0.730994152	4.642334259	-0.007230334	0.090593991	4	YES	2	2	15	9	2	2	YES	ABSENT	4.338960378	-0.310604215	6.357552005	6.269400766	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
28	CLOSED_FIELD_CLOSER	oke	FIELD	0	0	0.553097345	30	13	66.304347826	56	12	37.293729373	145	12	85.287221571	0	0	8.620689655	0	0	2.808988764	6.075255846	-1.193396528	0.830170403	12	YES	3	2	55	12	27	11	YES	ABSENT	5.580832560	-1.687819814	4.000000000	6.091957989	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
29	CORE	che	GROUP	0	0	0.127811861	5	5	4.154078550	18	8	3.809719934	24	11	5.420353982	0	0	1.655629139	0	0	0.730994152	4.897591314	-0.508702127	0.124843552	5	YES	1	1	15	8	4	4	YES	ABSENT	4.558007594	-0.848285847	6.209453366	6.013838597	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
30	CORE	ote	GROUP	0	0	0.127811861	12	6	9.441087613	38	12	7.928336079	57	12	12.721238938	0	0	1.655629139	0	0	0.730994152	5.954924489	-0.682149159	0.251934949	6	NO	0	0	38	12	12	6	YES	ABSENT	5.819204640	-0.817869009	6.209453366	5.999238289	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
31	STATE_TRANSITION	DY_RESOLUTION>OT_AR_LOCAL	TRANSITION	0	0	0.160205062	5	4	4.841549296	12	9	2.980448259	11	8	2.987789036	0	0	1.930501931	0	0	0.880281690	4.217537686	-0.003548957	0.699939455	4	YES	3	2	11	9	2	2	YES	ABSENT	4.080874279	-0.140212363	6.000000000	5.968409411	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
32	STATE_TRANSITION	AR_REFERENCE>OTHER	TRANSITION	25	16	8.170458186	38	13	33.890845070	92	11	22.055317120	35	12	9.223174851	5	1	21.235521236	5	4	9.683098592	1.432637614	1.257791151	0.619769107	11	YES	5	2	88	11	33	11	YES	PRESENT	1.355328032	1.180481568	6.000000000	5.965506712	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
33	STATE_TRANSITION	OTHER>DY_RESOLUTION	TRANSITION	37	24	12.015379686	44	14	39.172535211	153	12	36.599904626	91	13	23.772408418	1	1	5.791505792	6	4	11.443661972	1.606957651	0.622551817	0.098002612	12	YES	9	2	150	12	35	12	YES	PRESENT	1.494560072	0.510154238	6.000000000	5.880947880	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
34	RECORD_STATE	OT_AR_LOCAL	GROUP	6	5	1.661554192	15	7	11.706948640	48	11	9.987644152	36	11	8.075221239	2	1	8.278145695	1	1	2.192982456	2.587611073	0.306642634	0.229148768	7	YES	6	2	46	11	9	5	YES	PRESENT	2.433088255	0.152119817	3.584962501	5.779679323	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
35	WRAPPER_CORE	NONE|otar	GROUP	2	2	0.639059305	11	6	8.685800604	26	11	5.457166392	21	8	4.756637168	2	1	8.278145695	1	1	2.192982456	3.094130308	0.198210051	0.670506801	6	YES	4	2	25	11	7	4	YES	PRESENT	2.865371135	-0.030549123	6.357552005	5.764441881	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
36	CORE	otar	GROUP	5	5	1.405930470	15	7	11.706948640	44	11	9.163920923	35	11	7.853982301	2	1	8.278145695	1	1	2.192982456	2.704439761	0.222540663	0.353328179	7	YES	6	2	42	11	9	5	YES	PRESENT	2.560140165	0.078241067	6.209453366	5.750316334	PREDOMINANT_OT_AR_LOCAL	A_RARE_BS_SHARED_WEAK_SPECIFICITY
37	CLOSED_FIELD_CLOSER	e	FIELD	0	0	0.553097345	17	10	38.043478261	75	12	49.834983498	185	13	108.733880422	0	0	8.620689655	1	1	8.426966292	6.103971928	-1.515080479	0.389509695	10	YES	2	1	74	12	15	9	YES	ABSENT	5.874626746	-1.744425661	4.000000000	5.749596292	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
38	CORE	oke	GROUP	0	0	0.127811861	30	13	23.036253776	56	12	11.635090610	145	12	32.190265487	0	0	1.655629139	0	0	0.730994152	6.508316911	-1.468142029	0.985423675	12	YES	3	2	55	12	27	11	YES	ABSENT	5.991671836	-1.984787105	6.209453366	5.739585851	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
39	WRAPPER_CORE	ch|dy	GROUP	1	1	0.383435583	33	10	25.302114804	22	10	4.633443163	22	12	4.977876106	1	1	4.966887417	1	1	2.192982456	3.595028544	-0.103445649	2.449101394	10	YES	13	2	21	10	20	8	YES	PRESENT	3.440538418	-0.257935775	6.357552005	5.726463817	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
40	STATE_TRANSITION	DY_RESOLUTION>OTHER	TRANSITION	24	18	7.850048062	32	14	28.609154930	125	12	29.923700525	97	13	25.331254871	2	1	9.652509653	10	6	18.485915493	1.865703491	0.175558336	0.064811714	12	YES	7	2	121	12	25	12	YES	PRESENT	1.728064916	0.037919760	6.000000000	5.709295688	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
41	WRAPPER_TRANSITION	NONE>che	TRANSITION	56	25	18.103172060	52	15	46.214788732	217	12	51.859799714	109	13	28.448947779	8	1	32.818532819	19	5	34.330985915	1.352112078	0.699979294	0.166262046	12	YES	9	2	212	12	43	13	YES	PRESENT	1.205355388	0.553222604	5.491853096	5.669400067	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
42	WRAPPER_CORE	ch|dam	GROUP	0	0	0.127811861	4	3	3.398791541	3	2	0.720757825	0	0	0.110619469	0	0	1.655629139	0	0	0.730994152	2.495492871	2.703909273	2.237435379	2	YES	1	1	3	2	3	2	YES	ABSENT	1.401010054	1.609426457	6.357552005	5.665646955	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
43	WRAPPER_CORE	NONE|okar	GROUP	1	1	0.383435583	15	7	11.706948640	18	7	3.809719934	17	8	3.871681416	3	1	11.589403974	1	1	2.192982456	3.312628814	-0.023275300	1.619608244	7	YES	4	1	18	7	11	6	YES	PRESENT	2.871698501	-0.464205613	6.357552005	5.479549391	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
44	RECORD_STATE	DY_RESOLUTION	GROUP	163	44	41.794478528	295	16	223.187311178	949	12	195.531301483	1168	13	258.517699115	18	1	61.258278146	74	6	108.918128655	2.226015313	-0.402863478	0.190855429	12	YES	51	2	898	12	244	14	YES	PRESENT	2.166792728	-0.462086063	3.584962501	5.428163839	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
45	FIELD_SHAPE	CLOSED|LEN_4PLUS|AR_REFERENCE>DY_RESOLUTION	FIELD	3	3	3.871681416	7	4	16.304347826	29	11	19.471947195	12	9	7.327080891	1	1	25.862068966	1	1	8.426966292	2.074224585	1.153946286	0.256140426	4	NO	0	0	27	11	7	4	YES	PRESENT	1.451430011	0.531151712	5.129283017	5.422028753	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
46	STATE_TRANSITION	ED_MEDIUM>OTHER	TRANSITION	1	1	0.480615187	3	3	3.080985915	21	8	5.126371006	5	4	1.428942582	0	0	1.930501931	0	0	0.880281690	2.680437944	1.108444140	0.734545806	3	NO	0	0	20	8	3	3	YES	ABSENT	2.202651179	0.630657375	6.000000000	5.421609180	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
47	STATE_TRANSITION	ED_MEDIUM>DY_RESOLUTION	TRANSITION	0	0	0.160205062	3	3	3.080985915	27	8	6.556986171	12	9	3.247596778	0	0	1.930501931	0	0	0.880281690	4.265400444	-0.075980431	1.089640765	3	NO	0	0	25	8	3	3	YES	ABSENT	3.799150174	-0.594906372	6.000000000	5.379199186	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
48	CLOSED_FIELD_CLOSER	ee	FIELD	0	0	0.553097345	6	4	14.130434783	17	10	11.551155116	35	12	20.808909730	0	0	8.620689655	0	0	2.808988764	4.384359901	-0.849164250	0.290768729	4	YES	2	1	16	10	4	3	YES	ABSENT	4.145659723	-1.087864428	4.000000000	5.327379481	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
49	FIELD_SHAPE	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	FIELD	36	22	40.376106195	134	15	292.391304348	333	12	220.132013201	575	13	337.338804220	2	1	43.103448276	14	4	81.460674157	2.446795276	-0.615829314	0.409531439	12	YES	15	2	310	12	119	13	YES	PRESENT	2.367965354	-0.694659236	5.129283017	5.326639961	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
50	FIELD_TEMPLATE	DY_RESOLUTION	FIELD	36	22	40.376106195	134	15	292.391304348	333	12	220.132013201	575	13	337.338804220	2	1	43.103448276	14	4	81.460674157	2.446795276	-0.615829314	0.409531439	12	YES	15	2	310	12	119	13	YES	PRESENT	2.367965354	-0.694659236	4.169925001	5.326639961	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
51	WRAPPER_CORE	q|oke	GROUP	0	0	0.127811861	17	9	13.217522659	39	12	8.134266886	115	12	25.553097345	0	0	1.655629139	0	0	0.730994152	5.991918697	-1.651413942	0.700367568	9	YES	1	1	38	12	16	8	YES	ABSENT	5.569845171	-2.073487468	6.357552005	5.320330369	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
52	CORE	okam	GROUP	1	1	0.383435583	6	6	4.909365559	10	8	2.162273476	6	4	1.438053097	0	0	1.655629139	1	1	2.192982456	2.495492871	0.588432056	1.182987595	6	YES	1	1	10	8	5	5	YES	ABSENT	2.301123050	0.394062235	6.209453366	5.299786051	MIXED_NONCLOSURE_HOST_CANDIDATE	B_S_REGISTER_CANDIDATE
53	STATE_TRANSITION	CARRIER_STATE>DY_RESOLUTION	TRANSITION	29	23	9.452098686	46	14	40.933098592	128	12	30.639008107	110	13	28.708755521	2	1	9.652509653	16	5	29.049295775	1.696662996	0.093878800	0.417898289	12	YES	6	2	123	12	40	12	YES	PRESENT	1.593797656	-0.008986540	6.000000000	5.282032369	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
54	WRAPPER_TRANSITION	che>ch	TRANSITION	24	13	7.850048062	13	9	11.883802817	36	10	8.702908918	8	6	2.208365809	1	1	5.791505792	7	3	13.204225352	0.148796211	1.978518527	0.449426970	9	YES	5	2	33	10	8	7	YES	PRESENT	0.015427515	1.845149831	5.491853096	5.224529348	FORMAL_PATTERN	SHARED_NOT_ENRICHED
55	STATE_TRANSITION	OTHER>OT_AR_LOCAL	TRANSITION	1	1	0.480615187	3	3	3.080985915	12	6	2.980448259	7	4	1.948558067	0	0	1.930501931	1	1	2.640845070	2.632575185	0.613122404	0.047862759	3	NO	0	0	12	6	3	3	YES	ABSENT	2.217370759	0.197917978	6.000000000	5.221766209	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
56	WRAPPER_CORE	t|che	GROUP	0	0	0.127811861	3	3	2.643504532	9	6	1.956342669	12	7	2.765486726	0	0	1.655629139	0	0	0.730994152	3.936065462	-0.499374325	0.434292708	3	YES	1	1	7	6	2	2	YES	ABSENT	3.503559810	-0.931879977	6.357552005	5.219544783	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
57	CORE	kain	GROUP	0	0	0.127811861	4	3	3.398791541	12	6	2.574135091	17	7	3.871681416	0	0	1.655629139	0	0	0.730994152	4.331994138	-0.588872476	0.400934111	3	YES	2	1	12	6	2	2	YES	ABSENT	4.084244399	-0.836622215	6.209453366	5.210660468	MIXED_NONCLOSURE_HOST_CANDIDATE	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
58	STATE_TRANSITION	OTHER>AR_REFERENCE	TRANSITION	28	19	9.131688561	24	10	21.566901408	70	12	16.809728183	31	9	8.183943882	8	1	32.818532819	6	4	11.443661972	0.880342834	1.038428239	0.359522518	10	YES	5	1	64	11	19	9	YES	PRESENT	0.785373244	0.943458649	6.000000000	5.198441432	FORMAL_PATTERN	SHARED_NOT_ENRICHED
59	WRAPPER_CORE	q|okal	GROUP	0	0	0.127811861	7	6	5.664652568	24	9	5.045304778	66	13	14.712389381	2	1	8.278145695	1	1	2.192982456	5.302847793	-1.544018240	0.167046051	6	YES	3	2	24	9	4	4	YES	PRESENT	5.008076075	-1.838789958	6.357552005	5.179813656	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
60	WRAPPER_TRANSITION	NONE>NONE	TRANSITION	411	47	131.848766421	308	14	271.566901408	1005	12	239.747257988	589	13	153.156664069	57	1	222.007722008	94	6	166.373239437	0.862630242	0.646506173	0.179793339	12	YES	57	2	987	12	251	12	YES	PRESENT	0.776282370	0.560158302	5.491853096	5.119679463	FORMAL_PATTERN	SHARED_NOT_ENRICHED
61	CORE	otam	GROUP	3	3	0.894683027	5	4	4.154078550	15	11	3.191927512	6	2	1.438053097	0	0	1.655629139	1	1	2.192982456	1.834979337	1.150310943	0.380100608	4	NO	0	0	15	11	5	4	YES	ABSENT	1.651250850	0.966582456	6.209453366	5.117168071	PREDOMINANT_OTHER	B_S_ENRICHED_HAND_CONFOUNDED
62	CORE	okar	GROUP	3	3	0.894683027	25	8	19.259818731	41	10	8.546128501	64	13	14.269911504	9	1	31.456953642	3	2	5.116959064	3.255822458	-0.739633473	1.172251210	8	YES	8	2	40	10	17	6	YES	PRESENT	3.071539081	-0.923916850	6.209453366	5.099988381	PREDOMINANT_AR_REFERENCE	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
63	STATE_TRANSITION	DY_RESOLUTION>ED_MEDIUM	TRANSITION	0	0	0.160205062	3	3	3.080985915	40	10	9.656652361	12	7	3.247596778	0	0	1.930501931	0	0	0.880281690	4.265400444	-0.075980431	1.648131054	3	NO	0	0	38	10	3	3	YES	ABSENT	3.787613680	-0.553767196	6.000000000	5.099954041	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
64	FIELD_SHAPE	OPEN|LEN_4PLUS|AR_REFERENCE>OTHER	FIELD	2	2	2.765486726	4	3	9.782608696	12	6	8.250825083	4	3	2.637749121	1	1	25.862068966	0	0	2.808988764	1.577004979	1.645231041	0.245680839	3	NO	0	0	10	6	4	3	YES	PRESENT	1.051994638	1.120220700	5.129283017	5.099395601	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
65	WRAPPER_CORE	NONE|okal	GROUP	6	5	1.661554192	10	8	7.930513595	21	9	4.427512356	10	8	2.323008850	2	1	8.278145695	0	0	0.730994152	1.413962985	0.930501683	0.840917968	8	YES	2	1	21	9	8	7	YES	PRESENT	0.993858163	0.510396861	6.357552005	5.093930686	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
66	WRAPPER_CORE	NONE|otch	GROUP	0	0	0.127811861	3	3	2.643504532	5	4	1.132619440	3	3	0.774336283	0	0	1.655629139	0	0	0.730994152	3.147569567	0.548631048	1.222788603	3	YES	1	1	4	4	2	2	YES	ABSENT	2.610475014	0.011536494	6.357552005	5.084806314	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
67	STATE_TRANSITION	DY_RESOLUTION>AL_STATE	TRANSITION	3	3	1.121435437	12	10	11.003521127	35	11	8.464473057	72	13	18.836061315	4	1	17.374517375	4	2	7.922535211	2.916073693	-1.154005161	0.378473097	10	YES	2	2	34	10	10	8	YES	PRESENT	2.746869038	-1.323209816	6.000000000	5.032263603	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
68	CORE	dam	GROUP	0	0	0.127811861	4	3	3.398791541	4	2	0.926688633	1	1	0.331858407	0	0	1.655629139	0	0	0.730994152	2.858062950	1.481516852	1.874865299	2	YES	1	1	4	2	3	2	YES	ABSENT	2.136677677	0.760131579	6.209453366	4.987109653	PREDOMINANT_CARRIER_STATE	B_S_REGISTER_CANDIDATE
