event_id	source_host_id	target_host_id	source_host	target_host	locus	physical_folio	section	currier	hand	source_index	target_index	source_frequency_bin	position_quartile	line_count_bin	claim_state
22	Hacac86c0e609ca90	H2bdd94c004581aa9	l	ey	f100v.15	f100	P	A	1	7	8	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
23	H2bdd94c004581aa9	Hafebe00901ad67dd	ey	okeol	f100v.15	f100	P	A	1	8	9	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
24	H519df7fdb2cdc8ce	Hacac86c0e609ca90	ykeeol	l	f100v.16	f100	P	A	1	1	2	F5_15	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
25	Hacac86c0e609ca90	Ha1fce4363854ff88	l	y	f100v.16	f100	P	A	1	2	3	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
26	Hd780e0b759d7da40	H1b0d9cae8e12b8fe	ycheoky	okeesy	f100v.20	f100	P	A	1	1	2	F2_4	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
27	H1b0d9cae8e12b8fe	H99fa2a55212dbc31	okeesy	okeey	f100v.20	f100	P	A	1	2	3	F1	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
28	H99fa2a55212dbc31	Hafebe00901ad67dd	okeey	okeol	f100v.20	f100	P	A	1	3	4	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
29	H7175517a370b5cd2	Hacac86c0e609ca90	or	l	f100v.20	f100	P	A	1	6	7	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
30	Hacac86c0e609ca90	H7a785f853818a3f8	l	ockh	f100v.20	f100	P	A	1	7	8	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
31	H7175517a370b5cd2	Heaabc0a66defdb93	or	okor	f100v.21	f100	P	A	1	1	2	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
32	Heaabc0a66defdb93	Hacac86c0e609ca90	okor	l	f100v.21	f100	P	A	1	2	3	F16_63	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
33	Hacac86c0e609ca90	Ha1fce4363854ff88	l	y	f100v.21	f100	P	A	1	3	4	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
34	Ha1fce4363854ff88	H40cb4b342f4525e4	y	ly	f100v.21	f100	P	A	1	4	5	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
35	H40cb4b342f4525e4	H913c04daa9d6cb3f	ly	araroy	f100v.21	f100	P	A	1	5	6	F1	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
36	H913c04daa9d6cb3f	H2689367b205c16ce	araroy	ok	f100v.21	f100	P	A	1	6	7	F1	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
37	H2689367b205c16ce	H27a84712e4b22c41	ok	ee	f100v.21	f100	P	A	1	7	8	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
38	H27a84712e4b22c41	Hafebe00901ad67dd	ee	okeol	f100v.21	f100	P	A	1	8	9	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
39	Hafebe00901ad67dd	Hd6d9a7c22f975302	okeol	orey	f100v.21	f100	P	A	1	9	10	F16_63	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
40	H055eebf601617046	H2076584e3f0868e7	aiin	ky	f100v.22	f100	P	A	1	1	2	F64P	Q0	3	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
41	H2076584e3f0868e7	Hb3782a6260374132	ky	ory	f100v.22	f100	P	A	1	2	3	F16_63	Q2	3	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
42	Hae1cd33015b06703	Hdd4423cddb822fbb	pol	octhy	f102r1.3	f102	P	A	1	1	2	F5_15	Q0	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
43	Hdd4423cddb822fbb	H3aecd5bfd5c9a1af	octhy	eol	f102r1.3	f102	P	A	1	2	3	F16_63	Q0	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
44	H3aecd5bfd5c9a1af	H6d05355fd844cfe2	eol	loiiin	f102r1.3	f102	P	A	1	3	4	F64P	Q1	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
45	H6d05355fd844cfe2	H456852f22eebc5cf	loiiin	eeor	f102r1.3	f102	P	A	1	4	5	F1	Q2	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
46	H456852f22eebc5cf	H524eb2ac236ffff5	eeor	cpheod	f102r1.3	f102	P	A	1	5	6	F2_4	Q2	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
47	H524eb2ac236ffff5	Hcba06b5736faf67e	cpheod	old	f102r1.3	f102	P	A	1	6	7	F1	Q3	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
48	H7dd826dd005b94bb	H3aecd5bfd5c9a1af	ytol	eol	f102r1.5	f102	P	A	1	1	2	F5_15	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
49	H3aecd5bfd5c9a1af	H3f79bb7b435b0532	eol	e	f102r1.5	f102	P	A	1	2	3	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
50	H3f79bb7b435b0532	Hacac86c0e609ca90	e	l	f102r1.5	f102	P	A	1	3	4	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
51	Hacac86c0e609ca90	H7175517a370b5cd2	l	or	f102r1.5	f102	P	A	1	4	5	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
52	H7175517a370b5cd2	H27051e94ab0127cb	or	oraroekeol	f102r1.5	f102	P	A	1	5	6	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
53	H27051e94ab0127cb	Hacac86c0e609ca90	oraroekeol	l	f102r1.5	f102	P	A	1	6	7	F1	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
54	Hacac86c0e609ca90	H8dd339818d6583cc	l	ekey	f102r1.5	f102	P	A	1	7	8	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
55	H8dd339818d6583cc	H2aed9df78446daa8	ekey	okol	f102r1.5	f102	P	A	1	8	9	F5_15	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
56	H2aed9df78446daa8	Habc42f1c89829b4d	okol	ain	f102r1.5	f102	P	A	1	9	10	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
57	H055eebf601617046	H519df7fdb2cdc8ce	aiin	ykeeol	f102r1.6	f102	P	A	1	1	2	F64P	Q0	4	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
58	H519df7fdb2cdc8ce	Hacac86c0e609ca90	ykeeol	l	f102r1.6	f102	P	A	1	2	3	F5_15	Q1	4	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
59	Hacac86c0e609ca90	H16819f87d97f4c2e	l	okod	f102r1.6	f102	P	A	1	3	4	F64P	Q2	4	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
60	H18980ea361ee26c3	H7175517a370b5cd2	pshod	or	f102r1.8	f102	P	A	1	1	2	F2_4	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
61	H7175517a370b5cd2	H41ad391818df1c6b	or	opy	f102r1.8	f102	P	A	1	2	3	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
62	H41ad391818df1c6b	Heb945a346e9ac4ac	opy	ofol	f102r1.8	f102	P	A	1	3	4	F2_4	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
63	Heb945a346e9ac4ac	H055eebf601617046	ofol	aiin	f102r1.8	f102	P	A	1	4	5	F2_4	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
64	H055eebf601617046	H3aecd5bfd5c9a1af	aiin	eol	f102r1.8	f102	P	A	1	5	6	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
65	H3aecd5bfd5c9a1af	H3aecd5bfd5c9a1af	eol	eol	f102r1.8	f102	P	A	1	6	7	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
66	H3aecd5bfd5c9a1af	Ha3ff0b737a967ea0	eol	oly	f102r1.8	f102	P	A	1	7	8	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
67	H055eebf601617046	Hfc7b309e095efdee	aiin	orsheol	f102r1.9	f102	P	A	1	1	2	F64P	Q0	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
68	Hfc7b309e095efdee	Hafebe00901ad67dd	orsheol	okeol	f102r1.9	f102	P	A	1	2	3	F1	Q1	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
69	Hafebe00901ad67dd	Hced07091d4f76e81	okeol	eeo	f102r1.9	f102	P	A	1	3	4	F16_63	Q2	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
70	Hda44640adbe53d3f	Hacac86c0e609ca90	ycheol	l	f102r1.10	f102	P	A	1	1	2	F5_15	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
71	Hacac86c0e609ca90	Hacac86c0e609ca90	l	l	f102r1.10	f102	P	A	1	2	3	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
72	Hacac86c0e609ca90	Hacac86c0e609ca90	l	l	f102r1.10	f102	P	A	1	3	4	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
73	Hacac86c0e609ca90	H519df7fdb2cdc8ce	l	ykeeol	f102r1.10	f102	P	A	1	4	5	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
74	H519df7fdb2cdc8ce	Hacac86c0e609ca90	ykeeol	l	f102r1.10	f102	P	A	1	5	6	F5_15	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
75	H364a1e7d8d55c6ec	Hfa12806087aab99d	cheo	ockhy	f102r1.11	f102	P	A	1	1	2	F5_15	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
76	Hfa12806087aab99d	Hacac86c0e609ca90	ockhy	l	f102r1.11	f102	P	A	1	2	3	F16_63	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
77	Hacac86c0e609ca90	H8418150b75d3afee	l	eey	f102r1.11	f102	P	A	1	3	4	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
78	H8418150b75d3afee	H5a2c1a71221bd119	eey	okeo	f102r1.11	f102	P	A	1	4	5	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
79	H5a2c1a71221bd119	Hef50956cba1b4931	okeo	okeodol	f102r1.11	f102	P	A	1	5	6	F16_63	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
80	Hef50956cba1b4931	H57890630d716594c	okeodol	ockhey	f102r1.11	f102	P	A	1	6	7	F1	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
81	H57890630d716594c	Hd05e17666a7ed137	ockhey	oleeol	f102r1.11	f102	P	A	1	7	8	F16_63	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
82	H8418150b75d3afee	H80eb040ae32b24f4	eey	keeol	f102r1.14	f102	P	A	1	1	2	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
83	H80eb040ae32b24f4	H5a2c1a71221bd119	keeol	okeo	f102r1.14	f102	P	A	1	2	3	F2_4	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
84	H5a2c1a71221bd119	H8f43031ee1b7fc7c	okeo	aor	f102r1.14	f102	P	A	1	3	4	F16_63	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
85	H8f43031ee1b7fc7c	H2bdd94c004581aa9	aor	ey	f102r1.14	f102	P	A	1	4	5	F1	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
86	H2bdd94c004581aa9	H3aecd5bfd5c9a1af	ey	eol	f102r1.14	f102	P	A	1	5	6	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
87	H3aecd5bfd5c9a1af	H2aed9df78446daa8	eol	okol	f102r1.14	f102	P	A	1	6	7	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
88	H2aed9df78446daa8	H840a8dcfeae95966	okol	os	f102r1.14	f102	P	A	1	7	8	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
89	H7175517a370b5cd2	Hacac86c0e609ca90	or	l	f102r1.15	f102	P	A	1	1	2	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
90	Hacac86c0e609ca90	H055eebf601617046	l	aiin	f102r1.15	f102	P	A	1	2	3	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
91	H8418150b75d3afee	H5a2c1a71221bd119	eey	okeo	f102r1.15	f102	P	A	1	5	6	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
92	H5a2c1a71221bd119	H7175517a370b5cd2	okeo	or	f102r1.15	f102	P	A	1	6	7	F16_63	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
93	Hf250fb60fc5bf56f	Hd1c029a7a36f8438	yd	aro	f102r1.17	f102	P	A	1	1	2	F5_15	Q0	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
94	Hd1c029a7a36f8438	Hcba06b5736faf67e	aro	old	f102r1.17	f102	P	A	1	2	3	F2_4	Q0	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
95	Hcba06b5736faf67e	H65c74c15a686187b	old	o	f102r1.17	f102	P	A	1	3	4	F5_15	Q1	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
96	H65c74c15a686187b	Hfa12806087aab99d	o	ockhy	f102r1.17	f102	P	A	1	4	5	F64P	Q2	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
97	Hfa12806087aab99d	Ha3ff0b737a967ea0	ockhy	oly	f102r1.17	f102	P	A	1	5	6	F16_63	Q3	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
98	H2bdd94c004581aa9	H8f84b83b8e86d66a	ey	cfhey	f102r2.2	f102	P	A	1	3	4	F64P	Q1	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
99	H8f84b83b8e86d66a	H3ea6bc47a6277afe	cfhey	por	f102r2.2	f102	P	A	1	4	5	F2_4	Q2	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
100	H3ea6bc47a6277afe	H055eebf601617046	por	aiin	f102r2.2	f102	P	A	1	5	6	F5_15	Q3	5_7	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
101	H055eebf601617046	Hadb73c0da667f971	aiin	ckheeol	f102r2.4	f102	P	A	1	1	2	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
102	H7175517a370b5cd2	H5d61caeedf54c4df	or	eo	f102r2.5	f102	P	A	1	1	2	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
103	H5d61caeedf54c4df	H7175517a370b5cd2	eo	or	f102r2.5	f102	P	A	1	2	3	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
104	H7175517a370b5cd2	Ha1fce4363854ff88	or	y	f102r2.5	f102	P	A	1	3	4	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
105	H055eebf601617046	H0b4c62acca23587f	aiin	oko	f102r2.6	f102	P	A	1	1	2	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
106	H0b4c62acca23587f	H5a2c1a71221bd119	oko	okeo	f102r2.6	f102	P	A	1	2	3	F5_15	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
107	H5a2c1a71221bd119	Hafebe00901ad67dd	okeo	okeol	f102r2.6	f102	P	A	1	3	4	F16_63	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
108	Hafebe00901ad67dd	H7175517a370b5cd2	okeol	or	f102r2.6	f102	P	A	1	4	5	F16_63	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
109	H7175517a370b5cd2	Hfda71671c022a8e5	or	ckhy	f102r2.6	f102	P	A	1	5	6	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
110	Hfda71671c022a8e5	Hf2869701d5e654a3	ckhy	oteod	f102r2.6	f102	P	A	1	6	7	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
111	H2bdd94c004581aa9	H57890630d716594c	ey	ockhey	f102r2.18	f102	P	A	1	2	3	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
112	H57890630d716594c	Hacac86c0e609ca90	ockhey	l	f102r2.18	f102	P	A	1	3	4	F16_63	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
113	Hacac86c0e609ca90	H2bdd94c004581aa9	l	ey	f102r2.18	f102	P	A	1	4	5	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
114	H2bdd94c004581aa9	Hacac86c0e609ca90	ey	l	f102r2.18	f102	P	A	1	5	6	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
115	Hacac86c0e609ca90	H8418150b75d3afee	l	eey	f102r2.18	f102	P	A	1	6	7	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
116	H8418150b75d3afee	H2aed9df78446daa8	eey	okol	f102r2.18	f102	P	A	1	7	8	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
117	H2aed9df78446daa8	H055eebf601617046	okol	aiin	f102r2.18	f102	P	A	1	8	9	F64P	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
118	H055eebf601617046	He3a041c293621f94	aiin	oky	f102r2.18	f102	P	A	1	9	10	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
119	He3a041c293621f94	He3a041c293621f94	oky	oky	f102r2.18	f102	P	A	1	10	11	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
120	H57890630d716594c	H318ffb68ac3f90ff	ockhey	pchol	f102v1.7	f102	P	A	1	2	3	F16_63	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
121	H318ffb68ac3f90ff	H5a8481d17c8a11f2	pchol	oiin	f102v1.7	f102	P	A	1	3	4	F2_4	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
122	H5a8481d17c8a11f2	H2bdd94c004581aa9	oiin	ey	f102v1.7	f102	P	A	1	4	5	F16_63	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
123	H2bdd94c004581aa9	Hb50d53c1fdb40fa1	ey	ockhsy	f102v1.7	f102	P	A	1	5	6	F64P	Q3	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
124	H5d61caeedf54c4df	Hf95b9d0be5290d17	eo	ckheey	f102v1.9	f102	P	A	1	1	2	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
125	Hf95b9d0be5290d17	Hafebe00901ad67dd	ckheey	okeol	f102v1.9	f102	P	A	1	2	3	F5_15	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
126	Hafebe00901ad67dd	Hcfb0fe98ac697c36	okeol	eky	f102v1.9	f102	P	A	1	3	4	F16_63	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
127	Hcfb0fe98ac697c36	H5ef2e77be77b9bf8	eky	ockheor	f102v1.9	f102	P	A	1	4	5	F16_63	Q2	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
128	H5a8481d17c8a11f2	H2bdd94c004581aa9	oiin	ey	f102v1.20	f102	P	A	1	1	2	F16_63	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
129	H2bdd94c004581aa9	H99fa2a55212dbc31	ey	okeey	f102v1.20	f102	P	A	1	2	3	F64P	Q0	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
130	H99fa2a55212dbc31	He4026ebf19285582	okeey	eeol	f102v1.20	f102	P	A	1	3	4	F64P	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
131	He4026ebf19285582	H5a2c1a71221bd119	eeol	okeo	f102v1.20	f102	P	A	1	4	5	F16_63	Q1	8P	PHYSICAL_ADJACENCY_NO_WORD_BOUNDARY_OR_MEANING
