module	visual_contrast	positive_n	negative_n	positive_with_module	negative_with_module	effect	informative_pages	page_conditioned_one_sided_p	reading_stable_rows	representative_positive_loci	representative_negative_loci	confound
AR	INSIDE_VS_OUTSIDE	115	17	27	3	0.05831202046035805	3	0.5591766515590406	132	f57v.7;f57v.9;f57v.6;f67v2.2;f68r2.11;f68r2.13;f68r2.19;f68r2.24;f68r2.28;f72r2.7;f72r2.8;f72r2.12;f72r2.13;f72r2.17;f72r2.19;fRos.11;fRos.53;fRos.69;fRos.68;fRos.83;fRos.88;fRos.90;fRos.102;fRos.99;fRos.95;fRos.124;fRos.123	f72r2.3;f72r2.5;fRos.136	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DAR	INSIDE_VS_OUTSIDE	117	17	10	0	0.08547008547008547	2	0.5942267376229641	134	f57v.6;f68r2.11;f68r2.13;f68r2.24;f68r2.28;fRos.11;fRos.69;fRos.83;fRos.102;fRos.99		HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DY	FLOW_DUCT_VS_FIGURE	25	321	7	60	0.09308411214953274	4	0.6528163395046511	346	f75v.54;f75v.56;f77r.3;f77r.6;f82v.48;f82v.45;f83v.34	f70v2.6;f70v2.9;f70v2.12;f70v2.17;f70v2.19;f70v1.2;f70v1.10;f70v1.17;f71r.4;f71r.13;f71v.5;f71v.14;f71v.17;f72r1.2;f72r1.8;f72r2.2;f72r2.7;f72r2.14;f72r2.27;f72r3.11;f72r3.19;f72v3.6;f72v3.18;f72v2.12;f72v2.14;f72v2.15;f72v2.16;f72v2.23;f72v2.30;f72v1.12;f72v1.15;f72v1.21;f72v1.24;f72v1.28;f72v1.31;f73r.3;f73r.4;f73r.7;f73r.8;f73r.9;f73r.11;f73r.15;f73r.17;f73r.25;f73v.2;f73v.3;f73v.4;f73v.6;f73v.12;f73v.13;f73v.18;f73v.23;f77r.8;f77r.49;f80r.2;f80r.8;f82r.37;f82v.1;f82v.2;f82v.39	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
TEE	INSIDE_VS_OUTSIDE	118	17	7	1	0.0004985044865403812	3	0.660061919504644	135	f68r2.21;f72r2.13;f73r.8;f73r.13;f73r.15;fRos.63;fRos.127	f73r.4	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DAR	APPARATUS_VS_FIGURE	22	337	2	6	0.07310493660642028	2	0.6727272727272727	359	f78r.44;f82r.35	f57v.6;f70v2.11;f71r.17;f72v2.11;f77r.1;f83r.51	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
OL	INSIDE_VS_OUTSIDE	115	14	15	0	0.13043478260869565	2	0.6758247820809886	129	f57v.8;f68r2.7;f68r2.8;f68r2.12;f68r2.14;f68r2.16;f68r2.19;f68r2.20;f68r2.25;f68r2.27;f68v3.16;f72r2.21;fRos.75;fRos.105;f89v1.23		HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DAL	LEFT_VS_RIGHT	144	158	6	7	-0.002637130801687766	6	0.6901073225551186	302	f68r1.8;f83r.50;fRos.15;fRos.37;fRos.48;fRos.92	f77v.3;f77v.5;f78r.45;f82v.4;fRos.18;f88r.23;f100v.9	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
AR	LEFT_VS_RIGHT	138	149	28	30	0.0015562688454430762	15	0.6979881692284615	287	f82r.35;f83v.9;fRos.6;fRos.9;fRos.15;fRos.16;fRos.13;fRos.44;fRos.53;fRos.88;fRos.90;fRos.93;fRos.131;fRos.136;fRos.135;fRos.150;fRos.152;f88v.28;f89r2.17;f89r2.34;f89v2.24;f99r.2;f99r.3;f99r.11;f99v.25;f100r.3;f100r.5;f102v1.18	f67v1.7;f68r2.13;f78r.44;f78r.47;f82r.38;f83r.51;f83v.10;fRos.11;fRos.17;fRos.19;fRos.102;fRos.99;fRos.95;fRos.121;f88r.4;f88r.14;f88v.4;f88v.30;f89r1.5;f89r1.26;f89v2.13;f89v1.3;f89v1.4;f99r.20;f99v.15;f99v.20;f99v.44;f100r.6;f102v2.14;f102v2.15	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
SY	UPPER_VS_LOWER	244	90	6	2	0.002367941712204006	8	0.7028652499843906	334	f67v1.6;f89r2.32;f89v2.1;f99r.46;f99v.7;f100v.4	f83r.51;f89r1.26	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
AR	UPPER_VS_LOWER	223	86	40	19	-0.04155803524872251	18	0.7072658537615337	309	f67r2.34;f67r2.63;f67r2.53;f67r2.61;f67v1.3;f68r2.13;f72r2.17;f75v.19;f75v.21;f75v.24;f75v.30;f77r.1;f80r.9;fRos.13;fRos.69;fRos.68;f88r.4;f88v.4;f89r1.5;f89v2.3;f89v2.4;f89v2.24;f89v1.3;f89v1.4;f99r.2;f99r.3;f99r.11;f99r.20;f99v.1;f99v.5;f99v.8;f99v.15;f99v.19;f99v.25;f100r.1;f100r.3;f100r.4;f100r.5;f100r.6;f102r2.21	f57v.9;f57v.6;f67v1.7;f67v1.10;f67v1.11;f78r.47;f82r.35;f82r.38;f83r.51;fRos.15;fRos.83;f88v.27;f88v.28;f88v.30;f89r1.26;f89r2.34;f99r.19;f99v.44;f102v1.18	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DAR	FLOW_DUCT_VS_FIGURE	24	328	1	4	0.029471544715447152	2	0.709090909090909	352	f82r.35	f70v2.11;f71r.17;f72v2.11;f77r.1	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
TEE	LEFT_VS_RIGHT	145	159	2	0	0.013793103448275862	1	0.7340425531914894	304	f75v.55;fRos.61		HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DY	UPPER_VS_LOWER	240	87	38	18	-0.0485632183908046	18	0.7785570007414453	327	f67r2.15;f67r2.31;f67v1.5;f75v.22;f75v.32;f75v.35;f75v.53;f77r.3;f77r.6;f77r.8;f77r.49;f77v.2;f80r.2;f80r.8;f82r.37;f82v.1;f82v.2;f82v.39;f83v.34;fRos.50;fRos.66;fRos.63;fRos.109;fRos.112;f88r.12;f88v.4;f89r1.4;f89r1.27;f89r2.10;f89v1.1;f89v1.4;f99r.14;f99v.2;f99v.4;f100r.5;f102v1.2;f102v1.3;f102v1.17	f67v1.10;f75v.54;f75v.56;f82v.48;f82v.45;fRos.84;fRos.85;fRos.86;fRos.119;fRos.117;fRos.116;f88v.29;f89r2.19;f89v2.12;f99r.32;f99r.45;f99v.14;f102v1.16	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DY	LEFT_VS_RIGHT	141	156	30	30	0.020458265139116194	15	0.7827404883879171	297	f75v.54;f75v.56;f77r.49;f77v.2;fRos.6;fRos.7;fRos.12;fRos.16;fRos.38;fRos.45;fRos.44;fRos.31;fRos.34;fRos.50;fRos.52;fRos.55;fRos.90;fRos.105;fRos.96;fRos.60;fRos.112;fRos.93;fRos.151;fRos.153;fRos.156;f88r.12;f89r2.10;f89v2.12;f100r.5;f102v1.2	f67r2.15;f68r1.36;f82v.39;f82v.45;fRos.19;fRos.104;fRos.108;fRos.109;fRos.111;fRos.107;fRos.119;fRos.117;fRos.116;f88v.4;f88v.13;f88v.29;f89r1.4;f89r1.27;f89r2.19;f89v2.13;f89v1.1;f89v1.4;f100v.6;f100v.7;f100v.8;f100v.12;f102v2.10;f102v1.3;f102v1.16;f102v1.17	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
SY	INSIDE_VS_OUTSIDE	118	18	1	0	0.00847457627118644	1	0.8	136	f73r.13		HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
TE	APPARATUS_VS_FIGURE	23	330	5	32	0.12042160737812911	1	0.8666666666666667	353	f75v.53;f75v.54;f75v.55;f75v.56;f77r.3	f70v2.28;f70v1.15;f70v1.16;f70v1.17;f71r.2;f71r.4;f71r.5;f71r.10;f71r.15;f72r2.13;f72r3.9;f72v3.14;f72v3.29;f72v2.11;f72v2.14;f72v2.30;f72v1.4;f72v1.13;f72v1.14;f72v1.19;f73r.4;f73r.21;f73r.8;f73r.13;f73r.15;f73v.2;f73v.3;f73v.23;f77r.8;f82v.1;f82v.2;f82v.4	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DY	INSIDE_VS_OUTSIDE	117	17	29	8	-0.22272498743086977	3	0.902284224571358	134	f67v2.1;f68r2.18;f68r2.20;f68r2.23;f72r2.7;f72r2.14;f73r.7;f73r.8;f73r.9;f73r.11;f73r.15;f73r.17;fRos.50;fRos.52;fRos.55;fRos.66;fRos.63;fRos.84;fRos.85;fRos.86;fRos.90;fRos.104;fRos.105;fRos.96;fRos.107;fRos.130;fRos.127;fRos.126;fRos.125	f72r2.2;f73r.3;f73r.4;f73v.2;f73v.3;f73v.4;fRos.108;fRos.109	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DAR	LEFT_VS_RIGHT	141	157	10	15	-0.024619415458282515	13	0.9040433592142401	298	f82r.35;fRos.6;fRos.15;fRos.13;fRos.93;f88v.28;f89r2.17;f99r.3;f99v.25;f102v1.18	f67v1.7;f68r2.13;f78r.44;f83r.51;fRos.11;fRos.19;fRos.102;fRos.99;fRos.121;f88r.4;f88r.14;f88v.30;f89r1.26;f89v1.4;f102v2.15	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
SY	LEFT_VS_RIGHT	145	159	3	7	-0.023335502060290607	6	0.908026812484196	304	fRos.7;fRos.58;fRos.159	f67v1.6;f83r.51;f89r1.26;f89r2.32;f89v2.1;f100v.4;f100v.9	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DY	APPARATUS_VS_FIGURE	23	330	6	60	0.07905138339920947	2	0.9121212121212121	353	f75v.53;f75v.54;f75v.56;f77r.3;f77r.6;f102v1.17	f70v2.6;f70v2.9;f70v2.12;f70v2.17;f70v2.19;f70v1.2;f70v1.10;f70v1.17;f71r.4;f71r.13;f71v.5;f71v.14;f71v.17;f72r1.2;f72r1.8;f72r2.2;f72r2.7;f72r2.14;f72r2.27;f72r3.11;f72r3.19;f72v3.6;f72v3.18;f72v2.12;f72v2.14;f72v2.15;f72v2.16;f72v2.23;f72v2.30;f72v1.12;f72v1.15;f72v1.21;f72v1.24;f72v1.28;f72v1.31;f73r.3;f73r.4;f73r.7;f73r.8;f73r.9;f73r.11;f73r.15;f73r.17;f73r.25;f73v.2;f73v.3;f73v.4;f73v.6;f73v.12;f73v.13;f73v.18;f73v.23;f77r.8;f77r.49;f80r.2;f80r.8;f82r.37;f82v.1;f82v.2;f82v.39	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
TE	FLOW_DUCT_VS_FIGURE	25	321	5	33	0.097196261682243	2	0.916083916083916	346	f75v.54;f75v.55;f75v.56;f77r.3;f82v.48	f70v2.28;f70v1.15;f70v1.16;f70v1.17;f71r.2;f71r.4;f71r.5;f71r.10;f71r.15;f72r2.13;f72r3.9;f72v3.14;f72v3.29;f72v2.11;f72v2.14;f72v2.30;f72v1.4;f72v1.13;f72v1.14;f72v1.19;f73r.4;f73r.21;f73r.8;f73r.13;f73r.15;f73v.2;f73v.3;f73v.23;f77r.8;f82v.1;f82v.2;f82v.4;f82v.47	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DAR	UPPER_VS_LOWER	241	87	14	12	-0.07983974817570468	16	0.9572362587897675	328	f67r2.63;f67r2.53;f68r2.13;f75v.21;f75v.30;f77r.1;fRos.13;fRos.69;f88r.4;f89v2.3;f89v1.4;f99r.3;f99v.25;f102r2.21	f57v.6;f67v1.7;f67v1.11;f82r.35;f83r.51;fRos.15;fRos.83;f88v.27;f88v.28;f88v.30;f89r1.26;f102v1.18	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
TE	LEFT_VS_RIGHT	145	159	9	7	0.01804380828453698	4	0.9672578759478998	304	f75v.54;f75v.55;f75v.56;fRos.13;fRos.48;fRos.105;fRos.61;f100r.3;f100r.20	f82v.4;fRos.100;fRos.103;fRos.111;fRos.107;fRos.115;f99r.26	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
OL	UPPER_VS_LOWER	235	86	53	24	-0.05353785254824345	19	0.9754504304578004	321	f67r2.31;f67r2.34;f67v1.5;f68r2.7;f68v3.16;f75v.21;f75v.36;f75v.37;f75v.51;f75v.52;f77r.2;f77r.5;f77v.3;f77v.2;f77v.4;f80r.2;f80r.4;f80r.7;f82r.10;f82v.39;f82v.44;f83r.45;f83r.46;f83r.50;f88r.4;f88v.5;f89r1.2;f89r1.3;f89r1.4;f89r2.2;f89r2.4;f89r2.9;f89r2.10;f99r.9;f99r.21;f99r.25;f99r.46;f99v.2;f99v.4;f99v.7;f99v.8;f99v.19;f99v.25;f99v.28;f100r.1;f100r.18;f100r.20;f100v.1;f100v.2;f100v.4;f102r2.21;f102v2.1;f102v2.7	f67v1.8;f67v1.12;f77r.50;f81v.28;f82r.35;f82r.41;f82r.42;f82r.43;f82r.44;f82v.46;f82v.45;f83r.51;fRos.75;f89r2.34;f89v1.23;f99r.32;f99r.45;f99v.44;f100r.21;f100v.11;f102r1.7;f102r2.7;f102v2.24;f102v1.16	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
TE	UPPER_VS_LOWER	244	90	11	7	-0.03269581056466302	6	0.9757127661752621	334	f75v.33;f75v.53;f77r.3;f77r.8;f82v.1;f82v.2;f82v.4;fRos.13;fRos.63;f100r.3;f100r.20	f75v.54;f75v.55;f75v.56;f82v.47;f82v.48;fRos.80;f99r.45	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
TEE	UPPER_VS_LOWER	245	90	1	2	-0.018140589569160998	3	0.9797008547008547	335	fRos.63	f75v.55;f82v.48	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
SY	APPARATUS_VS_FIGURE	23	333	0	5	-0.015015015015015015	0	1.0	356		f72r3.3;f72v2.6;f73r.13;f73v.16;f83r.51	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
TEE	APPARATUS_VS_FIGURE	23	333	1	10	0.013448230839535186	0	1.0	356	f75v.55	f71r.15;f72r2.13;f72r3.9;f72v3.14;f72v3.29;f72v2.30;f73r.4;f73r.8;f73r.13;f73r.15	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
SY	FLOW_DUCT_VS_FIGURE	25	324	0	4	-0.012345679012345678	0	1.0	349		f72r3.3;f72v2.6;f73r.13;f73v.16	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
DAL	APPARATUS_VS_FIGURE	23	337	1	11	0.01083731131466907	0	1.0	360	f78r.45	f57v.8;f57v.9;f70v2.30;f70v1.8;f72r1.15;f72v2.27;f72v1.10;f73r.16;f73r.18;f82v.4;f83r.50	HUMAN_DESCRIPTION_AXIS; ABSENCE_UNKNOWN; PAGE_CONDITIONED; PROXIMITY_NOT_OWNERSHIP
