operation	field	source_value	target_value	page_host	source_surface_sha256	target_surface_sha256	source_events	target_events	delta_first	delta_middle	delta_last
wrapper:che>d	wrapper	che	d	l	de9e6a81aa9af1c0e916502c0846ec1913753e89bb067ff0ecb6b6f1d13c6fd5	d06379416452a88b40fc82f833b0ef456d064e5d3d193f76f9b5207cfde8edcf	35	21	0.276190476190	-0.295238095238	0.019047619048
wrapper:che>t	wrapper	che	t	l	de9e6a81aa9af1c0e916502c0846ec1913753e89bb067ff0ecb6b6f1d13c6fd5	99aec9656043c45c8af715ca225d5e6add340292cb36eab0102e99d17576eef5	35	13	0.558241758242	-0.529670329670	-0.028571428571
right_family:NONE>aiin	right_family	NONE	aiin	l	e20882595488fa4f5a9ecf837ef7e2d220e9898cac625f1163dba2c1c7ec56f7	b3942c6f325e6e25c8a636cc481a35e55f387e7eb2e4508f6cf00b81b3247340	124	12	0.086021505376	0.034946236559	-0.120967741935
wrapper:NONE>s	wrapper	NONE	s	l	e20882595488fa4f5a9ecf837ef7e2d220e9898cac625f1163dba2c1c7ec56f7	8db59feb4d217f26c79d6e76eea6ff80398e8b823e376bb783be870a96cab9e7	124	15	0.452688172043	-0.331720430108	-0.120967741935
wrapper:NONE>sh	wrapper	NONE	sh	l	e20882595488fa4f5a9ecf837ef7e2d220e9898cac625f1163dba2c1c7ec56f7	a43f1ec49771fbe4b634da8e883596643371147c39a52fbadbc769d1ef56000e	124	54	-0.006571087216	0.109020310633	-0.102449223417
wrapper:NONE>q	wrapper	NONE	q	l	e20882595488fa4f5a9ecf837ef7e2d220e9898cac625f1163dba2c1c7ec56f7	f4b1ba29b4de6dbc5a350b62a2d0dea93887bdf45efc603daa194cb9f4f3b3ce	124	44	0.078445747801	-0.071114369501	-0.007331378299
wrapper:NONE>d	wrapper	NONE	d	l	e20882595488fa4f5a9ecf837ef7e2d220e9898cac625f1163dba2c1c7ec56f7	d06379416452a88b40fc82f833b0ef456d064e5d3d193f76f9b5207cfde8edcf	124	21	0.252688172043	-0.179339477727	-0.073348694316
wrapper:NONE>t	wrapper	NONE	t	l	e20882595488fa4f5a9ecf837ef7e2d220e9898cac625f1163dba2c1c7ec56f7	99aec9656043c45c8af715ca225d5e6add340292cb36eab0102e99d17576eef5	124	13	0.534739454094	-0.413771712159	-0.120967741935
dy_closure:0>1	dy_closure	0	1	l	e20882595488fa4f5a9ecf837ef7e2d220e9898cac625f1163dba2c1c7ec56f7	0eacdc03c700421d367845ba946f57834b8ece0843932977fb524b986446ee5c	124	5	-0.080645161290	-0.398387096774	0.479032258065
wrapper:s>sh	wrapper	s	sh	l	8db59feb4d217f26c79d6e76eea6ff80398e8b823e376bb783be870a96cab9e7	a43f1ec49771fbe4b634da8e883596643371147c39a52fbadbc769d1ef56000e	15	54	-0.459259259259	0.440740740741	0.018518518519
wrapper:d>s	wrapper	d	s	l	d06379416452a88b40fc82f833b0ef456d064e5d3d193f76f9b5207cfde8edcf	8db59feb4d217f26c79d6e76eea6ff80398e8b823e376bb783be870a96cab9e7	21	15	0.200000000000	-0.152380952381	-0.047619047619
wrapper:s>t	wrapper	s	t	l	8db59feb4d217f26c79d6e76eea6ff80398e8b823e376bb783be870a96cab9e7	99aec9656043c45c8af715ca225d5e6add340292cb36eab0102e99d17576eef5	15	13	0.082051282051	-0.082051282051	0.000000000000
wrapper:q>sh	wrapper	q	sh	l	f4b1ba29b4de6dbc5a350b62a2d0dea93887bdf45efc603daa194cb9f4f3b3ce	a43f1ec49771fbe4b634da8e883596643371147c39a52fbadbc769d1ef56000e	44	54	-0.085016835017	0.180134680135	-0.095117845118
wrapper:d>sh	wrapper	d	sh	l	d06379416452a88b40fc82f833b0ef456d064e5d3d193f76f9b5207cfde8edcf	a43f1ec49771fbe4b634da8e883596643371147c39a52fbadbc769d1ef56000e	21	54	-0.259259259259	0.288359788360	-0.029100529101
wrapper:sh>t	wrapper	sh	t	l	a43f1ec49771fbe4b634da8e883596643371147c39a52fbadbc769d1ef56000e	99aec9656043c45c8af715ca225d5e6add340292cb36eab0102e99d17576eef5	54	13	0.541310541311	-0.522792022792	-0.018518518519
wrapper:ch>d	wrapper	ch	d	l	fe34785479fd2e3f8339cc0c19b0ea9c089ab20983cf02aa51f5c6d6c02a0290	2ca69efd4ea5af91a637f19ba0bab8b081d2c03773c4a72fcbf8817c856b33ef	6	6	0.000000000000	-0.333333333333	0.333333333333
wrapper:NONE>d	wrapper	NONE	d	l	acac86c0e609ca906f632b0e2dacccb2b77d22b0621f20ebece1a4835b93f6f0	2ca69efd4ea5af91a637f19ba0bab8b081d2c03773c4a72fcbf8817c856b33ef	5	6	-0.200000000000	-0.133333333333	0.333333333333
wrapper:NONE>ch	wrapper	NONE	ch	l	acac86c0e609ca906f632b0e2dacccb2b77d22b0621f20ebece1a4835b93f6f0	fe34785479fd2e3f8339cc0c19b0ea9c089ab20983cf02aa51f5c6d6c02a0290	5	6	-0.200000000000	0.200000000000	0.000000000000
dy_closure:0>1	dy_closure	0	1	l	acac86c0e609ca906f632b0e2dacccb2b77d22b0621f20ebece1a4835b93f6f0	59dc2de60f943e7d0a375fb7d32d0d1dafe9a79aa93a0344fab2b267e22e0b4e	5	10	-0.200000000000	-0.500000000000	0.700000000000
wrapper:d>t	wrapper	d	t	l	d06379416452a88b40fc82f833b0ef456d064e5d3d193f76f9b5207cfde8edcf	99aec9656043c45c8af715ca225d5e6add340292cb36eab0102e99d17576eef5	21	13	0.282051282051	-0.234432234432	-0.047619047619
wrapper:NONE>d	wrapper	NONE	d	aiin	055eebf60161704640e702e819cc6fdb6f989d50f5e58a5790c735048ffe33dd	acdd663103aaa9716f1210878c0c7ba9668300c500adcd194e167724d12f4ffc	104	249	0.172690763052	-0.273324065493	0.100633302441
wrapper:d>s	wrapper	d	s	aiin	acdd663103aaa9716f1210878c0c7ba9668300c500adcd194e167724d12f4ffc	c68cec030c7abaaefe1e5a2e8727e4a59be564fd1482234bb4016acf7d1d3911	249	37	0.475957885596	-0.360251818083	-0.115706067513
wrapper:d>t	wrapper	d	t	aiin	acdd663103aaa9716f1210878c0c7ba9668300c500adcd194e167724d12f4ffc	3a2f241e8a84cab49c1191237c702395ba33790461bb92b1c748a1d0a0b86149	249	16	0.077309236948	0.056977911647	-0.134287148594
wrapper:d>sh	wrapper	d	sh	aiin	acdd663103aaa9716f1210878c0c7ba9668300c500adcd194e167724d12f4ffc	a126866497b535843fb2aa3b62ed55afb279d3a3020ad1e7a15cf1ca57e8c7f7	249	7	0.113023522662	0.083763625932	-0.196787148594
wrapper:ch>d	wrapper	ch	d	aiin	d7d59a11a1e90592c36c6ec7c367da6d8d7d0542a37f9b9d67a24512493ad274	acdd663103aaa9716f1210878c0c7ba9668300c500adcd194e167724d12f4ffc	20	249	0.172690763052	-0.169477911647	-0.003212851406
wrapper:NONE>s	wrapper	NONE	s	aiin	055eebf60161704640e702e819cc6fdb6f989d50f5e58a5790c735048ffe33dd	c68cec030c7abaaefe1e5a2e8727e4a59be564fd1482234bb4016acf7d1d3911	104	37	0.648648648649	-0.633575883576	-0.015072765073
wrapper:NONE>t	wrapper	NONE	t	aiin	055eebf60161704640e702e819cc6fdb6f989d50f5e58a5790c735048ffe33dd	3a2f241e8a84cab49c1191237c702395ba33790461bb92b1c748a1d0a0b86149	104	16	0.250000000000	-0.216346153846	-0.033653846154
wrapper:NONE>sh	wrapper	NONE	sh	aiin	055eebf60161704640e702e819cc6fdb6f989d50f5e58a5790c735048ffe33dd	a126866497b535843fb2aa3b62ed55afb279d3a3020ad1e7a15cf1ca57e8c7f7	104	7	0.285714285714	-0.189560439560	-0.096153846154
wrapper:NONE>ch	wrapper	NONE	ch	aiin	055eebf60161704640e702e819cc6fdb6f989d50f5e58a5790c735048ffe33dd	d7d59a11a1e90592c36c6ec7c367da6d8d7d0542a37f9b9d67a24512493ad274	104	20	0.000000000000	-0.103846153846	0.103846153846
wrapper:s>t	wrapper	s	t	aiin	c68cec030c7abaaefe1e5a2e8727e4a59be564fd1482234bb4016acf7d1d3911	3a2f241e8a84cab49c1191237c702395ba33790461bb92b1c748a1d0a0b86149	37	16	-0.398648648649	0.417229729730	-0.018581081081
wrapper:s>sh	wrapper	s	sh	aiin	c68cec030c7abaaefe1e5a2e8727e4a59be564fd1482234bb4016acf7d1d3911	a126866497b535843fb2aa3b62ed55afb279d3a3020ad1e7a15cf1ca57e8c7f7	37	7	-0.362934362934	0.444015444015	-0.081081081081
wrapper:ch>s	wrapper	ch	s	aiin	d7d59a11a1e90592c36c6ec7c367da6d8d7d0542a37f9b9d67a24512493ad274	c68cec030c7abaaefe1e5a2e8727e4a59be564fd1482234bb4016acf7d1d3911	20	37	0.648648648649	-0.529729729730	-0.118918918919
wrapper:sh>t	wrapper	sh	t	aiin	a126866497b535843fb2aa3b62ed55afb279d3a3020ad1e7a15cf1ca57e8c7f7	3a2f241e8a84cab49c1191237c702395ba33790461bb92b1c748a1d0a0b86149	7	16	-0.035714285714	-0.026785714286	0.062500000000
wrapper:ch>t	wrapper	ch	t	aiin	d7d59a11a1e90592c36c6ec7c367da6d8d7d0542a37f9b9d67a24512493ad274	3a2f241e8a84cab49c1191237c702395ba33790461bb92b1c748a1d0a0b86149	20	16	0.250000000000	-0.112500000000	-0.137500000000
wrapper:ch>sh	wrapper	ch	sh	aiin	d7d59a11a1e90592c36c6ec7c367da6d8d7d0542a37f9b9d67a24512493ad274	a126866497b535843fb2aa3b62ed55afb279d3a3020ad1e7a15cf1ca57e8c7f7	20	7	0.285714285714	-0.085714285714	-0.200000000000
wrapper:ch>che	wrapper	ch	che	ky	565061ae011cf5fc80f4301e87759654033f6c4a6b076da5c57b99f27e2facd7	3c9dffcf46e0cdecd51cac152457e131a1b1744227bda0ad689fb0de27fd57e2	5	15	0.000000000000	-0.133333333333	0.133333333333
wrapper:ch>q	wrapper	ch	q	ockhy	d433cbf9ef7699fc9c5227427f7aec9476e78cd27fb1f3af3225090f148c76ab	579b3bb4c5977d49ff38394fc928144e9c64db96b2ec69110afdabd00c92bcfd	6	7	0.000000000000	0.166666666667	-0.166666666667
wrapper:NONE>q	wrapper	NONE	q	okeol	afebe00901ad67dd05c44a6a9825192074916e34db931ebd2bb5ae9453a0eeb5	6d67340e43a484c27e5e6eb2598e46c3f3ea9dd056de2030b3f1006890e768ca	8	5	0.200000000000	-0.025000000000	-0.175000000000
wrapper:ch>sh	wrapper	ch	sh	o	560c48d6c73e72bde5e58cf4acdf867e2ab1600dbc7f805ec5e901c3d367feb4	1f3aec7c35c1441c1fd8eb6ad8fd31d2ecd23ecd05588145a09728a051b4d762	13	34	0.423076923077	-0.423076923077	0.000000000000
dy_closure:0>1	dy_closure	0	1	o	560c48d6c73e72bde5e58cf4acdf867e2ab1600dbc7f805ec5e901c3d367feb4	e9a2ff266b8a91000417e1a352aa5332b61726c8c56122bb9091a524d0d30045	13	21	-0.029304029304	-0.161172161172	0.190476190476
wrapper:ch>che	wrapper	ch	che	o	560c48d6c73e72bde5e58cf4acdf867e2ab1600dbc7f805ec5e901c3d367feb4	364a1e7d8d55c6ec6b123c41ff8ca73bbea60fb7c918095b7e37198162d4e62b	13	12	0.006410256410	-0.006410256410	0.000000000000
wrapper:ch>q	wrapper	ch	q	o	560c48d6c73e72bde5e58cf4acdf867e2ab1600dbc7f805ec5e901c3d367feb4	3eca4424d164d0e02850eb807799b92ed845003b7609f9e5695099a40aea092f	13	10	0.123076923077	-0.123076923077	0.000000000000
wrapper:NONE>ch	wrapper	NONE	ch	o	65c74c15a686187bb6bbf9958f494fc6b80068034a659a9ad44991b08c58f2d2	560c48d6c73e72bde5e58cf4acdf867e2ab1600dbc7f805ec5e901c3d367feb4	7	13	-0.208791208791	0.208791208791	0.000000000000
dy_closure:0>1	dy_closure	0	1	o	1f3aec7c35c1441c1fd8eb6ad8fd31d2ecd23ecd05588145a09728a051b4d762	5c2dfb8ddef531f841ef23aebbba38882a9648836919b8e18e253f8ce9489bf8	34	18	-0.388888888889	0.055555555556	0.333333333333
wrapper:che>sh	wrapper	che	sh	o	364a1e7d8d55c6ec6b123c41ff8ca73bbea60fb7c918095b7e37198162d4e62b	1f3aec7c35c1441c1fd8eb6ad8fd31d2ecd23ecd05588145a09728a051b4d762	12	34	0.416666666667	-0.416666666667	0.000000000000
wrapper:q>sh	wrapper	q	sh	o	3eca4424d164d0e02850eb807799b92ed845003b7609f9e5695099a40aea092f	1f3aec7c35c1441c1fd8eb6ad8fd31d2ecd23ecd05588145a09728a051b4d762	10	34	0.300000000000	-0.300000000000	0.000000000000
wrapper:NONE>sh	wrapper	NONE	sh	o	65c74c15a686187bb6bbf9958f494fc6b80068034a659a9ad44991b08c58f2d2	1f3aec7c35c1441c1fd8eb6ad8fd31d2ecd23ecd05588145a09728a051b4d762	7	34	0.214285714286	-0.214285714286	0.000000000000
wrapper:che>sh	wrapper	che	sh	o	1f83fe8c87498392d2e01f789ca7288c530199adb1852d8da588286a9407b10e	5c2dfb8ddef531f841ef23aebbba38882a9648836919b8e18e253f8ce9489bf8	18	18	0.111111111111	-0.222222222222	0.111111111111
wrapper:ch>che	wrapper	ch	che	o	e9a2ff266b8a91000417e1a352aa5332b61726c8c56122bb9091a524d0d30045	1f83fe8c87498392d2e01f789ca7288c530199adb1852d8da588286a9407b10e	21	18	-0.047619047619	0.015873015873	0.031746031746
dy_closure:0>1	dy_closure	0	1	o	364a1e7d8d55c6ec6b123c41ff8ca73bbea60fb7c918095b7e37198162d4e62b	1f83fe8c87498392d2e01f789ca7288c530199adb1852d8da588286a9407b10e	12	18	-0.083333333333	-0.138888888889	0.222222222222
wrapper:NONE>che	wrapper	NONE	che	o	2e81e88f103bc4346870c197caaea4994d57557a380805afafd8a2b3e6f9ee88	1f83fe8c87498392d2e01f789ca7288c530199adb1852d8da588286a9407b10e	10	18	0.000000000000	-0.122222222222	0.122222222222
right_family:NONE>aiin	right_family	NONE	aiin	o	3eca4424d164d0e02850eb807799b92ed845003b7609f9e5695099a40aea092f	94f0b20992245f93714cc6c7fa1b1dc56c7c65dd74862e40b4d97e861ec447a8	10	7	0.228571428571	-0.228571428571	0.000000000000
wrapper:ch>sh	wrapper	ch	sh	o	e9a2ff266b8a91000417e1a352aa5332b61726c8c56122bb9091a524d0d30045	5c2dfb8ddef531f841ef23aebbba38882a9648836919b8e18e253f8ce9489bf8	21	18	0.063492063492	-0.206349206349	0.142857142857
wrapper:NONE>sh	wrapper	NONE	sh	o	2e81e88f103bc4346870c197caaea4994d57557a380805afafd8a2b3e6f9ee88	5c2dfb8ddef531f841ef23aebbba38882a9648836919b8e18e253f8ce9489bf8	10	18	0.111111111111	-0.344444444444	0.233333333333
wrapper:NONE>ch	wrapper	NONE	ch	o	2e81e88f103bc4346870c197caaea4994d57557a380805afafd8a2b3e6f9ee88	e9a2ff266b8a91000417e1a352aa5332b61726c8c56122bb9091a524d0d30045	10	21	0.047619047619	-0.138095238095	0.090476190476
wrapper:NONE>che	wrapper	NONE	che	o	65c74c15a686187bb6bbf9958f494fc6b80068034a659a9ad44991b08c58f2d2	364a1e7d8d55c6ec6b123c41ff8ca73bbea60fb7c918095b7e37198162d4e62b	7	12	-0.202380952381	0.202380952381	0.000000000000
wrapper:NONE>q	wrapper	NONE	q	o	65c74c15a686187bb6bbf9958f494fc6b80068034a659a9ad44991b08c58f2d2	3eca4424d164d0e02850eb807799b92ed845003b7609f9e5695099a40aea092f	7	10	-0.085714285714	0.085714285714	0.000000000000
dy_closure:0>1	dy_closure	0	1	o	65c74c15a686187bb6bbf9958f494fc6b80068034a659a9ad44991b08c58f2d2	2e81e88f103bc4346870c197caaea4994d57557a380805afafd8a2b3e6f9ee88	7	10	-0.285714285714	0.185714285714	0.100000000000
wrapper:NONE>q	wrapper	NONE	q	okor	eaabc0a66defdb930777b35c13a8f119557d679c8a2ea48ec338cec3fa266aac	876c280de4af461d3842ada6c7f8d1c1acb8bd109219c22da6db4c4a7029efd9	9	9	0.000000000000	0.000000000000	0.000000000000
wrapper:NONE>q	wrapper	NONE	q	y	bc64217e0168531a856d8d60de3e0bcf16c62e4719b06e5cdd948216b8182c96	b289d2f40f17bfe72d4613371c90a7ceecc4bee51644ec97aed6b6d815a600de	27	25	-0.034074074074	0.053333333333	-0.019259259259
wrapper:NONE>ch	wrapper	NONE	ch	y	bc64217e0168531a856d8d60de3e0bcf16c62e4719b06e5cdd948216b8182c96	1591f44d58cfc41a2657a9e1d57d0600ceb166614347f58508fc1831b74f6c92	27	14	-0.002645502646	0.119047619048	-0.116402116402
wrapper:che>sh	wrapper	che	sh	y	8d9b8d07470d75f6ab1c244a1cc85fecdb989ba228dc95a009f3755f721e10ed	d1e472e554ff4dce41936f4c65b5dc4953087f33c862c5640bf9aa73c21ba5e0	132	11	0.068181818182	-0.075757575758	0.007575757576
wrapper:ch>che	wrapper	ch	che	y	feb878cc8539343c8a0b4707d2a7cad6039a485ac15b3a92fee982f32214d674	8d9b8d07470d75f6ab1c244a1cc85fecdb989ba228dc95a009f3755f721e10ed	43	132	0.022727272727	-0.036293164200	0.013565891473
wrapper:ch>sh	wrapper	ch	sh	y	feb878cc8539343c8a0b4707d2a7cad6039a485ac15b3a92fee982f32214d674	d1e472e554ff4dce41936f4c65b5dc4953087f33c862c5640bf9aa73c21ba5e0	43	11	0.090909090909	-0.112050739958	0.021141649049
wrapper:NONE>che	wrapper	NONE	che	y	a1fce4363854ff888cff4b8e7875d600c2682390412a8cf79b37d0b11148b0fa	d9cf33379ae991a11828881bac1da6fbbd9c9fcd6ee27f8a7620b1d0dda843f1	26	81	-0.256885090218	0.324311490978	-0.067426400760
wrapper:ch>che	wrapper	ch	che	y	4bb780f4353af3b6584c15c9104b8dcb5a0452df09cb821a6e83fba6cbc9dd26	d9cf33379ae991a11828881bac1da6fbbd9c9fcd6ee27f8a7620b1d0dda843f1	41	81	0.012345679012	-0.025594700391	0.013249021379
wrapper:che>d	wrapper	che	d	y	d9cf33379ae991a11828881bac1da6fbbd9c9fcd6ee27f8a7620b1d0dda843f1	aa1be933fec0f68c7d1ef42b15259b73f88c582d5f535753d9ad647394deefe8	81	47	0.008930916732	-0.305489887050	0.296558970318
wrapper:che>sh	wrapper	che	sh	y	d9cf33379ae991a11828881bac1da6fbbd9c9fcd6ee27f8a7620b1d0dda843f1	9807eb6ec753a5173bda500e52497ef0c62b0dd7d51891731b39d6dafd9315ae	81	23	0.031132581857	-0.162104133119	0.130971551261
wrapper:che>s	wrapper	che	s	y	d9cf33379ae991a11828881bac1da6fbbd9c9fcd6ee27f8a7620b1d0dda843f1	8ff5d4f4e62aec1b3c0c12373c825c090a388e183635cfcea8b398cfe845bed0	81	8	-0.012345679012	-0.526234567901	0.538580246914
wrapper:NONE>ch	wrapper	NONE	ch	y	a1fce4363854ff888cff4b8e7875d600c2682390412a8cf79b37d0b11148b0fa	4bb780f4353af3b6584c15c9104b8dcb5a0452df09cb821a6e83fba6cbc9dd26	26	41	-0.269230769231	0.349906191370	-0.080675422139
wrapper:NONE>d	wrapper	NONE	d	y	a1fce4363854ff888cff4b8e7875d600c2682390412a8cf79b37d0b11148b0fa	aa1be933fec0f68c7d1ef42b15259b73f88c582d5f535753d9ad647394deefe8	26	47	-0.247954173486	0.018821603928	0.229132569558
wrapper:NONE>sh	wrapper	NONE	sh	y	a1fce4363854ff888cff4b8e7875d600c2682390412a8cf79b37d0b11148b0fa	9807eb6ec753a5173bda500e52497ef0c62b0dd7d51891731b39d6dafd9315ae	26	23	-0.225752508361	0.162207357860	0.063545150502
wrapper:NONE>s	wrapper	NONE	s	y	a1fce4363854ff888cff4b8e7875d600c2682390412a8cf79b37d0b11148b0fa	8ff5d4f4e62aec1b3c0c12373c825c090a388e183635cfcea8b398cfe845bed0	26	8	-0.269230769231	-0.201923076923	0.471153846154
wrapper:ch>q	wrapper	ch	q	y	1591f44d58cfc41a2657a9e1d57d0600ceb166614347f58508fc1831b74f6c92	b289d2f40f17bfe72d4613371c90a7ceecc4bee51644ec97aed6b6d815a600de	14	25	-0.031428571429	-0.065714285714	0.097142857143
wrapper:ch>d	wrapper	ch	d	y	4bb780f4353af3b6584c15c9104b8dcb5a0452df09cb821a6e83fba6cbc9dd26	aa1be933fec0f68c7d1ef42b15259b73f88c582d5f535753d9ad647394deefe8	41	47	0.021276595745	-0.331084587442	0.309807991697
wrapper:ch>sh	wrapper	ch	sh	y	4bb780f4353af3b6584c15c9104b8dcb5a0452df09cb821a6e83fba6cbc9dd26	9807eb6ec753a5173bda500e52497ef0c62b0dd7d51891731b39d6dafd9315ae	41	23	0.043478260870	-0.187698833510	0.144220572641
wrapper:ch>s	wrapper	ch	s	y	4bb780f4353af3b6584c15c9104b8dcb5a0452df09cb821a6e83fba6cbc9dd26	8ff5d4f4e62aec1b3c0c12373c825c090a388e183635cfcea8b398cfe845bed0	41	8	0.000000000000	-0.551829268293	0.551829268293
wrapper:d>sh	wrapper	d	sh	y	aa1be933fec0f68c7d1ef42b15259b73f88c582d5f535753d9ad647394deefe8	9807eb6ec753a5173bda500e52497ef0c62b0dd7d51891731b39d6dafd9315ae	47	23	0.022201665125	0.143385753932	-0.165587419056
wrapper:d>s	wrapper	d	s	y	aa1be933fec0f68c7d1ef42b15259b73f88c582d5f535753d9ad647394deefe8	8ff5d4f4e62aec1b3c0c12373c825c090a388e183635cfcea8b398cfe845bed0	47	8	-0.021276595745	-0.220744680851	0.242021276596
wrapper:s>sh	wrapper	s	sh	y	8ff5d4f4e62aec1b3c0c12373c825c090a388e183635cfcea8b398cfe845bed0	9807eb6ec753a5173bda500e52497ef0c62b0dd7d51891731b39d6dafd9315ae	8	23	0.043478260870	0.364130434783	-0.407608695652
right_family:aiin>ar	right_family	aiin	ar	ok	d21af556ec4da9bfafe61b1ef1a18af035f870ff788db9f105e2ca540131917c	84d21dd8047200adb24b7226dd80382f8480150d53370cae5b269a30d9fee133	63	23	0.023464458247	0.055900621118	-0.079365079365
right_family:ain>ar	right_family	ain	ar	ok	28317ecccc52f5ce2fc0ec8e543a9b8062a936ab600ef6171ef1f1a9493ece5d	84d21dd8047200adb24b7226dd80382f8480150d53370cae5b269a30d9fee133	33	23	-0.003952569170	0.094861660079	-0.090909090909
wrapper:NONE>q	wrapper	NONE	q	ok	84d21dd8047200adb24b7226dd80382f8480150d53370cae5b269a30d9fee133	b8ca74070339937805eadb986b17b6b7ee5b21c5fbed63dc28402f23eb112806	23	46	-0.065217391304	0.021739130435	0.043478260870
wrapper:NONE>q	wrapper	NONE	q	ok	a3d1a264a4a4d8412b358adf0fb9ca663c67b2c3f0ceddf3910001e20ebbe9c1	c49a0de75fa331d2aae2fbb828629541f8f04f528e1985bf4e2d58932b181f7e	22	46	-0.001976284585	0.094861660079	-0.092885375494
wrapper:NONE>q	wrapper	NONE	q	ok	d21af556ec4da9bfafe61b1ef1a18af035f870ff788db9f105e2ca540131917c	89f205764ebbb2636f96b5adc75ce1113ba97c505ae9e70ca1cf2c3930093f44	63	85	0.065919701214	-0.068907563025	0.002987861811
right_family:aiin>ain	right_family	aiin	ain	ok	d21af556ec4da9bfafe61b1ef1a18af035f870ff788db9f105e2ca540131917c	28317ecccc52f5ce2fc0ec8e543a9b8062a936ab600ef6171ef1f1a9493ece5d	63	33	0.027417027417	-0.038961038961	0.011544011544
wrapper:NONE>ch	wrapper	NONE	ch	ok	d21af556ec4da9bfafe61b1ef1a18af035f870ff788db9f105e2ca540131917c	6784db648d5bcd01a786cc2e6a52d8829e734316e40baddd37722eaff4a8a3aa	63	5	0.136507936508	-0.257142857143	0.120634920635
right_family:aiin>ain	right_family	aiin	ain	ok	89f205764ebbb2636f96b5adc75ce1113ba97c505ae9e70ca1cf2c3930093f44	558248aee9ab376ce7d248aae4504a7d32642eb2fb7d9b2cda2769bdd8b759ba	85	81	-0.018300653595	0.063616557734	-0.045315904139
wrapper:ch>q	wrapper	ch	q	ok	6784db648d5bcd01a786cc2e6a52d8829e734316e40baddd37722eaff4a8a3aa	89f205764ebbb2636f96b5adc75ce1113ba97c505ae9e70ca1cf2c3930093f44	5	85	-0.070588235294	0.188235294118	-0.117647058824
right_family:aiin>ar	right_family	aiin	ar	ok	89f205764ebbb2636f96b5adc75ce1113ba97c505ae9e70ca1cf2c3930093f44	b8ca74070339937805eadb986b17b6b7ee5b21c5fbed63dc28402f23eb112806	85	46	-0.107672634271	0.146547314578	-0.038874680307
wrapper:NONE>q	wrapper	NONE	q	ok	28317ecccc52f5ce2fc0ec8e543a9b8062a936ab600ef6171ef1f1a9493ece5d	558248aee9ab376ce7d248aae4504a7d32642eb2fb7d9b2cda2769bdd8b759ba	33	81	0.020202020202	0.033670033670	-0.053872053872
