relation_id	source_page	source_physical_folio	target_page	relation_class	scoring_status	source_url	raw_human_illustration_description	provenance	semantic_role
GDT151_HP014	f35v	f35	f89r2	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q05/index.html#f35v	Plant that looks like a tree with a straight stem (trunk) and strong roots. Oak leaves at the top and sides, and braches with currants twining around it. || This plant shows some similarity with plant fragment #35 on f89r2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: two or more leaf clusters/clumps α: berries that have no added circles	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP015	f36r	f36	f102v2	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q05/index.html#f36r	Plant drawing with mostly green and two yellow leaves. Small flower buds. || This plant shows some similarity with plant fragment #225 on f102v2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: veined leaves α: stalk connects to leaf centre α: flat-topped root	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP016	f37r	f37	f101v	PLANT_FRAGMENT_SIMILARITY	UNSCORED_NO_FORMAL_PAGE_BAG	https://www.voynich.nu/q05/index.html#f37r	Plant with oblong leaves hanging down and small berries instead of flowers. || This plant shows some similarity with plant fragment #188 on f101v . || Herbal drawing characterisation (Gheuens/Rapaport): α: berries that have no added circles	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP017	f37v	f37	f102r1	SAME_PLANT_FRAGMENT_ASSERTION	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q05/index.html#f37v	Plant with symmetric leaves, alternating white and green. The large root has a humanoid form. || This appears to be the same plant as shown in fragment 203 on f102r1 . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: stalk connects to leaf centre α: flat-topped root	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP018	f44r	f44	f99v	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q06/index.html#f44r	Plant with thick stem, ascending leaves with appendages, and a small flower, not unlike f1v. Root has thick hairs or thorns. || This plant shows some similarity with plant fragment #95 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side α: all leaves connect to one point, flowers or fruit above	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP019	f47v	f47	f102r2	SAME_PLANT_FRAGMENT_ASSERTION	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q06/index.html#f47v	Plant drawing. Plain roots, large leaves that have been painted rather accurately, and three small ble flowers. || This appears to be the same plant as shown in fragment 205 on f102r2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: two or more leaf clusters/clumps	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP020	f48r	f48	f89v2	SAME_PLANT_FRAGMENT_ASSERTION	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q06/index.html#f48r	Plant drawing, with only the leaves painted green. Looks unfinished. || This appears to be the same plant as shown in fragment 61 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP021	f48v	f48	f89v2	SAME_PLANT_FRAGMENT_ASSERTION	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q06/index.html#f48v	Two of the same plants crossing at the root. Leaves painted green, and flowers blue and yellow. || This appears to be the same plant as shown in fragment 54 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup'	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP022	f49r	f49	f101r	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q07/index.html#f49r	Plant drawing: bulbous roots, a thin straight stem with two green bushels of leaves, and meandering tendrils with red buds and red and blue flowers. There are two snakes curling among the roots. || This plant shows some similarity with plant fragment #155 on f101r . || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side α: two or more leaf clusters/clumps	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP023	f4v	f4	f101r	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q01/index.html#f4v	Plant with tiny leaves and apparently two types of flowers. Bulging stem above nondescript roots. || This plant shows some similarity with fragment #168 on f101r . || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side α: feature interrupts the main stem	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP024	f51r	f51	f99r	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q07/index.html#f51r	Plant drawing with twisted but simple root, thin long stem, four unusual leaves and five small red and yellow flowers on large white buds. || This plant shows some similarity with plant fragment #80 on f99r . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP025	f53r	f53	f102r2	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q07/index.html#f53r	Giant plant drawing. Roots with blocks, leaves wit 'hairs' in two colours: green and brown (but not alternating). Many small flowers and one very large one, all white with some red. || This plant shows some similarity with plant fragment #209 on f102r2 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP026	f55v	f55	f101r	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q07/index.html#f55v	A huge page-filling plant drawing, with a composite root suggesting a tree. Very large green leaves oriented up in a bush, and a stem with many small dots as a 'flower'. || This plant shows some similarity with plant fragment #150 on f101r . || Herbal drawing characterisation (Gheuens/Rapaport): ! α: all leaves connect to one point, flowers or fruit above	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP027	f57r	f57	f89r1	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q08/index.html#f57r	Very large drawing of a plant, with a bulbous root from which three stems go up. Those on the left and right are very small, and the middle one develops the main part of the plant. The small ones do have faint blue flowers. All leaves are similar, with many fingers and frills. Several flowers, all blue. || This plant shows some similarity with plant fragment #25 on f89r1 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP028	f90r2	f90	f88r	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q15/index.html#f90r2	A very large plant drawing filling most of the page. A complicated root system painted light brown, with bulbs and rejoining branches. The branches of the plant start from a bulb with rows of dots. There are many small green leaves, and six green flower bulbs on a single stalk. || This plant shows some similarity with plant fragment #11 on f88r . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flat-topped root α: unnatural connections	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP029	f90v2	f90	f100v	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q15/index.html#f90v2	A large, simple and realistic looking plant drawing. Brown roots, very many tiny green leaves and three open flowers. || This plant shows some similarity with plant fragment #136 on f100v . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flower(s) seen from the side	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP030	f94v	f94	f88v	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q17/index.html#f94v	Plant drawing with roots including large tubers painted in two shades of brown, and with a single small hole in the side of each. There are many simple pointed leaves radiating out in several shades of green. A single stem going up ends in a green bulb and a small flower with blue/green painting. || This plant shows some similarity with plant fragment #22 on f88v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass'	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP031	f96v	f96	f99r	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q17/index.html#f96v	A very tall plant drawing. A light brown bulbous root with many hairs. A single stem going up, splitting at the top and both ends hanging all the way down. Many triangular leaves and respectively five and six groups of small currants at the end of the stems. || This plant shows some similarity with plant fragment #94 on f99r and with plant fragment #116 on f100r . || Herbal drawing characterisation (Gheuens/Rapaport): α: berries that have no added circles	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
GDT151_HP032	f96v	f96	f100r	PLANT_FRAGMENT_SIMILARITY	SCORED_COMPLETE_PHARMA_PAGE_BAG	https://www.voynich.nu/q17/index.html#f96v	A very tall plant drawing. A light brown bulbous root with many hairs. A single stem going up, splitting at the top and both ends hanging all the way down. Many triangular leaves and respectively five and six groups of small currants at the end of the stems. || This plant shows some similarity with plant fragment #94 on f99r and with plant fragment #116 on f100r . || Herbal drawing characterisation (Gheuens/Rapaport): α: berries that have no added circles	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
