page_host	held_folio	events	host_bits	position_bits	position_gain_bits	host_top1	host_top3	position_top1	position_top3
ain	f96	1	1.697072867043	1.207488414399	0.489584452644	1	1	1	1
air	f10	1	7.826548487291	9.496399885599	-1.669851398308	0	0	0	0
air	f105	2	6.113834786482	3.500908960270	2.612925826211	1	2	1	2
air	f106	2	4.912458373198	2.851272619701	2.061185753496	2	2	2	2
air	f107	2	7.633208945575	4.167753609960	3.465455335615	0	2	0	2
air	f108	1	2.400283732589	1.517159588064	0.883124144525	1	1	1	1
air	f111	4	17.730992046005	14.301610532688	3.429381513317	1	3	1	3
air	f113	1	2.400283732589	1.517159588064	0.883124144525	1	1	1	1
air	f114	4	12.442152791471	6.806893776440	5.635259015030	2	4	2	4
air	f115	3	13.888972103808	12.253243378586	1.635728725222	1	2	1	2
air	f14	1	2.400283732589	1.313328475455	1.086955257133	1	1	1	1
air	f17	1	2.400283732589	1.517159588064	0.883124144525	1	1	1	1
air	f18	1	2.400283732589	1.313328475455	1.086955257133	1	1	1	1
air	f26	1	3.919657891682	4.341121660121	-0.421463768438	0	1	0	1
air	f3	1	2.400283732589	1.313328475455	1.086955257133	1	1	1	1
air	f32	1	2.400283732589	2.525814614673	-0.125530882084	1	1	1	1
air	f34	1	3.919657891682	2.182692297516	1.736965594166	0	1	0	1
air	f38	1	2.400283732589	1.313328475455	1.086955257133	1	1	1	1
air	f40	1	3.739085646041	1.987884798423	1.751200847617	0	1	0	1
air	f45	1	2.400283732589	1.313328475455	1.086955257133	1	1	1	1
air	f46	2	6.113834786482	3.500908960270	2.612925826211	1	2	1	2
air	f47	1	2.400283732589	1.313328475455	1.086955257133	1	1	1	1
air	f58	3	13.888972103808	11.137766161167	2.751205942642	1	2	1	2
air	f76	1	3.919657891682	2.182692297516	1.736965594166	0	1	0	1
air	f79	1	3.739085646041	1.987884798423	1.751200847617	0	1	0	1
air	f83	1	2.400283732589	1.313328475455	1.086955257133	1	1	1	1
air	f85	2	6.294407032123	5.849954803771	0.444452228353	1	2	1	2
air	f86	2	6.294407032123	3.492497961292	2.801909070832	1	2	1	2
al	f103	3	20.111100866882	20.753160997084	-0.642060130202	0	1	0	1
al	f104	1	2.807354922058	2.868755466722	-0.061400544664	0	1	0	1
al	f105	7	18.442121579737	13.782211291488	4.659910288249	2	7	2	7
al	f106	2	5.692174633093	4.222913621256	1.469261011837	0	2	0	2
al	f107	5	23.954320170615	23.461778659342	0.492541511273	1	2	1	2
al	f108	6	20.272038753180	15.626400112592	4.645638640587	1	6	1	6
al	f111	5	20.179673911274	16.287488724007	3.892185187267	0	4	0	4
al	f112	3	7.507706335994	5.513346638063	1.994359697932	1	3	1	3
al	f113	4	12.695187024112	9.595340158617	3.099846865495	0	4	0	4
al	f114	3	9.980466751328	7.642057245549	2.338409505780	1	2	1	2
al	f115	3	8.658738857077	7.115089880299	1.543648976778	0	3	0	3
al	f15	1	4.581795221642	3.794465410300	0.787329811343	0	0	0	0
al	f16	1	1.841038048314	1.491543485186	0.349494563128	1	1	1	1
al	f18	1	1.841038048314	1.491543485186	0.349494563128	1	1	1	1
al	f19	1	1.841038048314	1.346735768157	0.494302280157	1	1	1	1
al	f2	3	9.191970856522	7.175696592441	2.016274264081	1	2	1	2
al	f21	1	1.841038048314	1.491543485186	0.349494563128	1	1	1	1
al	f23	1	1.841038048314	1.346735768157	0.494302280157	1	1	1	1
al	f24	3	5.623407353748	4.238236559361	1.385170794387	3	3	3	3
al	f26	1	6.022367813028	3.920829786566	2.101538026462	0	0	0	0
al	f32	1	1.841038048314	1.346735768157	0.494302280157	1	1	1	1
al	f33	1	2.807354922058	2.065006131194	0.742348790863	0	1	0	1
al	f36	1	1.841038048314	1.346735768157	0.494302280157	1	1	1	1
al	f40	1	1.841038048314	1.491543485186	0.349494563128	1	1	1	1
al	f42	1	1.841038048314	1.491543485186	0.349494563128	1	1	1	1
al	f45	3	9.059950681805	6.271396887314	2.788553794491	2	2	2	2
al	f47	2	9.471808797592	10.056911268403	-0.585102470811	0	0	0	0
al	f48	1	1.841038048314	1.346735768157	0.494302280157	1	1	1	1
al	f5	1	1.841038048314	1.346735768157	0.494302280157	1	1	1	1
al	f51	2	7.850694871263	5.266760697201	2.583934174061	1	1	1	1
al	f52	1	4.581795221642	3.794465410300	0.787329811343	0	0	0	0
al	f56	2	3.715165910768	3.102815208866	0.612350701902	2	2	2	2
al	f58	13	74.633461029525	82.062209679158	-7.428748649633	2	5	2	5
al	f6	2	4.635681980292	3.383792688185	1.251889292107	1	2	1	2
al	f66	1	1.841038048314	1.491543485186	0.349494563128	1	1	1	1
al	f75	9	40.707903334498	38.578222435805	2.129680898693	3	3	3	4
al	f76	4	17.983306525720	22.108268959611	-4.124962433891	1	2	1	2
al	f77	7	19.665393775258	19.378142669106	0.287251106151	4	5	4	4
al	f78	6	14.063952825139	10.753004309156	3.310948515983	5	5	5	6
al	f8	1	2.807354922058	2.868755466722	-0.061400544664	0	1	0	1
al	f80	4	17.587377849389	16.260332605617	1.327045243772	1	2	1	2
al	f81	4	14.791871665078	14.105203317752	0.686668347326	0	2	0	3
al	f82	3	11.247947062193	9.963332093859	1.284614968334	1	2	1	1
al	f83	13	41.649778515751	39.167227605771	2.482550909980	7	10	7	9
al	f85	1	1.841038048314	1.346735768157	0.494302280157	1	1	1	1
al	f86	6	14.840220879552	13.660336307666	1.179884571886	4	5	4	5
al	f87	2	7.850694871263	5.266760697201	2.583934174061	1	1	1	1
al	f88	1	1.841038048314	1.905847959847	-0.064809911533	1	1	1	1
al	f89	4	10.955311404310	7.666314900070	3.288996504240	3	3	3	3
al	f93	2	3.715165910768	2.865143293631	0.850022617137	2	2	2	2
al	f95	1	8.829722735086	12.111758102850	-3.282035367764	0	0	0	0
al	f99	1	2.807354922058	2.868755466722	-0.061400544664	0	1	0	1
an	f11	1	3.123382415505	2.300686947313	0.822695468192	1	1	0	1
an	f15	1	4.708344916226	3.741259538699	0.967085377527	0	1	0	1
an	f16	1	3.123382415505	1.387501962451	1.735880453054	1	1	1	1
an	f2	7	30.320125298267	22.070725293896	8.249400004371	4	6	3	6
an	f25	1	4.345774836842	2.568167258178	1.777607578664	0	1	0	1
an	f28	1	4.345774836842	2.568167258178	1.777607578664	0	1	0	1
an	f29	1	4.708344916226	3.885649448034	0.822695468192	0	1	0	1
an	f32	1	3.123382415505	1.387501962451	1.735880453054	1	1	1	1
an	f35	2	7.437449349945	3.950467593010	3.486981756935	1	2	1	2
an	f42	2	7.800019429330	6.032519698821	1.767499730509	1	2	0	2
an	f49	1	3.123382415505	1.387501962451	1.735880453054	1	1	1	1
an	f5	1	4.345774836842	4.345774836842	-0.000000000000	0	1	0	1
an	f95	1	3.123382415505	1.387501962451	1.735880453054	1	1	1	1
ar	f10	2	6.404449451002	4.849410967706	1.555038483296	0	2	1	2
ar	f103	4	15.032563716148	11.653516588915	3.379047127233	1	2	1	3
ar	f104	7	28.909784356492	24.502113560873	4.407670795620	3	3	3	4
ar	f105	5	14.570983255089	9.310699868019	5.260283387070	4	4	4	4
ar	f106	9	26.189036743477	18.823623413467	7.365413330010	4	6	5	8
ar	f107	5	22.164953755059	19.567117839991	2.597835915068	1	2	0	3
ar	f108	1	2.048236185653	1.261020678314	0.787215507339	1	1	1	1
ar	f111	11	37.962008832688	32.745294140746	5.216714691943	6	7	5	7
ar	f112	9	33.963431918344	29.198098090584	4.765333827760	5	5	4	6
ar	f113	5	12.986020754368	10.034344779186	2.951675975182	4	4	4	4
ar	f114	4	12.956865476872	9.801831338874	3.155034137997	1	3	1	3
ar	f115	3	6.251855334997	4.464418343830	1.787436991167	3	3	2	3
ar	f116	2	4.758144003982	3.856898757681	0.901245246301	0	2	1	2
ar	f17	2	4.758144003982	4.522743587093	0.235400416889	0	2	0	2
ar	f18	6	14.253473281818	11.476099649975	2.777373631843	1	6	3	6
ar	f20	2	11.358645761389	12.327649381861	-0.969003620472	0	1	1	1
ar	f23	4	11.857329803321	10.042435206846	1.814894596474	1	3	1	3
ar	f24	2	6.404449451002	5.355276095747	1.049173355255	0	2	0	2
ar	f26	2	4.758144003982	3.856898757681	0.901245246301	0	2	1	2
ar	f27	2	6.404449451002	5.355276095747	1.049173355255	0	2	0	2
ar	f28	1	2.355808987563	1.691090851582	0.664718135981	0	1	1	1
ar	f29	1	2.355808987563	2.218414506936	0.137394480627	0	1	0	1
ar	f30	1	2.355808987563	2.218414506936	0.137394480627	0	1	0	1
ar	f31	2	4.758144003982	3.332267145753	1.425876858229	0	2	2	2
ar	f33	3	8.992131856629	5.938524292779	3.053607563850	1	2	2	3
ar	f34	3	6.783947522000	5.094052169982	1.689895352017	1	3	2	3
ar	f35	5	19.976654937074	19.329839930202	0.646815006872	1	3	1	3
ar	f38	1	4.059824159928	3.159651680511	0.900172479417	0	1	0	1
ar	f39	6	15.507431247258	11.310477207000	4.196954040259	3	5	3	6
ar	f40	1	2.048236185653	1.897965365829	0.150270819824	1	1	0	1
ar	f41	1	2.355808987563	1.691090851582	0.664718135981	0	1	1	1
ar	f42	1	4.059824159928	3.159651680511	0.900172479417	0	1	0	1
ar	f44	1	2.048236185653	1.897965365829	0.150270819824	1	1	0	1
ar	f45	3	9.105875616887	7.831972196689	1.273903420198	0	2	1	2
ar	f46	1	2.048236185653	1.261020678314	0.787215507339	1	1	1	1
ar	f47	1	4.059824159928	3.159651680511	0.900172479417	0	1	0	1
ar	f48	1	2.048236185653	1.261020678314	0.787215507339	1	1	1	1
ar	f50	3	6.251855334997	3.883158214280	2.368697120718	3	3	3	3
ar	f55	1	4.370164280540	3.940553426760	0.429610853780	0	0	0	0
ar	f58	7	27.994964737066	25.851904049599	2.143060687467	3	4	3	4
ar	f66	1	2.048236185653	1.261020678314	0.787215507339	1	1	1	1
ar	f75	3	10.752181063908	9.980163969126	0.772017094782	0	2	1	2
ar	f76	1	4.059824159928	3.159651680511	0.900172479417	0	1	0	1
ar	f77	4	13.442292304042	10.722772924873	2.719519379169	0	2	1	3
ar	f78	1	2.355808987563	1.633444272389	0.722364715174	0	1	1	1
ar	f79	5	20.340794282778	21.633483725867	-1.292689443088	1	3	1	3
ar	f8	5	16.296783797822	13.642211863192	2.654571934630	0	4	1	4
ar	f80	2	8.729144864592	8.492848954026	0.236295910566	0	0	0	0
ar	f81	3	10.995536850045	9.322910381379	1.672626468666	1	1	1	2
ar	f82	1	4.059824159928	3.159651680511	0.900172479417	0	1	0	1
ar	f83	6	20.185611001429	20.473141189566	-0.287530188138	1	4	1	3
ar	f85	2	13.624539821362	15.983675735414	-2.359135914052	0	0	0	0
ar	f86	11	38.701903367160	41.871137395619	-3.169234028459	6	7	4	6
ar	f88	5	14.285195823546	10.952663432428	3.332532391119	1	4	4	4
ar	f89	2	6.714789571615	6.136080647599	0.578708924016	0	1	0	1
ar	f95	3	11.546805735272	9.908016006227	1.638789729045	1	1	0	2
ar	f96	1	4.370164280540	2.847082857985	1.523081422555	0	0	0	1
ar	f99	1	4.370164280540	5.212972421868	-0.842808141328	0	0	0	0
ch	f1	1	6.189824558880	6.900317941685	-0.710493382805	0	0	0	0
ch	f105	1	5.452858964714	4.261717477362	1.191141487352	0	0	0	0
ch	f108	2	15.523102464889	17.100094254502	-1.576991789613	0	0	0	0
ch	f111	1	4.967432137544	6.092963019627	-1.125530882084	0	1	0	0
ch	f112	1	7.774787059601	8.402818282214	-0.628031222613	0	0	0	0
ch	f113	2	12.063670846252	12.154644506299	-0.090973660047	1	1	0	1
ch	f114	1	4.315355440964	2.756123215336	1.559232225628	1	1	1	1
ch	f17	1	7.774787059601	8.637283535851	-0.862496476250	0	0	0	0
ch	f2	1	7.774787059601	8.637283535851	-0.862496476250	0	0	0	0
ch	f22	1	6.189824558880	6.817855781493	-0.628031222613	0	0	0	0
ch	f25	2	15.523102464889	17.511129823223	-1.988027358334	0	0	0	0
ch	f28	1	7.774787059601	8.402818282214	-0.628031222613	0	0	0	0
ch	f30	1	7.774787059601	8.637283535851	-0.862496476250	0	0	0	0
ch	f35	3	21.659616048047	23.866283692856	-2.206667644809	0	0	0	0
ch	f36	1	6.189824558880	7.052321035130	-0.862496476250	0	0	0	0
ch	f41	1	7.774787059601	8.900317941685	-1.125530882084	0	0	0	0
ch	f45	1	5.452858964714	6.080890187327	-0.628031222613	0	0	0	0
ch	f48	1	4.315355440964	2.756123215336	1.559232225628	1	1	1	1
ch	f49	1	7.774787059601	8.900317941685	-1.125530882084	0	0	0	0
ch	f50	1	7.774787059601	8.900317941685	-1.125530882084	0	0	0	0
ch	f56	1	7.774787059601	8.900317941685	-1.125530882084	0	0	0	0
ch	f66	1	4.315355440964	2.756123215336	1.559232225628	1	1	1	1
ch	f75	1	4.967432137544	2.936283438973	2.031148698571	0	1	0	1
ch	f8	2	12.353177463447	13.930169253059	-1.576991789613	0	0	0	0
ch	f81	1	6.189824558880	7.315355440964	-1.125530882084	0	0	0	0
ch	f82	1	7.774787059601	8.402818282214	-0.628031222613	0	0	0	0
ch	f83	1	4.315355440964	3.535321124906	0.780034316058	1	1	0	1
ch	f85	3	15.141290740356	10.269634955964	4.871655784393	1	1	1	1
ch	f86	1	5.452858964714	4.261717477362	1.191141487352	0	0	0	0
ch	f94	1	6.189824558880	6.900317941685	-0.710493382805	0	0	0	0
ch	f95	1	5.452858964714	6.163352347519	-0.710493382805	0	0	0	0
che	f104	2	7.989583938405	5.084497334555	2.905086603850	0	1	1	2
che	f106	1	7.900866807981	9.299416184471	-1.398549376490	0	0	0	0
che	f111	1	3.813403966730	2.951710485395	0.861693481335	0	1	0	1
che	f112	4	15.592437504965	8.748058686768	6.844378818197	1	2	3	4
che	f113	1	3.042885812853	1.472336869832	1.570548943021	1	1	1	1
che	f114	6	22.336665728581	16.564469124502	5.772196604080	2	3	2	4
che	f115	9	37.986272187585	34.977902549269	3.008369638317	1	4	2	5
che	f15	1	7.900866807981	8.141874907485	-0.241008099504	0	0	0	0
che	f25	1	7.900866807981	8.141874907485	-0.241008099504	0	0	0	0
che	f35	1	7.900866807981	8.141874907485	-0.241008099504	0	0	0	0
