locus	physical_folio	register	group_index	group_count	token	wrapper	residual_host	base	suffix	is_air	field_position	late_half	field_start	preclose_or_close	after_dy	before_dy	physical_line_end
f50v.3	f50	HB	9	9	okal	NONE	okal	ok	al	0	OPEN_FIELD_END	1	0	0	0	0	1
f55r.12	f55	HB	1	10	oain	NONE	oain	o	ain	0	FIELD_START	0	1	0	0	0	0
f55r.12	f55	HB	6	10	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f55r.12	f55	HB	8	10	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f55r.12	f55	HB	9	10	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f55r.13	f55	HB	1	7	lchdal	NONE	lchdal	lchd	al	0	FIELD_START	0	1	0	0	0	0
f55r.13	f55	HB	5	7	otar	NONE	otar	ot	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f55v.11	f55	HB	1	10	ykaiin	NONE	ykaiin	yk	aiin	0	FIELD_START	0	1	0	0	0	0
f55v.11	f55	HB	6	10	okal	NONE	okal	ok	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f55v.11	f55	HB	10	10	orain	NONE	orain	or	ain	0	OPEN_FIELD_END	1	0	0	0	0	1
f55v.5	f55	HB	1	8	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	0	1	0	0	0	0
f55v.5	f55	HB	3	8	ykain	NONE	ykain	yk	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f94r.9	f94	HB	1	3	otar	NONE	otar	ot	ar	0	FIELD_START	0	1	0	0	0	0
f94v.11	f94	HB	3	10	qokar	q	okar	ok	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f94v.12	f94	HB	5	5	okaiin	NONE	okaiin	ok	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f94v.4	f94	HB	2	7	otar	NONE	otar	ot	ar	0	FIELD_START	0	1	0	1	0	0
f94v.5	f94	HB	5	8	qokeal	q	okeal	oke	al	0	FIELD_START	1	1	0	1	0	0
f94v.9	f94	HB	1	11	ytar	NONE	ytar	yt	ar	0	FIELD_START	0	1	0	0	1	0
f94v.9	f94	HB	5	11	otaiin	NONE	otaiin	ot	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f94v.9	f94	HB	7	11	ypchdair	NONE	ypchdair	ypchd	air	1	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.1	f95	HB	3	9	ofaiin	NONE	ofaiin	of	aiin	0	FIELD_START	0	1	0	1	0	0
f95r1.1	f95	HB	5	9	oldaiin	NONE	oldaiin	old	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.1	f95	HB	7	9	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.1	f95	HB	9	9	odain	NONE	odain	od	ain	0	OPEN_FIELD_END	1	0	0	0	0	1
f95r1.2	f95	HB	4	12	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r1.2	f95	HB	6	12	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r1.4	f95	HB	3	11	olkain	NONE	olkain	olk	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r1.4	f95	HB	5	11	kain	NONE	kain	k	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r1.4	f95	HB	8	11	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.4	f95	HB	10	11	kaiin	NONE	kaiin	k	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.7	f95	HB	6	9	okar	NONE	okar	ok	ar	0	PRECLOSE	1	0	1	0	1	0
f95r1.9	f95	HB	9	10	qotaiin	q	otaiin	ot	aiin	0	FIELD_START	1	1	0	1	0	0
f95r2.2	f95	HB	6	10	otain	NONE	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r2.2	f95	HB	9	10	kar	NONE	kar	k	ar	0	FIELD_START	1	1	0	1	0	0
f95r2.3	f95	HB	7	10	otaiin	NONE	otaiin	ot	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r2.3	f95	HB	8	10	ofar	NONE	ofar	of	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r2.3	f95	HB	9	10	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r2.4	f95	HB	5	6	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r2.5	f95	HB	2	9	qokal	q	okal	ok	al	0	PRECLOSE	0	0	1	0	1	0
f95r2.5	f95	HB	5	9	okal	NONE	okal	ok	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r2.6	f95	HB	5	11	qotar	q	otar	ot	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r2.6	f95	HB	8	11	qokar	q	okar	ok	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r2.6	f95	HB	9	11	okar	NONE	okar	ok	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r2.6	f95	HB	10	11	qokar	q	okar	ok	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f95v1.13	f95	HB	2	5	qodain	q	odain	od	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f95v1.13	f95	HB	3	5	okaiin	NONE	okaiin	ok	aiin	0	PRECLOSE	1	0	1	0	1	0
f95v1.2	f95	HB	4	11	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f95v1.2	f95	HB	5	11	otar	NONE	otar	ot	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f95v1.2	f95	HB	8	11	otal	NONE	otal	ot	al	0	FIELD_START	1	1	0	1	1	0
f95v1.2	f95	HB	10	11	qokar	q	okar	ok	ar	0	FIELD_START	1	1	0	1	0	0
f95v1.5	f95	HB	1	4	otal	NONE	otal	ot	al	0	FIELD_START	0	1	0	0	1	0
f95v1.5	f95	HB	3	4	odaiin	NONE	odaiin	od	aiin	0	FIELD_START	1	1	0	1	0	0
f95v1.8	f95	HB	3	8	qodaiin	q	odaiin	od	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f95v1.8	f95	HB	4	8	fchodaiin	NONE	fchodaiin	fchod	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f95v2.5	f95	HB	5	9	okar	NONE	okar	ok	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f95v2.5	f95	HB	6	9	olkaiin	NONE	olkaiin	olk	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f95v2.5	f95	HB	7	9	otalain	NONE	otalain	otal	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f95v2.5	f95	HB	8	9	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f95v2.6	f95	HB	5	8	olaiin	NONE	olaiin	ol	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f95v2.6	f95	HB	7	8	okain	NONE	okain	ok	ain	0	PRECLOSE	1	0	1	0	1	0
f103r.12	f103	SB	1	9	oain	NONE	oain	o	ain	0	FIELD_START	0	1	0	0	0	0
f103r.21	f103	SB	4	12	otal	NONE	otal	ot	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f103r.21	f103	SB	5	12	qokal	q	okal	ok	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f103r.24	f103	SB	2	12	okeal	NONE	okeal	oke	al	0	PRECLOSE	0	0	1	0	1	0
f103r.24	f103	SB	4	12	qokal	q	okal	ok	al	0	FIELD_START	0	1	0	1	0	0
f103r.24	f103	SB	7	12	qotain	q	otain	ot	ain	0	FIELD_START	1	1	0	1	0	0
f103r.30	f103	SB	4	9	okaiin	NONE	okaiin	ok	aiin	0	PRECLOSE	0	0	1	0	1	0
f103r.32	f103	SB	4	8	qokal	q	okal	ok	al	0	FIELD_START	0	1	0	1	0	0
f103r.32	f103	SB	8	8	oraiin	NONE	oraiin	or	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f103r.39	f103	SB	4	6	qotal	q	otal	ot	al	0	PRECLOSE	1	0	1	0	1	0
f103r.43	f103	SB	5	11	qotal	q	otal	ot	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f103r.43	f103	SB	7	11	qokal	q	okal	ok	al	0	PRECLOSE	1	0	1	0	1	0
f103r.43	f103	SB	11	11	qokaiin	q	okaiin	ok	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f103r.53	f103	SB	3	10	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	0	1	0	1	0	0
f103v.14	f103	SB	9	12	qokain	q	okain	ok	ain	0	FIELD_START	1	1	0	1	0	0
f103v.14	f103	SB	10	12	otar	NONE	otar	ot	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f103v.17	f103	SB	7	11	qokal	q	okal	ok	al	0	FIELD_START	1	1	0	1	0	0
f103v.17	f103	SB	10	11	otal	NONE	otal	ot	al	0	PRECLOSE	1	0	1	0	1	0
f103v.24	f103	SB	8	12	otain	NONE	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f103v.24	f103	SB	9	12	otain	NONE	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f103v.24	f103	SB	12	12	kain	NONE	kain	k	ain	0	OPEN_FIELD_END	1	0	0	0	0	1
f103v.25	f103	SB	5	10	qotain	q	otain	ot	ain	0	FIELD_START	0	1	0	1	0	0
f103v.25	f103	SB	6	10	otal	NONE	otal	ot	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f103v.25	f103	SB	8	10	opar	NONE	opar	op	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f103v.26	f103	SB	6	6	oteaiin	NONE	oteaiin	ote	aiin	0	SINGLE	1	0	0	1	0	1
f103v.30	f103	SB	1	10	pchear	NONE	pchear	pche	ar	0	FIELD_START	0	1	0	0	0	0
f103v.30	f103	SB	2	10	okain	NONE	okain	ok	ain	0	PRECLOSE	0	0	1	0	1	0
f103v.30	f103	SB	10	10	rar	NONE	rar	r	ar	0	OPEN_FIELD_END	1	0	0	0	0	1
f103v.33	f103	SB	3	10	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f103v.33	f103	SB	5	10	okaiin	NONE	okaiin	ok	aiin	0	PRECLOSE	0	0	1	0	1	0
f103v.7	f103	SB	7	12	okaiin	NONE	okaiin	ok	aiin	0	PRECLOSE	1	0	1	0	1	0
f103v.7	f103	SB	10	12	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	1	1	0	1	0	0
f104r.21	f104	SB	2	5	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	0	1	0	1	0	0
f104r.22	f104	SB	8	12	opchar	NONE	opchar	opch	ar	0	FIELD_START	1	1	0	1	0	0
f104r.26	f104	SB	3	4	kar	NONE	kar	k	ar	0	PRECLOSE	1	0	1	0	1	0
f104r.27	f104	SB	1	11	pchedar	NONE	pchedar	pched	ar	0	FIELD_START	0	1	0	0	0	0
f104r.27	f104	SB	2	11	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.27	f104	SB	3	11	qotaiin	q	otaiin	ot	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.27	f104	SB	5	11	ral	NONE	ral	r	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.27	f104	SB	7	11	cphaiin	NONE	cphaiin	cph	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f104r.27	f104	SB	11	11	qoparaiin	q	oparaiin	opar	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f104r.37	f104	SB	1	10	okaiin	NONE	okaiin	ok	aiin	0	FIELD_START	0	1	0	0	0	0
f104r.37	f104	SB	3	10	qoaiin	q	oaiin	o	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.37	f104	SB	4	10	okar	NONE	okar	ok	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.37	f104	SB	5	10	oraiin	NONE	oraiin	or	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.37	f104	SB	6	10	okar	NONE	okar	ok	ar	0	PRECLOSE	1	0	1	0	1	0
f104r.37	f104	SB	8	10	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	1	1	0	1	0	0
f104r.37	f104	SB	9	10	okal	NONE	okal	ok	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f104r.39	f104	SB	5	11	qotal	q	otal	ot	al	0	FIELD_START	0	1	0	1	0	0
f104r.39	f104	SB	7	11	qoar	q	oar	o	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f104r.39	f104	SB	10	11	qotair	q	otair	ot	air	1	FIELD_START	1	1	0	1	0	0
f104r.5	f104	SB	1	12	kchdal	NONE	kchdal	kchd	al	0	FIELD_START	0	1	0	0	0	0
f104r.5	f104	SB	2	12	qotaiin	q	otaiin	ot	aiin	0	PRECLOSE	0	0	1	0	1	0
f104r.5	f104	SB	10	12	pchdair	NONE	pchdair	pchd	air	1	PRECLOSE	1	0	1	0	1	0
f104r.7	f104	SB	3	11	odaiin	NONE	odaiin	od	aiin	0	PRECLOSE	0	0	1	0	1	0
f104r.7	f104	SB	5	11	qodain	q	odain	od	ain	0	FIELD_START	0	1	0	1	1	0
f104r.7	f104	SB	8	11	qodain	q	odain	od	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f104r.7	f104	SB	9	11	okar	NONE	okar	ok	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.10	f104	SB	3	11	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	0	1	0	1	1	0
f104v.10	f104	SB	5	11	otaiin	NONE	otaiin	ot	aiin	0	FIELD_START	0	1	0	1	1	0
f104v.10	f104	SB	8	11	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.21	f104	SB	3	6	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	0	1	0	1	0	0
f104v.34	f104	SB	3	8	qotain	q	otain	ot	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f104v.34	f104	SB	4	8	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f104v.34	f104	SB	6	8	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.36	f104	SB	6	6	qokcheodaiin	q	okcheodaiin	okcheod	aiin	0	SINGLE	1	0	0	1	0	1
f104v.40	f104	SB	5	7	odain	NONE	odain	od	ain	0	PRECLOSE	1	0	1	0	1	0
f105r.15	f105	SB	7	12	lkaiin	NONE	lkaiin	lk	aiin	0	FIELD_START	1	1	0	1	0	0
f105r.15	f105	SB	12	12	aral	NONE	aral	ar	al	0	OPEN_FIELD_END	1	0	0	0	0	1
f105r.21	f105	SB	5	11	qokedal	q	okedal	oked	al	0	FIELD_START	0	1	0	1	0	0
f105r.21	f105	SB	10	11	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f105r.24	f105	SB	5	13	paiin	NONE	paiin	p	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f105r.27	f105	SB	5	7	lal	NONE	lal	l	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f105r.34	f105	SB	4	11	kar	NONE	kar	k	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f105r.34	f105	SB	5	11	odaiin	NONE	odaiin	od	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f105r.36	f105	SB	2	11	otedaiin	NONE	otedaiin	oted	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f105r.36	f105	SB	3	11	otar	NONE	otar	ot	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f105r.36	f105	SB	7	11	qotar	q	otar	ot	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f105r.36	f105	SB	8	11	oteodar	NONE	oteodar	oteod	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f105r.36	f105	SB	11	11	otaiin	NONE	otaiin	ot	aiin	0	SINGLE	1	0	0	1	0	1
f105r.8	f105	SB	5	11	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f105r.8	f105	SB	11	11	oesal	NONE	oesal	oes	al	0	SINGLE	1	0	0	1	0	1
f105v.1	f105	SB	2	9	oair	NONE	oair	o	air	1	FIELD_INTERNAL	0	0	0	0	0	0
f105v.1	f105	SB	4	9	ykaiin	NONE	ykaiin	yk	aiin	0	PRECLOSE	0	0	1	0	1	0
f105v.1	f105	SB	6	9	opchedaiin	NONE	opchedaiin	opched	aiin	0	FIELD_START	1	1	0	1	1	0
f105v.16	f105	SB	5	12	okair	NONE	okair	ok	air	1	FIELD_INTERNAL	0	0	0	0	0	0
f105v.16	f105	SB	9	12	okal	NONE	okal	ok	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f105v.16	f105	SB	11	12	otaiin	NONE	otaiin	ot	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f105v.18	f105	SB	3	10	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.18	f105	SB	5	10	qolkaiin	q	olkaiin	olk	aiin	0	PRECLOSE	0	0	1	0	1	0
f105v.18	f105	SB	8	10	opair	NONE	opair	op	air	1	FIELD_INTERNAL	1	0	0	0	0	0
f105v.18	f105	SB	9	10	orair	NONE	orair	or	air	1	FIELD_INTERNAL	1	0	0	0	0	0
f105v.22	f105	SB	5	6	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f105v.26	f105	SB	3	12	otaiin	NONE	otaiin	ot	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.26	f105	SB	4	12	otar	NONE	otar	ot	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.26	f105	SB	5	12	otal	NONE	otal	ot	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.26	f105	SB	9	12	alkaiin	NONE	alkaiin	alk	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f105v.26	f105	SB	11	12	alkaiin	NONE	alkaiin	alk	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f105v.28	f105	SB	1	6	oeoar	NONE	oeoar	oeo	ar	0	FIELD_START	0	1	0	0	0	0
f105v.28	f105	SB	6	6	otaiin	NONE	otaiin	ot	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f105v.37	f105	SB	5	12	lkaiin	NONE	lkaiin	lk	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.37	f105	SB	10	12	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f105v.4	f105	SB	5	8	olar	NONE	olar	ol	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f105v.7	f105	SB	2	7	lkaiin	NONE	lkaiin	lk	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.7	f105	SB	3	7	otair	NONE	otair	ot	air	1	FIELD_INTERNAL	0	0	0	0	0	0
f105v.7	f105	SB	5	7	olkaiin	NONE	olkaiin	olk	aiin	0	PRECLOSE	1	0	1	0	1	0
