edition	variant	stratum_key	q_early	q_late	none_early	none_late	occurrences	expected_q_early	score
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f104v"",""page_host"":""okeey""}"	2	3	0	2	7	1.428571428571	0.571428571429
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f104v"",""page_host"":""ot""}"	2	2	3	0	7	2.857142857143	-0.857142857143
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:air:0:0"",""page"":""f104v"",""page_host"":""ot""}"	1	0	1	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:1"",""page"":""f105r"",""page_host"":""a""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:1:0"",""page"":""f105r"",""page_host"":""ee""}"	0	1	2	1	4	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""O:0:NONE:0:0"",""page"":""f105r"",""page_host"":""eey""}"	1	1	1	0	3	1.333333333333	-0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f105r"",""page_host"":""ok""}"	1	2	1	0	4	1.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f105r"",""page_host"":""oke""}"	3	1	1	0	5	3.200000000000	-0.200000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f105r"",""page_host"":""okee""}"	2	1	2	0	5	2.400000000000	-0.400000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f105r"",""page_host"":""okeeey""}"	1	0	1	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""O:0:aiin:0:0"",""page"":""f105v"",""page_host"":""d""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:1:0"",""page"":""f105v"",""page_host"":""ee""}"	1	0	1	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:air:0:0"",""page"":""f105v"",""page_host"":""o""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f105v"",""page_host"":""ok""}"	0	3	2	4	9	0.666666666667	-0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f105v"",""page_host"":""okee""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f105v"",""page_host"":""opche""}"	0	1	2	0	3	0.666666666667	-0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f105v"",""page_host"":""opcheo""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f105v"",""page_host"":""or""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f105v"",""page_host"":""ot""}"	1	0	4	7	12	0.416666666667	0.583333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:1:0"",""page"":""f106r"",""page_host"":""e""}"	1	1	1	3	6	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f106r"",""page_host"":""ok""}"	3	3	2	2	10	3.000000000000	0.000000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ain:0:0"",""page"":""f106r"",""page_host"":""ok""}"	2	5	3	4	14	2.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f106r"",""page_host"":""ok""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f106r"",""page_host"":""okche""}"	1	1	1	0	3	1.333333333333	-0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f106r"",""page_host"":""okee""}"	3	2	1	0	6	3.333333333333	-0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f106r"",""page_host"":""oky""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f106r"",""page_host"":""opch""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f106r"",""page_host"":""opchy""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f106r"",""page_host"":""ot""}"	1	0	1	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f106r"",""page_host"":""y""}"	1	1	0	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:1:0"",""page"":""f107v"",""page_host"":""e""}"	1	0	1	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:1:0"",""page"":""f107v"",""page_host"":""ee""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""O:0:aiin:0:0"",""page"":""f107v"",""page_host"":""l""}"	0	1	3	0	4	0.750000000000	-0.750000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f107v"",""page_host"":""ok""}"	7	5	7	4	23	7.304347826087	-0.304347826087
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ain:0:0"",""page"":""f107v"",""page_host"":""ok""}"	6	1	1	4	12	4.083333333333	1.916666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f107v"",""page_host"":""ok""}"	3	0	0	1	4	2.250000000000	0.750000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f107v"",""page_host"":""okchey""}"	2	2	0	1	5	1.600000000000	0.400000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f107v"",""page_host"":""okeey""}"	3	8	1	1	13	3.384615384615	-0.384615384615
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f107v"",""page_host"":""okeo""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f107v"",""page_host"":""oky""}"	1	2	1	0	4	1.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f107v"",""page_host"":""ot""}"	2	0	3	2	7	1.428571428571	0.571428571429
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:1"",""page"":""f112v"",""page_host"":""a""}"	2	0	1	1	4	1.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f112v"",""page_host"":""aiin""}"	0	1	6	2	9	0.666666666667	-0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:1:0"",""page"":""f112v"",""page_host"":""ee""}"	2	0	0	1	3	1.333333333333	0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f112v"",""page_host"":""eey""}"	0	1	4	0	5	0.800000000000	-0.800000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f112v"",""page_host"":""ok""}"	2	2	2	2	8	2.000000000000	0.000000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ain:0:0"",""page"":""f112v"",""page_host"":""ok""}"	2	0	2	1	5	1.600000000000	0.400000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:al:0:0"",""page"":""f112v"",""page_host"":""ok""}"	1	0	1	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f112v"",""page_host"":""oke""}"	1	2	1	1	5	1.200000000000	-0.200000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f112v"",""page_host"":""okee""}"	9	3	1	1	14	8.571428571429	0.428571428571
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f112v"",""page_host"":""okeey""}"	5	0	3	1	9	4.444444444444	0.555555555556
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f112v"",""page_host"":""okey""}"	2	1	1	0	4	2.250000000000	-0.250000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f112v"",""page_host"":""or""}"	1	0	3	1	5	0.800000000000	0.200000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f112v"",""page_host"":""ot""}"	1	0	3	3	7	0.571428571429	0.428571428571
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f112v"",""page_host"":""y""}"	1	0	1	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f113r"",""page_host"":""eey""}"	0	1	2	0	3	0.666666666667	-0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f113r"",""page_host"":""o""}"	2	0	0	1	3	1.333333333333	0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f113r"",""page_host"":""ok""}"	4	5	1	7	17	2.647058823529	1.352941176471
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f113r"",""page_host"":""ok""}"	2	0	0	1	3	1.333333333333	0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f113r"",""page_host"":""okche""}"	1	1	1	2	5	0.800000000000	0.200000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f113r"",""page_host"":""okee""}"	1	0	2	1	4	0.750000000000	0.250000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f113r"",""page_host"":""okeey""}"	2	2	1	1	6	2.000000000000	0.000000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f113r"",""page_host"":""opche""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:al:0:0"",""page"":""f113r"",""page_host"":""ot""}"	0	1	2	2	5	0.400000000000	-0.400000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:al:0:0"",""page"":""f113v"",""page_host"":""e""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""O:0:NONE:0:0"",""page"":""f113v"",""page_host"":""l""}"	0	2	2	2	6	0.666666666667	-0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f113v"",""page_host"":""o""}"	0	1	1	1	3	0.333333333333	-0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f113v"",""page_host"":""ok""}"	3	5	8	3	19	4.631578947368	-1.631578947368
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ain:0:0"",""page"":""f113v"",""page_host"":""ok""}"	2	3	1	1	7	2.142857142857	-0.142857142857
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f113v"",""page_host"":""ok""}"	2	0	4	3	9	1.333333333333	0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f113v"",""page_host"":""okee""}"	2	2	0	1	5	1.600000000000	0.400000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f113v"",""page_host"":""okeey""}"	1	2	1	1	5	1.200000000000	-0.200000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f113v"",""page_host"":""opche""}"	0	1	2	1	4	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f113v"",""page_host"":""ot""}"	2	0	3	6	11	0.909090909091	1.090909090909
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ain:0:0"",""page"":""f113v"",""page_host"":""ot""}"	1	1	0	4	6	0.333333333333	0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f113v"",""page_host"":""ot""}"	3	0	6	1	10	2.700000000000	0.300000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""O:0:aiin:0:0"",""page"":""f114r"",""page_host"":""d""}"	3	2	0	1	6	2.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""O:0:NONE:1:0"",""page"":""f114r"",""page_host"":""ee""}"	1	1	1	1	4	1.000000000000	0.000000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f114r"",""page_host"":""ok""}"	2	3	1	3	9	1.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f114r"",""page_host"":""ok""}"	0	1	1	2	4	0.250000000000	-0.250000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f114r"",""page_host"":""okche""}"	2	2	2	0	6	2.666666666667	-0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f114r"",""page_host"":""okee""}"	1	1	0	2	4	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f114r"",""page_host"":""okeee""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f114r"",""page_host"":""ol""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f114r"",""page_host"":""op""}"	0	1	1	1	3	0.333333333333	-0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f114r"",""page_host"":""opche""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f114r"",""page_host"":""ot""}"	0	2	1	2	5	0.400000000000	-0.400000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f114r"",""page_host"":""ot""}"	0	4	2	1	7	1.142857142857	-1.142857142857
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f114r"",""page_host"":""y""}"	0	2	1	0	3	0.666666666667	-0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:1:0"",""page"":""f114v"",""page_host"":""che""}"	2	1	1	1	5	1.800000000000	0.200000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f114v"",""page_host"":""eeo""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f114v"",""page_host"":""o""}"	0	1	1	3	5	0.200000000000	-0.200000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f114v"",""page_host"":""ok""}"	1	4	0	3	8	0.625000000000	0.375000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f114v"",""page_host"":""okee""}"	1	0	1	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f114v"",""page_host"":""okol""}"	1	1	0	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f114v"",""page_host"":""ot""}"	7	2	1	6	16	4.500000000000	2.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ain:0:0"",""page"":""f114v"",""page_host"":""ot""}"	1	0	1	1	3	0.666666666667	0.333333333333
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:al:0:0"",""page"":""f114v"",""page_host"":""ot""}"	1	0	0	3	4	0.250000000000	0.750000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f114v"",""page_host"":""ot""}"	1	2	1	0	4	1.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""O:0:aiin:0:0"",""page"":""f115r"",""page_host"":""d""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""O:0:NONE:0:0"",""page"":""f115r"",""page_host"":""l""}"	4	0	1	1	6	3.333333333333	0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f115r"",""page_host"":""o""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f115r"",""page_host"":""okchey""}"	2	0	0	1	3	1.333333333333	0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:0:0"",""page"":""f115r"",""page_host"":""okcho""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f115r"",""page_host"":""opche""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f115r"",""page_host"":""ot""}"	2	0	1	2	5	1.200000000000	0.800000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:1:0"",""page"":""f115v"",""page_host"":""ch""}"	0	1	1	0	2	0.500000000000	-0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f115v"",""page_host"":""eey""}"	3	1	1	0	5	3.200000000000	-0.200000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f115v"",""page_host"":""ok""}"	0	2	1	0	3	0.666666666667	-0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f115v"",""page_host"":""ok""}"	2	3	1	1	7	2.142857142857	-0.142857142857
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""NONE:0:NONE:1:0"",""page"":""f115v"",""page_host"":""opche""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER	"{""other_compiler"":""OT:0:NONE:0:0"",""page"":""f115v"",""page_host"":""y""}"	1	0	0	1	2	0.500000000000	0.500000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	"{""other_compiler"":""NONE:0:aiin:0:0"",""page"":""f104r"",""page_host"":""ok"",""within_field_position"":""FIRST""}"	3	2	0	2	7	2.142857142857	0.857142857143
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	"{""other_compiler"":""NONE:0:al:0:0"",""page"":""f104r"",""page_host"":""ok"",""within_field_position"":""FIRST""}"	0	2	1	0	3	0.666666666667	-0.666666666667
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	"{""other_compiler"":""NONE:0:al:0:0"",""page"":""f104r"",""page_host"":""ok"",""within_field_position"":""MIDDLE""}"	1	1	1	1	4	1.000000000000	0.000000000000
ZL3b	PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	"{""other_compiler"":""NONE:0:ar:0:0"",""page"":""f104r"",""page_host"":""ok"",""within_field_position"":""MIDDLE""}"	2	1	4	3	10	1.800000000000	0.200000000000
