edition	k	held_folio	class_id	training_records	training_sse	centroid
ZL3b	2	f113	0	139	1517.267762099112	-0.239471288|-0.024038394|-0.077907296|0.110715587|0.132847355|-0.095233125|-0.015266835|0.217963081|-0.492378763|0.216625476|-0.475115014|-0.049875381
ZL3b	2	f113	1	139	1517.267762099112	0.388576051|0.039005696|0.126415612|-0.179651708|-0.215563632|0.154529222|0.024772601|-0.353675942|0.798954219|-0.351505489|0.770941343|0.080929864
ZL3b	2	f114	0	145	1578.201899806416	-0.296074618|-0.131166841|-0.066037074|0.130591719|0.118261666|-0.131429702|0.024987775|0.133536564|-0.402614139|0.325793512|-0.453192259|0.111952445
ZL3b	2	f114	1	145	1578.201899806416	0.498940559|0.221040417|0.111284700|-0.220071229|-0.199292808|0.221483386|-0.042109028|-0.225033840|0.678479383|-0.549022400|0.763712882|-0.188660601
ZL3b	2	f115	0	144	1565.594965196674	-0.196587725|-0.211934058|0.094942919|0.114693354|0.086451929|0.013509589|0.036335844|0.009013479|-0.463484128|0.276230779|-0.458166508|0.051487297
ZL3b	2	f115	1	144	1565.594965196674	0.358483498|0.386467989|-0.173131205|-0.209146704|-0.157647636|-0.024635133|-0.066259480|-0.016436344|0.845176940|-0.503714950|0.835480103|-0.093888601
ZL3b	3	f104	0	144	1464.211532335967	-0.184535476|-0.033091193|-0.178306833|0.368068253|0.076772324|-0.155535068|-0.152174913|0.293734991|-0.470042567|0.302457257|-0.273603796|-0.601636252
ZL3b	3	f104	1	144	1464.211532335967	-0.152004226|-0.134343030|-0.053552256|-0.172406909|-0.088009704|-0.088725042|0.373900022|-0.182459162|0.087687023|-0.051787482|-0.416174365|1.174551405
ZL3b	3	f104	2	144	1464.211532335967	0.554927277|0.238091532|0.415427949|-0.491370609|-0.035133717|0.416741657|-0.188472255|-0.334067831|0.798958247|-0.520103817|1.069691841|-0.352125564
ZL3b	3	f105	0	150	1516.176885418900	-0.339647520|0.193117064|-0.246076286|1.300861216|-0.317483735|-0.187549809|0.184620559|0.640000092|-0.372301349|0.624804426|-0.377138126|-0.078023895
ZL3b	3	f105	1	150	1516.176885418900	-0.121873989|-0.415350953|0.250308997|-0.516794110|0.336744576|-0.004229406|-0.090198926|-0.220063150|-0.477370690|0.044962662|-0.197493765|0.107191402
ZL3b	3	f105	2	150	1516.176885418900	0.448912642|0.509420833|-0.209007668|-0.167486656|-0.291431509|0.148377363|0.002822772|-0.136344878|1.034479220|-0.543015544|0.596550080|-0.110172824
ZL3b	3	f106	0	156	1578.620035993173	-0.538923767|-0.490396706|-0.323545313|0.055965322|-0.329622129|0.016747213|2.276331283|-0.157160621|0.309207192|-0.170212532|0.209363455|0.694551273
ZL3b	3	f106	1	156	1578.620035993173	-0.288767843|-0.190762021|-0.055548691|0.181046575|0.193842005|-0.108399788|-0.258247938|0.179182221|-0.525121453|0.363464463|-0.478133869|0.007899509
ZL3b	3	f106	2	156	1578.620035993173	0.561239644|0.410145995|0.172408867|-0.269244535|-0.174097004|0.146477245|-0.306543946|-0.204172920|0.642729577|-0.457707043|0.606373529|-0.214607446
ZL3b	3	f107	0	155	1581.794107346336	-0.369633079|-0.253508179|0.088878440|-0.148781006|0.024510479|0.026759207|0.036166048|-0.298426055|-0.463278625|0.207207565|-0.445418031|0.163726821
ZL3b	3	f107	1	155	1581.794107346336	0.389603584|0.237608452|-0.076517456|-0.191090985|-0.219208507|0.121095885|0.038111338|-0.143951801|1.028700626|-0.366130514|0.878721346|-0.079163603
ZL3b	3	f107	2	155	1581.794107346336	0.578083620|0.461044977|-0.176446796|0.991761489|0.383573530|-0.367597049|-0.222884467|1.467086415|-0.454497588|-0.001744470|-0.196276909|-0.459860312
ZL3b	3	f112	0	157	1583.243445185852	-0.305466272|-0.254805057|0.146929158|-0.439255422|0.154504285|-0.038677806|0.111057318|-0.338273539|-0.446431773|0.004446490|-0.396764405|0.085373914
ZL3b	3	f112	1	157	1583.243445185852	-0.058923069|-0.026956299|-0.163199727|1.487184796|-0.307673436|-0.081640315|-0.195557455|0.914351066|-0.430582469|0.764769407|-0.447696264|-0.047492089
ZL3b	3	f112	2	157	1583.243445185852	0.499533630|0.404501388|-0.135115332|-0.144691204|-0.067381922|0.103976426|-0.062487492|0.015362867|0.919176224|-0.426673914|0.852610177|-0.104497781
ZL3b	3	f113	0	139	1413.474614461680	-0.467303392|-0.207312803|-0.162306285|-0.311170023|-0.276642562|0.132402731|0.211357464|-0.143906347|-0.397518215|0.479313684|-0.667188560|0.113467767
ZL3b	3	f113	1	139	1413.474614461680	0.077030390|0.311073147|0.040130902|0.759380902|0.777196255|-0.387357883|-0.221618607|0.523235927|-0.639930172|-0.189740198|0.160289581|-0.500647008
ZL3b	3	f113	2	139	1413.474614461680	0.458393656|-0.000076366|0.149384223|-0.214990433|-0.266129935|0.138676251|-0.070102718|-0.225827564|0.908234078|-0.388822281|0.617505252|0.242776180
ZL3b	3	f114	0	145	1482.184077904401	-0.262846157|-0.103635488|-0.156636723|0.122783115|0.030271543|-0.121325547|0.021445698|0.064468996|-0.395547245|0.313524866|-0.470247317|0.150362148
ZL3b	3	f114	1	145	1482.184077904401	0.109515114|-0.809337408|4.438725816|-0.775449123|0.880030503|0.166045206|-0.300883245|0.364380895|-0.804605176|-0.658984778|0.959364859|-0.770621540
ZL3b	3	f114	2	145	1482.184077904401	0.484567060|0.260649277|-0.068251526|-0.167229594|-0.128675591|0.214240194|-0.015703496|-0.150789208|0.808342189|-0.534864256|0.804597831|-0.219404724
ZL3b	3	f115	0	144	1452.733190974206	-0.269958984|-0.231289134|0.142520877|-0.418175840|0.205424493|0.111679826|0.094282643|-0.246133652|-0.445374211|-0.029606246|-0.362000444|-0.006716215
ZL3b	3	f115	1	144	1452.733190974206	-0.003569533|-0.011580431|-0.221334657|1.504776437|-0.348060128|-0.089330615|-0.196867529|0.732806963|-0.363029724|0.701676881|-0.390895314|0.060739584
ZL3b	3	f115	2	144	1452.733190974206	0.471679101|0.409998553|-0.094888547|-0.312182865|-0.116720102|-0.132429510|-0.027939872|-0.078182032|1.024766177|-0.433032705|0.899095154|-0.030265816
ZL3b	4	f104	0	144	1350.170574630389	-1.377653674|3.446129665|-0.515341035|-0.984778407|-1.194895857|-0.686212410|10.045918108|-1.000163603|-0.871706085|0.558619261|-1.449582134|-0.733793687
ZL3b	4	f104	1	144	1350.170574630389	-0.448062018|-0.238146435|-0.112626158|0.175164624|-0.090700703|-0.012062512|-0.064649616|-0.013717608|-0.516491664|0.635919724|-0.481137356|-0.576993433
ZL3b	4	f104	2	144	1350.170574630389	-0.037036009|-0.299843762|0.292148621|-0.251961144|-0.010140597|-0.014968284|0.046426113|-0.209148341|-0.004934424|-0.156815449|-0.135510423|1.243893964
ZL3b	4	f104	3	144	1350.170574630389	0.538716687|0.456093001|-0.137401338|0.065368186|0.130558708|0.040833437|-0.183157014|0.227131013|0.571456158|-0.543555113|0.665625955|-0.511893243
ZL3b	4	f105	0	150	1397.897247367975	-1.563362647|4.220682320|-0.512566811|-1.059914910|-1.237269434|-0.716240584|10.366824554|-1.010642322|-0.830209490|0.498759398|-1.495141932|-0.758695076
ZL3b	4	f105	1	150	1397.897247367975	-0.204831101|-0.316297176|0.265905271|0.147946031|0.140792674|-0.042494272|-0.104289190|0.256333303|-0.550236920|0.535309731|-0.289718608|-0.622565050
ZL3b	4	f105	2	150	1397.897247367975	-0.112836038|-0.237843022|-0.082864819|-0.152333305|0.042931051|-0.021137354|-0.026321730|-0.157789023|-0.004913835|-0.164025038|-0.173237585|1.175124023
ZL3b	4	f105	3	150	1397.897247367975	0.482254988|0.658325054|-0.275815080|-0.001305891|-0.230401271|0.107006759|-0.072441897|-0.155589285|0.838496988|-0.597019540|0.681260477|-0.531654202
ZL3b	4	f106	0	156	1477.532015776889	-0.357161315|-0.179795085|-0.109489720|-0.377255301|0.353394409|-0.141467297|-0.298289294|-0.200856836|-0.522290913|0.079442823|-0.444295277|0.141476308
ZL3b	4	f106	1	156	1477.532015776889	-0.318590852|-0.376385629|-0.312552419|0.033411195|-0.374435820|-0.059195503|2.004726589|-0.183823830|0.506001679|-0.067494961|0.193979347|0.361039054
ZL3b	4	f106	2	156	1477.532015776889	0.221902063|0.354590281|-0.109359371|1.132547846|-0.150152722|-0.130287932|-0.334536308|1.079402107|-0.283593667|0.488007006|-0.338930955|-0.279589954
ZL3b	4	f106	3	156	1477.532015776889	0.550339095|0.206937017|0.434176960|-0.349935380|-0.203503700|0.354005387|-0.430197569|-0.451516309|0.732417611|-0.472746307|0.837156937|-0.199676863
ZL3b	4	f107	0	155	1468.033851147631	-1.418019558|3.576296553|-0.486569362|-0.990368249|-1.243452926|-0.696980574|10.567293581|-1.041532747|-0.881203854|0.673582734|-1.498996171|-0.798317192
ZL3b	4	f107	1	155	1468.033851147631	-0.438033396|-0.154880465|-0.213312762|-0.309274390|-0.210865932|-0.200804936|0.058525494|-0.366681731|-0.022165193|0.058597489|-0.534052401|0.578896855
ZL3b	4	f107	2	155	1468.033851147631	-0.265477709|-0.581788959|0.848750506|0.197298039|0.256622345|0.704920606|-0.255869436|0.136157062|-0.626430151|0.475246219|-0.058168314|-0.424030387
ZL3b	4	f107	3	155	1468.033851147631	0.632828042|0.427547931|-0.242318747|0.231432969|0.099128870|-0.171449041|-0.097494623|0.326824018|0.388604081|-0.338809361|0.619149143|-0.357631950
ZL3b	4	f112	0	157	1474.694833611485	-1.448554156|3.565324561|-0.461213918|-0.989645093|-1.205584202|-0.676082379|10.783044493|-1.021831404|-0.851966055|0.544115694|-1.429171794|-0.729938660
ZL3b	4	f112	1	157	1474.694833611485	-0.483388304|-0.256554327|-0.089973133|0.070070922|-0.104932441|-0.051052492|-0.057583927|-0.094883256|-0.456580316|0.421624139|-0.644462776|0.225639848
ZL3b	4	f112	2	157	1474.694833611485	0.159251066|0.045056475|0.264287063|-0.131789456|-0.659262399|0.453274037|0.073154617|-0.395414980|0.784642324|-0.548228456|0.759626670|0.068636237
ZL3b	4	f112	3	157	1474.694833611485	0.679147031|0.297825636|-0.082550070|0.027639021|0.798436726|-0.313161355|-0.217345146|0.537955115|0.053183088|-0.203907170|0.396486929|-0.415035906
ZL3b	4	f113	0	139	1337.308311428631	-0.538043873|0.155898302|-0.141037350|-0.500150248|0.210332187|-0.167718066|0.208476216|-0.275274196|-0.470370500|-0.000856586|-0.297054442|-0.745629030
ZL3b	4	f113	1	139	1337.308311428631	-0.204050722|-0.215810458|-0.118725106|-0.182505790|0.028711172|-0.029126394|0.020309652|-0.147595753|0.019725956|-0.241576242|-0.252935338|1.086031470
ZL3b	4	f113	2	139	1337.308311428631	0.188966742|0.206884636|-0.176893578|1.295355068|-0.146851111|-0.153157741|-0.169862672|1.044551640|-0.361455024|0.674417536|-0.187409863|-0.497260935
ZL3b	4	f113	3	139	1337.308311428631	0.897246992|-0.041430160|0.554954726|-0.217705365|-0.197282833|0.418726009|-0.159293585|-0.348604386|0.940885346|-0.219579368|1.001738790|-0.349313987
ZL3b	4	f114	0	145	1398.659934734762	-0.299130685|-0.193612940|-0.246531101|1.588607489|-0.400375560|-0.240747454|-0.056812182|0.811914776|-0.011208072|0.448428808|-0.160833318|-0.154150468
ZL3b	4	f114	1	145	1398.659934734762	-0.177442399|-0.223532234|0.483423291|-0.486657323|-0.320268269|0.021252153|0.286876514|-0.145628605|-0.241821429|0.840098103|-0.321699494|-0.400996173
ZL3b	4	f114	2	145	1398.659934734762	-0.061889081|-0.122260700|-0.132704352|-0.275515355|0.484573766|-0.132421436|-0.111551153|-0.309466708|-0.294582990|-0.467363893|-0.196751060|0.448212920
ZL3b	4	f114	3	145	1398.659934734762	0.728684168|0.823092144|-0.230443521|-0.278386905|-0.117859521|0.502404210|-0.158967262|0.057062490|1.034869938|-0.801016916|1.106968129|-0.166229543
ZL3b	4	f115	0	144	1341.907860569683	-1.387182624|3.594426776|-0.538263608|-0.920395567|-1.179768382|-0.661590505|10.114956735|-1.033915515|-0.810893234|0.446900584|-1.484413929|-0.771383767
ZL3b	4	f115	1	144	1341.907860569683	-0.296663598|-0.122880187|-0.307347552|-0.307805134|0.043437963|-0.170409650|-0.011238003|-0.353791127|-0.265731559|-0.048121087|-0.548484160|0.668998336
ZL3b	4	f115	2	144	1341.907860569683	-0.043758261|-0.144032100|0.275172584|0.684429484|0.231553703|-0.007099125|-0.184828856|0.582770653|-0.537476630|0.529010727|-0.194104425|-0.454198634
ZL3b	4	f115	3	144	1341.907860569683	0.423123242|0.217863717|0.068288744|-0.368958132|-0.276139670|0.220300925|-0.015228035|-0.202175644|0.912774568|-0.531482729|0.881229965|-0.262409022
ZL3b	5	f104	0	144	1271.913511365852	-1.377653674|3.446129665|-0.515341035|-0.984778407|-1.194895857|-0.686212410|10.045918108|-1.000163603|-0.871706085|0.558619261|-1.449582134|-0.733793687
ZL3b	5	f104	1	144	1271.913511365852	-0.574233411|-0.290801232|0.109255917|0.298634780|-0.514064968|0.128485862|-0.066838498|-0.316470770|-0.386133960|0.480506320|-0.214809669|-0.575174156
ZL3b	5	f104	2	144	1271.913511365852	0.026078988|-0.246521172|0.093570940|-0.293686048|-0.084044460|-0.034185611|0.037910834|-0.203274443|0.007222121|-0.235386947|-0.238071976|1.190019444
ZL3b	5	f104	3	144	1271.913511365852	0.332358249|0.044242528|-0.066688853|0.301903489|0.913114972|-0.134676027|-0.161179997|0.787942586|-0.491977616|0.039875353|-0.068338557|-0.549744373
ZL3b	5	f104	4	144	1271.913511365852	0.620029216|0.814609354|-0.272144018|-0.360937244|-0.092956042|0.043882857|-0.161743056|-0.063408961|1.430163245|-0.517564769|1.025498724|-0.456207507
ZL3b	5	f105	0	150	1343.432490098659	-1.563362647|4.220682320|-0.512566811|-1.059914910|-1.237269434|-0.716240584|10.366824554|-1.010642322|-0.830209490|0.498759398|-1.495141932|-0.758695076
ZL3b	5	f105	1	150	1343.432490098659	-0.211920043|-0.610764982|-0.063584533|-0.277987535|-0.232009240|1.209209743|0.033418738|-0.297767584|-0.554655432|0.061796354|-0.321567518|0.385948161
ZL3b	5	f105	2	150	1343.432490098659	-0.199733433|-0.378222828|0.484381293|-0.437114856|1.049807622|-0.315615356|-0.155257170|0.018954601|-0.463802135|0.000616927|-0.060280825|-0.468129353
ZL3b	5	f105	3	150	1343.432490098659	0.017733854|0.197219557|-0.156074199|0.498179605|-0.306043616|-0.466385230|-0.130883238|0.282060661|-0.196303628|0.118445013|-0.219101809|0.076260625
ZL3b	5	f105	4	150	1343.432490098659	0.481724520|0.493766573|-0.154486030|-0.263725919|-0.305239363|0.211969392|0.066844996|-0.314187686|1.616316791|-0.350909692|0.957537406|0.027722855
ZL3b	5	f106	0	156	1382.121115978601	-0.674606891|-0.442902878|-0.488203376|0.116040800|-0.242756535|-0.106779977|2.347832455|-0.084260466|0.367587752|-0.279150621|0.267018593|0.788130116
ZL3b	5	f106	1	156	1382.121115978601	-0.224032041|-0.247902846|-0.055530110|-0.436191923|0.208571020|-0.161499200|-0.250830724|-0.300946748|-0.404902032|-0.010020904|-0.337786047|0.165319517
ZL3b	5	f106	2	156	1382.121115978601	-0.211865331|-0.023369524|-0.012821501|1.336245459|-0.063178071|-0.035156168|-0.280356339|0.974048275|-0.435852403|0.736337965|-0.561634628|-0.171217143
ZL3b	5	f106	3	156	1382.121115978601	0.253849459|-0.224971962|1.847649963|-0.467742362|-0.906516696|1.906420798|-0.198123117|-0.606903404|0.298845816|-0.387290914|0.984723901|-0.474360882
ZL3b	5	f106	4	156	1382.121115978601	0.838392179|0.789838480|-0.259510024|-0.075789139|0.027277625|-0.214007875|-0.240035041|0.070760782|0.908974553|-0.315947746|0.695121482|-0.393769583
ZL3b	5	f107	0	155	1360.412439787684	-1.418019558|3.576296553|-0.486569362|-0.990368249|-1.243452926|-0.696980574|10.567293581|-1.041532747|-0.881203854|0.673582734|-1.498996171|-0.798317192
ZL3b	5	f107	1	155	1360.412439787684	-0.542539169|-0.191833038|-0.123975122|-0.135845805|-0.146773224|-0.241678229|-0.026774901|-0.327645839|-0.321749835|0.171714337|-0.665096002|0.332733883
ZL3b	5	f107	2	155	1360.412439787684	0.002341315|-0.369985393|0.228093939|-0.060126399|-0.588735450|2.398893131|-0.298818496|-0.264842358|-0.489906333|0.486834840|-0.213244344|-0.402988805
ZL3b	5	f107	3	155	1360.412439787684	0.405237797|0.306788660|0.060996976|0.515959880|0.881158392|-0.234035155|-0.229920784|0.859728185|-0.577415092|-0.267400072|0.081575186|-0.391782959
ZL3b	5	f107	4	155	1360.412439787684	0.463200653|0.044879409|0.073355678|-0.176094907|-0.298496122|-0.109210142|0.060573326|-0.123484520|1.042624396|-0.173397493|0.943083309|-0.028509208
ZL3b	5	f112	0	157	1372.249180655690	-1.448554156|3.565324561|-0.461213918|-0.989645093|-1.205584202|-0.676082379|10.783044493|-1.021831404|-0.851966055|0.544115694|-1.429171794|-0.729938660
ZL3b	5	f112	1	157	1372.249180655690	-0.407324018|-0.220467224|-0.142552536|-0.524232335|0.055016641|-0.122468309|-0.031308558|-0.304699433|-0.408054798|0.110370145|-0.559669683|0.305881608
ZL3b	5	f112	2	157	1372.249180655690	-0.219972371|-0.353576830|-0.131485927|1.584120649|-0.604384045|0.030945636|-0.161339759|0.709916566|-0.329731585|0.934307619|-0.372254788|0.100865861
ZL3b	5	f112	3	157	1372.249180655690	0.364378952|0.127873894|0.250150287|-0.204976829|-0.438034340|0.393966642|0.032771411|-0.183598333|1.067920455|-0.452487390|0.835447755|-0.119074909
ZL3b	5	f112	4	157	1372.249180655690	0.540909960|0.431616062|0.049125262|0.184380905|1.054685476|-0.327781588|-0.226606161|0.385349798|-0.434256703|-0.320993517|0.282987210|-0.521673556
ZL3b	5	f113	0	139	1213.499592468729	-1.507842091|3.469840755|-0.513083814|-0.996090244|-1.233348720|-0.797110065|10.213260511|-1.047201991|-0.840568262|0.563383271|-1.511610784|-0.788320830
ZL3b	5	f113	1	139	1213.499592468729	-0.293761382|-0.070307194|-0.161295112|-0.303345580|-0.281355076|-0.174320598|0.016437546|-0.347031400|0.037982563|-0.167317245|-0.331037775|0.689778854
ZL3b	5	f113	2	139	1213.499592468729	-0.066905742|0.236914816|-0.221945115|1.499535453|-0.100879931|-0.624848527|-0.184930287|1.475991020|-0.455335456|0.788374089|-0.400589047|-0.428762347
ZL3b	5	f113	3	139	1213.499592468729	-0.046617702|-0.595395575|0.634856745|-0.217921569|0.565299846|0.555195216|-0.087319629|0.012948845|-0.659246048|0.241925177|-0.024571488|-0.493899934
ZL3b	5	f113	4	139	1213.499592468729	0.706716532|0.568692965|-0.272193573|0.066896665|-0.001805758|0.067621462|-0.174629540|-0.096036462|0.944577085|-0.389947482|0.931888569|-0.518868581
ZL3b	5	f114	0	145	1274.210418892553	-1.409413238|3.856298067|-0.492716531|-0.968583011|-1.160897364|-0.686458635|10.294653990|-0.952631229|-0.804605176|0.596962593|-1.437907962|-0.770621540
ZL3b	5	f114	1	145	1274.210418892553	-0.442143655|-0.188236416|-0.138480232|1.695221797|-0.479143837|-0.133984737|-0.068007264|0.554983375|-0.207780903|0.629019821|-0.218931049|-0.191859651
ZL3b	5	f114	2	145	1274.210418892553	-0.158278338|-0.175411742|0.152769435|-0.387436740|0.307204911|0.021035998|-0.111753456|-0.114194276|-0.635399014|-0.141934084|-0.249457441|-0.029020608
ZL3b	5	f114	3	145	1274.210418892553	0.225677096|1.560032296|-0.203849658|-0.465958027|-0.067661948|1.270755091|-0.108237114|-0.122609389|1.024836290|-1.227068380|1.407954025|-0.482629546
ZL3b	5	f114	4	145	1274.210418892553	0.536637356|-0.152110255|-0.116616381|-0.184333473|-0.211369763|-0.337354963|0.012081780|-0.076369942|0.999243220|0.235967582|0.191021728|0.347322376
ZL3b	5	f115	0	144	1302.553367879445	-0.542065585|-0.077773930|-0.270562183|-0.313391933|0.086193103|-0.186559344|0.217704745|-0.397529118|-0.341492158|0.117759581|-0.767995056|0.219084456
ZL3b	5	f115	1	144	1302.553367879445	0.018624742|1.334503343|-0.538263608|-0.920395567|-1.179768382|3.732379974|-0.327964643|-0.579963487|1.138362913|-1.812047781|1.088949889|-0.771383767
ZL3b	5	f115	2	144	1302.553367879445	0.104168334|0.493519845|-0.330623738|-0.439590391|-0.067267102|-0.371671418|0.131106314|0.156806633|1.293674162|-0.330987226|0.801064452|-0.247865745
ZL3b	5	f115	3	144	1302.553367879445	0.137505928|-0.002136576|-0.197858439|1.590940187|-0.418840640|-0.031101484|-0.187156632|0.851760429|-0.287899412|0.588700026|-0.296477207|0.065046851
ZL3b	5	f115	4	144	1302.553367879445	0.549216603|-0.401304873|0.827850112|-0.335829786|0.349313509|0.265624421|-0.234235905|-0.175725185|-0.456256655|-0.184176313|0.531636766|-0.083031818
ZL3b	6	f104	0	144	1211.704361098370	-1.377653674|3.446129665|-0.515341035|-0.984778407|-1.194895857|-0.686212410|10.045918108|-1.000163603|-0.871706085|0.558619261|-1.449582134|-0.733793687
ZL3b	6	f104	1	144	1211.704361098370	-0.591195587|-0.034216972|-0.218806036|-0.412738263|-0.003206486|-0.325831653|-0.085669802|-0.347395145|-0.334544774|0.038872203|-0.705563008|0.481523453
ZL3b	6	f104	2	144	1211.704361098370	-0.264509417|0.074268373|-0.377920024|1.614889744|-0.405610624|-0.366850420|-0.098807529|0.688608297|-0.164146860|0.358276155|0.143905533|-0.560898672
ZL3b	6	f104	3	144	1211.704361098370	-0.217092530|-0.629792542|-0.515341035|1.046962043|-0.624291850|2.321982078|0.095850188|-0.237111415|-0.024070917|0.676875083|-0.753475617|0.687415511
ZL3b	6	f104	4	144	1211.704361098370	0.429122716|0.608590570|-0.239470117|-0.491232774|-0.152598721|0.016325824|0.092150732|-0.175647141|1.448127782|-0.527018172|1.119010543|-0.017548097
ZL3b	6	f104	5	144	1211.704361098370	0.487759771|-0.342647587|0.602513573|-0.268095626|0.399389792|0.183746470|-0.155352900|0.124831805|-0.408889835|-0.017182204|0.069564800|-0.222994879
ZL3b	6	f105	0	150	1256.609364228805	-1.563362647|4.220682320|-0.512566811|-1.059914910|-1.237269434|-0.716240584|10.366824554|-1.010642322|-0.830209490|0.498759398|-1.495141932|-0.758695076
ZL3b	6	f105	1	150	1256.609364228805	-0.215959770|-0.285178386|-0.088699974|-0.270414013|0.056436125|-0.107613976|-0.049574316|-0.219580287|-0.330385062|0.110161919|-0.592882497|0.545963063
ZL3b	6	f105	2	150	1256.609364228805	0.008804250|-0.027174393|-0.337125556|0.467247900|-0.749657502|-0.189573349|0.141182351|-0.382233878|0.764949080|-0.280053359|0.735227967|-0.178292926
ZL3b	6	f105	3	150	1256.609364228805	0.154028266|-0.249414004|0.663987414|-0.451623364|-0.711294044|2.632465046|-0.128896152|-0.449006506|-0.103501137|0.193855176|0.326120655|-0.758695076
ZL3b	6	f105	4	150	1256.609364228805	0.246580613|0.846990901|-0.335597654|0.862673222|0.160100536|-0.374550729|-0.204743527|1.387546543|-0.402573310|0.252583085|-0.286207786|-0.457210344
ZL3b	6	f105	5	150	1256.609364228805	0.339067984|-0.120758750|0.812675223|-0.565981800|1.143540810|-0.193424065|-0.264226797|-0.025790963|0.324086830|-0.277956982|0.820369743|-0.421947842
ZL3b	6	f106	0	156	1311.859507584689	-0.697794192|-0.380795563|-0.488203376|0.291481721|-0.338808263|-0.137821332|2.329650550|-0.258160659|0.559771156|-0.370846714|0.456293354|1.031189002
ZL3b	6	f106	1	156	1311.859507584689	-0.558327358|2.093432780|-0.285692445|-0.007928880|-0.298806875|-0.017689416|-0.480042478|-0.347560682|-0.099348147|-0.763314620|0.402982385|-0.561643617
ZL3b	6	f106	2	156	1311.859507584689	-0.293790008|-0.339008591|-0.155888394|-0.344470808|0.266608652|-0.071600544|-0.109258282|-0.197130145|-0.478298694|0.230773989|-0.454299732|0.151703064
ZL3b	6	f106	3	156	1311.859507584689	0.006442497|-0.119895817|0.038820519|1.369950195|-0.180072100|-0.063392244|-0.293195603|1.169778309|-0.403137526|0.833057093|-0.599126642|-0.104897071
ZL3b	6	f106	4	156	1311.859507584689	0.212773474|-0.600403413|2.009425298|-0.516788624|-0.304315549|1.298440793|-0.241495327|-0.570078164|0.071298509|-0.413048108|1.016218360|-0.301359976
ZL3b	6	f106	5	156	1311.859507584689	1.056562105|0.161623728|-0.215466751|-0.184961008|0.008856854|-0.289962859|-0.216808515|0.079595519|1.026124555|-0.354673916|0.521289725|-0.263257337
ZL3b	6	f107	0	155	1283.832388811812	-1.418019558|3.576296553|-0.486569362|-0.990368249|-1.243452926|-0.696980574|10.567293581|-1.041532747|-0.881203854|0.673582734|-1.498996171|-0.798317192
ZL3b	6	f107	1	155	1283.832388811812	-0.467411645|-0.157683547|-0.061105185|0.220372883|-0.386245144|-0.243253431|-0.085082615|-0.220280468|-0.217680534|0.373087987|-0.542032408|0.061239733
ZL3b	6	f107	2	155	1283.832388811812	-0.052122129|-0.329430568|-0.157571871|-0.358609751|1.027590253|-0.020345185|-0.072175616|-0.173229895|-0.647170751|-0.515124242|-0.291098439|0.577039042
ZL3b	6	f107	3	155	1283.832388811812	0.194254519|-0.378413182|1.302881639|-0.403159264|-0.527680198|1.694126889|-0.298818496|-0.471842774|0.078632286|0.171187359|0.609368348|-0.483094320
ZL3b	6	f107	4	155	1283.832388811812	0.368530639|0.396551647|-0.373671910|-0.185103209|-0.156060590|-0.223436900|0.182321540|-0.112880707|1.221625328|-0.254985749|1.069624468|-0.135929325
ZL3b	6	f107	5	155	1283.832388811812	0.981877491|0.581521159|0.005493634|0.717445082|0.350840040|-0.267275979|-0.272698034|1.910617132|-0.410217402|-0.081023515|-0.092182293|-0.538986863
