world	signs	PAGE_HOST_PAGE_OTHER_COMPILER	PAGE_HOST_PAGE_OTHER_COMPILER_WITHIN_FIELD_POSITION	PAGE_HOST_PAGE_OTHER_COMPILER_LOCAL_STRUCTURE	max_three
135	-----+----+++	0.635594171326	0.393974010893	0.788263071005	0.788263071005
136	-----+---+---	-1.330346517075	-0.893270263137	-0.821002431782	-0.821002431782
137	-----+---+--+	-1.457545702961	-1.225039082217	-0.972107173828	-0.972107173828
138	-----+---+-+-	-1.047417486786	-0.893270263137	-0.745450060759	-0.745450060759
139	-----+---+-++	-1.174616672672	-1.225039082217	-0.896554802805	-0.896554802805
140	-----+---++--	-0.175746430236	0.151707796960	0.448277401402	0.448277401402
141	-----+---++-+	-0.302945616122	-0.180061022120	0.297172659357	0.297172659357
142	-----+---+++-	0.107182600052	0.151707796960	0.523829772425	0.523829772425
143	-----+---++++	-0.020016585834	-0.180061022120	0.372725030379	0.372725030379
144	-----+--+----	-0.886980880039	-0.765214655773	-0.647231978429	-0.647231978429
145	-----+--+---+	-1.014180065925	-1.096983474853	-0.798336720475	-0.798336720475
146	-----+--+--+-	-0.604051849751	-0.765214655773	-0.571679607406	-0.571679607406
147	-----+--+--++	-0.731251035636	-1.096983474853	-0.722784349452	-0.722784349452
148	-----+--+-+--	0.267619206800	0.279763404325	0.622047854755	0.622047854755
149	-----+--+-+-+	0.140420020914	-0.052005414756	0.470943112709	0.470943112709
150	-----+--+-++-	0.550548237088	0.279763404325	0.697600225778	0.697600225778
151	-----+--+-+++	0.423349051202	-0.052005414756	0.546495483732	0.546495483732
152	-----+--++---	-1.542591637199	-1.339249688786	-1.062770019055	-1.062770019055
153	-----+--++--+	-1.669790823085	-1.671018507866	-1.213874761101	-1.213874761101
154	-----+--++-+-	-1.259662606910	-1.339249688786	-0.987217648032	-0.987217648032
155	-----+--++-++	-1.386861792796	-1.671018507866	-1.138322390078	-1.138322390078
156	-----+--+++--	-0.387991550360	-0.294271628688	0.206509814129	0.206509814129
157	-----+--+++-+	-0.515190736246	-0.626040447769	0.055405072083	0.055405072083
158	-----+--++++-	-0.105062520072	-0.294271628688	0.282062185152	0.282062185152
159	-----+--+++++	-0.232261705958	-0.626040447769	0.130957443106	0.130957443106
160	-----+-+-----	-0.033250475844	-0.193991222921	-0.533903421895	-0.033250475844
161	-----+-+----+	-0.160449661730	-0.525760042001	-0.685008163941	-0.160449661730
162	-----+-+---+-	0.249678554444	-0.193991222921	-0.458351050872	0.249678554444
163	-----+-+---++	0.122479368558	-0.525760042001	-0.609455792918	0.122479368558
164	-----+-+--+--	1.121349610995	0.850986837176	0.735376411289	1.121349610995
165	-----+-+--+-+	0.994150425109	0.519218018096	0.584271669243	0.994150425109
166	-----+-+--++-	1.404278641283	0.850986837176	0.810928782312	1.404278641283
167	-----+-+--+++	1.277079455397	0.519218018096	0.659824040266	1.277079455397
168	-----+-+-+---	-0.688861233004	-0.768026255934	-0.949441462521	-0.688861233004
169	-----+-+-+--+	-0.816060418890	-1.099795075015	-1.100546204566	-0.816060418890
170	-----+-+-+-+-	-0.405932202715	-0.768026255934	-0.873889091498	-0.405932202715
171	-----+-+-+-++	-0.533131388601	-1.099795075015	-1.024993833544	-0.533131388601
172	-----+-+-++--	0.465738853835	0.276951804163	0.319838370663	0.465738853835
173	-----+-+-++-+	0.338539667949	-0.054817014917	0.168733628618	0.338539667949
174	-----+-+-+++-	0.748667884123	0.276951804163	0.395390741686	0.748667884123
175	-----+-+-++++	0.621468698237	-0.054817014917	0.244285999641	0.621468698237
176	-----+-++----	-0.245495595968	-0.639970648570	-0.775671009168	-0.245495595968
177	-----+-++---+	-0.372694781854	-0.971739467650	-0.926775751214	-0.372694781854
178	-----+-++--+-	0.037433434320	-0.639970648570	-0.700118638145	0.037433434320
179	-----+-++--++	-0.089765751566	-0.971739467650	-0.851223380191	-0.089765751566
180	-----+-++-+--	0.909104490871	0.405007411528	0.493608824016	0.909104490871
181	-----+-++-+-+	0.781905304985	0.073238592447	0.342504081970	0.781905304985
182	-----+-++-++-	1.192033521159	0.405007411528	0.569161195039	1.192033521159
183	-----+-++-+++	1.064834335273	0.073238592447	0.418056452993	1.064834335273
184	-----+-+++---	-0.901106353128	-1.214005681583	-1.191209049794	-0.901106353128
185	-----+-+++--+	-1.028305539014	-1.545774500663	-1.342313791840	-1.028305539014
186	-----+-+++-+-	-0.618177322840	-1.214005681583	-1.115656678771	-0.618177322840
187	-----+-+++-++	-0.745376508726	-1.545774500663	-1.266761420817	-0.745376508726
188	-----+-++++--	0.253493733711	-0.169027621486	0.078070783390	0.253493733711
189	-----+-++++-+	0.126294547825	-0.500796440566	-0.073033958655	0.126294547825
190	-----+-+++++-	0.536422763999	-0.169027621486	0.153623154413	0.536422763999
191	-----+-++++++	0.409223578113	-0.500796440566	0.002518412367	0.409223578113
192	-----++------	-0.193082767876	-0.072439215931	-0.493608824016	-0.072439215931
193	-----++-----+	-0.320281953762	-0.404208035011	-0.644713566062	-0.320281953762
194	-----++----+-	0.089846262412	-0.072439215931	-0.418056452993	0.089846262412
195	-----++----++	-0.037352923474	-0.404208035011	-0.569161195039	-0.037352923474
196	-----++---+--	0.961517318963	0.972538844167	0.775671009168	0.972538844167
197	-----++---+-+	0.834318133077	0.640770025086	0.624566267122	0.834318133077
198	-----++---++-	1.244446349251	0.972538844167	0.851223380191	1.244446349251
199	-----++---+++	1.117247163365	0.640770025086	0.700118638145	1.117247163365
200	-----++--+---	-0.848693525036	-0.646474248944	-0.909146864642	-0.646474248944
201	-----++--+--+	-0.975892710922	-0.978243068024	-1.060251606688	-0.975892710922
202	-----++--+-+-	-0.565764494748	-0.646474248944	-0.833594493619	-0.565764494748
203	-----++--+-++	-0.692963680634	-0.978243068024	-0.984699235665	-0.692963680634
204	-----++--++--	0.305906561803	0.398503811153	0.360132968542	0.398503811153
205	-----++--++-+	0.178707375917	0.066734992073	0.209028226497	0.209028226497
206	-----++--+++-	0.588835592091	0.398503811153	0.435685339565	0.588835592091
207	-----++--++++	0.461636406205	0.066734992073	0.284580597519	0.461636406205
208	-----++-+----	-0.405327888000	-0.518418641579	-0.735376411289	-0.405327888000
209	-----++-+---+	-0.532527073886	-0.850187460659	-0.886481153335	-0.532527073886
210	-----++-+--+-	-0.122398857712	-0.518418641579	-0.659824040266	-0.122398857712
211	-----++-+--++	-0.249598043598	-0.850187460659	-0.810928782312	-0.249598043598
212	-----++-+-+--	0.749272198838	0.526559418518	0.533903421895	0.749272198838
213	-----++-+-+-+	0.622073012952	0.194790599438	0.382798679849	0.622073012952
214	-----++-+-++-	1.032201229127	0.526559418518	0.609455792918	1.032201229127
215	-----++-+-+++	0.905002043241	0.194790599438	0.458351050872	0.905002043241
216	-----++-++---	-1.060938645160	-1.092453674592	-1.150914451915	-1.060938645160
217	-----++-++--+	-1.188137831046	-1.424222493673	-1.302019193961	-1.188137831046
218	-----++-++-+-	-0.778009614872	-1.092453674592	-1.075362080892	-0.778009614872
219	-----++-++-++	-0.905208800758	-1.424222493673	-1.226466822938	-0.905208800758
220	-----++-+++--	0.093661441679	-0.047475614495	0.118365381269	0.118365381269
221	-----++-+++-+	-0.033537744207	-0.379244433575	-0.032739360777	-0.032739360777
222	-----++-++++-	0.376590471967	-0.047475614495	0.193917752292	0.376590471967
223	-----++-+++++	0.249391286081	-0.379244433575	0.042813010246	0.249391286081
224	-----+++-----	0.448402516195	0.052804791272	-0.622047854755	0.448402516195
225	-----+++----+	0.321203330309	-0.278964027808	-0.773152596801	0.321203330309
226	-----+++---+-	0.731331546483	0.052804791272	-0.546495483732	0.731331546483
227	-----+++---++	0.604132360597	-0.278964027808	-0.697600225778	0.604132360597
228	-----+++--+--	1.603002603033	1.097782851369	0.647231978429	1.603002603033
229	-----+++--+-+	1.475803417147	0.766014032289	0.496127236383	1.475803417147
230	-----+++--++-	1.885931633322	1.097782851369	0.722784349452	1.885931633322
231	-----+++--+++	1.758732447436	0.766014032289	0.571679607406	1.758732447436
232	-----+++-+---	-0.207208240965	-0.521230241741	-1.037585895381	-0.207208240965
233	-----+++-+--+	-0.334407426851	-0.852999060821	-1.188690637426	-0.334407426851
234	-----+++-+-+-	0.075720789323	-0.521230241741	-0.962033524358	0.075720789323
235	-----+++-+-++	-0.051478396563	-0.852999060821	-1.113138266404	-0.051478396563
236	-----+++-++--	0.947391845873	0.523747818356	0.231693937803	0.947391845873
237	-----+++-++-+	0.820192659988	0.191978999276	0.080589195758	0.820192659988
238	-----+++-+++-	1.230320876162	0.523747818356	0.307246308826	1.230320876162
239	-----+++-++++	1.103121690276	0.191978999276	0.156141566781	1.103121690276
240	-----++++----	0.236157396071	-0.393174634376	-0.863815442028	0.236157396071
241	-----++++---+	0.108958210185	-0.724943453457	-1.014920184074	0.108958210185
242	-----++++--+-	0.519086426359	-0.393174634376	-0.788263071005	0.519086426359
243	-----++++--++	0.391887240473	-0.724943453457	-0.939367813051	0.391887240473
244	-----++++-+--	1.390757482909	0.651803425721	0.405464391156	1.390757482909
245	-----++++-+-+	1.263558297023	0.320034606641	0.254359649110	1.263558297023
246	-----++++-++-	1.673686513198	0.651803425721	0.481016762179	1.673686513198
247	-----++++-+++	1.546487327312	0.320034606641	0.329912020133	1.546487327312
248	-----+++++---	-0.419453361089	-0.967209667389	-1.279353482654	-0.419453361089
249	-----+++++--+	-0.546652546975	-1.298978486470	-1.430458224700	-0.546652546975
250	-----+++++-+-	-0.136524330801	-0.967209667389	-1.203801111631	-0.136524330801
251	-----+++++-++	-0.263723516687	-1.298978486470	-1.354905853677	-0.263723516687
252	-----++++++--	0.735146725749	0.077768392708	-0.010073649470	0.735146725749
253	-----++++++-+	0.607947539863	-0.254000426372	-0.161178391515	0.607947539863
254	-----+++++++-	1.018075756038	0.077768392708	0.065478721553	1.018075756038
255	-----++++++++	0.890876570152	-0.254000426372	-0.085626020493	0.890876570152
256	----+--------	-0.974090990825	0.015014412628	-0.624566267122	0.015014412628
257	----+-------+	-1.101290176711	-0.316754406452	-0.775671009168	-0.316754406452
258	----+------+-	-0.691161960536	0.015014412628	-0.549013896099	0.015014412628
259	----+------++	-0.818361146422	-0.316754406452	-0.700118638145	-0.316754406452
260	----+-----+--	0.180509096014	1.059992472725	0.644713566062	1.059992472725
261	----+-----+-+	0.053309910128	0.728223653645	0.493608824016	0.728223653645
262	----+-----++-	0.463438126302	1.059992472725	0.720265937085	1.059992472725
263	----+-----+++	0.336238940416	0.728223653645	0.569161195039	0.728223653645
264	----+----+---	-1.629701747985	-0.559020620385	-1.040104307748	-0.559020620385
265	----+----+--+	-1.756900933871	-0.890789439465	-1.191209049794	-0.890789439465
266	----+----+-+-	-1.346772717696	-0.559020620385	-0.964551936725	-0.559020620385
267	----+----+-++	-1.473971903582	-0.890789439465	-1.115656678771	-0.890789439465
268	----+----++--	-0.475101661146	0.485957439712	0.229175525436	0.485957439712
269	----+----++-+	-0.602300847032	0.154188620632	0.078070783390	0.154188620632
270	----+----+++-	-0.192172630858	0.485957439712	0.304727896459	0.485957439712
271	----+----++++	-0.319371816744	0.154188620632	0.153623154413	0.154188620632
272	----+---+----	-1.186336110949	-0.430965013020	-0.866333854396	-0.430965013020
273	----+---+---+	-1.313535296835	-0.762733832101	-1.017438596441	-0.762733832101
274	----+---+--+-	-0.903407080661	-0.430965013020	-0.790781483373	-0.430965013020
275	----+---+--++	-1.030606266547	-0.762733832101	-0.941886225418	-0.762733832101
276	----+---+-+--	-0.031736024110	0.614013047077	0.402945978789	0.614013047077
277	----+---+-+-+	-0.158935209996	0.282244227997	0.251841236743	0.282244227997
278	----+---+-++-	0.251193006178	0.614013047077	0.478498349811	0.614013047077
279	----+---+-+++	0.123993820292	0.282244227997	0.327393607766	0.327393607766
280	----+---++---	-1.841946868109	-1.005000046033	-1.281871895021	-1.005000046033
281	----+---++--+	-1.969146053995	-1.336768865114	-1.432976637067	-1.336768865114
282	----+---++-+-	-1.559017837821	-1.005000046033	-1.206319523998	-1.005000046033
283	----+---++-++	-1.686217023706	-1.336768865114	-1.357424266044	-1.336768865114
284	----+---+++--	-0.687346781270	0.039978014064	-0.012592061837	0.039978014064
285	----+---+++-+	-0.814545967156	-0.291790805016	-0.163696803883	-0.163696803883
286	----+---++++-	-0.404417750982	0.039978014064	0.062960309186	0.062960309186
287	----+---+++++	-0.531616936868	-0.291790805016	-0.088144432860	-0.088144432860
288	----+--+-----	-0.332605706754	0.140258419831	-0.753005297861	0.140258419831
289	----+--+----+	-0.459804892640	-0.191510399249	-0.904110039907	-0.191510399249
290	----+--+---+-	-0.049676676466	0.140258419831	-0.677452926838	0.140258419831
291	----+--+---++	-0.176875862352	-0.191510399249	-0.828557668884	-0.176875862352
292	----+--+--+--	0.821994380085	1.185236479928	0.516274535323	1.185236479928
293	----+--+--+-+	0.694795194199	0.853467660848	0.365169793277	0.853467660848
294	----+--+--++-	1.104923410373	1.185236479928	0.591826906346	1.185236479928
295	----+--+--+++	0.977724224487	0.853467660848	0.440722164300	0.977724224487
296	----+--+-+---	-0.988216463914	-0.433776613182	-1.168543338487	-0.433776613182
297	----+--+-+--+	-1.115415649800	-0.765545432262	-1.319648080533	-0.765545432262
298	----+--+-+-+-	-0.705287433626	-0.433776613182	-1.092990967464	-0.433776613182
299	----+--+-+-++	-0.832486619512	-0.765545432262	-1.244095709510	-0.765545432262
300	----+--+-++--	0.166383622925	0.611201446915	0.100736494697	0.611201446915
301	----+--+-++-+	0.039184437039	0.279432627835	-0.050368247349	0.279432627835
302	----+--+-+++-	0.449312653213	0.611201446915	0.176288865720	0.611201446915
303	----+--+-++++	0.322113467327	0.279432627835	0.025184123674	0.322113467327
304	----+--++----	-0.544850826878	-0.305721005817	-0.994772885134	-0.305721005817
305	----+--++---+	-0.672050012764	-0.637489824898	-1.145877627180	-0.637489824898
306	----+--++--+-	-0.261921796590	-0.305721005817	-0.919220514112	-0.261921796590
307	----+--++--++	-0.389120982476	-0.637489824898	-1.070325256157	-0.389120982476
308	----+--++-+--	0.609749259961	0.739257054280	0.274506948050	0.739257054280
309	----+--++-+-+	0.482550074075	0.407488235200	0.123402206004	0.482550074075
310	----+--++-++-	0.892678290249	0.739257054280	0.350059319073	0.892678290249
311	----+--++-+++	0.765479104363	0.407488235200	0.198954577027	0.765479104363
312	----+--+++---	-1.200461584038	-0.879756038831	-1.410310925760	-0.879756038831
313	----+--+++--+	-1.327660769924	-1.211524857911	-1.561415667806	-1.211524857911
314	----+--+++-+-	-0.917532553750	-0.879756038831	-1.334758554737	-0.879756038831
315	----+--+++-++	-1.044731739636	-1.211524857911	-1.485863296783	-1.044731739636
316	----+--++++--	-0.045861497199	0.165222021267	-0.141031092576	0.165222021267
317	----+--++++-+	-0.173060683085	-0.166546797813	-0.292135834622	-0.166546797813
318	----+--+++++-	0.237067533089	0.165222021267	-0.065478721553	0.237067533089
319	----+--++++++	0.109868347203	-0.166546797813	-0.216583463599	0.109868347203
320	----+-+------	-0.492437998786	0.261810426822	-0.712710699982	0.261810426822
321	----+-+-----+	-0.619637184672	-0.069958392259	-0.863815442028	-0.069958392259
322	----+-+----+-	-0.209508968498	0.261810426822	-0.637158328960	0.261810426822
323	----+-+----++	-0.336708154384	-0.069958392259	-0.788263071005	-0.069958392259
324	----+-+---+--	0.662162088052	1.306788486919	0.556569133202	1.306788486919
325	----+-+---+-+	0.534962902167	0.975019667839	0.405464391156	0.975019667839
326	----+-+---++-	0.945091118341	1.306788486919	0.632121504225	1.306788486919
327	----+-+---+++	0.817891932455	0.975019667839	0.481016762179	0.975019667839
328	----+-+--+---	-1.148048755946	-0.312224606192	-1.128248740608	-0.312224606192
329	----+-+--+--+	-1.275247941832	-0.643993425272	-1.279353482654	-0.643993425272
330	----+-+--+-+-	-0.865119725658	-0.312224606192	-1.052696369585	-0.312224606192
331	----+-+--+-++	-0.992318911544	-0.643993425272	-1.203801111631	-0.643993425272
332	----+-+--++--	0.006551330893	0.732753453906	0.141031092576	0.732753453906
333	----+-+--++-+	-0.120647854993	0.400984634826	-0.010073649470	0.400984634826
334	----+-+--+++-	0.289480361181	0.732753453906	0.216583463599	0.732753453906
335	----+-+--++++	0.162281175295	0.400984634826	0.065478721553	0.400984634826
336	----+-+-+----	-0.704683118910	-0.184168998827	-0.954478287256	-0.184168998827
337	----+-+-+---+	-0.831882304796	-0.515937817907	-1.105583029301	-0.515937817907
338	----+-+-+--+-	-0.421754088622	-0.184168998827	-0.878925916233	-0.184168998827
339	----+-+-+--++	-0.548953274508	-0.515937817907	-1.030030658278	-0.515937817907
340	----+-+-+-+--	0.449916967928	0.860809061270	0.314801545929	0.860809061270
341	----+-+-+-+-+	0.322717782042	0.529040242190	0.163696803883	0.529040242190
342	----+-+-+-++-	0.732845998217	0.860809061270	0.390353916951	0.860809061270
343	----+-+-+-+++	0.605646812331	0.529040242190	0.239249174906	0.605646812331
