world_view	scope	parser_level	diagnostic	record_end_rows	right_marked_rows	right_marked_record_end_precision	record_end_right_mark_recall	line_end_right_mark_recall	nonend_right_mark_rate	left_operations	right_operations	compatible_pairs	compatible_pair_density	null_mean	inclusive_p	host_types	short_host_mass	recurrent_host_mass	hamming1_edges	hamming1_density	repeated_substitution_classes	delta_vector_pairs	mean_delta_cosine	endpoint	gain_bits	positive_content_folios	content_folios	event_rows	left_register	right_register	panel_hosts	greedy_matched_mean_cosine
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	RECORD_ARCHITECTURE	848	4608	0.111328125	0.6049528301886793	0.5915317559153176	0.285048030071001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	OPERATION_COMPATIBILITY	NA	NA	NA	NA	NA	NA	8	12	78	0.8125	68.677734375	0.003902439024390244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	SHORT_HOST_STRUCTURE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7231	0.33712370185355595	0.6554489286183778	102	3.902056096647044e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	SAME_GROUP_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	48	0.17093023203746505	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	EXTERNAL_CONTEXT_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	48	0.17675497031164503	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEXT_HOST	13338.022107759381	75	176	12805	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	SURFACE_ONLY	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WHOLE_LINE	-1066.391459506824	75	176	84682	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	RECORD_ARCHITECTURE	848	1118	0.4749552772808587	0.6261792452830188	0.36903279369032793	0.04086036475010441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	OPERATION_COMPATIBILITY	NA	NA	NA	NA	NA	NA	8	12	78	0.8125	68.625	0.00878048780487805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	SHORT_HOST_STRUCTURE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8685	0.12514789010122257	0.5569212567372157	202	5.356630965516821e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	SAME_GROUP_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	325	0.2728787376169666	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	EXTERNAL_CONTEXT_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	325	0.042579097707046126	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEXT_HOST	6780.978610898498	80	176	12805	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WHOLE_LINE	-1612.7835419968694	65	176	87239	NA	NA	NA	NA
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R2	100	0.6923937554587124
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R3	100	0.7057056762176405
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R4	100	0.692342018178271
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R3	100	0.708429153702273
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R4	100	0.7274611284735094
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R3	R4	100	0.6909805018751392
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R2	100	0.7243230714031302
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R3	100	0.7200319708240918
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R4	100	0.7193143146859384
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R3	100	0.7325205689766952
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R4	100	0.7393964481748683
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R3	R4	100	0.7326541652947227
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R2	100	0.7618239378099184
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R3	100	0.7566760212468698
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R4	100	0.7332607141923334
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R3	100	0.7627474262853587
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R4	100	0.7347570008225196
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R3	R4	100	0.7674205628356132
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R2	100	0.7335883693979491
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R3	100	0.7371487956934921
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R4	100	0.7250692522264299
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R3	100	0.7264494254831623
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R4	100	0.725817475848191
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R3	R4	100	0.7345921487440443
