page_host	renderer_tuple	raw_token	events	folios
eey	d|NONE|0|NONE|0|0	deey	1	1
eo	sh|NONE|0|NONE|0|0	sheo	11	10
eo	sh|NONE|0|NONE|1|0	sheody	8	8
eo	NONE|OT|0|NONE|1|0	oteody	5	5
eo	che|NONE|0|NONE|0|0	cheeo	4	3
eo	t|NONE|0|NONE|1|0	teody	3	2
eo	che|NONE|0|NONE|1|0	cheeody	2	2
eo	NONE|OT|0|NONE|0|0	oteo	1	1
eo	NONE|O|0|ar|0|0	oeoar	1	1
eo	q|OT|0|NONE|0|0	qoteo	1	1
eo	q|OT|0|NONE|1|0	qoteody	1	1
eo	sh|OT|0|NONE|0|0	shoteo	1	1
eol	sh|NONE|0|NONE|0|0	sheol	30	19
eol	t|NONE|0|NONE|0|0	teol	5	5
eol	NONE|OT|0|NONE|0|0	oteol	4	4
eol	che|NONE|0|NONE|0|0	cheeol	3	3
eol	q|OT|0|NONE|0|0	qoteol	3	2
eol	sh|NONE|0|NONE|1|0	sheoldy	2	2
eol	NONE|OT|0|air|0|0	oteolair	1	1
eol	che|NONE|0|NONE|1|0	cheeoldy	1	1
eol	q|NONE|0|NONE|0|0	qeol	1	1
eor	sh|NONE|0|NONE|0|0	sheor	10	9
eor	NONE|OT|0|NONE|0|0	oteor	4	4
eor	che|NONE|0|NONE|0|0	cheeor	4	4
eor	q|O|0|NONE|0|0	qoeor	1	1
eor	t|NONE|0|NONE|0|0	teor	1	1
ey	sh|NONE|0|NONE|0|0	shey	48	25
ey	che|NONE|0|NONE|0|0	cheey	30	20
ey	t|NONE|0|NONE|0|0	tey	3	3
ey	q|NONE|0|NONE|0|0	qey	1	1
k	NONE|NONE|0|ar|0|0	kar	12	9
k	NONE|NONE|0|ain|0|0	kain	10	8
k	NONE|NONE|0|aiin|0|0	kaiin	9	7
k	ch|NONE|0|aiin|0|0	chkaiin	9	7
k	NONE|NONE|0|al|0|0	kal	4	4
k	ch|NONE|0|ain|0|0	chkain	4	4
k	NONE|NONE|0|air|0|0	kair	3	3
k	che|NONE|0|aiin|0|0	chekaiin	3	2
k	che|NONE|0|al|0|0	chekal	3	3
k	che|NONE|0|ar|0|0	chekar	3	3
k	ch|NONE|0|al|0|0	chkal	3	2
k	che|NONE|0|ain|0|0	chekain	2	2
k	ch|NONE|0|ar|0|0	chkar	2	2
k	sh|NONE|0|aiin|0|0	shkaiin	2	2
k	s|NONE|0|aiin|0|0	skaiin	2	2
k	NONE|NONE|0|al|1|0	kaldy	1	1
k	d|NONE|0|air|0|0	dkair	1	1
k	d|NONE|0|ar|0|0	dkar	1	1
k	sh|NONE|0|ain|0|0	shkain	1	1
k	s|NONE|0|ar|0|0	skar	1	1
ky	che|NONE|0|NONE|0|0	cheky	15	13
ky	ch|NONE|0|NONE|0|0	chky	5	4
ky	NONE|NONE|0|NONE|0|0	ky	4	4
ky	sh|NONE|0|NONE|0|0	shky	2	2
ky	s|NONE|0|NONE|0|0	sky	1	1
l	NONE|O|0|NONE|0|0	ol	124	41
l	ch|O|0|NONE|0|0	chol	107	53
l	sh|O|0|NONE|0|0	shol	54	36
l	q|O|0|NONE|0|0	qol	44	14
l	che|O|0|NONE|0|0	cheol	35	23
l	d|O|0|NONE|0|0	dol	21	16
l	s|O|0|NONE|0|0	sol	15	11
l	t|O|0|NONE|0|0	tol	13	13
l	NONE|O|0|aiin|0|0	olaiin	12	10
l	NONE|NONE|0|NONE|1|0	ldy	10	10
l	ch|NONE|0|NONE|0|0	chl	6	5
l	d|NONE|0|NONE|0|0	dl	6	5
l	NONE|NONE|0|NONE|0|0	l	5	5
l	NONE|O|0|NONE|1|0	oldy	5	4
l	NONE|NONE|0|aiin|0|0	laiin	3	2
l	ch|O|0|NONE|1|0	choldy	3	3
l	NONE|NONE|0|ain|0|0	lain	2	2
l	NONE|NONE|0|al|0|0	lal	2	2
l	NONE|O|0|al|1|0	olaldy	2	2
l	NONE|O|0|ar|0|0	olar	2	2
l	d|O|0|NONE|1|0	doldy	2	2
l	sh|NONE|0|NONE|0|0	shl	2	2
l	sh|O|0|NONE|1|0	sholdy	2	2
l	NONE|NONE|0|ar|0|0	lar	1	1
l	NONE|O|0|ain|0|0	olain	1	1
l	che|NONE|0|al|0|0	chelal	1	1
l	che|O|0|NONE|1|0	cheoldy	1	1
l	che|O|1|NONE|0|0	chedol	1	1
l	ch|O|0|aiin|0|0	cholaiin	1	1
l	ch|O|0|al|0|0	cholal	1	1
l	q|O|0|aiin|0|0	qolaiin	1	1
l	sh|O|1|NONE|0|0	shdol	1	1
l	s|O|0|aiin|0|0	solaiin	1	1
l	s|O|0|ain|0|0	solain	1	1
l	t|O|0|air|0|0	tolair	1	1
lche	NONE|NONE|0|NONE|1|0	lchedy	42	18
lk	NONE|NONE|0|ain|0|0	lkain	13	7
lk	NONE|NONE|0|aiin|0|0	lkaiin	11	6
lk	NONE|NONE|0|ar|0|0	lkar	6	4
o	sh|NONE|0|NONE|0|0	sho	34	20
o	ch|NONE|0|NONE|1|0	chody	21	18
o	che|NONE|0|NONE|1|0	cheody	18	15
o	sh|NONE|0|NONE|1|0	shody	18	14
o	ch|NONE|0|NONE|0|0	cho	13	11
o	che|NONE|0|NONE|0|0	cheo	12	10
o	NONE|NONE|0|NONE|1|0	ody	10	8
o	q|NONE|0|NONE|0|0	qo	10	8
o	NONE|NONE|0|NONE|0|0	o	7	6
o	q|NONE|0|aiin|0|0	qoaiin	7	7
o	NONE|NONE|0|NONE|0|1	om	6	5
o	NONE|NONE|0|ain|0|0	oain	5	5
o	NONE|NONE|0|aiin|0|0	oaiin	4	3
o	NONE|NONE|0|ar|0|0	oar	4	3
o	ch|NONE|0|NONE|0|1	chom	4	2
o	d|NONE|0|NONE|0|0	do	4	4
o	q|NONE|0|NONE|1|0	qody	4	4
o	NONE|NONE|0|al|0|0	oal	2	2
o	che|NONE|0|NONE|0|1	cheom	2	2
o	che|NONE|0|ar|0|0	cheoar	2	2
o	d|NONE|0|NONE|0|1	dom	2	2
o	d|NONE|0|NONE|1|0	dody	2	2
o	q|NONE|0|ar|0|0	qoar	2	2
o	sh|NONE|0|NONE|0|1	shom	2	2
o	s|NONE|0|NONE|1|0	sody	2	2
o	NONE|NONE|0|air|0|0	oair	1	1
o	ch|NONE|0|aiin|0|0	choaiin	1	1
o	ch|NONE|0|ar|0|0	choar	1	1
o	q|NONE|0|al|0|0	qoal	1	1
o	sh|NONE|0|ar|0|0	shoar	1	1
o	sh|NONE|1|NONE|0|0	shdo	1	1
o	s|NONE|0|NONE|0|0	so	1	1
o	s|NONE|0|aiin|0|0	soaiin	1	1
o	t|NONE|0|NONE|1|0	tody	1	1
o	t|NONE|0|ar|0|0	toar	1	1
ockhy	q|NONE|0|NONE|0|0	qockhy	7	6
ockhy	ch|NONE|0|NONE|0|0	chockhy	6	6
ockhy	che|NONE|0|NONE|0|0	cheockhy	3	2
ockhy	NONE|NONE|0|NONE|0|0	ockhy	2	2
ockhy	sh|NONE|0|NONE|0|0	shockhy	1	1
ockhy	t|NONE|0|NONE|0|0	tockhy	1	1
octhy	ch|NONE|0|NONE|0|0	chocthy	10	10
octhy	sh|NONE|0|NONE|0|0	shocthy	5	5
octhy	NONE|NONE|0|NONE|0|0	octhy	3	2
octhy	che|NONE|0|NONE|0|0	cheocthy	1	1
octhy	q|NONE|0|NONE|0|0	qocthy	1	1
ok	q|NONE|0|aiin|0|0	qokaiin	85	27
ok	q|NONE|0|ain|0|0	qokain	81	19
ok	NONE|NONE|0|aiin|0|0	okaiin	63	33
ok	q|NONE|0|al|0|0	qokal	46	19
ok	q|NONE|0|ar|0|0	qokar	46	22
ok	NONE|NONE|0|ain|0|0	okain	33	17
ok	NONE|NONE|0|ar|0|0	okar	23	14
ok	NONE|NONE|0|al|0|0	okal	22	20
ok	ch|NONE|0|ain|0|0	chokain	6	6
ok	ch|NONE|0|aiin|0|0	chokaiin	5	5
ok	NONE|NONE|0|air|0|0	okair	3	3
ok	che|NONE|0|ain|0|0	cheokain	3	3
ok	q|NONE|0|air|0|0	qokair	3	3
ok	che|NONE|0|aiin|0|0	cheokaiin	2	2
ok	ch|NONE|0|al|0|0	chokal	2	2
ok	ch|NONE|0|ar|0|0	chokar	2	2
ok	q|NONE|0|NONE|0|0	qok	2	2
ok	q|NONE|0|al|1|0	qokaldy	2	2
ok	sh|NONE|0|NONE|0|0	shok	2	2
ok	sh|NONE|0|ar|0|0	shokar	2	2
ok	sh|NONE|0|aiin|0|0	shokaiin	1	1
ok	sh|NONE|0|al|0|0	shokal	1	1
ok	s|NONE|0|aiin|0|0	sokaiin	1	1
ok	s|NONE|0|ar|0|0	sokar	1	1
okch	q|NONE|0|NONE|1|0	qokchdy	16	11
okch	NONE|NONE|0|NONE|1|0	okchdy	3	3
okch	NONE|NONE|0|ar|0|0	okchar	3	2
okch	NONE|NONE|0|ain|0|0	okchain	1	1
okch	NONE|NONE|0|al|0|0	okchal	1	1
okch	ch|NONE|0|aiin|0|0	chokchaiin	1	1
okch	q|NONE|0|aiin|0|0	qokchaiin	1	1
okch	q|NONE|0|ain|0|0	qokchain	1	1
okchy	q|NONE|0|NONE|0|0	qokchy	21	15
okchy	NONE|NONE|0|NONE|0|0	okchy	7	7
okchy	ch|NONE|0|NONE|0|0	chokchy	6	5
okchy	sh|NONE|0|NONE|0|0	shokchy	1	1
oke	q|NONE|0|NONE|1|0	qokedy	93	28
oke	NONE|NONE|0|NONE|1|0	okedy	18	15
oke	NONE|NONE|0|al|0|0	okeal	3	3
oke	q|NONE|0|ar|0|0	qokear	3	3
oke	ch|NONE|0|NONE|1|0	chokedy	2	2
oke	q|NONE|0|al|0|0	qokeal	1	1
oke	s|NONE|0|NONE|1|0	sokedy	1	1
okee	q|NONE|0|NONE|1|0	qokeedy	99	22
okee	NONE|NONE|0|NONE|1|0	okeedy	24	16
okee	NONE|NONE|0|aiin|0|0	okeeaiin	1	1
okee	NONE|NONE|0|ar|0|0	okeear	1	1
okee	q|NONE|0|al|0|0	qokeeal	1	1
okeey	q|NONE|0|NONE|0|0	qokeey	90	26
okeey	NONE|NONE|0|NONE|0|0	okeey	22	13
okeey	ch|NONE|0|NONE|0|0	chokeey	2	2
okeey	che|NONE|0|NONE|0|0	cheokeey	1	1
okey	q|NONE|0|NONE|0|0	qokey	25	15
okey	NONE|NONE|0|NONE|0|0	okey	8	7
okey	ch|NONE|0|NONE|0|0	chokey	3	3
okey	che|NONE|0|NONE|0|0	cheokey	2	2
okey	sh|NONE|0|NONE|0|0	shokey	2	2
okol	q|NONE|0|NONE|0|0	qokol	29	23
okol	NONE|NONE|0|NONE|0|0	okol	14	14
okol	NONE|NONE|0|NONE|1|0	okoldy	1	1
okol	ch|NONE|0|NONE|1|0	chokoldy	1	1
okol	q|NONE|0|NONE|1|0	qokoldy	1	1
okol	s|NONE|0|NONE|0|0	sokol	1	1
okol	t|NONE|0|NONE|0|0	tokol	1	1
okor	NONE|NONE|0|NONE|0|0	okor	9	9
okor	q|NONE|0|NONE|0|0	qokor	9	7
okor	ch|NONE|0|NONE|0|0	chokor	2	2
okor	che|NONE|0|NONE|0|0	cheokor	1	1
okor	q|NONE|0|ar|0|0	qokorar	1	1
oky	q|NONE|0|NONE|0|0	qoky	39	25
oky	NONE|NONE|0|NONE|0|0	oky	25	23
oky	ch|NONE|0|NONE|0|0	choky	14	12
oky	che|NONE|0|NONE|0|0	cheoky	4	4
oky	d|NONE|0|NONE|0|0	doky	1	1
oky	q|NONE|0|NONE|1|0	qokydy	1	1
oky	t|NONE|0|NONE|0|0	toky	1	1
ol	NONE|OT|0|NONE|0|0	otol	27	22
ol	q|OT|0|NONE|0|0	qotol	20	16
ol	NONE|OT|0|NONE|1|0	otoldy	2	2
ol	che|OT|0|NONE|0|0	cheotol	2	2
ol	ch|OT|0|NONE|0|0	chotol	2	2
ol	q|O|0|NONE|0|0	qool	1	1
ol	q|O|0|NONE|1|0	qooldy	1	1
ol	sh|OT|0|NONE|0|0	shotol	1	1
olche	NONE|NONE|0|NONE|1|0	olchedy	12	8
olche	q|NONE|0|NONE|1|0	qolchedy	6	5
olche	s|NONE|0|NONE|1|0	solchedy	3	3
olche	ch|NONE|0|NONE|1|0	cholchedy	1	1
olk	NONE|NONE|0|ain|0|0	olkain	12	8
olk	NONE|NONE|0|aiin|0|0	olkaiin	6	6
olk	NONE|NONE|0|al|0|0	olkal	3	3
olk	NONE|NONE|0|ar|0|0	olkar	3	3
olk	ch|NONE|0|aiin|0|0	cholkaiin	3	3
olk	NONE|NONE|0|air|0|0	olkair	2	2
olk	ch|NONE|0|al|0|0	cholkal	2	2
olk	q|NONE|0|aiin|0|0	qolkaiin	2	2
olk	s|NONE|0|aiin|0|0	solkaiin	2	2
olk	s|NONE|0|ain|0|0	solkain	2	2
olk	che|NONE|0|ain|0|0	cheolkain	1	1
olk	ch|NONE|0|ar|0|0	cholkar	1	1
olk	q|NONE|0|ain|0|0	qolkain	1	1
