held_folio	language_id	source_sta_code	mapped_phoneme	train_occurrences	held_occurrences	global_occurrences	frequent_code	mapping_hash
f103	SVAN	Q1	g	1274	131	1405	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	Q2	g	712	78	790	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	T1	gʷ	12	0	12	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	T2	a	5	0	5	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	U1	a	73	10	83	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	U2	a	49	4	53	1	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	V1	a	0	1	1	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	W1	a	2	0	2	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	W2	a	1	0	1	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	SVAN	X1	a	3	0	3	0	7f73386107a0df356bf39ed58d7421cb3314536eff7dce162057d2bfabc695d9
f103	ARMENIAN	A1	o	2703	251	2954	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	A2	l	1741	231	1972	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	A3	o	2018	161	2179	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	B1	a	1426	90	1516	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	B2	r	1209	116	1325	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	B3	r	123	10	133	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	B4	k	4	1	5	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	C1	r	699	62	761	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	C2	m	210	12	222	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	D1	m	795	89	884	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	E1	o	27	0	27	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	E2	r	8	4	12	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	F1	r	290	39	329	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	F2	r	10	0	10	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	F3	r	106	2	108	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	G1	r	611	33	644	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	G2	r	4	0	4	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	G3	r	19	0	19	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	H1	r	25	1	26	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	J1	a	1213	118	1331	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	K1	m	1384	86	1470	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	K2	a	645	79	724	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	L1	m	359	81	440	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	M1	a	59	4	63	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	P1	m	217	21	238	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	P2	m	41	2	43	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	Q1	r	1274	131	1405	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	Q2	k	712	78	790	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	T1	m	12	0	12	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	T2	a	5	0	5	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	U1	a	73	10	83	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	U2	a	49	4	53	1	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	V1	a	0	1	1	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	W1	a	2	0	2	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	W2	a	1	0	1	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	ARMENIAN	X1	a	3	0	3	0	575368aa164b0ef9068f9c55bd306e69ca6225651fa912d5b748c0f26ed4bdb0
f103	CHECHEN	A1	ɐ	2703	251	2954	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	A2	ɐ	1741	231	1972	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	A3	ɐ	2018	161	2179	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	B1	l	1426	90	1516	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	B2	m	1209	116	1325	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	B3	n	123	10	133	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	B4	l	4	1	5	0	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	C1	m	699	62	761	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	C2	m	210	12	222	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	D1	m	795	89	884	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	E1	ɐ	27	0	27	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	E2	m	8	4	12	0	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	F1	m	290	39	329	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	F2	ɐ	10	0	10	0	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	F3	m	106	2	108	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	G1	m	611	33	644	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	G2	m	4	0	4	0	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	G3	n	19	0	19	0	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	H1	n	25	1	26	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	J1	ɐ	1213	118	1331	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	K1	m	1384	86	1470	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	K2	ɐ	645	79	724	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	L1	m	359	81	440	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	M1	ɐ	59	4	63	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	P1	l	217	21	238	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	P2	l	41	2	43	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
f103	CHECHEN	Q1	l	1274	131	1405	1	bea2fe6e229dcdf29bd372a89e897172a8087f8494e872281802949b60698254
