blind_id	pair_id	arm	cut_ordinal	locus	surface	localizer_variant	localizer_delta_px	localizer_a_confidence	localizer_b_confidence	agreement_within_50px	delivered_image_sha256	reviewer_A_state	reviewer_A_confidence	reviewer_A_neutral_note	reviewer_B_state	reviewer_B_confidence	reviewer_B_neutral_note
YC9BECC0A92F7039	G5P001	TARGET	1	f114r.18	qoeeody	A	0	MEDIUM	MEDIUM	1	9195ae35a627ca750b25e10e4a9a07461bc5b8219889dd7c2da4382d1e0a9c8f	INK_TOUCH_OR_CROSSING	HIGH	A dark horizontal and vertical stroke junction is covered by the marker.	INK_TOUCH_OR_CROSSING	HIGH	Dark upright ink is visibly aligned beneath the marker.
YCB25F6D94023626	G5P002	CONTROL	2	f34v.4	chekal	B	290	LOW	LOW	0	d8385eb9c60d18c7f19a5d29d7e19942cbc612c772ec70d49481e21a6c63fd79	WIDE_VISIBLE_GAP	HIGH	The marker stands within the same broad blank interval separating the compact left marks from the tall right group.	NARROW_VISIBLE_GAP	MEDIUM	A small parchment interval separates the nearest dark edges around the marker.
YCB57483D418B5A0	G5P001	CONTROL	1	f114r.18	qodaiin	B	75	LOW	LOW	0	b62e015432a9c81d21629b71572e0625168be9ecd0948f36483a8d567702f123	ORDINARY_VISIBLE_GAP	HIGH	A clear moderate-width parchment interval separates the left form from the next dark group.	INK_TOUCH_OR_CROSSING	HIGH	The left edge of a rounded dark form meets the marked position.
YCB7B9CD97FDFC57	G5P006	CONTROL	2	f81v.20	ltedy	A	45	LOW	LOW	1	d3af576c701334dd83e1164ea89d0061b6c407b25c397ec0f1b08cdf4f72c156	NARROW_VISIBLE_GAP	MEDIUM	The marker sits in a slim clear interval immediately before the tall dark strokes.	NARROW_VISIBLE_GAP	HIGH	Only a slim strip of parchment is visible before the tall right-hand ink.
YCC43F8A57BDF8A6	G5P004	CONTROL	2	f43r.3	yteedy	B	255	LOW	LOW	0	412e9c68d4567ef0bee55c92f9516542839ad841e594bb2597f9f45191523af8	ORDINARY_VISIBLE_GAP	MEDIUM	A distinct moderate-width parchment interval remains between the nearest dark forms across the marker.	INK_TOUCH_OR_CROSSING	MEDIUM	The rising dark contour immediately right of the marker appears to contact it.
YCC824545881E6A1	G5P007	CONTROL	1	f82v.13	chckhdy	A	30	LOW	LOW	1	dfbc2f5bfd2aa5b1d00a92986b097a01b4452d9efbf7498806a8966f6a695598	WIDE_VISIBLE_GAP	HIGH	The marker lies within a broad unmarked parchment interval between distant stroke groups.	WIDE_VISIBLE_GAP	HIGH	A broad blank parchment interval spans the marker between ink groups.
YCCD628EA7DDDE2E	G5P004	CONTROL	1	f43r.3	yteedy	A	205	LOW	LOW	0	6a2e67ae744d7ec0e68b4599ea19a227dc1c6e96e7538cb6e9ab5c768e131128	INK_TOUCH_OR_CROSSING	MEDIUM	A small dark manuscript stroke on the upper line reaches the marker and is obscured by it.	INK_TOUCH_OR_CROSSING	HIGH	A dark sloping contour reaches the marker in the lower writing band.
YCD779A14DD34595	G5P004	TARGET	2	f43r.3	qotydy	B	305	LOW	LOW	0	bc5d9d6f5b7a9e7df219ac7e58efea8e0df61b45b36a9e80eecfd58f1e3860c7	NARROW_VISIBLE_GAP	MEDIUM	The marker occupies a slim visible interval between the descending left form and the rounded right form.	ORDINARY_VISIBLE_GAP	HIGH	The opposing contours leave a moderate clear parchment interval at the marker.
YCD9C4412535733A	G5P002	CONTROL	1	f34v.4	chekal	A	300	LOW	LOW	0	5312f44740caf6071d47cf57869ba758b73f3b47b87779596e9b8a26b406f554	WIDE_VISIBLE_GAP	MEDIUM	A broad blank parchment area extends leftward from the dark forms immediately to the right of the marker.	INK_TOUCH_OR_CROSSING	HIGH	The marker passes through dark stroke work in the central band.
YCED3A313445D664	G5P004	TARGET	1	f43r.3	qotydy	B	260	LOW	LOW	0	9a43b6d8d37ca141cd2912843ae70baad2fd85e1514777b981648978c152b84d	INK_TOUCH_OR_CROSSING	HIGH	The marker runs directly through a long sloping manuscript stroke.	INK_TOUCH_OR_CROSSING	HIGH	A long curved dark stroke visibly crosses the marked vertical position.
YCF3A587FF2797A2	G5P009	CONTROL	1	f93v.4	qokchol	A	5	LOW	LOW	1	7b50e6d654f72a7355e7af27d70c9bf2d8c227de82db6b98d189a46eda291667	ORDINARY_VISIBLE_GAP	MEDIUM	A clear moderate-width interval separates the ending left strokes from the next dark group at the marker.	ORDINARY_VISIBLE_GAP	HIGH	A moderate clear interval separates the neighboring central ink groups.
YCF696346A5C7BB4	G5P003	CONTROL	1	f37v.1	qocthy	A	20	LOW	LOW	1	9c41f2a0fb30606d3486b39fe7c6ec2532fa96754dd58dd2d96163480a59b889	ORDINARY_VISIBLE_GAP	HIGH	The marker stands in a clearly visible moderate interval between the left ending form and the tall right form.	INK_TOUCH_OR_CROSSING	MEDIUM	A fine horizontal contour appears to begin at and continue beneath the marker.
YCFD95DE964DC8C0	G5P007	TARGET	1	f82v.13	qokoldy	A	80	LOW	LOW	0	dda1d7108670dece68ad0484559940a790cd135abfc21a4fc576c89c5ff5cd42	NARROW_VISIBLE_GAP	HIGH	A very small parchment interval remains between the curved left form and the following dark stroke.	INK_TOUCH_OR_CROSSING	HIGH	The marker intersects the leading edge of a curved dark contour.
