role_hypothesis	anchor_model	anchor_rank	formal_feature	feature_weight	locus	page	physical_folio	group_index	token	residual_host	stripped_prefix	dy_closure	family_surface	claim_state
PLANT	SOURCE_FAMILY	2	F3:KAQ	1.650809374290	f115v.18	f115v	f115	2	chotain	otain	ch	0	KAQAF	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f102r2.2	f102r2	f102	1	lsais	lsais	NONE	0	BCAEC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f103r.19	f103r	f103	12	lr	lr	NONE	0	BC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f103r.49	f103r	f103	2	lr	lr	NONE	0	BC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f104v.19	f104v	f104	11	ols	ols	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f104v.8	f104v	f104	1	tchodls	chodls	t	0	QKABBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f104v.8	f104v	f104	4	ls	ls	NONE	0	BC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f105r.14	f105r	f105	4	dlls	lls	d	0	BBBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f105r.19	f105r	f105	1	dsechey	sechey	d	0	BCJKJA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f105r.25	f105r	f105	5	daiiils	aiiils	d	0	BAGBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f105r.25	f105r	f105	6	airols	airols	NONE	0	AFABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f105v.7	f105v	f105	7	lchedr	lchedr	NONE	0	BKJBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f107r.13	f107r	f107	1	polchls	polchls	NONE	0	PABKBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f111r.13	f111r	f111	5	lr	lr	NONE	0	BC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f114r.37	f114r	f114	7	ols	ols	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f114v.1	f114v	f114	4	chodalr	odalr	ch	0	KABABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f114v.14	f114v	f114	9	ofcheds	ofcheds	NONE	0	APKJBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f115r.28	f115r	f115	6	llsan	llsan	NONE	0	BBCAE	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f115r.45	f115r	f115	5	chols	ols	ch	0	KABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f115v.15	f115v	f115	6	lr	lr	NONE	0	BC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f115v.39	f115v	f115	9	lror	lror	NONE	0	BCAC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f116r.15	f116r	f116	5	olr	olr	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f116r.39	f116r	f116	3	olr	olr	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f15r.1	f15r	f15	5	chtols	tols	ch	0	KQABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f15r.10	f15r	f15	5	dolchds	olchds	d	0	BABKBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f23v.6	f23v	f23	7	olsar	olsar	NONE	0	ABCAC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f26r.7	f26r	f26	5	ypchseds	ypchseds	NONE	0	APKCJBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f27r.2	f27r	f27	9	ds	s	d	0	BC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f2r.1	f2r	f2	6	ckholsy	ckholsy	NONE	0	UABCA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f2r.11	f2r	f2	7	olsaiin	olsaiin	NONE	0	ABCAG	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f31r.13	f31r	f31	5	dals	als	d	0	BABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f36r.3	f36r	f36	5	dolsain	olsain	d	0	BABCAF	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f37v.14	f37v	f37	3	cphorods	cphorods	NONE	0	TACABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f37v.17	f37v	f37	3	ykeeols	ykeeols	NONE	0	AQKABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f37v.21	f37v	f37	4	cthols	cthols	NONE	0	UABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f3r.11	f3r	f3	3	sols	ols	s	0	CABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f42r.23	f42r	f42	3	kolschees	kolschees	NONE	0	QABCKKC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f47r.6	f47r	f47	1	folr	folr	NONE	0	PABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f49r.8	f49r	f49	5	qolsor	olsor	q	0	DABCAC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f49v.44	f49v	f49	3	dls	ls	d	0	BBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	3	F2:BC	1.509673382280	f4v.1	f4v	f4	5	dolds	olds	d	0	BABBC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f104v.19	f104v	f104	11	ols	ols	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f105r.25	f105r	f105	6	airols	airols	NONE	0	AFABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f114r.37	f114r	f114	7	ols	ols	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f114v.1	f114v	f114	4	chodalr	odalr	ch	0	KABABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f115r.45	f115r	f115	5	chols	ols	ch	0	KABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f116r.15	f116r	f116	5	olr	olr	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f116r.39	f116r	f116	3	olr	olr	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f15r.1	f15r	f15	5	chtols	tols	ch	0	KQABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f23v.6	f23v	f23	7	olsar	olsar	NONE	0	ABCAC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f2r.1	f2r	f2	6	ckholsy	ckholsy	NONE	0	UABCA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f2r.11	f2r	f2	7	olsaiin	olsaiin	NONE	0	ABCAG	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f31r.13	f31r	f31	5	dals	als	d	0	BABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f36r.3	f36r	f36	5	dolsain	olsain	d	0	BABCAF	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f37v.14	f37v	f37	3	cphorods	cphorods	NONE	0	TACABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f37v.17	f37v	f37	3	ykeeols	ykeeols	NONE	0	AQKABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f37v.21	f37v	f37	4	cthols	cthols	NONE	0	UABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f3r.11	f3r	f3	3	sols	ols	s	0	CABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f42r.23	f42r	f42	3	kolschees	kolschees	NONE	0	QABCKKC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f47r.6	f47r	f47	1	folr	folr	NONE	0	PABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f49r.8	f49r	f49	5	qolsor	olsor	q	0	DABCAC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f58r.18	f58r	f58	3	cholraly	olraly	ch	0	KABCABA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f58r.33	f58r	f58	2	dalols	alols	d	0	BABABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f58v.7	f58v	f58	7	sheols	eols	sh	0	LJABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f66r.50	f66r	f66	9	okedals	okedals	NONE	0	AQJBABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f6r.2	f6r	f6	8	chotols	otols	ch	0	KAQABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f75r.49	f75r	f75	1	sols	ols	s	0	CABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f76v.16	f76v	f76	8	oshepols	oshepols	NONE	0	ALJPABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f78v.27	f78v	f78	6	ols	ols	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f83r.16	f83r	f83	8	chealror	alror	che	0	KJABCAC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f83r.24	f83r	f83	5	olsaly	olsaly	NONE	0	ABCABA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f83v.22	f83v	f83	7	ols	ols	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f83v.27	f83v	f83	6	lols	lols	NONE	0	BABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f83v.30	f83v	f83	6	qotals	otals	q	0	DAQABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f85r1.4	f85r1	f85	10	ols	ols	NONE	0	ABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f88r.22	f88r	f88	6	chorcholsal	orcholsal	ch	0	KACKABCAB	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f88r.28	f88r	f88	10	alsy	alsy	NONE	0	ABCA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f89r1.18	f89r1	f89	1	dals	als	d	0	BABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f8r.2	f8r	f8	3	kcheals	kcheals	NONE	0	QKJABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
PLANT	SOURCE_FAMILY	4	F3:ABC	1.509673382280	f90v2.5	f90v2	f90	6	olols	olols	NONE	0	ABABC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
