formula_id	level	page	physical_folio	locus	section	register	field_ordinal	group_length	joint_tuple_sequence	host_sequence_ids	page_host_sequence_display	surface_formula_display	wrapper_sequence	semantic_state	translation_state
GDT328_8E0A8873430F641D	PAGE_HOST_SEQUENCE	f77v	f77	f77v.17	B	OTHER_B	2	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	qol|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_8E0A8873430F641D	PAGE_HOST_SEQUENCE	f78r	f78	f78r.12	B	OTHER_B	4	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	ol|tedy	NONE|t	UNASSIGNED	UNASSIGNED
GDT328_8E0A8873430F641D	PAGE_HOST_SEQUENCE	f78v	f78	f78v.14	B	OTHER_B	2	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	qol|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_8E0A8873430F641D	PAGE_HOST_SEQUENCE	f81r	f81	f81r.31	B	OTHER_B	1	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	sol|shedy	s|sh	UNASSIGNED	UNASSIGNED
GDT328_8E0A8873430F641D	PAGE_HOST_SEQUENCE	f83v	f83	f83v.2	B	OTHER_B	1	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	dol|shedy	d|sh	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f104v	f104	f104v.10	S	STARS_RECIPE_B	1	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	shol|cheedy	sh|che	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f116r	f116	f116r.22	S	STARS_RECIPE_B	1	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	dol|shedy	d|sh	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f75r	f75	f75r.18	B	OTHER_B	2	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	qol|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f76v	f76	f76v.14	B	OTHER_B	2	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	qol|cheedy	q|che	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f76v	f76	f76v.40	B	OTHER_B	1	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	sol|shedy	s|sh	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f77r	f77	f77r.11	B	OTHER_B	3	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	chol|shedy	ch|sh	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f77r	f77	f77r.44	B	OTHER_B	2	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	qol|cheedy	q|che	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f77v	f77	f77v.17	B	OTHER_B	2	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	qol|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f78r	f78	f78r.12	B	OTHER_B	4	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	ol|tedy	NONE|t	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f78v	f78	f78v.14	B	OTHER_B	2	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	qol|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f81r	f81	f81r.31	B	OTHER_B	1	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	sol|shedy	s|sh	UNASSIGNED	UNASSIGNED
GDT328_D20E547A81F2D1DF	EXACT_JOINT_SEQUENCE	f83v	f83	f83v.2	B	OTHER_B	1	2	dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	4e6f20ef2d6daa05d887|2c71c7ca4a5b8aeb1b94	l|e	dol|shedy	d|sh	UNASSIGNED	UNASSIGNED
GDT328_F5862D2C87CE8F86	PAGE_HOST_SEQUENCE	f104v	f104	f104v.10	S	STARS_RECIPE_B	2	2	b5fcea1eaed06b2f2291|ff178343c18e287ce3b7	8dec2e3cbba0a8894d05|330eb5b5a04764d332b7	ok|ee	qokaiin|qoteedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_F5862D2C87CE8F86	PAGE_HOST_SEQUENCE	f113r	f113	f113r.50	S	STARS_RECIPE_B	4	2	b5fcea1eaed06b2f2291|ff178343c18e287ce3b7	8dec2e3cbba0a8894d05|330eb5b5a04764d332b7	ok|ee	okaiin|oteedy	NONE|NONE	UNASSIGNED	UNASSIGNED
GDT328_F5862D2C87CE8F86	PAGE_HOST_SEQUENCE	f39v	f39	f39v.7	H	HERBAL_B	3	2	3ae9a121ba0045b913e8|03626ca94cb17800d767	8dec2e3cbba0a8894d05|330eb5b5a04764d332b7	ok|ee	qokar|sheedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_F5862D2C87CE8F86	PAGE_HOST_SEQUENCE	f78v	f78	f78v.8	B	OTHER_B	3	2	1645e612504fcef59ced|ff178343c18e287ce3b7	8dec2e3cbba0a8894d05|330eb5b5a04764d332b7	ok|ee	qokain|oteedy	q|NONE	UNASSIGNED	UNASSIGNED
GDT328_F5862D2C87CE8F86	PAGE_HOST_SEQUENCE	f83r	f83	f83r.11	B	OTHER_B	3	2	7d2404c835b10a2c06af|03626ca94cb17800d767	8dec2e3cbba0a8894d05|330eb5b5a04764d332b7	ok|ee	okair|sheedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_F5862D2C87CE8F86	PAGE_HOST_SEQUENCE	f86v3	f86	f86v3.31	C	OTHER_B	3	2	308e8ea2d5d190c498e8|0115b7968b6b998acb6b	8dec2e3cbba0a8894d05|330eb5b5a04764d332b7	ok|ee	qokal|oeedy	q|NONE	UNASSIGNED	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	f107v	f107	f107v.11	S	STARS_RECIPE_B	2	2	308e8ea2d5d190c498e8|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	okal|shedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	f75r	f75	f75r.40	B	OTHER_B	2	2	1645e612504fcef59ced|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	qokain|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	f77r	f77	f77r.11	B	OTHER_B	2	2	b5fcea1eaed06b2f2291|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	qokaiin|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	f77r	f77	f77r.14	B	OTHER_B	2	2	b5fcea1eaed06b2f2291|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	qokaiin|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	f77r	f77	f77r.37	B	OTHER_B	2	2	1645e612504fcef59ced|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	qokain|cheedy	q|che	UNASSIGNED	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	f77v	f77	f77v.16	B	OTHER_B	3	2	1645e612504fcef59ced|c45ebac60774620561e2	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	qokain|otedy	q|NONE	UNASSIGNED	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	f79r	f79	f79r.41	B	OTHER_B	1	2	1645e612504fcef59ced|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	qokain|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_7FB1DD33112C185A	PAGE_HOST_SEQUENCE	f80r	f80	f80r.45	B	OTHER_B	1	2	1645e612504fcef59ced|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	okain|shedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_D4076B9150B92878	PAGE_HOST_SEQUENCE	f106v	f106	f106v.36	S	STARS_RECIPE_B	1	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	sol|sheedy	s|sh	UNASSIGNED	UNASSIGNED
GDT328_D4076B9150B92878	PAGE_HOST_SEQUENCE	f75r	f75	f75r.18	B	OTHER_B	1	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	sol|sheedy	s|sh	UNASSIGNED	UNASSIGNED
GDT328_D4076B9150B92878	PAGE_HOST_SEQUENCE	f76v	f76	f76v.13	B	OTHER_B	2	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	qol|sheedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_D4076B9150B92878	PAGE_HOST_SEQUENCE	f78v	f78	f78v.24	B	OTHER_B	2	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	ol|sheedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_D4076B9150B92878	PAGE_HOST_SEQUENCE	f81r	f81	f81r.12	B	OTHER_B	3	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	ol|sheedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_1439023194DBA5B2	EXACT_JOINT_SEQUENCE	f106v	f106	f106v.36	S	STARS_RECIPE_B	1	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	sol|sheedy	s|sh	UNASSIGNED	UNASSIGNED
GDT328_1439023194DBA5B2	EXACT_JOINT_SEQUENCE	f75r	f75	f75r.18	B	OTHER_B	1	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	sol|sheedy	s|sh	UNASSIGNED	UNASSIGNED
GDT328_1439023194DBA5B2	EXACT_JOINT_SEQUENCE	f76v	f76	f76v.13	B	OTHER_B	2	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	qol|sheedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_1439023194DBA5B2	EXACT_JOINT_SEQUENCE	f78v	f78	f78v.24	B	OTHER_B	2	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	ol|sheedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_1439023194DBA5B2	EXACT_JOINT_SEQUENCE	f81r	f81	f81r.12	B	OTHER_B	3	2	dcda95c81a5460feb191|03626ca94cb17800d767	4e6f20ef2d6daa05d887|330eb5b5a04764d332b7	l|ee	ol|sheedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_67B9726022283C53	EXACT_JOINT_SEQUENCE	f111r	f111	f111r.23	S	STARS_RECIPE_B	2	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_67B9726022283C53	EXACT_JOINT_SEQUENCE	f111r	f111	f111r.8	S	STARS_RECIPE_B	2	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_67B9726022283C53	EXACT_JOINT_SEQUENCE	f76v	f76	f76v.11	B	OTHER_B	3	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_67B9726022283C53	EXACT_JOINT_SEQUENCE	f78r	f78	f78r.24	B	OTHER_B	3	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_67B9726022283C53	EXACT_JOINT_SEQUENCE	f83r	f83	f83r.20	B	OTHER_B	3	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_EF0161B7F47214EC	PAGE_HOST_SEQUENCE	f111r	f111	f111r.23	S	STARS_RECIPE_B	2	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_EF0161B7F47214EC	PAGE_HOST_SEQUENCE	f111r	f111	f111r.8	S	STARS_RECIPE_B	2	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_EF0161B7F47214EC	PAGE_HOST_SEQUENCE	f76v	f76	f76v.11	B	OTHER_B	3	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_EF0161B7F47214EC	PAGE_HOST_SEQUENCE	f78r	f78	f78r.24	B	OTHER_B	3	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_EF0161B7F47214EC	PAGE_HOST_SEQUENCE	f83r	f83	f83r.20	B	OTHER_B	3	2	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	9f107d932090ceb02afa|4938b9a8ecae199376aa	okeey|oke	qokeey|qokedy	q|q	UNASSIGNED	UNASSIGNED
GDT328_6DA5DEF8EDCBC932	EXACT_JOINT_SEQUENCE	f75r	f75	f75r.40	B	OTHER_B	2	2	1645e612504fcef59ced|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	qokain|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_6DA5DEF8EDCBC932	EXACT_JOINT_SEQUENCE	f77r	f77	f77r.37	B	OTHER_B	2	2	1645e612504fcef59ced|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	qokain|cheedy	q|che	UNASSIGNED	UNASSIGNED
GDT328_6DA5DEF8EDCBC932	EXACT_JOINT_SEQUENCE	f79r	f79	f79r.41	B	OTHER_B	1	2	1645e612504fcef59ced|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	qokain|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_6DA5DEF8EDCBC932	EXACT_JOINT_SEQUENCE	f80r	f80	f80r.45	B	OTHER_B	1	2	1645e612504fcef59ced|bc4f1f5c006c74a4d26d	8dec2e3cbba0a8894d05|2c71c7ca4a5b8aeb1b94	ok|e	okain|shedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_846FF85B66D2C188	PAGE_HOST_SEQUENCE	f75r	f75	f75r.40	B	OTHER_B	1	2	4d4559019a961b834aa1|bc4f1f5c006c74a4d26d	1e6c387a7204441c35b9|2c71c7ca4a5b8aeb1b94	ar|e	dar|shedy	d|sh	UNASSIGNED	UNASSIGNED
GDT328_846FF85B66D2C188	PAGE_HOST_SEQUENCE	f77v	f77	f77v.13	B	OTHER_B	2	2	4d4559019a961b834aa1|bc4f1f5c006c74a4d26d	1e6c387a7204441c35b9|2c71c7ca4a5b8aeb1b94	ar|e	dar|shedy	d|sh	UNASSIGNED	UNASSIGNED
GDT328_846FF85B66D2C188	PAGE_HOST_SEQUENCE	f85r1	f85	f85r1.3	T	OTHER_B	1	2	002ebb34f473d5642171|c45ebac60774620561e2	1e6c387a7204441c35b9|2c71c7ca4a5b8aeb1b94	ar|e	tarar|otedy	t|NONE	UNASSIGNED	UNASSIGNED
GDT328_A0ED4DC4240C1A95	PAGE_HOST_SEQUENCE	f114v	f114	f114v.20	S	STARS_RECIPE_B	2	2	232195d6ff2f326322f7|bc4f1f5c006c74a4d26d	150508dd739b82333efa|2c71c7ca4a5b8aeb1b94	okol|e	qokol|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_A0ED4DC4240C1A95	PAGE_HOST_SEQUENCE	f79r	f79	f79r.8	B	OTHER_B	1	2	232195d6ff2f326322f7|bc4f1f5c006c74a4d26d	150508dd739b82333efa|2c71c7ca4a5b8aeb1b94	okol|e	qokol|cheedy	q|che	UNASSIGNED	UNASSIGNED
GDT328_A0ED4DC4240C1A95	PAGE_HOST_SEQUENCE	f83r	f83	f83r.37	B	OTHER_B	3	2	232195d6ff2f326322f7|bc4f1f5c006c74a4d26d	150508dd739b82333efa|2c71c7ca4a5b8aeb1b94	okol|e	qokol|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_1EAAD864137A4D0E	EXACT_JOINT_SEQUENCE	f114v	f114	f114v.20	S	STARS_RECIPE_B	2	2	232195d6ff2f326322f7|bc4f1f5c006c74a4d26d	150508dd739b82333efa|2c71c7ca4a5b8aeb1b94	okol|e	qokol|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_1EAAD864137A4D0E	EXACT_JOINT_SEQUENCE	f79r	f79	f79r.8	B	OTHER_B	1	2	232195d6ff2f326322f7|bc4f1f5c006c74a4d26d	150508dd739b82333efa|2c71c7ca4a5b8aeb1b94	okol|e	qokol|cheedy	q|che	UNASSIGNED	UNASSIGNED
GDT328_1EAAD864137A4D0E	EXACT_JOINT_SEQUENCE	f83r	f83	f83r.37	B	OTHER_B	3	2	232195d6ff2f326322f7|bc4f1f5c006c74a4d26d	150508dd739b82333efa|2c71c7ca4a5b8aeb1b94	okol|e	qokol|shedy	q|sh	UNASSIGNED	UNASSIGNED
GDT328_47974C6C7099CDCF	PAGE_HOST_SEQUENCE	f108r	f108	f108r.29	S	STARS_RECIPE_B	5	2	54d0e228ca346110af05|c45ebac60774620561e2	9feae1594314657872c2|2c71c7ca4a5b8aeb1b94	ot|e	qotaiin|otedy	q|NONE	UNASSIGNED	UNASSIGNED
GDT328_47974C6C7099CDCF	PAGE_HOST_SEQUENCE	f78r	f78	f78r.31	B	OTHER_B	3	2	90bcf0a9ec0ef56399e6|bc4f1f5c006c74a4d26d	9feae1594314657872c2|2c71c7ca4a5b8aeb1b94	ot|e	otal|shedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_47974C6C7099CDCF	PAGE_HOST_SEQUENCE	f95v1	f95	f95v1.5	H	HERBAL_B	1	2	90bcf0a9ec0ef56399e6|bc4f1f5c006c74a4d26d	9feae1594314657872c2|2c71c7ca4a5b8aeb1b94	ot|e	otal|shedy	NONE|sh	UNASSIGNED	UNASSIGNED
GDT328_921AC972DE6C1BC0	PAGE_HOST_SEQUENCE	f104v	f104	f104v.10	S	STARS_RECIPE_B	3	2	54d0e228ca346110af05|ff178343c18e287ce3b7	9feae1594314657872c2|330eb5b5a04764d332b7	ot|ee	otaiin|oteedy	NONE|NONE	UNASSIGNED	UNASSIGNED
GDT328_921AC972DE6C1BC0	PAGE_HOST_SEQUENCE	f79r	f79	f79r.41	B	OTHER_B	2	2	0624a2d057f60b99ad1e|ff178343c18e287ce3b7	9feae1594314657872c2|330eb5b5a04764d332b7	ot|ee	qotain|oteedy	q|NONE	UNASSIGNED	UNASSIGNED
GDT328_921AC972DE6C1BC0	PAGE_HOST_SEQUENCE	f79v	f79	f79v.25	B	OTHER_B	2	2	0624a2d057f60b99ad1e|ff178343c18e287ce3b7	9feae1594314657872c2|330eb5b5a04764d332b7	ot|ee	qotain|oteedy	q|NONE	UNASSIGNED	UNASSIGNED
GDT328_6CAEB1BCCBD2B341	PAGE_HOST_SEQUENCE	f93r	f93	f93r.5	H	HERBAL_A	1	2	dcda95c81a5460feb191|97cc9ac109148723c472	4e6f20ef2d6daa05d887|1e3271f13515b4bd5d3d	l|o	ol|chody	NONE|ch	UNASSIGNED	UNASSIGNED
GDT328_6CAEB1BCCBD2B341	PAGE_HOST_SEQUENCE	f99r	f99	f99r.30	P	OTHER_A	1	2	dcda95c81a5460feb191|97cc9ac109148723c472	4e6f20ef2d6daa05d887|1e3271f13515b4bd5d3d	l|o	tol|cheody	t|che	UNASSIGNED	UNASSIGNED
GDT328_8DBF838D141A9AFD	PAGE_HOST_SEQUENCE	f83r	f83	f83r.11	B	OTHER_B	1	2	7a4bb8136330ee4e6e56|bc4f1f5c006c74a4d26d	6552f9cf5d36c3df0462|2c71c7ca4a5b8aeb1b94	or|e	sor|shedy	s|sh	UNASSIGNED	UNASSIGNED
