locus	page	physical_folio	register	hand	group_count	length_bucket	paragraph_start	opening_token	opening_member	closing_token	closing_member	q2_open	b3_close
f24v.16	f24v	f24	HA	1	2	2	0	otchol	A1	odaiim	B3	0	1
f24v.4	f24v	f24	HA	1	6	6	0	ydal	A2	dlos	C2	0	0
f24v.7	f24v	f24	HA	1	4	4	0	ycheol	A2	olom	B3	0	1
f24v.8	f24v	f24	HA	1	4	4	0	kochky	Q1	sain	F1	0	0
f25r.4	f25r	f25	HA	1	8	8	0	dchckhy	B1	qotchain	F1	0	0
f25r.5	f25r	f25	HA	1	7	7	0	qotcheaiin	D1	qotaiin	G1	0	0
f25r.6	f25r	f25	HA	1	2	2	0	okal	A1	chotaiin	G1	0	0
f25v.2	f25v	f25	HA	1	9	9	0	dchor	B1	daiin	G1	0	0
f27r.1	f27r	f27	HA	1	7	7	1	ksor	Q1	chary	A2	0	0
f27r.10	f27r	f27	HA	1	7	7	0	qotchey	D1	dy	A2	0	0
f27r.12	f27r	f27	HA	1	5	5	0	dain	B1	otal	B2	0	0
f27r.2	f27r	f27	HA	1	9	9	0	dy	B1	ds	C2	0	0
f27r.4	f27r	f27	HA	1	8	8	0	qokey	D1	cthody	A2	0	0
f28r.3	f28r	f28	HA	1	7	7	0	qotchaiin	D1	tchodar	C1	0	0
f28r.4	f28r	f28	HA	1	8	8	0	choty	K1	qoty	A2	0	0
f28r.7	f28r	f28	HA	1	8	8	0	sho	L1	dar	C1	0	0
f28r.8	f28r	f28	HA	1	8	8	0	oschotshl	A1	otaiin	G1	0	0
f28r.9	f28r	f28	HA	1	4	4	0	ytchol	A2	deaiin	G1	0	0
f28v.3	f28v	f28	HA	1	4	4	0	chor	K1	choiin	G1	0	0
f28v.4	f28v	f28	HA	1	10	10PLUS	1	tshoiin	Q2	qoty	A2	1	0
f28v.5	f28v	f28	HA	1	8	8	0	otol	A1	daiiin	H1	0	0
f28v.6	f28v	f28	HA	1	2	2	0	daiin	B1	chkaiin	G1	0	0
f28v.8	f28v	f28	HA	1	9	9	0	okain	A1	cthol	B2	0	0
f29r.3	f29r	f29	HA	1	7	7	0	qokchy	D1	choly	A2	0	0
f29r.4	f29r	f29	HA	1	3	3	0	chocthy	K1	chos	C2	0	0
f29r.6	f29r	f29	HA	1	6	6	0	chokshy	K1	qokaiiin	H1	0	0
f29v.3	f29v	f29	HA	1	11	10PLUS	0	chol	K1	sy	A2	0	0
f29v.5	f29v	f29	HA	1	6	6	1	tochon	Q2	shy	A2	1	0
f29v.6	f29v	f29	HA	1	8	8	0	dchor	B1	shody	A2	0	0
f3r.11	f3r	f3	HA	1	5	5	1	pcheol	P1	shey	A2	0	0
f3r.14	f3r	f3	HA	1	4	4	0	chor	K1	qokeey	A2	0	0
f3r.19	f3r	f3	HA	1	9	9	0	otchor	A1	cthy	A2	0	0
f3r.2	f3r	f3	HA	1	5	5	0	ycheor	A2	cham	B3	0	1
f3r.3	f3r	f3	HA	1	5	5	0	ochor	A1	cthy	A2	0	0
f3r.5	f3r	f3	HA	1	5	5	0	qokol	D1	cthol	B2	0	0
f3r.7	f3r	f3	HA	1	5	5	0	otchol	A1	damo	A1	0	0
f3v.1	f3v	f3	HA	1	8	8	1	koaiin	Q1	oly	A2	0	0
f3v.11	f3v	f3	HA	1	6	6	0	sho	L1	chom	B3	0	1
f3v.12	f3v	f3	HA	1	6	6	0	osh	A1	s	C2	0	0
f3v.3	f3v	f3	HA	1	7	7	0	okom	A1	okai	E1	0	0
f3v.7	f3v	f3	HA	1	5	5	1	tchor	Q2	s	C2	1	0
f30r.10	f30r	f30	HA	1	6	6	0	chokchaiin	K1	rchody	A2	0	0
f30r.12	f30r	f30	HA	1	8	8	0	dcheey	B1	ychdain	F1	0	0
f30r.5	f30r	f30	HA	1	6	6	0	choko	K1	chory	A2	0	0
f30r.6	f30r	f30	HA	1	9	9	0	dchorol	B1	dy	A2	0	0
f30r.7	f30r	f30	HA	1	3	3	0	qor	D1	cthorchy	A2	0	0
f30r.9	f30r	f30	HA	1	7	7	0	dchey	B1	cheky	A2	0	0
f30v.10	f30v	f30	HA	1	4	4	0	sho	L1	daiin	G1	0	0
f30v.2	f30v	f30	HA	1	10	10PLUS	0	qotchor	D1	ctholdy	A2	0	0
f30v.4	f30v	f30	HA	1	6	6	0	otchey	A1	daiin	G1	0	0
f30v.8	f30v	f30	HA	1	4	4	0	oyshy	A1	cphey	A2	0	0
f32r.11	f32r	f32	HA	1	3	3	0	shos	L1	n	E2	0	0
f32r.15	f32r	f32	HA	1	4	4	0	qokchy	D1	ol	B2	0	0
f32r.16	f32r	f32	HA	1	3	3	0	otchol	A1	soty	A2	0	0
f32r.17	f32r	f32	HA	1	2	2	0	chokeol	K1	dchoty	A2	0	0
f32r.19	f32r	f32	HA	1	3	3	0	dol	B1	dan	E2	0	0
f32r.2	f32r	f32	HA	1	7	7	0	okor	A1	qotchol	B2	0	0
f32r.3	f32r	f32	HA	1	7	7	0	qokchor	D1	daiin	G1	0	0
f32r.5	f32r	f32	HA	1	3	3	0	qotchy	D1	daiin	G1	0	0
f32r.7	f32r	f32	HA	1	4	4	0	otol	A1	dair	F3	0	0
f32r.9	f32r	f32	HA	1	2	2	0	dytchor	B1	dary	A2	0	0
f32v.11	f32v	f32	HA	1	3	3	0	ol	A1	chy	A2	0	0
f32v.3	f32v	f32	HA	1	9	9	0	shor	L1	ka	A3	0	0
f32v.9	f32v	f32	HA	1	7	7	0	qotchy	D1	daiin	G1	0	0
f35r.10	f35r	f35	HA	1	9	9	0	o	A1	daiin	G1	0	0
f35r.12	f35r	f35	HA	1	8	8	0	olor	A1	chetchaiin	G1	0	0
f35r.13	f35r	f35	HA	1	7	7	0	qokoiin	D1	taiin	G1	0	0
f35r.14	f35r	f35	HA	1	8	8	0	cthol	U2	qotaiin	G1	0	0
f35r.15	f35r	f35	HA	1	5	5	0	ochor	A1	ytain	F1	0	0
f35r.3	f35r	f35	HA	1	5	5	0	dchaiin	B1	cthory	A2	0	0
f35r.6	f35r	f35	HA	1	4	4	0	schaiin	C2	daiin	G1	0	0
f35r.7	f35r	f35	HA	1	3	3	0	shosaiin	L1	choky	A2	0	0
f35v.11	f35v	f35	HA	1	2	2	0	qotcheeaiin	D1	chodaiin	G1	0	0
f35v.13	f35v	f35	HA	1	5	5	0	ol	A1	chear	C1	0	0
f35v.14	f35v	f35	HA	1	4	4	0	tcheain	Q2	dain	F1	1	0
f35v.15	f35v	f35	HA	1	4	4	0	ykol	A2	tch	K1	0	0
f35v.17	f35v	f35	HA	1	4	4	0	daiin	B1	choly	A2	0	0
f35v.20	f35v	f35	HA	1	5	5	0	sodaiin	C2	dan	E2	0	0
f35v.21	f35v	f35	HA	1	3	3	0	doiin	B1	chor	C1	0	0
f35v.3	f35v	f35	HA	1	4	4	0	dchor	B1	daiin	G1	0	0
f35v.4	f35v	f35	HA	1	4	4	0	ytchy	A2	cthy	A2	0	0
f35v.5	f35v	f35	HA	1	3	3	0	dchokchy	B1	chckhor	C1	0	0
f36r.2	f36r	f36	HA	1	9	9	0	oral	A1	tor	C1	0	0
f36r.7	f36r	f36	HA	1	7	7	0	qotol	D1	sold	B1	0	0
f36r.8	f36r	f36	HA	1	4	4	0	ytchor	A2	yd	B1	0	0
f36r.9	f36r	f36	HA	1	3	3	0	ytodaly	A2	otaro	A1	0	0
f36v.10	f36v	f36	HA	1	3	3	0	ykchotchy	A2	daiild	B1	0	0
f36v.11	f36v	f36	HA	1	3	3	0	oty	A1	ytoryd	B1	0	0
f36v.12	f36v	f36	HA	1	4	4	0	ytol	A2	chd	B1	0	0
f36v.13	f36v	f36	HA	1	4	4	0	oky	A1	oty	A2	0	0
f36v.14	f36v	f36	HA	1	2	2	0	soiin	C2	chtain	F1	0	0
f36v.3	f36v	f36	HA	1	8	8	0	dchytchy	B1	s	C2	0	0
f36v.6	f36v	f36	HA	1	5	5	0	daiin	B1	dys	C2	0	0
f37r.5	f37r	f37	HA	1	5	5	0	yky	A2	otoly	A2	0	0
f37r.6	f37r	f37	HA	1	6	6	0	shor	L1	daiin	G1	0	0
f37r.7	f37r	f37	HA	1	5	5	0	sor	C2	daiin	G1	0	0
f37v.13	f37v	f37	HA	1	1	1	0	sotoiiin	C2	sotoiiin	H1	0	0
f37v.14	f37v	f37	HA	1	3	3	1	todain	Q2	cphorods	C2	1	0
f37v.15	f37v	f37	HA	1	4	4	0	soiiin	C2	dain	F1	0	0
f37v.16	f37v	f37	HA	1	3	3	0	qotor	D1	chotaiin	G1	0	0
f37v.17	f37v	f37	HA	1	3	3	0	sokchor	C2	ykeeols	C2	0	0
f37v.23	f37v	f37	HA	1	3	3	0	yto	A2	daiin	G1	0	0
f37v.4	f37v	f37	HA	1	4	4	0	dshor	B1	daiin	G1	0	0
f37v.5	f37v	f37	HA	1	4	4	0	dchor	B1	dain	F1	0	0
f37v.6	f37v	f37	HA	1	4	4	0	yokor	A2	oty	A2	0	0
f37v.7	f37v	f37	HA	1	2	2	0	qotchor	D1	daiin	G1	0	0
f37v.8	f37v	f37	HA	1	4	4	1	qotor	D1	daiin	G1	0	0
f38r.1	f38r	f38	HA	1	7	7	1	tolor	Q2	oky	A2	1	0
f38r.6	f38r	f38	HA	1	7	7	0	ysho	A2	daiin	G1	0	0
f38v.3	f38v	f38	HA	1	9	9	0	qokeey	D1	s	C2	0	0
f38v.5	f38v	f38	HA	1	7	7	0	qoty	D1	chody	A2	0	0
f38v.6	f38v	f38	HA	1	8	8	0	sho	L1	dain	F1	0	0
f38v.8	f38v	f38	HA	1	5	5	0	o	A1	chokaiin	G1	0	0
f4r.10	f4r	f4	HA	1	4	4	0	odal	A1	cphaiin	G1	0	0
f4r.12	f4r	f4	HA	1	3	3	0	soiin	C2	chaiin	G1	0	0
f4r.13	f4r	f4	HA	1	2	2	0	daiin	B1	cthey	A2	0	0
f4r.3	f4r	f4	HA	1	7	7	0	otchol	A1	shain	F1	0	0
f4r.4	f4r	f4	HA	1	6	6	0	qotchol	D1	cthy	A2	0	0
f4r.7	f4r	f4	HA	1	4	4	0	qotaiin	D1	cthom	B3	0	1
f4r.8	f4r	f4	HA	1	5	5	0	shor	L1	cpholdy	A2	0	0
f4v.1	f4v	f4	HA	1	6	6	1	pchooiin	P1	dlod	B1	0	0
f4v.2	f4v	f4	HA	1	8	8	0	ol	A1	choldy	A2	0	0
f4v.6	f4v	f4	HA	1	3	3	0	ytchoy	A2	cphody	A2	0	0
f42r.13	f42r	f42	HA	1	9	9	0	qopor	D1	cheam	B3	0	1
f42r.14	f42r	f42	HA	1	7	7	0	sho	L1	dam	B3	0	1
f42r.17	f42r	f42	HA	1	6	6	0	shotol	L1	chkaiin	G1	0	0
f42r.23	f42r	f42	HA	1	3	3	0	okchol	A1	kolschees	C2	0	0
f42r.3	f42r	f42	HA	1	5	5	0	toshy	Q2	dal	B2	1	0
f42r.7	f42r	f42	HA	1	6	6	1	pcho	P1	shan	E2	0	0
f42v.13	f42v	f42	HA	1	8	8	0	sho	L1	daiin	G1	0	0
f42v.15	f42v	f42	HA	1	3	3	0	chokey	K1	okey	A2	0	0
f42v.16	f42v	f42	HA	1	2	2	0	okor	A1	odeey	A2	0	0
f42v.2	f42v	f42	HA	1	10	10PLUS	0	dshey	B1	daiin	G1	0	0
f42v.3	f42v	f42	HA	1	9	9	0	sho	L1	otoy	A2	0	0
f42v.8	f42v	f42	HA	1	2	2	0	sodal	C2	saiin	G1	0	0
f42v.9	f42v	f42	HA	1	8	8	1	posheor	P1	rchy	A2	0	0
f44r.1	f44r	f44	HA	1	6	6	1	tshodpy	Q2	otoloaiin	G1	1	0
f44r.11	f44r	f44	HA	1	3	3	0	ytsho	A2	okchody	A2	0	0
f44v.10	f44v	f44	HA	1	6	6	0	lsho	B2	kal	B2	0	0
f44v.12	f44v	f44	HA	1	6	6	0	ychey	A2	cthol	B2	0	0
f44v.2	f44v	f44	HA	1	9	9	0	yolkol	A2	ar	C1	0	0
f45r.10	f45r	f45	HA	1	9	9	0	okaiin	A1	dal	B2	0	0
f45r.11	f45r	f45	HA	1	5	5	0	l	B2	daldaiin	G1	0	0
f45r.3	f45r	f45	HA	1	9	9	0	qo	D1	cthom	B3	0	1
f45r.6	f45r	f45	HA	1	8	8	0	otchar	A1	dary	A2	0	0
f45r.7	f45r	f45	HA	1	5	5	0	lchar	B2	dar	C1	0	0
f45v.11	f45v	f45	HA	1	5	5	0	or	A1	dcholdy	A2	0	0
f45v.4	f45v	f45	HA	1	6	6	0	okchy	A1	shy	A2	0	0
f45v.5	f45v	f45	HA	1	9	9	1	qotol	D1	otytam	B3	0	1
f47r.10	f47r	f47	HA	1	9	9	0	shy	L1	dam	B3	0	1
f47r.3	f47r	f47	HA	1	8	8	0	dor	B1	okaiin	G1	0	0
f47r.4	f47r	f47	HA	1	6	6	0	qokcheo	D1	kchdal	B2	0	0
f47r.6	f47r	f47	HA	1	10	10PLUS	1	folr	P2	cholol	B2	0	0
f47v.1	f47v	f47	HA	1	6	6	1	psheot	P1	sary	A2	0	0
f47v.2	f47v	f47	HA	1	7	7	0	dsheey	B1	daiiy	A2	0	0
f47v.3	f47v	f47	HA	1	7	7	0	shol	L1	daiin	G1	0	0
f47v.4	f47v	f47	HA	1	7	7	0	qotol	D1	cthy	A2	0	0
f47v.5	f47v	f47	HA	1	7	7	0	dsholy	B1	sary	A2	0	0
f47v.6	f47v	f47	HA	1	5	5	0	chody	K1	chol	B2	0	0
f47v.7	f47v	f47	HA	1	3	3	1	pchodaiin	P1	dcthy	A2	0	0
f47v.8	f47v	f47	HA	1	4	4	0	daiin	B1	sal	B2	0	0
f49r.11	f49r	f49	HA	1	2	2	0	chotcheol	K1	dchol	B2	0	0
f49r.12	f49r	f49	HA	1	5	5	1	podaiin	P1	chcthy	A2	0	0
f49r.15	f49r	f49	HA	1	5	5	0	ochol	A1	daiin	G1	0	0
f49r.19	f49r	f49	HA	1	6	6	0	dcheo	B1	chokan	E2	0	0
f49r.5	f49r	f49	HA	1	5	5	0	chor	K1	qotan	E2	0	0
f49r.7	f49r	f49	HA	1	4	4	0	qokeor	D1	qotody	A2	0	0
f49v.10	f49v	f49	HA	1	3	3	0	shol	L1	qotchar	C1	0	0
f49v.14	f49v	f49	HA	1	3	3	0	chotchy	K1	dan	E2	0	0
f49v.2	f49v	f49	HA	1	4	4	1	kshor	Q1	chcfhhy	A2	0	0
f49v.22	f49v	f49	HA	1	4	4	0	dchol	B1	choky	A2	0	0
f49v.28	f49v	f49	HA	1	6	6	1	fchochor	P2	chotchy	A2	0	0
f49v.30	f49v	f49	HA	1	7	7	0	dcho	B1	okchokol	B2	0	0
f49v.32	f49v	f49	HA	1	6	6	0	tchotchey	Q2	dchog	B4	1	0
f49v.34	f49v	f49	HA	1	4	4	0	shocho	L1	choty	A2	0	0
f49v.44	f49v	f49	HA	1	9	9	0	chokaiin	K1	dy	A2	0	0
f49v.46	f49v	f49	HA	1	9	9	0	oaiin	A1	s	C2	0	0
f49v.52	f49v	f49	HA	1	4	4	0	ykchokeo	A2	daiin	G1	0	0
f5r.4	f5r	f5	HA	1	6	6	0	otain	A1	chocthy	A2	0	0
f5r.7	f5r	f5	HA	1	5	5	0	qotoeey	D1	shody	A2	0	0
f5v.5	f5v	f5	HA	1	8	8	0	shokeeol	L1	chotaiin	G1	0	0
f5v.6	f5v	f5	HA	1	3	3	0	otol	A1	dairodg	B4	0	0
f51r.12	f51r	f51	HA	1	7	7	0	yoees	A2	pchodal	B2	0	0
f51r.15	f51r	f51	HA	1	7	7	0	qokol	D1	otal	B2	0	0
