locus	page	physical_folio	section	kind	object_class	object_tags	raw_family	transferred_prefix	strict_residual	certainty	relation_scope	claim_state
f100r.5	f100r	f100	P	L	PLANT	PLANT;LABEL	CAC|KAC|BAGBA	NONE	CAC|KAC|BAGBA	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100r.6	f100r	f100	P	L	PLANT	PLANT;LABEL	ACACA	ACAC	A	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100r.7	f100r	f100	P	L	PLANT	PLANT;LABEL	KABCAF	NONE	KABCAF	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100r.8	f100r	f100	P	L	PLANT	PLANT;LABEL	CAEQA	NONE	CAEQA	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100r.9	f100r	f100	P	L	PLANT	PLANT;LABEL	CACAB	NONE	CACAB	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.1	f100v	f100	P	L	PLANT	PLANT;LABEL	QABKB	NONE	QABKB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.10	f100v	f100	P	L	PLANT	PLANT;LABEL	AQKJAC	NONE	AQKJAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.11	f100v	f100	P	L	PLANT	PLANT;LABEL	AQKAB	NONE	AQKAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.12	f100v	f100	P	L	PLANT	PLANT;LABEL	BAQKAB	NONE	BAQKAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.13	f100v	f100	P	L	PLANT	PLANT;LABEL	KAC|UACAB	NONE	KAC|UACAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.2	f100v	f100	P	L	PLANT	PLANT;LABEL	KABC	NONE	KABC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.3	f100v	f100	P	L	PLANT	PLANT;LABEL	APKAC	APKA	C	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.4	f100v	f100	P	L	PLANT	PLANT;LABEL	CABCA	NONE	CABCA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.5	f100v	f100	P	L	PLANT	PLANT;LABEL	CABKCAC	NONE	CABKCAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.6	f100v	f100	P	L	PLANT	PLANT;LABEL	AQKAKBA	NONE	AQKAKBA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.7	f100v	f100	P	L	PLANT	PLANT;LABEL	AQKBA	NONE	AQKBA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.8	f100v	f100	P	L	PLANT	PLANT;LABEL	BKBA	NONE	BKBA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f100v.9	f100v	f100	P	L	PLANT	PLANT;LABEL	BABCA	NONE	BABCA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102r1.2	f102r1	f102	P	L	PLANT	PLANT;LABEL	AQABKABAC	AQAB	KABAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102r2.21	f102r2	f102	P	L	PLANT	PLANT;LABEL	QABBACAB	NONE	QABBACAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102r2.22	f102r2	f102	P	L	PLANT	PLANT;LABEL	ABABABACA	NONE	ABABABACA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v1.16	f102v1	f102	P	L	PLANT	PLANT;LABEL	APKABBA	APKA	BBA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v1.17	f102v1	f102	P	L	PLANT	PLANT;WATER_OR_APPARATUS;LABEL	BACABABA	NONE	BACABABA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v1.18	f102v1	f102	P	L	PLANT	PLANT;LABEL	APKBACB	APK	BACB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v1.2	f102v1	f102	P	L	PLANT	PLANT;LABEL	AQJABA	NONE	AQJABA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v1.3	f102v1	f102	P	L	PLANT	PLANT;LABEL	AQJABA	NONE	AQJABA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v1.4	f102v1	f102	P	L	PLANT	PLANT;LABEL	BAFCABA	NONE	BAFCABA	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v1.5	f102v1	f102	P	L	PLANT	PLANT;LABEL	APACA	APAC	A	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v1.6	f102v1	f102	P	L	PLANT	PLANT;LABEL	APKAQK	APKA	QK	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.1	f102v2	f102	P	L	OTHER_LABEL	LABEL	PACLABC	NONE	PACLABC	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.10	f102v2	f102	P	L	PLANT	PLANT;LABEL	AQABA	AQAB	A	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.11	f102v2	f102	P	L	PLANT	PLANT;LABEL	KJAC	NONE	KJAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.12	f102v2	f102	P	L	PLANT	PLANT;LABEL	AQACAKA	AQAC	AKA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.13	f102v2	f102	P	L	PLANT	PLANT;LABEL	APKA	APKA	EMPTY	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.14	f102v2	f102	P	L	PLANT	PLANT;LABEL	CACAB	NONE	CACAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.15	f102v2	f102	P	L	PLANT	PLANT;LABEL	ABCABAC	NONE	ABCABAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.16	f102v2	f102	P	L	PLANT	PLANT;LABEL	QABZ	NONE	QABZ	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.24	f102v2	f102	P	L	OTHER_LABEL	LABEL	AQABQA	AQAB	QA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.26	f102v2	f102	P	L	PLANT	PLANT;LABEL	AEQA	NONE	AEQA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.27	f102v2	f102	P	L	PLANT	PLANT;LABEL	AQKACAG	NONE	AQKACAG	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.28	f102v2	f102	P	L	PLANT	PLANT;LABEL	AQAUA	AQA	UA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.3	f102v2	f102	P	L	PLANT	PLANT;LABEL	ACAC	ACAC	EMPTY	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.4	f102v2	f102	P	L	PLANT	PLANT;LABEL	KAC	NONE	KAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.5	f102v2	f102	P	L	PLANT	PLANT;LABEL	CAKA	NONE	CAKA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.6	f102v2	f102	P	L	PLANT	PLANT;LABEL	AQJAC	NONE	AQJAC	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.7	f102v2	f102	P	L	PLANT	PLANT;LABEL	AQAB	AQAB	EMPTY	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f102v2.8	f102v2	f102	P	L	PLANT	PLANT;LABEL	AQACA	AQAC	A	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f57v.1	f57v	f57	C	L	OTHER_LABEL	LABEL	BAFAB	NONE	BAFAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f57v.6	f57v	f57	C	L	FIGURE_ONLY	FIGURE;LABEL	AQABACAB	AQAB	ACAB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f57v.7	f57v	f57	C	L	FIGURE_ONLY	FIGURE;LABEL	APACAFBBA	APAC	AFBBA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f57v.8	f57v	f57	C	L	FIGURE_ONLY	FIGURE;LABEL	ABQKBAB	NONE	ABQKBAB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f57v.9	f57v	f57	C	L	FIGURE_ONLY	FIGURE;LABEL	AQACBABA	AQAC	BABA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f65r.1	f65r	f65	H	L	PLANT	PLANT;LABEL	AQAEB|BAB|ABAB	AQA	EB|BAB|ABAB	HEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.12	f67r1	f67	A	R	OTHER_LABEL	LABEL	CACAG	NONE	CACAG	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.13	f67r1	f67	A	R	OTHER_LABEL	LABEL	AQKA|BAC	NONE	AQKA|BAC	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.14	f67r1	f67	A	R	OTHER_LABEL	LABEL	AQA|BAG	AQA	|BAG	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.15	f67r1	f67	A	R	OTHER_LABEL	LABEL	LJACAB	NONE	LJACAB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.16	f67r1	f67	A	R	OTHER_LABEL	LABEL	AQKABA	NONE	AQKABA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.17	f67r1	f67	A	R	OTHER_LABEL	LABEL	AQJAB|CAB	NONE	AQJAB|CAB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.18	f67r1	f67	A	R	OTHER_LABEL	LABEL	AQKA|CAC	NONE	AQKA|CAC	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.19	f67r1	f67	A	R	OTHER_LABEL	LABEL	BABACA	NONE	BABACA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.8	f67r1	f67	A	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABBA	AQAB	BA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r1.9	f67r1	f67	A	R	OTHER_LABEL	LABEL	AQAQA	AQA	QA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.15	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	BABKCABA	NONE	BABKCABA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.22	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAB	AQAB	EMPTY	HEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.28	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAF|AB	AQA	F|AB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.31	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	APKABBA	APKA	BBA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.37	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAAG	AQA	AG	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.47	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	APAF	APA	F	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.52	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	DAQAJAC	NONE	DAQAJAC	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.54	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	ACABBAB	ACAB	BAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.55	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABAB	AQAB	AB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.56	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	QAB|BAG	NONE	QAB|BAG	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.57	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQACBA	AQAC	BA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.58	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	KA|BABB	NONE	KA|BABB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.60	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AUAC	NONE	AUAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.61	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAQAC	AQA	QAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.62	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABAC	AQAB	AC	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.63	f67r2	f67	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABAC	AQAB	AC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.64	f67r2	f67	A	L	PLANT	PLANT;STAR_OR_SKY;LABEL	C|AF	NONE	C|AF	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.65	f67r2	f67	A	L	PLANT	PLANT;STAR_OR_SKY;LABEL	CAJAC	NONE	CAJAC	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.66	f67r2	f67	A	L	PLANT	PLANT;STAR_OR_SKY;LABEL	TKA	NONE	TKA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.67	f67r2	f67	A	L	PLANT	PLANT;STAR_OR_SKY;LABEL	AQABAC	AQAB	AC	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.68	f67r2	f67	A	L	PLANT	PLANT;STAR_OR_SKY;LABEL	AJPKAB	NONE	AJPKAB	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.69	f67r2	f67	A	L	PLANT	PLANT;STAR_OR_SKY;LABEL	C|AWA	NONE	C|AWA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67r2.70	f67r2	f67	A	L	PLANT	PLANT;STAR_OR_SKY;LABEL	ACAC	ACAC	EMPTY	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.1	f67v1	f67	A	L	OTHER_LABEL	LABEL	BABABB	NONE	BABABB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.10	f67v1	f67	A	L	OTHER_LABEL	LABEL	QAKACBA	NONE	QAKACBA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.11	f67v1	f67	A	L	OTHER_LABEL	LABEL	AKABACJ	NONE	AKABACJ	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.12	f67v1	f67	A	L	OTHER_LABEL	LABEL	ABC|AGA	NONE	ABC|AGA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.2	f67v1	f67	A	L	OTHER_LABEL	LABEL	BAFQAB	NONE	BAFQAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.3	f67v1	f67	A	L	OTHER_LABEL	LABEL	AQAB|ACA	AQAB	|ACA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.4	f67v1	f67	A	L	OTHER_LABEL	LABEL	BAC|JKQABAB	NONE	BAC|JKQABAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.5	f67v1	f67	A	L	OTHER_LABEL	LABEL	AQAB|ABBA	AQAB	|ABBA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.7	f67v1	f67	A	L	OTHER_LABEL	LABEL	AQJABAC	NONE	AQJABAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v1.9	f67v1	f67	A	L	OTHER_LABEL	LABEL	AUACAB	NONE	AUACAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v2.19	f67v2	f67	C	L	OTHER_LABEL	LABEL	CAAG|BABAB	NONE	CAAG|BABAB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v2.2	f67v2	f67	C	L	OTHER_LABEL	LABEL	AQACACAF	AQAC	ACAF	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v2.20	f67v2	f67	C	L	OTHER_LABEL	LABEL	CACA|AQACAB	NONE	CACA|AQACAB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f67v2.22	f67v2	f67	C	L	OTHER_LABEL	LABEL	AQKACAB	NONE	AQKACAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.10	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKJABA	NONE	AQKJABA	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.11	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAABA	AQA	ABA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.12	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	KATA	NONE	KATA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.13	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AUJA	NONE	AUJA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.15	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABA	AQAB	A	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.16	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJAC	NONE	AQJAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.17	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	TAUA	NONE	TAUA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.18	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKABA	NONE	AQKABA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.19	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAC	AQAC	EMPTY	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.20	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	ABAC	NONE	ABAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.21	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AUA	NONE	AUA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
