page	record_id	ordinal_class	wrapper	wrapper_count	group_count	rate_per_group
f82v	Q13|f82v|R01	EARLIER	q	24	60	0.400000000000
f82v	Q13|f82v|R01	EARLIER	s	1	60	0.016666666667
f82v	Q13|f82v|R01	EARLIER	sh	8	60	0.133333333333
f82v	Q13|f82v|R01	EARLIER	t	4	60	0.066666666667
f82v	Q13|f82v|R02	LATER	NONE	13	39	0.333333333333
f82v	Q13|f82v|R02	LATER	ch	0	39	0.000000000000
f82v	Q13|f82v|R02	LATER	che	3	39	0.076923076923
f82v	Q13|f82v|R02	LATER	d	2	39	0.051282051282
f82v	Q13|f82v|R02	LATER	q	15	39	0.384615384615
f82v	Q13|f82v|R02	LATER	s	0	39	0.000000000000
f82v	Q13|f82v|R02	LATER	sh	5	39	0.128205128205
f82v	Q13|f82v|R02	LATER	t	1	39	0.025641025641
f83r	Q13|f83r|R01	EARLIER	NONE	17	86	0.197674418605
f83r	Q13|f83r|R01	EARLIER	ch	4	86	0.046511627907
f83r	Q13|f83r|R01	EARLIER	che	15	86	0.174418604651
f83r	Q13|f83r|R01	EARLIER	d	5	86	0.058139534884
f83r	Q13|f83r|R01	EARLIER	q	24	86	0.279069767442
f83r	Q13|f83r|R01	EARLIER	s	9	86	0.104651162791
f83r	Q13|f83r|R01	EARLIER	sh	10	86	0.116279069767
f83r	Q13|f83r|R01	EARLIER	t	2	86	0.023255813953
f83r	Q13|f83r|R02	LATER	NONE	10	47	0.212765957447
f83r	Q13|f83r|R02	LATER	ch	2	47	0.042553191489
f83r	Q13|f83r|R02	LATER	che	5	47	0.106382978723
f83r	Q13|f83r|R02	LATER	d	3	47	0.063829787234
f83r	Q13|f83r|R02	LATER	q	13	47	0.276595744681
f83r	Q13|f83r|R02	LATER	s	5	47	0.106382978723
f83r	Q13|f83r|R02	LATER	sh	8	47	0.170212765957
f83r	Q13|f83r|R02	LATER	t	1	47	0.021276595745
