feature_id	page_or_scope	source_artifact	observation_type	cardinality_or_structure	ordered	score_eligible	caveat
VMS_F08_04	f67r2|M3	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR004|f67r2|M3;slots=7	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Circle of 8 labels around central star/flower.
VMS_F08_05	f67v2|M1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR005|f67v2|M1;slots=4	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels inside the circles at the four corners.
VMS_F08_06	f67v2|E1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR006|f67v2|E1;slots=4	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Radial titles inside large circle, reading inwards.
VMS_F08_07	f67v1|X1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR007|f67v1|X1;slots=12	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Band of framed labels around the diagram.
VMS_F08_08	f68r1|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR008|f68r1|S1;slots=29	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels on 29 stars.
VMS_F08_09	f68r2|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR009|f68r2|S1;slots=24	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels on 25 stars inside diagram.
VMS_F08_10	f68r3|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR010|f68r3|S1;slots=11	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels on stars in sectors.
VMS_F08_11	f68v2|E1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR011|f68v2|E1;slots=8	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Radial titles, outwards from points of big central star.
VMS_F08_12	f68v2|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR012|f68v2|S1;slots=4	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Star labels in sectors between points of big central star.
VMS_F08_13	f69r|E1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR013|f69r|E1;slots=22	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	"Radial lines between ""flower stalks"""
VMS_F08_14	f69r|K1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR014|f69r|K1;slots=6	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Letter labels on central disk sectors, between star arms.
VMS_F08_15	f69v|X1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR015|f69v|X1;slots=28	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	"Radial labels extending outwards from ""logs"" around star."
VMS_F08_16	f70r1|Y1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR016|f70r1|Y1;slots=9	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	"Radial labels between ""mushrooms""."
VMS_F08_17	f70r1|X1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR017|f70r1|X1;slots=6	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Radial labels inside central circle, between star arms.
VMS_F08_18	f70v2|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR018|f70v2|S2;slots=19	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outer).
VMS_F08_19	f70v2|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR019|f70v2|S1;slots=10	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (inner).
VMS_F08_20	f70v1|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR020|f70v1|S2;slots=10	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outer).
VMS_F08_21	f70v1|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR021|f70v1|S1;slots=5	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (inner).
VMS_F08_22	f71r|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR022|f71r|S1;slots=10	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outer).
VMS_F08_23	f71r|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR023|f71r|S2;slots=5	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (inner).
VMS_F08_24	f71v|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR024|f71v|S1;slots=10	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outer).
VMS_F08_25	f71v|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR025|f71v|S2;slots=5	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (inner).
VMS_F08_26	f72r1|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR026|f72r1|S1;slots=10	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outer).
VMS_F08_27	f72r1|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR027|f72r1|S2;slots=5	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels on star/nymph band 2 (inner).
VMS_F08_28	f72r2|S0	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR028|f72r2|S0;slots=5	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels on stars/nymphs outside diagram.
VMS_F08_29	f72r2|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR029|f72r2|S1;slots=16	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outermost band inside diagram).
VMS_F08_30	f72r2|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR030|f72r2|S2;slots=9	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (inner).
VMS_F08_31	f72r3|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR031|f72r3|S1;slots=12	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outermost)
VMS_F08_32	f72r3|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR032|f72r3|S2;slots=11	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (middle).
VMS_F08_33	f72r3|S3	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR033|f72r3|S3;slots=7	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 4 (inner)
VMS_F08_34	f72v3|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR034|f72v3|S1;slots=18	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outermost)
VMS_F08_35	f72v3|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR035|f72v3|S2;slots=12	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (inner).
VMS_F08_36	f72v2|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR036|f72v2|S1;slots=18	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outermost)
VMS_F08_37	f72v2|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR037|f72v2|S2;slots=12	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (inner).
VMS_F08_38	f72v1|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR038|f72v1|S1;slots=20	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outermost)
VMS_F08_39	f72v1|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR039|f72v1|S2;slots=10	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (inner).
VMS_F08_40	f73r|S0	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR040|f73r|S0;slots=4	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels on stars/nymphs outside the diagram.
VMS_F08_41	f73r|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR041|f73r|S1;slots=16	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outermost inside diagram)
VMS_F08_42	f73r|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR042|f73r|S2;slots=10	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (inner).
VMS_F08_43	f73v|S0	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR043|f73v|S0;slots=4	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels on stars/nymphs outside the diagram.
VMS_F08_44	f73v|S1	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR044|f73v|S1;slots=16	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 1 (outermost)
VMS_F08_45	f73v|S2	experiments/semantic_assumptions/results/special_circle_text_blind_array_inventory.tsv	FROZEN_TEXT_BLIND_ARRAY	array_id=SCARR045|f73v|S2;slots=10	AS_FROZEN_IN_SOURCE_INVENTORY	YES_T1	Labels in star/nymph band 2 (inner).
