pair_id	operation	page_host	source_surface_sha256	target_surface_sha256	source_events	target_events	source_folios	target_folios	gdt303_surface_exposure
G305P885A75C55C68	wrapper:NONE>q	oka	c849e2801c1453a8f020cc43d5d6c633a35db64275248e164270418922b04d0d	de50ff006e60e025f317043bbbd79e450545d64e5f0b169e0f6ba741bf646118	3	6	3	5	BOTH_UNEXPOSED
G305P6F4D22FBADD4	wrapper:NONE>q	okch	ed7982869afc08a11bae5b1766c6f1d7d3827af7948ef22dae11b4e4f6655670	088210927a57cb15ac84f05f4972b966974bbfaf3ad5c6b4734ef57a877730bf	3	16	3	11	BOTH_UNEXPOSED
G305PBFEEBBA19E54	wrapper:NONE>q	okchol	f8ee6a558b611569e800499e03f4f0ef7aace5dae6d7b3ef909ba16c8880bf71	1ccbf6a21cc47e485204064363c3c34a1190e98dd7be1c8d46cd0f498bc51927	4	4	4	3	BOTH_UNEXPOSED
G305PA2EAED3EDE15	wrapper:NONE>q	okchor	7a75b5970083f53c5086b38f8253243fe304e75f2ecf69ee63e4df15bcef2308	72b2e47efb2813880ea346cd26c8e7973baffca4ac99e38bf09750583465a7a0	5	2	5	2	BOTH_UNEXPOSED
G305P102692B9354E	wrapper:NONE>q	okeo	942ece9164969dd01a3a7f5bef8b8d33f753ab377e5864a6487895ddae1b85e3	2e585a3edda2dec83eb0967ca138cbe7ee9737c56920278e1580163006c286fd	4	9	4	6	BOTH_UNEXPOSED
G305PE22D51C34B39	wrapper:NONE>q	okeor	49086201110cfeeea7afadd19b3d138e5a627a64cd12019d932af5692ecc5c95	7a6381e2abdacf915c682e5d8d27ef9db7f99de5457a370e2f2839ef25000876	3	4	3	4	BOTH_UNEXPOSED
G305P8AD51148F145	wrapper:NONE>q	olchey	a36e0f12ec5e5f6485918f6ee45872cfbf5afb14d985134c25fd98b4d57a29f6	6099932b5253eda49111774f789304c47fcb986942886050274bfb93baae2385	3	4	3	4	BOTH_UNEXPOSED
G305PC278A6D57892	wrapper:NONE>q	olkee	59791f3b09daef5860861b613ef99940114f60ba2943fc18538d131c8c4a21b3	7797139dd7581fc2d0c99365fe59c0aaec0243167aeeb78a70495f9d6c14cf95	7	3	6	3	BOTH_UNEXPOSED
G305P959860D7CD19	wrapper:NONE>q	olkeey	d8ae1cb408d018268b8bbae1c57f6816e4e830dad4b19e47aa8dd03d0ce0189d	e7274e1822f790a159282e1905c2b12bad692c522f22a611a1b88ecce659e653	12	2	10	2	BOTH_UNEXPOSED
G305P9BBED193A9CC	wrapper:NONE>q	oly	a3ff0b737a967ea0f48305ebe1cbcc5fab4d29da89e18bc298ca7a3ff4474da6	907574bb67f5c9e7ba783da0e19da017d20e556f3cd9db1a0d298bd18a64e8a5	19	2	16	2	BOTH_UNEXPOSED
G305P4D8724518C1E	wrapper:NONE>q	opch	49c65d6194b9231cd8023dc3dd3f31e65990664246c3b299dd6aa13c2eec3df6	b89b109d58146404f19e9abf23acd2b1e2dc2c0d76c2f5795816a658899ea449	5	4	5	4	BOTH_UNEXPOSED
G305P2D55E28D6A4D	wrapper:NONE>q	opchey	9c3f7833f4b20bb7b8bbf85b04cb74ebbedb399e099446d5d9ce7014d9c7375f	778cda0e7288307ee13c906ac499c44e9d608946f18cf2aa887f5eddc90bb34f	6	2	6	2	BOTH_UNEXPOSED
G305PEE09F68E8CC1	wrapper:NONE>q	opchy	d577a851e5ef915af5a900f22870b2c182946b2c792326a2ba17e77e52d73f1a	3238772e46f768a37cee79cd1bd30aa98e5a3ed3550c40ab9ef6d1e07b124aa0	2	3	2	3	BOTH_UNEXPOSED
G305PA9C2CE213690	wrapper:NONE>q	ot	0a19b4727d1fbd3a43ba819816b0ec8fb670b37b9cab4c0327aa0a3f9d162443	00fc5bdeb4eca3605a410065a88205ef86ee7f6491a63346ab90bc2158591371	2	2	2	2	BOTH_UNEXPOSED
G305PC6A87E86A6FF	wrapper:NONE>q	shey	45a7505c44b3a59b0e1ab11fae13b11b66aa6076b23c0bfe8ebe47ea7a22668b	e497787ad2c580cdda62b9df5ecd43870703159ac96015785a96dd5c3d1c8900	2	2	2	2	BOTH_UNEXPOSED
G305P8389DCAFDD9D	wrapper:ch>s	ary	771fd09f9e0815e9ea4615a2906da884e83f9993e844c47a89b8bb65f1303c02	df363cccb90ea96d7ad7931134e5df015adb3e7932a0af21e63e1d07a6c61359	2	3	2	2	BOTH_UNEXPOSED
G305PAA88C1C1BE2D	wrapper:ch>s	olk	b5fdcb4d3b4cb882c07ca64b69040e7233fd9e0f586bc25d8c0861a470d21ad7	1d81344f21529ccd2e133d6cb4dc967ddb2bf6ea072772761406a8588814e494	3	2	3	2	BOTH_UNEXPOSED
G305P89E06E5FC91F	wrapper:d>s	aly	e947388e23648aaef85a0a50c02b97fcf7cae2cc95e95f8108d2d7da632ed108	8f421dd9110aa82e7158dc76f313ec96e69f5d8e3492f2962fdfb8cf7b86f44a	9	2	9	2	BOTH_UNEXPOSED
G305PDE458DDBBEEF	wrapper:d>s	ary	69a438744f9efd1d352c502302ffe7ddcaec0325db13420ec3f258891e80c841	df363cccb90ea96d7ad7931134e5df015adb3e7932a0af21e63e1d07a6c61359	6	3	6	2	BOTH_UNEXPOSED
G305PF9D3A29B3A00	wrapper:d>s	o	6d92aea01e0447dcd3b2263df4811319d6cc419227ab7b89c430e5ab37729f2f	a11e8a05349c1f4ecce82dd1c467cd3fad39229d055f2bf0274f946e980d8834	2	2	2	2	BOTH_UNEXPOSED
G305PEFFDF51ECDF1	wrapper:d>s	oiin	c57376c1dc5b7c44f2fdcdb534b55031cdb3fb4d13a39e18ee57a22323be1832	668924121b60aa55a178a9182f7431d52daee32ce0985c391e948647e85aa853	3	3	3	3	BOTH_UNEXPOSED
G305P5B13513FA0F6	wrapper:d>s	she	8c49d0be8fb21979e50ac0bbf0de86279896e4861a3adb519829c63c56139784	1ef625c22f1676a4ae46f0a327f09368fddba09c3887c77a686cc98575575117	8	2	8	2	BOTH_UNEXPOSED
