recipe_id	german_instruction	field_no	card_no	surface	exact_tuple_id	meaning	desired_position	observed_support_at_position	position_attested
NEW04_SUNDEW_HONEY_APPLICATION	Setze die übliche Menge in Weißwein an, mische Honig bei und trage sie warm an der bezeichneten Stelle auf.	1	2	kchol	893c570f3fa3fce99711	steep it in white wine	MIDDLE	1	TRUE
NEW04_SUNDEW_HONEY_APPLICATION	Setze die übliche Menge in Weißwein an, mische Honig bei und trage sie warm an der bezeichneten Stelle auf.	1	3	kchoar	c71c72da4e09e0833392	mix it with honey	MIDDLE	1	TRUE
NEW04_SUNDEW_HONEY_APPLICATION	Setze die übliche Menge in Weißwein an, mische Honig bei und trage sie warm an der bezeichneten Stelle auf.	1	4	qotchol	e8a6105b5c3a6220b440	apply it while warm	MIDDLE	1	TRUE
NEW04_SUNDEW_HONEY_APPLICATION	Setze die übliche Menge in Weißwein an, mische Honig bei und trage sie warm an der bezeichneten Stelle auf.	1	5	dal	dd0ecaf5e27d81befffc	apply it at the place indicated by the drawing	LAST	2	TRUE
NEW05_COMMON_WARM_BATH	Gib sauberes Wasser zu, temperiere die Arbeitsflüssigkeit lauwarm und bade darin.	1	1	dshedy	cbb42a4fe68068325d6b	add clean water; close the rubric	ONLY	1	TRUE
NEW05_COMMON_WARM_BATH	Gib sauberes Wasser zu, temperiere die Arbeitsflüssigkeit lauwarm und bade darin.	2	1	qokeey	0275fbf14e07935b0a45	temper the working liquid and keep it lukewarm	FIRST	3	TRUE
NEW05_COMMON_WARM_BATH	Gib sauberes Wasser zu, temperiere die Arbeitsflüssigkeit lauwarm und bade darin.	2	2	qokeedy	7d25241b0e56c836372a	bathe or immerse in the tempered warm liquid; end this instruction	LAST	5	TRUE
NEW06_FILTER_REST_APPLICATION	Rühre, seihe durch ein Tuch klar, lasse die Flüssigkeit ruhen und trage sie an der bezeichneten Stelle auf.	1	1	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	FIRST	3	TRUE
NEW06_FILTER_REST_APPLICATION	Rühre, seihe durch ein Tuch klar, lasse die Flüssigkeit ruhen und trage sie an der bezeichneten Stelle auf.	1	2	dain	53cd0637c6820ba5e91f	through a cloth	MIDDLE	1	TRUE
NEW06_FILTER_REST_APPLICATION	Rühre, seihe durch ein Tuch klar, lasse die Flüssigkeit ruhen und trage sie an der bezeichneten Stelle auf.	1	3	lcheckhedy	c1db6b0a28d5cbb5d3d2	strain it clear; close the rubric	LAST	1	TRUE
NEW06_FILTER_REST_APPLICATION	Rühre, seihe durch ein Tuch klar, lasse die Flüssigkeit ruhen und trage sie an der bezeichneten Stelle auf.	2	1	shedy	bc4f1f5c006c74a4d26d	let it stand until ready; end this instruction	ONLY	3	TRUE
NEW06_FILTER_REST_APPLICATION	Rühre, seihe durch ein Tuch klar, lasse die Flüssigkeit ruhen und trage sie an der bezeichneten Stelle auf.	3	1	dal	dd0ecaf5e27d81befffc	apply it at the place indicated by the drawing	ONLY	1	TRUE
NEW07_LOCAL_RINSE_DRAIN	Spüle die bezeichnete Stelle einmal bis die Flüssigkeit klar läuft und lasse sie in das untere Gefäß ablaufen.	1	1	qokedy	7db18b2f0fb7ed0fcfd3	rinse the indicated place once; end this instruction	ONLY	3	TRUE
NEW07_LOCAL_RINSE_DRAIN	Spüle die bezeichnete Stelle einmal bis die Flüssigkeit klar läuft und lasse sie in das untere Gefäß ablaufen.	2	1	cheey	b5df9126607030b95175	until the liquid runs clear	FIRST	1	TRUE
NEW07_LOCAL_RINSE_DRAIN	Spüle die bezeichnete Stelle einmal bis die Flüssigkeit klar läuft und lasse sie in das untere Gefäß ablaufen.	2	2	lchedy	de7321bface5628e35d6	let the spent liquid drain into the lower receiving vessel; end this instruction	LAST	3	TRUE
NEW08_MEASURED_WHITE_WINE_BATCH	Beginne einen abgemessenen Eintrag, gib in der üblichen Menge Weißwein zu, rühre und lasse den Ansatz stehen.	1	1	qokaiin	b5fcea1eaed06b2f2291	begin the next measured entry	FIRST	7	TRUE
NEW08_MEASURED_WHITE_WINE_BATCH	Beginne einen abgemessenen Eintrag, gib in der üblichen Menge Weißwein zu, rühre und lasse den Ansatz stehen.	1	2	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MIDDLE	9	TRUE
NEW08_MEASURED_WHITE_WINE_BATCH	Beginne einen abgemessenen Eintrag, gib in der üblichen Menge Weißwein zu, rühre und lasse den Ansatz stehen.	1	3	cheoar	807591efc3d3f7ddbfab	add white wine	MIDDLE	1	TRUE
NEW08_MEASURED_WHITE_WINE_BATCH	Beginne einen abgemessenen Eintrag, gib in der üblichen Menge Weißwein zu, rühre und lasse den Ansatz stehen.	1	4	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	MIDDLE	6	TRUE
NEW08_MEASURED_WHITE_WINE_BATCH	Beginne einen abgemessenen Eintrag, gib in der üblichen Menge Weißwein zu, rühre und lasse den Ansatz stehen.	1	5	shedy	bc4f1f5c006c74a4d26d	let it stand until ready; end this instruction	LAST	9	TRUE
