variant	paragraph	locus	mention	form	kind	axis	value	scope	patient	patient_form	rule	debts	model	old_phase_not_recomputed	row_status
M	f6v|f6v.6-f6v.21	f6v.15	f6v.15:4	chy	STANDALONE	thermal	hot	PHYSICAL	f6v.14:3	cthol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	P	1	recorded
M	f6v|f6v.6-f6v.21	f6v.18	f6v.18:1	ytchocthol	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f6v.18:1	ytchocthol	NOMINAL_INPUT		P	0	recorded
M	f6v|f6v.6-f6v.21	f6v.19	f6v.19:1	ocholy	BARE_NOMINAL	moisture	dry	CONSTITUTION	f6v.19:1	ocholy	NOMINAL_INPUT		P	0	recorded
M	f6v|f6v.6-f6v.21	f6v.19	f6v.19:3	chy	STANDALONE	thermal	hot	PHYSICAL	f6v.19:1	ocholy	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	P	1	recorded
M	f6v|f6v.6-f6v.21	f6v.20	f6v.20:2	choldar	BARE_NOMINAL	moisture	dry	CONSTITUTION	f6v.20:2	choldar	NOMINAL_INPUT		P	0	recorded
B	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	NOMINAL_INPUT		A	0	recorded
B	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	A	2	recorded
B	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	A	1	recorded
B	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	NOMINAL_INPUT		A	0	recorded
B	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	A	0	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		A	0	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	NOMINAL_INPUT		A	0	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	REGISTERED_ACTION_RESULT		A	1	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	A	1	recorded
B	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		A	0	recorded
B	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		A	0	recorded
B	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		A	0	recorded
J	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	NOMINAL_INPUT		A	0	recorded
J	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	A	2	recorded
J	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	A	1	recorded
J	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	NOMINAL_INPUT		A	0	recorded
J	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	A	0	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		A	0	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	NOMINAL_INPUT		A	0	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	REGISTERED_ACTION_RESULT		A	1	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	A	1	recorded
J	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		A	0	recorded
J	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		A	0	recorded
J	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		A	0	recorded
M	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	NOMINAL_INPUT		A	0	recorded
M	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	A	2	recorded
M	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	A	1	recorded
M	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	NOMINAL_INPUT		A	0	recorded
M	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	A	0	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		A	0	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	NOMINAL_INPUT		A	0	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	REGISTERED_ACTION_RESULT		A	1	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	A	1	recorded
M	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		A	0	recorded
M	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		A	0	recorded
M	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		A	0	recorded
B	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	NOMINAL_INPUT		N	0	recorded
B	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	N	2	recorded
B	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	N	1	recorded
B	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	NOMINAL_INPUT		N	0	recorded
B	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	N	0	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		N	0	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	NOMINAL_INPUT		N	0	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	REGISTERED_ACTION_RESULT		N	1	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	N	1	recorded
B	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		N	0	recorded
B	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		N	0	recorded
B	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		N	0	recorded
J	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	NOMINAL_INPUT		N	0	recorded
J	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	N	2	recorded
J	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	N	1	recorded
J	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	NOMINAL_INPUT		N	0	recorded
J	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	N	0	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		N	0	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	NOMINAL_INPUT		N	0	recorded
