prediction_order	unified_id	domain	unit_id	page	locus	formal_parse	atomic_default_de	canonical_predicted_surface	observed_surface	exact_surface_match	surface_relation	valid_attested_surface_for_parse
299	P:E299	PROSE	B3	f83r	f83r.20	AIIN	Mass	daiin	saiin	NO	ONE_EDIT_ALLOGRAPH	YES
301	P:E301	PROSE	B3	f83r	f83r.22	OT+CHD+DY	danach umsetzen; Schluss	otchdy	otchedy	NO	ONE_EDIT_ALLOGRAPH	YES
309	P:E309	PROSE	B3	f83r	f83r.24	O+IIN	Sollstand	oiin	soiiin	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
310	P:E310	PROSE	B3	f83r	f83r.24	CTH+Y	bereit	cthy	checthy	NO	LEADING_WRAPPER_ALLOGRAPH	YES
311	P:E311	PROSE	B3	f83r	f83r.24	T+Y	dies eintragen	chty	chety	NO	ONE_EDIT_ALLOGRAPH	YES
316	P:E316	PROSE	B4	f83r	f83r.25	OL+Y	dies weiterführen	oly	qolchey	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
320	P:E320	PROSE	B4	f83r	f83r.25	OT+AL	Folgestelle	qotal	otal	NO	Q_PREFIX_ALLOGRAPH	YES
324	P:E324	PROSE	B4	f83r	f83r.26	OL	fortsetzen	ol	tol	NO	LEADING_WRAPPER_ALLOGRAPH	YES
332	P:E332	PROSE	B4	f83r	f83r.28	AIIN	Mass	daiin	saiin	NO	ONE_EDIT_ALLOGRAPH	YES
338	P:E338	PROSE	B4	f83r	f83r.35	AIIN	Mass	daiin	saiin	NO	ONE_EDIT_ALLOGRAPH	YES
342	P:E342	PROSE	B4	f83r	f83r.35	CHD+Y	dies umsetzen	chedy	chdy	NO	ONE_EDIT_ALLOGRAPH	YES
343	P:E343	PROSE	B4	f83r	f83r.37	OL	fortsetzen	ol	sol	NO	LEADING_WRAPPER_ALLOGRAPH	YES
346	P:E346	PROSE	B4	f83r	f83r.37	OK+OL	Fortsetzung einsetzen	okol	qokol	NO	Q_PREFIX_ALLOGRAPH	YES
349	P:E349	PROSE	B4	f83r	f83r.38	Y	dies	dy	chey	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
352	P:E352	PROSE	B4	f83r	f83r.39	OK+AIN	eine Portion zugeben	okain	qokain	NO	Q_PREFIX_ALLOGRAPH	YES
353	P:E353	PROSE	B4	f83r	f83r.39	WHOLE[cheey|shey]	Ergebnis	cheey	shey	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
358	P:E358	PROSE	B4	f83r	f83r.41	OL+K+AIN	weitere Portion	olkain	qolkain	NO	Q_PREFIX_ALLOGRAPH	YES
366	P:E366	PROSE	B5	f83r	f83r.48	OL	fortsetzen	ol	cheol	NO	LEADING_WRAPPER_ALLOGRAPH	YES
369	P:E369	PROSE	B5	f83r	f83r.48	AIIN	Mass	daiin	aiin	NO	LEADING_WRAPPER_ALLOGRAPH	YES
370	P:E370	PROSE	B5	f83r	f83r.49	OL	fortsetzen	ol	sol	NO	LEADING_WRAPPER_ALLOGRAPH	YES
380	P:E380	PROSE	B6	f83r	f83r.54	Y	dies	dy	chey	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
382	A:001	ASTRO	A1	f67r2	f67r2.1	Y+K+Y	dies + zufuehren + dies	ykchey	ykshy	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
394	A:013	ASTRO	A1	f67r2	f67r2.5	OK+Y	dies ansetzen	qoky	okchy	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
396	A:015	ASTRO	A1	f67r2	f67r2.7	Y+K+Y	dies + zufuehren + dies	ykchey	ykchy	NO	ONE_EDIT_ALLOGRAPH	YES
407	A:026	ASTRO	A1	f67r2	f67r2.11	Y	dies	dy	chy	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
412	A:031	ASTRO	A1	f67r2	f67r2.13	AIN	Portion	dain	ain	NO	LEADING_WRAPPER_ALLOGRAPH	YES
421	A:040	ASTRO	A1	f67r2	f67r2.16	Y	dies	dy	y	NO	LEADING_WRAPPER_ALLOGRAPH	YES
429	A:048	ASTRO	A1	f67r2	f67r2.19	AIN	Portion	dain	ain	NO	LEADING_WRAPPER_ALLOGRAPH	YES
437	A:056	ASTRO	A1	f67r2	f67r2.22	OK+AL	an die Stelle setzen	qokal	okal	NO	Q_PREFIX_ALLOGRAPH	YES
449	A:068	ASTRO	A1	f67r2	f67r2.27	AIIN	Mass	daiin	aiin	NO	LEADING_WRAPPER_ALLOGRAPH	YES
454	A:073	ASTRO	A1	f67r2	f67r2.29	AIIN	Mass	daiin	saiin	NO	ONE_EDIT_ALLOGRAPH	YES
467	A:086	ASTRO	A1	f67r2	f67r2.35	OL	fortsetzen	ol	chol	NO	LEADING_WRAPPER_ALLOGRAPH	YES
476	A:095	ASTRO	A1	f67r2	f67r2.39	OR	Ansatz	or	sor	NO	LEADING_WRAPPER_ALLOGRAPH	YES
488	A:107	ASTRO	A1	f67r2	f67r2.43	AIIN	Mass	daiin	aiin	NO	LEADING_WRAPPER_ALLOGRAPH	YES
493	A:112	ASTRO	A1	f67r2	f67r2.44	AIIN	Mass	daiin	aiin	NO	LEADING_WRAPPER_ALLOGRAPH	YES
505	A:124	ASTRO	A1	f67r2	f67r2.49	AIIN	Mass	daiin	aiin	NO	LEADING_WRAPPER_ALLOGRAPH	YES
507	A:126	ASTRO	A1	f67r2	f67r2.50	AL	Stelle	dal	sal	NO	ONE_EDIT_ALLOGRAPH	YES
511	A:130	ASTRO	A1	f67r2	f67r2.54	Y	dies	dy	y	NO	LEADING_WRAPPER_ALLOGRAPH	YES
514	A:133	ASTRO	A1	f67r2	f67r2.56	OL	fortsetzen	ol	tol	NO	LEADING_WRAPPER_ALLOGRAPH	YES
534	A:153	ASTRO	A1	f67r2	f67r2.70	O+AR	Arbeitsgang + von dort	oar	osar	NO	ONE_EDIT_ALLOGRAPH	YES
536	A:155	ASTRO	A1	f67r2	f67r2.72	AR	von dort	ar	dar	NO	LEADING_WRAPPER_ALLOGRAPH	YES
537	A:156	ASTRO	A1	f67r2	f67r2.72	AL+AIIN	Stelle + Mass	alaiin	aldaiin	NO	ONE_EDIT_ALLOGRAPH	YES
549	A:168	ASTRO	A1	f67r2	f67r2.73	Y	dies	dy	sy	NO	ONE_EDIT_ALLOGRAPH	YES
560	A:179	ASTRO	A1	f67r2	f67r2.74	OK+EE+O+Y	ansetzen + laenger + Arbeitsgang + dies	okeeody	qokeeody	NO	Q_PREFIX_ALLOGRAPH	YES
563	A:182	ASTRO	A1	f67r2	f67r2.74	O+CKH+Y	Arbeitsgang + Durchgang + dies	ockhy	qockhy	NO	Q_PREFIX_ALLOGRAPH	YES
565	A:184	ASTRO	A1	f67r2	f67r2.74	AIIN	Mass	daiin	aiin	NO	LEADING_WRAPPER_ALLOGRAPH	YES
591	A:210	ASTRO	A2	f68r1	f68r1.3	WHOLE[cheey|shey]	Ergebnis	cheey	shey	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
594	A:213	ASTRO	A2	f68r1	f68r1.3	OK+EE+Y	länger ansetzen	qokeey	okeey	NO	Q_PREFIX_ALLOGRAPH	YES
597	A:216	ASTRO	A2	f68r1	f68r1.3	AR+AM_ADDR	von dort + Gegenfeld	aram	daram	NO	LEADING_WRAPPER_ALLOGRAPH	YES
600	A:219	ASTRO	A2	f68r1	f68r1.5	Y+K+Y	dies + zufuehren + dies	ykchey	yky	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
603	A:222	ASTRO	A2	f68r1	f68r1.8	OK+O+AL+Y	ansetzen + Arbeitsgang + Stelle + dies	okoaly	okodaly	NO	ONE_EDIT_ALLOGRAPH	YES
632	A:251	ASTRO	A2	f68r1	f68r1.37	OK+Y	verwende dies	qoky	oky	NO	Q_PREFIX_ALLOGRAPH	YES
638	A:257	ASTRO	A3	f69v	f69v.1	Y+K+Y	dies + zufuehren + dies	ykchey	cheyky	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
640	A:259	ASTRO	A3	f69v	f69v.1	AR	von dort	ar	sar	NO	LEADING_WRAPPER_ALLOGRAPH	YES
642	A:261	ASTRO	A3	f69v	f69v.1	Y+K+AR	dies + zufuehren + von dort	ykar	chykar	NO	LEADING_WRAPPER_ALLOGRAPH	YES
651	A:270	ASTRO	A3	f69v	f69v.1	OK+EE+Y	länger ansetzen	qokeey	okeey	NO	Q_PREFIX_ALLOGRAPH	YES
654	A:273	ASTRO	A3	f69v	f69v.1	Y	dies	dy	y	NO	LEADING_WRAPPER_ALLOGRAPH	YES
655	A:274	ASTRO	A3	f69v	f69v.1	Y	dies	dy	chey	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
657	A:276	ASTRO	A3	f69v	f69v.1	Y	dies	dy	y	NO	LEADING_WRAPPER_ALLOGRAPH	YES
658	A:277	ASTRO	A3	f69v	f69v.1	OK+E+Y	ansetzen + kurz + dies	okey	okedy	NO	ONE_EDIT_ALLOGRAPH	YES
661	A:280	ASTRO	A3	f69v	f69v.1	Y	dies	dy	y	NO	LEADING_WRAPPER_ALLOGRAPH	YES
666	A:285	ASTRO	A3	f69v	f69v.1	OL	fortsetzen	ol	chol	NO	LEADING_WRAPPER_ALLOGRAPH	YES
670	A:289	ASTRO	A3	f69v	f69v.1	OT+Y	danach + dies	otchey	oty	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
672	A:291	ASTRO	A3	f69v	f69v.1	AR	von dort	ar	dar	NO	LEADING_WRAPPER_ALLOGRAPH	YES
676	A:295	ASTRO	A3	f69v	f69v.1	AR	von dort	ar	char	NO	LEADING_WRAPPER_ALLOGRAPH	YES
678	A:297	ASTRO	A3	f69v	f69v.2	OL	fortsetzen	ol	chol	NO	LEADING_WRAPPER_ALLOGRAPH	YES
684	A:303	ASTRO	A3	f69v	f69v.2	OL+Y	fortsetzen + dies	oly	choly	NO	LEADING_WRAPPER_ALLOGRAPH	YES
690	A:309	ASTRO	A3	f69v	f69v.2	AIIN	Mass	daiin	aiin	NO	LEADING_WRAPPER_ALLOGRAPH	YES
691	A:310	ASTRO	A3	f69v	f69v.2	Y	dies	dy	y	NO	LEADING_WRAPPER_ALLOGRAPH	YES
694	A:313	ASTRO	A3	f69v	f69v.2	AL	Stelle	dal	cheal	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
697	A:316	ASTRO	A3	f69v	f69v.2	Y	dies	dy	y	NO	LEADING_WRAPPER_ALLOGRAPH	YES
701	A:320	ASTRO	A3	f69v	f69v.2	Y	dies	dy	y	NO	LEADING_WRAPPER_ALLOGRAPH	YES
703	A:322	ASTRO	A3	f69v	f69v.2	OL	fortsetzen	ol	chol	NO	LEADING_WRAPPER_ALLOGRAPH	YES
706	A:325	ASTRO	A3	f69v	f69v.2	Y	dies	dy	y	NO	LEADING_WRAPPER_ALLOGRAPH	YES
708	A:327	ASTRO	A3	f69v	f69v.2	Y	dies	dy	chey	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
712	A:331	ASTRO	A3	f69v	f69v.2	OK+Y	verwende dies	qoky	choky	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
714	A:333	ASTRO	A3	f69v	f69v.2	Y	dies	dy	chey	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
718	A:337	ASTRO	A3	f69v	f69v.3	CHD+Y	dies umsetzen	chedy	chdy	NO	ONE_EDIT_ALLOGRAPH	YES
721	A:340	ASTRO	A3	f69v	f69v.3	Y	dies	dy	chy	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
739	A:358	ASTRO	A3	f69v	f69v.3	Y	dies	dy	chey	NO	COMPLEX_LEARNED_ALLOGRAPH	YES
744	A:363	ASTRO	A3	f69v	f69v.4	OK+EE+Y	länger ansetzen	qokeey	okeey	NO	Q_PREFIX_ALLOGRAPH	YES
745	A:364	ASTRO	A3	f69v	f69v.4	AR	von dort	ar	sar	NO	LEADING_WRAPPER_ALLOGRAPH	YES
766	A:385	ASTRO	A3	f69v	f69v.24	OT+Y	danach + dies	otchey	otchy	NO	ONE_EDIT_ALLOGRAPH	YES
767	A:386	ASTRO	A3	f69v	f69v.25	OK+EE+Y	länger ansetzen	qokeey	okeey	NO	Q_PREFIX_ALLOGRAPH	YES
