action_provenance_ordinal	event_id	statement_id	physical_page	register	surface	recipe	inherited_action_root	inherited_action_value_de	action_source_type	action_source_event_id	source_card_distance	gdt539_pointer_match	resolved_microphrase_de	provenance_status
11	G407-E0158	G407-S005	f1r	SOURCE_SECTION_T	otol	OT+OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0157	1	NOT_STORED	Danach: gib den Posten; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
12	G407-E0163	G407-S006	f1r	SOURCE_SECTION_T	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0162	1	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
13	G407-E0171	G407-S006	f1r	SOURCE_SECTION_T	chol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0168	3	NOT_STORED	Weiter: markiere den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
14	G407-E0196	G407-S006	f1r	SOURCE_SECTION_T	ochol	O+OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0195	1	NOT_STORED	Weiter: setze den Wert; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
15	G407-E0210	G407-S007	f1r	SOURCE_SECTION_T	chol	OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0208	2	NOT_STORED	Weiter: stelle die Einheit ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
16	G407-E0233	G407-S008	f10r	HERBAL	qotor	OT+OR	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0232	1	NOT_STORED	Danach: stelle die Einheit ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
17	G407-E0238	G407-S008	f10r	HERBAL	qotchy	OT+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0237	1	NOT_STORED	Danach: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
18	G407-E0239	G407-S008	f10r	HERBAL	chol	OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0237	2	NOT_STORED	Weiter: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
19	G407-E0253	G407-S008	f10r	HERBAL	ody	O+DY	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0252	1	NOT_STORED	Markiere die Einheit; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
20	G407-E0256	G407-S009	f10r	HERBAL	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0255	1	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
21	G407-E0279	G407-S009	f10r	HERBAL	otol	OT+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0278	1	NOT_STORED	Danach: nimm die Einheit; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
22	G407-E0280	G407-S009	f10r	HERBAL	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0278	2	NOT_STORED	Weiter: nimm die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
23	G407-E0281	G407-S009	f10r	HERBAL	cholor	OL+OR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0278	3	NOT_STORED	Weiter: nimm die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
24	G407-E0282	G407-S009	f10r	HERBAL	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0278	4	NOT_STORED	Weiter: nimm die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
25	G407-E0292	G407-S009	f10r	HERBAL	oqotor	O+OT+OR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0291	1	NOT_STORED	Danach: nimm die Einheit; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
26	G407-E0293	G407-S009	f10r	HERBAL	otor	OT+OR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0291	2	NOT_STORED	Danach: nimm die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
27	G407-E0299	G407-S009	f10r	HERBAL	qoty	OT+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0298	1	NOT_STORED	Danach: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
28	G407-E0300	G407-S009	f10r	HERBAL	qotor	OT+OR	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0298	2	NOT_STORED	Danach: halte die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
29	G407-E0302	G407-S009	f10r	HERBAL	otar	OT+AR	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0301	1	NOT_STORED	Danach: stelle den Posten ein; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
30	G407-E0305	G407-S009	f10r	HERBAL	qotchy	OT+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0301	4	NOT_STORED	Danach: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
31	G407-E0306	G407-S009	f10r	HERBAL	qotor	OT+OR	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0301	5	NOT_STORED	Danach: stelle die Einheit ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
32	G407-E0324	G407-S011	f11r	HERBAL	qoty	OT+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0322	2	NOT_STORED	Danach: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
33	G407-E0325	G407-S011	f11r	HERBAL	chol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0322	3	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
34	G407-E0334	G407-S011	f11r	HERBAL	dchol	D_ADDR+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0331	3	NOT_STORED	Weiter: nimm den Wert; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
35	G407-E0354	G407-S011	f11r	HERBAL	otol	OT+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0352	2	NOT_STORED	Danach: wähle den Posten; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
36	G407-E0362	G407-S011	f11r	HERBAL	qotchy	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0360	2	NOT_STORED	Danach: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
37	G407-E0375	G407-S012	f13r	HERBAL	dchol	D_ADDR+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0374	1	NOT_STORED	Weiter: nimm den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
38	G407-E0376	G407-S012	f13r	HERBAL	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0374	2	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
39	G407-E0377	G407-S012	f13r	HERBAL	dol	D_ADDR+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0374	3	NOT_STORED	Weiter: nimm den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
40	G407-E0382	G407-S012	f13r	HERBAL	qoty	OT+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0381	1	NOT_STORED	Danach: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
41	G407-E0419	G407-S013	f13r	HERBAL	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0418	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
42	G407-E0423	G407-S013	f13r	HERBAL	oldy	OL+DY	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0418	5	NOT_STORED	Weiter: setze den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
43	G407-E0433	G407-S014	f13r	HERBAL	oldy	OL+DY	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0431	2	NOT_STORED	Weiter: setze den Wert; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
44	G407-E0435	G407-S015	f13r	HERBAL	chol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0434	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
45	G407-E0439	G407-S015	f13r	HERBAL	daldy	AL+DY	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0438	1	NOT_STORED	Nimm den Posten; zum Zielort; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
46	G407-E0451	G407-S019	f17r	HERBAL	dody	D_ADDR+O+DY	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0450	1	NOT_STORED	Nimm den Posten; hier; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
47	G407-E0462	G407-S021	f17r	HERBAL	chol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0461	1	NOT_STORED	Weiter: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
48	G407-E0473	G407-S021	f17r	HERBAL	olaiin	OL+AIIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0471	2	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
49	G407-E0486	G407-S022	f17r	HERBAL	qody	CARRIER_Q+O+DY	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0485	1	NOT_STORED	Stelle den Posten ein; am Beginn; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
50	G407-E0512	G407-S024	f17r	HERBAL	mol	M_LOCAL+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0510	2	NOT_STORED	Weiter: wähle den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
51	G407-E0516	G407-S024	f17r	HERBAL	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0515	1	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
52	G407-E0536	G407-S026	f18r	HERBAL	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0533	3	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
53	G407-E0555	G407-S027	f18r	HERBAL	chlol	L+OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0554	1	NOT_STORED	Weiter: stelle den Wert ein; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
54	G407-E0569	G407-S027	f18r	HERBAL	doldy	OL+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0568	1	NOT_STORED	Weiter: halte den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
55	G407-E0570	G407-S028	f18r	HERBAL	doldaiin	OL+AIIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
56	G407-E0573	G407-S028	f18r	HERBAL	olody	OL+O+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0572	1	NOT_STORED	Weiter: gib die Einheit; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
57	G407-E0577	G407-S029	f18r	HERBAL	chol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0576	1	NOT_STORED	Weiter: markiere den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
58	G407-E0584	G407-S029	f18r	HERBAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0583	1	NOT_STORED	Weiter: setze die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
59	G407-E0621	G407-S031	f24v	HERBAL	otol	OT+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0620	1	NOT_STORED	Danach: nimm die Einheit; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
60	G407-E0648	G407-S032	f24v	HERBAL	olom	OL+O+AM_ADDR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0645	3	NOT_STORED	Weiter: nimm den Anteil; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
61	G407-E0653	G407-S032	f24v	HERBAL	ychol	Y+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0652	1	NOT_STORED	Weiter: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
62	G407-E0654	G407-S032	f24v	HERBAL	chol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0652	2	NOT_STORED	Weiter: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
63	G407-E0675	G407-S032	f24v	HERBAL	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0674	1	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
64	G407-E0679	G407-S032	f24v	HERBAL	otolodal	OT+OL+O+D_ADDR+AL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0677	2	NOT_STORED	Danach: halte die Einheit; zur Ausführung; hier; zum Zielort; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
65	G407-E0694	G407-S033	f55v	HERBAL	otoldaiin	OT+OL+D_ADDR+AIIN	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0693	1	NOT_STORED	Danach: gib den Wert; hier; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
66	G407-E0695	G407-S033	f55v	HERBAL	dodyd	D_ADDR+O+DY+D_LABEL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0693	2	NOT_STORED	Gib den Wert; hier; zur Ausführung; hier; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
67	G407-E0705	G407-S034	f55v	HERBAL	qool	CARRIER_Q+O+OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0702	3	NOT_STORED	Weiter: setze den Anteil; am Beginn; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
68	G407-E0710	G407-S034	f55v	HERBAL	ol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0708	2	NOT_STORED	Weiter: wähle den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
69	G407-E0720	G407-S034	f55v	HERBAL	ody	O+DY	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0719	1	NOT_STORED	Setze den Anteil; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
70	G407-E0725	G407-S035	f55v	HERBAL	ody	O+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0724	1	NOT_STORED	Gib den Posten; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
71	G407-E0749	G407-S036	f55v	HERBAL	qol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0748	1	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
72	G407-E0750	G407-S036	f55v	HERBAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0748	2	NOT_STORED	Danach: setze den Wert; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
73	G407-E0767	G407-S036	f55v	HERBAL	ol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0765	2	NOT_STORED	Weiter: gib den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
74	G407-E0773	G407-S036	f55v	HERBAL	otar	OT+AR	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0772	1	NOT_STORED	Danach: stelle den Wert ein; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
75	G407-E0777	G407-S036	f55v	HERBAL	ol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0776	1	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
76	G407-E0781	G407-S036	f55v	HERBAL	oldy	OL+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0780	1	NOT_STORED	Weiter: gib den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
77	G407-E0796	G407-S037	f55v	HERBAL	otam	OT+AM_ADDR	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0792	4	NOT_STORED	Danach: wähle den Wert; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
78	G407-E0801	G407-S038	f56r	HERBAL	oty	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0799	2	NOT_STORED	Danach: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
79	G407-E0808	G407-S039	f56r	HERBAL	chol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0807	1	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
80	G407-E0809	G407-S039	f56r	HERBAL	choly	OL+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0807	2	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
81	G407-E0814	G407-S039	f56r	HERBAL	olchey	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0813	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
82	G407-E0821	G407-S039	f56r	HERBAL	qot	OT	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0820	1	NOT_STORED	Danach: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
83	G407-E0876	G407-S040	f56r	HERBAL	chol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0875	1	NOT_STORED	Weiter: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
84	G407-E0878	G407-S040	f56r	HERBAL	qotchy	OT+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0877	1	NOT_STORED	Danach: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
85	G407-E0881	G407-S040	f56r	HERBAL	chol	OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0880	1	NOT_STORED	Weiter: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
86	G407-E0883	G407-S040	f56r	HERBAL	qotchy	OT+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0882	1	NOT_STORED	Danach: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
87	G407-E0899	G407-S040	f56r	HERBAL	otchey	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0898	1	NOT_STORED	Danach: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
88	G407-E0908	G407-S041	f67r2	CELESTIAL	oldy	OL+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0906	2	NOT_STORED	Weiter: wähle den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
89	G407-E0913	G407-S042	f67r2	CELESTIAL	otchey	OT+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0911	2	NOT_STORED	Danach: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
90	G407-E0943	G407-S045	f67r2	CELESTIAL	ochol	O+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0942	1	NOT_STORED	Weiter: wähle den Wert; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
91	G407-E0944	G407-S045	f67r2	CELESTIAL	olol	OL+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0942	2	NOT_STORED	Weiter: wähle den Wert; nochmals weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
