event_id	physical_page	source_page_value	locus	line_number	source_kind	source_subtype	paragraph_start	paragraph_end	card_ordinal_in_line	surface	register	prose_block_id	owner_id	owner_de	owner_evidence	owner_subblock	statement_id	card_ordinal_in_statement	content_role	surface_status	visible_recipe	literal_core_reading_de	default_working_reading_de	recipe_support	old_running_event_count	old_local_surface_contact	old_local_recipes	genuinely_new_to_old_26_pages	admission_color	portable_atom_count	formal_or_local_atom_count	new_portable_atom_count	opaque_local_atom_count	portable_meaning_changed	structural_tag_promoted_to_word	guard	gdt516_context_recipe	gdt516_literal_reading_de	gdt516_context_policy	gdt516_context_basis	gdt516_recipe_changed	gdt516_guard
G515-E0011	f4r	f4r	f4r.2	2	P	0	0	0	2	shol	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	9	ORDERED_INSTRUCTION_CARD	EXACT_GDT405_LOCK	SH+OL	HALTEN · FORTSETZEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: HALTEN · FORTSETZEN	GDT405::G405-W0369	18	YES	LOCAL_ADDRESS|SH+OL	NO	GREEN	2	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	SH+OL	HALTEN · FORTSETZEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0012	f4r	f4r	f4r.2	2	P	0	0	0	3	shol	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	10	ORDERED_INSTRUCTION_CARD	EXACT_GDT405_LOCK	SH+OL	HALTEN · FORTSETZEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: HALTEN · FORTSETZEN	GDT405::G405-W0369	18	YES	LOCAL_ADDRESS|SH+OL	NO	GREEN	2	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	SH+OL	HALTEN · FORTSETZEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0013	f4r	f4r	f4r.2	2	P	0	0	0	4	cthol	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	11	ORDERED_INSTRUCTION_CARD	EXACT_GDT405_LOCK	CH+T+OL	NEHMEN · EINSTELLEN · FORTSETZEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSTELLEN · FORTSETZEN	GDT405::G405-W0085	6	NO	NONE	NO	GREEN	3	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	CH+T+OL	NEHMEN · EINSTELLEN · FORTSETZEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0014	f4r	f4r	f4r.2	2	P	0	0	0	5	shtchy	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	12	ORDERED_INSTRUCTION_CARD	NEW_VISIBLE_COMPOSITION	SH+T+CH+Y	HALTEN · EINSTELLEN · NEHMEN · POSTEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: HALTEN · EINSTELLEN · NEHMEN · POSTEN	DIRECT_VISIBLE_COMPOSITION	0	NO	NONE	YES	GREEN	4	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	SH+T+CH+Y	HALTEN · EINSTELLEN · NEHMEN · POSTEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0015	f4r	f4r	f4r.2	2	P	0	0	0	6	chaiin	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	13	ORDERED_INSTRUCTION_CARD	EXACT_CURRENT_RUNNING_RECIPE	CH+AIIN	NEHMEN · WERT	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · WERT	GDT407::4_RUNNING_EVENTS	4	NO	NONE	NO	GREEN	2	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	CH+AIIN	NEHMEN · WERT	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0016	f4r	f4r	f4r.2	2	P	0	0	0	7	s	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	14	ORDERED_INSTRUCTION_CARD	EXACT_GDT405_LOCK	S	WÄHLEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: WÄHLEN	GDT405::G405-W0329	38	YES	S|SECTION_MARKER	NO	GREEN	1	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	S	WÄHLEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0017	f4r	f4r	f4r.2	2	P	0	0	0	8	choraiin	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	15	ORDERED_INSTRUCTION_CARD	NEW_VISIBLE_COMPOSITION	CH+OR+AIIN	NEHMEN · EINHEIT · WERT	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINHEIT · WERT	DIRECT_VISIBLE_COMPOSITION	0	NO	NONE	YES	GREEN	3	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	CH+OR+AIIN	NEHMEN · EINHEIT · WERT	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0018	f4r	f4r	f4r.2	2	P	0	0	0	9	chom	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	16	LOCAL_CLASS_OR_NAME_CARD	EXACT_CURRENT_RUNNING_RECIPE	HO+M_LOCAL	[HO:LOKALSTRUKTUR=KLASSE] · [M_LOCAL:LOKALSTRUKTUR=HIER]	LOKALE KENNUNG BEI abgebildete Ganzpflanze auf f4r: [HO:LOKALSTRUKTUR=KLASSE] · [M_LOCAL:LOKALSTRUKTUR=HIER]	GDT407::2_RUNNING_EVENTS	2	NO	NONE	NO	GREEN	0	2	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	HO+M_LOCAL	[HO:STEUERUNG=KLASSE] · [M_LOCAL:STEUERUNG=HIER]	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0019	f4r	f4r	f4r.3	3	P	0	0	0	1	otchol	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	17	ORDERED_INSTRUCTION_CARD	EXACT_GDT405_LOCK	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: DANACH · NEHMEN · FORTSETZEN	GDT405::G405-W0264	7	NO	NONE	NO	GREEN	3	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0020	f4r	f4r	f4r.3	3	P	0	0	0	2	chol	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	18	ITINERARY_OR_ADDRESS_CARD	EXACT_GDT405_LOCK	OL	FORTSETZEN	ADRESSE/FORTSETZUNG BEI abgebildete Ganzpflanze auf f4r: FORTSETZEN	GDT405::G405-W0055	48	YES	LOCAL_ADDRESS|OL	NO	GREEN	1	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	OL	FORTSETZEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0021	f4r	f4r	f4r.3	3	P	0	0	0	3	chy	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	19	COORDINATE_OR_CATALOGUE_CARD	EXACT_GDT405_LOCK	Y	POSTEN	KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f4r: POSTEN	GDT405::G405-W0063	21	YES	Y	NO	GREEN	1	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	Y	POSTEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0022	f4r	f4r	f4r.3	3	P	0	0	0	4	chaiin	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	20	ORDERED_INSTRUCTION_CARD	EXACT_CURRENT_RUNNING_RECIPE	CH+AIIN	NEHMEN · WERT	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · WERT	GDT407::4_RUNNING_EVENTS	4	NO	NONE	NO	GREEN	2	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	CH+AIIN	NEHMEN · WERT	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0023	f4r	f4r	f4r.3	3	P	0	0	0	5	qotaiin	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	21	ITINERARY_OR_ADDRESS_CARD	EXACT_GDT405_LOCK	OT+AIIN	DANACH · WERT	ADRESSE/FORTSETZUNG BEI abgebildete Ganzpflanze auf f4r: DANACH · WERT	GDT405::G405-W0313	10	NO	NONE	NO	GREEN	2	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	OT+AIIN	DANACH · WERT	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0024	f4r	f4r	f4r.3	3	P	0	0	0	6	daiin	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	22	COORDINATE_OR_CATALOGUE_CARD	EXACT_GDT405_LOCK	AIIN	WERT	KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f4r: WERT	GDT405::G405-W0093	100	YES	AIIN|LOCAL_ADDRESS	NO	GREEN	1	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	AIIN	WERT	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0025	f4r	f4r	f4r.3	3	P	0	0	0	7	shain	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	23	ORDERED_INSTRUCTION_CARD	NEW_VISIBLE_COMPOSITION	SH+AIN	HALTEN · ANTEIL	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: HALTEN · ANTEIL	DIRECT_VISIBLE_COMPOSITION	0	NO	NONE	YES	GREEN	2	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	SH+AIN	HALTEN · ANTEIL	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0026	f4r	f4r	f4r.4	4	P	0	0	1	1	qotchol	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	24	ORDERED_INSTRUCTION_CARD	EXACT_CURRENT_RUNNING_RECIPE	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: DANACH · NEHMEN · FORTSETZEN	GDT407::2_RUNNING_EVENTS	2	NO	NONE	NO	GREEN	3	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
G515-E0027	f4r	f4r	f4r.4	4	P	0	0	1	2	chy	HERBAL	F4R_PROSE_01	F4R_WHOLE_PLANT	abgebildete Ganzpflanze auf f4r	GDT514_IMAGE_FIRST_OWNER_MAP	F4R_PROSE_01	G515-S002	25	COORDINATE_OR_CATALOGUE_CARD	EXACT_GDT405_LOCK	Y	POSTEN	KOORDINATE/KATALOGEINTRAG BEI abgebildete Ganzpflanze auf f4r: POSTEN	GDT405::G405-W0063	21	YES	Y	NO	GREEN	1	0	0	0	NO	NO	COMPLETE_WORKING_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME_OR_PLAINTEXT	Y	POSTEN	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	NO	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
