surface	occurrence_count	physical_pages	gdt515_recipe	gdt516_context_recipe	recipe_atom_count	support_tier	old_exact_recipe_event_count	old_exact_recipe_surface_count	old_exact_recipe_pages	old_exact_recipe_surfaces	longest_old_complete_recipe_fragment_atoms	longest_old_complete_recipe_fragments	max_disjoint_old_recipe_coverage_atoms	max_disjoint_old_recipe_coverage_fraction	max_disjoint_old_recipe_tiles	portable_skeleton	portable_skeleton_family_size	action_skeleton	action_skeleton_family_size	cross_selected_page_recurrence	context_policy	context_basis	new_portable_atom_count	guard
dalky	1	f66r	AL+K+Y	AL+K+Y	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	K+Y	2	0.666667	K+Y	AL+K+Y	2	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
dalol	1	f66r	AL+OL	AL+OL	2	FULL_OLD_RECIPE_CARRIER	1	1	f76r	alol	2	AL+OL	2	1.000000	AL+OL	AL+OL	1	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
dard	1	f66r	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	D_ADDR+AR	2	0.666667	D_ADDR+AR	AR	2	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
dcheey	1	f31r	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y	4	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	CH+Y	1	CH	13	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
dcheol	1	f66r	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	4	CH+E+O+L|D_ADDR+CH+E+O	4	0.800000	D_ADDR+CH+E+O	CH+L	1	CH	13	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
dkar	1	f66r	D_ADDR+K+AR	D_ADDR+K+AR	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	K+AR	2	0.666667	K+AR	K+AR	3	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
doiiin	1	f20v	D_ADDR+O+IIN	D_ADDR+O+IIN	3	FULL_OLD_RECIPE_CARRIER	2	1	f13r|f67r2	doiin	3	D_ADDR+O+IIN	3	1.000000	D_ADDR+O+IIN	NONE	6	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	D_ADDR+OL|OL+AR|SH+Y	4	0.800000	OL+AR|SH+Y	OL+AR+SH+Y	1	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	D_ADDR+SH+OL+D_ADDR+IIN+R	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	SH+OL	2	0.333333	SH+OL	SH+OL+R	1	SH+R	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
dyky	1	f66r	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	Y+K+Y	4	1.000000	D_ADDR+Y|K+Y	Y+K+Y	1	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	D_ADDR+Y|Y+T	2	0.333333	Y+T	Y+T+CH+Y	1	T+CH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
f	4	f66r	LOCAL_CHAR_F	LOCAL_CHAR_F	1	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	NONE	6	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S	3	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	S	1	S	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
fary	1	f66r	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	AR+Y|LOCAL_CHAR_F+AR	2	0.666667	LOCAL_CHAR_F+AR	AR+Y	1	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	CHD+AR	2	0.666667	CHD+AR	CHD+AR	1	CHD	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	CHD+Y	2	0.500000	CHD+Y	CHD+Y+R	1	CHD+R	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
folchol	1	f20v	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	OL+OL	2	0.666667	OL+OL	OL+OL	1	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	D_ADDR+CH+Y|SH+O+D_ADDR	5	0.833333	D_ADDR+CH+Y|SH+O	SH+CH+Y	1	SH+CH	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
kardy	1	f66r	K+AR+DY	K+AR+DY	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	K+AR	2	0.666667	K+AR	K+AR	3	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
kcheeky	1	f66r	K+CH+EE+K+Y	K+CH+EE+K+Y	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	K+Y	2	0.400000	K+Y	K+CH+K+Y	1	K+CH+K	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
kcheody	1	f66r	K+CH+E+O+Y	K+CH+E+O+Y	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	4	CH+E+O+Y	4	0.800000	CH+E+O+Y	K+CH+Y	3	K+CH	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
kchody	1	f66r	K+CH+O+D_ADDR+Y	K+CH+O+D_ADDR+Y	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	4	CH+O+D_ADDR+Y|K+CH+O+D_ADDR	4	0.800000	K+CH+O+D_ADDR	K+CH+Y	3	K+CH	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
