statement_id	register	record_unit_id	page	events	event_ids	owner_codes	owner_reset	source_required	source_status	source_value_de	quantity_required	quantity_status	quantity_value_de	path_required	path_status	path_value_de	target_required	target_status	target_value_de	completion_class	complete_expansion_de	phase_chain	form_signature	form_class_id	form_status	apprentice_rule_de
H4-S002	HERBAL	H4	f55v	3	E061|E062|E063	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	YES	RECORD_INHERITED	zweite Teilportion von Pflanzenmaterial	YES	EXPLICIT	Sollmaß	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	RECORD_COMPLETED	Quelle [RECORD_INHERITED]: zweite Teilportion von Pflanzenmaterial; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: Sollmaß; zweite Teilportion vom Pflanzenmaterial umsetzen; verwahren.	MEASURE>PREPARE	MEASURE>PREPARE||RECORD_INHERITED|EXPLICIT|NOT_REQUIRED|NOT_REQUIRED	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
H4-S003	HERBAL	H4	f55v	4	E064|E065|E066|E067	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	YES	EXPLICIT	Auszug aus der Quelle	YES	EXPLICIT	zweite Teilportion vom Pflanzenmaterial auf Sollmaß zuführen	YES	LOCAL_EXEMPLAR	lokal gelernter Transferweg	YES	LOCAL_EXEMPLAR	örtlich gelernte, nicht sichtbare Zielstelle	LOCAL_EXEMPLAR_REQUIRED	Quelle [EXPLICIT]: Auszug aus der Quelle; Menge/Stufe [EXPLICIT]: zweite Teilportion vom Pflanzenmaterial auf Sollmaß zuführen; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [LOCAL_EXEMPLAR]: örtlich gelernte, nicht sichtbare Zielstelle. Handlung: zweite Teilportion vom Pflanzenmaterial auf Sollmaß zuführen; Auszug aus der Quelle; zweite Teilportion vom Pflanzenmaterial länger wärmen; fortsetzen; Schluss.	MEASURE>MOVE>MEASURE>PREPARE>CLOSE	MEASURE>MOVE>MEASURE>PREPARE>CLOSE||EXPLICIT|EXPLICIT|LOCAL_EXEMPLAR|LOCAL_EXEMPLAR	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
H4-S004	HERBAL	H4	f55v	6	E068|E069|E070|E071|E072|E073	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	YES	RECORD_INHERITED	zweite Teilportion von Pflanzenmaterial	YES	EXPLICIT	Sollmaß | Stoffportion des Ansatzes	YES	LOCAL_EXEMPLAR	lokal gelernter Transferweg	YES	EXPLICIT	an die Zielstelle „breitblättrige Rispenpflanze mit auffälligem Wurzelkörper“ setzen	LOCAL_EXEMPLAR_REQUIRED	Quelle [RECORD_INHERITED]: zweite Teilportion von Pflanzenmaterial; Menge/Stufe [EXPLICIT]: Sollmaß | Stoffportion des Ansatzes; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: an die Zielstelle „breitblättrige Rispenpflanze mit auffälligem Wurzelkörper“ setzen. Handlung: Sollmaß; an die Zielstelle „breitblättrige Rispenpflanze mit auffälligem Wurzelkörper“ setzen; zweite Teilportion vom Pflanzenmaterial weiter füllen; Ansatz; laufender Pflanzenansatz; Stoffportion des Ansatzes.	MEASURE>APPLY>MEASURE>PREPARE>MOVE>MEASURE	MEASURE>APPLY>MEASURE>PREPARE>MOVE>MEASURE||RECORD_INHERITED|EXPLICIT|LOCAL_EXEMPLAR|EXPLICIT	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
H5-S001	HERBAL	H5	f56r	9	E074|E075|E076|E077|E078|E079|E080|E081|E082	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	YES	YES	OWNER_VISIBLE	Pflanzenmaterial	YES	EXPLICIT	Sollmaß	YES	LOCAL_EXEMPLAR	lokal gelernter Transferweg	YES	EXPLICIT	diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ | Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“	LOCAL_EXEMPLAR_REQUIRED	Quelle [OWNER_VISIBLE]: Pflanzenmaterial; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ | Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“. Handlung: Zutat aus dem Ansatz abziehen; Zutat; diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“; Sollmaß; Zutat; weiter zuführen; danach Ansatz abziehen; verwende den laufenden Pflanzenansatz; Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“.	COLLECT>SELECT>MOVE>MEASURE>SELECT>MOVE>COLLECT>APPLY>MOVE	COLLECT>SELECT>MOVE>MEASURE>SELECT>MOVE>COLLECT>APPLY>MOVE||OWNER_VISIBLE|EXPLICIT|LOCAL_EXEMPLAR|EXPLICIT	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
H5-S002	HERBAL	H5	f56r	4	E083|E084|E085|E086	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	YES	RECORD_INHERITED	laufender Pflanzenansatz	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	YES	RECORD_INHERITED	diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ | Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“	RECORD_COMPLETED	Quelle [RECORD_INHERITED]: laufender Pflanzenansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [RECORD_INHERITED]: diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ | Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“. Handlung: fortsetzen; diese Zutat; verwende Zugabe; länger durch den Durchlass; Schluss.	PREPARE>SELECT>APPLY>HOLD>CLOSE	PREPARE>SELECT>APPLY>HOLD>CLOSE||RECORD_INHERITED|NOT_REQUIRED|NOT_REQUIRED|RECORD_INHERITED	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
H5-S003	HERBAL	H5	f56r	4	E087|E088|E089|E090	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	YES	RECORD_INHERITED	Zugabe	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	RECORD_COMPLETED	Quelle [RECORD_INHERITED]: Zugabe; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: halten; Zutat; Zugabe kurz zuführen; Zugabe erneut ansetzen.	HOLD>SELECT>HOLD>SELECT	HOLD>SELECT>HOLD>SELECT||RECORD_INHERITED|NOT_REQUIRED|NOT_REQUIRED|NOT_REQUIRED	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
H5-S004	HERBAL	H5	f56r	3	E091|E092|E093	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	YES	RECORD_INHERITED	Zugabe	NO	NOT_REQUIRED	—	YES	LOCAL_EXEMPLAR	lokal gelernter Transferweg	YES	EXPLICIT	an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen	LOCAL_EXEMPLAR_REQUIRED	Quelle [RECORD_INHERITED]: Zugabe; Menge/Stufe [NOT_REQUIRED]: —; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen. Handlung: Zugabe ansetzen; Auszug ansetzen; an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen.	SELECT>MOVE	SELECT>MOVE||RECORD_INHERITED|NOT_REQUIRED|LOCAL_EXEMPLAR|EXPLICIT	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
H5-S005	HERBAL	H5	f56r	4	E094|E095|E096|E097	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	YES	EXPLICIT	Zutat aus dem Vorrat zuführen	YES	EXPLICIT	danach eine Stoffportion	YES	LOCAL_EXEMPLAR	lokal gelernter Transferweg	YES	RECORD_INHERITED	an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen	LOCAL_EXEMPLAR_REQUIRED	Quelle [EXPLICIT]: Zutat aus dem Vorrat zuführen; Menge/Stufe [EXPLICIT]: danach eine Stoffportion; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [RECORD_INHERITED]: an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen. Handlung: Zutat; Zugabe ansetzen; Zutat aus dem Vorrat zuführen; danach eine Stoffportion.	SELECT>MOVE>MEASURE	SELECT>MOVE>MEASURE||EXPLICIT|EXPLICIT|LOCAL_EXEMPLAR|RECORD_INHERITED	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
H5-S006	HERBAL	H5	f56r	3	E098|E099|E100	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	YES	RECORD_INHERITED	Teilportion von Zugabe	YES	EXPLICIT	Sollmaß	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	RECORD_COMPLETED	Quelle [RECORD_INHERITED]: Teilportion von Zugabe; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: nächster Posten; kurz weiter zuführen; Sollmaß.	SELECT>HOLD>MEASURE	SELECT>HOLD>MEASURE||RECORD_INHERITED|EXPLICIT|NOT_REQUIRED|NOT_REQUIRED	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
B1-S001	BIOLOGICAL	B1	f81v	1	E101	B1_SHARED_TWO_ROW_POOL	YES	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	NO_DIRECTIONAL_OR_QUANTITY_SLOT_REQUIRED	Quelle [NOT_REQUIRED]: —; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: kurz ansetzen; Schluss.	HOLD>CLOSE	HOLD>CLOSE||NOT_REQUIRED|NOT_REQUIRED|NOT_REQUIRED|NOT_REQUIRED	F01	RECURRENT_APPRENTICE_FORM	Führe den örtlich bestimmten Halteschritt aus und schließe die Zelle.
B1-S002	BIOLOGICAL	B1	f81v	19	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	B1_SHARED_TWO_ROW_POOL	NO	YES	EXPLICIT	aus der Arbeitsflüssigkeit	YES	EXPLICIT	Sollmaß setzen | eine Stoffportion | weitere Stoffportion | Sollmaß | Sollmaß	YES	EXPLICIT	Flüssigkeit in den Lauf geben	YES	EXPLICIT	an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen | Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ | kurz an der Durchgangsstelle bei „gemeinsame zweireihige Figuren- und Beckenanlage“ | länger bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ halten	FULLY_EXPLICIT	Quelle [EXPLICIT]: aus der Arbeitsflüssigkeit; Menge/Stufe [EXPLICIT]: Sollmaß setzen | eine Stoffportion | weitere Stoffportion | Sollmaß | Sollmaß; Lauf [EXPLICIT]: Flüssigkeit in den Lauf geben; Ziel [EXPLICIT]: an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen | Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ | kurz an der Durchgangsstelle bei „gemeinsame zweireihige Figuren- und Beckenanlage“ | länger bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ halten. Handlung: Sollmaß setzen; Flüssigkeit in den Lauf geben; an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen; aus der Arbeitsflüssigkeit; fortsetzen; eine Stoffportion; weitere Stoffportion; Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“; fortsetzen; weiter abkühlen; weiterführen; weiterer Ansatz; fortsetzen; kurz an der Durchgangsstelle bei „gemeinsame zweireihige Figuren- und Beckenanlage“; Sollmaß; länger bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ halten; Sollmaß; durchführen; umsetzen; Schluss.	MEASURE>MOVE>APPLY>MOVE>PREPARE>MEASURE>MOVE>PREPARE>HOLD>MOVE>PREPARE>HOLD>MEASURE>APPLY>MEASURE>MOVE>CLOSE	MEASURE>MOVE>APPLY>MOVE>PREPARE>MEASURE>MOVE>PREPARE>HOLD>MOVE>PREPARE>HOLD>MEASURE>APPLY>MEASURE>MOVE>CLOSE||EXPLICIT|EXPLICIT|EXPLICIT|EXPLICIT	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
B1-S003	BIOLOGICAL	B1	f81v	2	E121|E122	B1_SHARED_TWO_ROW_POOL	NO	YES	RECORD_INHERITED	laufender Stationsansatz	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	NO	NOT_REQUIRED	—	RECORD_COMPLETED	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: fortsetzen; gebuendelt umsetzen; Schluss.	PREPARE>HOLD>CLOSE	PREPARE>HOLD>CLOSE||RECORD_INHERITED|NOT_REQUIRED|NOT_REQUIRED|NOT_REQUIRED	F05	RECURRENT_APPRENTICE_FORM	Bearbeite den übernommenen Bestand, halte ihn bis zum örtlichen Zustand und schließe.
B1-S004	BIOLOGICAL	B1	f81v	3	E123|E124|E125	B1_SHARED_TWO_ROW_POOL	NO	YES	RECORD_INHERITED	laufender Stationsansatz	NO	NOT_REQUIRED	—	YES	OWNER_VISIBLE	sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage	YES	OWNER_VISIBLE	gemeinsame zweireihige Figuren- und Beckenanlage	RECORD_COMPLETED	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [OWNER_VISIBLE]: gemeinsame zweireihige Figuren- und Beckenanlage. Handlung: laufender Stationsansatz umsetzen; fortsetzen; absetzen; Schluss.	MOVE>PREPARE>HOLD>CLOSE	MOVE>PREPARE>HOLD>CLOSE||RECORD_INHERITED|NOT_REQUIRED|OWNER_VISIBLE|OWNER_VISIBLE	LOCAL_FORM	LOCAL_FORM	Aus dem lokalen Artikel-/Stationsmuster kopieren.
