statement_id	register	record_unit_id	page	phase_chain	source_supply	quantity_supply	path_supply	target_supply	reason_local	complete_expansion_de
H4-S002	HERBAL	H4	f55v	MEASURE>PREPARE	RECORD_INHERITED	EXPLICIT	NOT_REQUIRED	NOT_REQUIRED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: zweite Teilportion von Pflanzenmaterial; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: Sollmaß; zweite Teilportion vom Pflanzenmaterial umsetzen; verwahren.
H4-S003	HERBAL	H4	f55v	MEASURE>MOVE>MEASURE>PREPARE>CLOSE	EXPLICIT	EXPLICIT	LOCAL_EXEMPLAR	LOCAL_EXEMPLAR	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: Auszug aus der Quelle; Menge/Stufe [EXPLICIT]: zweite Teilportion vom Pflanzenmaterial auf Sollmaß zuführen; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [LOCAL_EXEMPLAR]: örtlich gelernte, nicht sichtbare Zielstelle. Handlung: zweite Teilportion vom Pflanzenmaterial auf Sollmaß zuführen; Auszug aus der Quelle; zweite Teilportion vom Pflanzenmaterial länger wärmen; fortsetzen; Schluss.
H4-S004	HERBAL	H4	f55v	MEASURE>APPLY>MEASURE>PREPARE>MOVE>MEASURE	RECORD_INHERITED	EXPLICIT	LOCAL_EXEMPLAR	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: zweite Teilportion von Pflanzenmaterial; Menge/Stufe [EXPLICIT]: Sollmaß | Stoffportion des Ansatzes; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: an die Zielstelle „breitblättrige Rispenpflanze mit auffälligem Wurzelkörper“ setzen. Handlung: Sollmaß; an die Zielstelle „breitblättrige Rispenpflanze mit auffälligem Wurzelkörper“ setzen; zweite Teilportion vom Pflanzenmaterial weiter füllen; Ansatz; laufender Pflanzenansatz; Stoffportion des Ansatzes.
H5-S001	HERBAL	H5	f56r	COLLECT>SELECT>MOVE>MEASURE>SELECT>MOVE>COLLECT>APPLY>MOVE	OWNER_VISIBLE	EXPLICIT	LOCAL_EXEMPLAR	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [OWNER_VISIBLE]: Pflanzenmaterial; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ | Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“. Handlung: Zutat aus dem Ansatz abziehen; Zutat; diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“; Sollmaß; Zutat; weiter zuführen; danach Ansatz abziehen; verwende den laufenden Pflanzenansatz; Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“.
H5-S002	HERBAL	H5	f56r	PREPARE>SELECT>APPLY>HOLD>CLOSE	RECORD_INHERITED	NOT_REQUIRED	NOT_REQUIRED	RECORD_INHERITED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Pflanzenansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [RECORD_INHERITED]: diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ | Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“. Handlung: fortsetzen; diese Zutat; verwende Zugabe; länger durch den Durchlass; Schluss.
H5-S003	HERBAL	H5	f56r	HOLD>SELECT>HOLD>SELECT	RECORD_INHERITED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Zugabe; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: halten; Zutat; Zugabe kurz zuführen; Zugabe erneut ansetzen.
H5-S004	HERBAL	H5	f56r	SELECT>MOVE	RECORD_INHERITED	NOT_REQUIRED	LOCAL_EXEMPLAR	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Zugabe; Menge/Stufe [NOT_REQUIRED]: —; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen. Handlung: Zugabe ansetzen; Auszug ansetzen; an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen.
H5-S005	HERBAL	H5	f56r	SELECT>MOVE>MEASURE	EXPLICIT	EXPLICIT	LOCAL_EXEMPLAR	RECORD_INHERITED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: Zutat aus dem Vorrat zuführen; Menge/Stufe [EXPLICIT]: danach eine Stoffportion; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [RECORD_INHERITED]: an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen. Handlung: Zutat; Zugabe ansetzen; Zutat aus dem Vorrat zuführen; danach eine Stoffportion.
H5-S006	HERBAL	H5	f56r	SELECT>HOLD>MEASURE	RECORD_INHERITED	EXPLICIT	NOT_REQUIRED	NOT_REQUIRED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Teilportion von Zugabe; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: nächster Posten; kurz weiter zuführen; Sollmaß.
B1-S002	BIOLOGICAL	B1	f81v	MEASURE>MOVE>APPLY>MOVE>PREPARE>MEASURE>MOVE>PREPARE>HOLD>MOVE>PREPARE>HOLD>MEASURE>APPLY>MEASURE>MOVE>CLOSE	EXPLICIT	EXPLICIT	EXPLICIT	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: aus der Arbeitsflüssigkeit; Menge/Stufe [EXPLICIT]: Sollmaß setzen | eine Stoffportion | weitere Stoffportion | Sollmaß | Sollmaß; Lauf [EXPLICIT]: Flüssigkeit in den Lauf geben; Ziel [EXPLICIT]: an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen | Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ | kurz an der Durchgangsstelle bei „gemeinsame zweireihige Figuren- und Beckenanlage“ | länger bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ halten. Handlung: Sollmaß setzen; Flüssigkeit in den Lauf geben; an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen; aus der Arbeitsflüssigkeit; fortsetzen; eine Stoffportion; weitere Stoffportion; Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“; fortsetzen; weiter abkühlen; weiterführen; weiterer Ansatz; fortsetzen; kurz an der Durchgangsstelle bei „gemeinsame zweireihige Figuren- und Beckenanlage“; Sollmaß; länger bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ halten; Sollmaß; durchführen; umsetzen; Schluss.
B1-S004	BIOLOGICAL	B1	f81v	MOVE>PREPARE>HOLD>CLOSE	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [OWNER_VISIBLE]: gemeinsame zweireihige Figuren- und Beckenanlage. Handlung: laufender Stationsansatz umsetzen; fortsetzen; absetzen; Schluss.
B1-S006	BIOLOGICAL	B1	f81v	MEASURE>MOVE>HOLD	RECORD_INHERITED	EXPLICIT	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [EXPLICIT]: eine Stoffportion zugeben; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [EXPLICIT]: bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ abkühlen. Handlung: eine Stoffportion zugeben; durchführen; weiterführen; bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ abkühlen.
B1-S008	BIOLOGICAL	B1	f81v	MOVE>PREPARE>HOLD>PREPARE>HOLD>CLOSE	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [OWNER_VISIBLE]: gemeinsame zweireihige Figuren- und Beckenanlage. Handlung: laufender Stationsansatz; fortsetzen; kurz wärmen; fortsetzen; absetzen; Schluss.
B1-S011	BIOLOGICAL	B1	f81v	MOVE>APPLY	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [OWNER_VISIBLE]: gemeinsame zweireihige Figuren- und Beckenanlage. Handlung: durchführen; verwende den laufenden Stationsansatz.
B1-S014	BIOLOGICAL	B1	f81v	MOVE>COLLECT>MOVE>PREPARE>MOVE	EXPLICIT	NOT_REQUIRED	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: danach von aufgefangener Bestand des laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [EXPLICIT]: zum Auslass führen. Handlung: laufender Stationsansatz umsetzen; laufender Stationsansatz auffangen; zum Auslass führen; fortsetzen; danach von aufgefangener Bestand des laufender Stationsansatz.
B1-S015	BIOLOGICAL	B1	f81v	HOLD>MOVE>CLOSE	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: aufgefangener Bestand des laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [OWNER_VISIBLE]: gemeinsame zweireihige Figuren- und Beckenanlage. Handlung: aufgefangener Bestand des laufender Stationsansatz kurz füllen; Ansatz umsetzen; Schluss.
B1-S016	BIOLOGICAL	B1	f81v	APPLY>HOLD>PREPARE>HOLD>CLOSE	RECORD_INHERITED	NOT_REQUIRED	NOT_REQUIRED	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [EXPLICIT]: an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen. Handlung: an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen; länger ansetzen; fortsetzen; absetzen; Schluss.
B1-S017	BIOLOGICAL	B1	f81v	MOVE>HOLD>MOVE>CLOSE	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [EXPLICIT]: Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“. Handlung: Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“; kurz fortsetzen; umsetzen; Schluss.
B1-S018	BIOLOGICAL	B1	f81v	MOVE>HOLD>MEASURE>COLLECT>CLOSE	RECORD_INHERITED	EXPLICIT	OWNER_VISIBLE	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [EXPLICIT]: Sollstufe; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [OWNER_VISIBLE]: gemeinsame zweireihige Figuren- und Beckenanlage. Handlung: laufender Stationsansatz führen; kurz halten; Sollstufe; länger auffangen; Schluss.
B1-S021	BIOLOGICAL	B1	f81v	MOVE	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: aufgefangener Bestand des laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei gemeinsame zweireihige Figuren- und Beckenanlage; Ziel [EXPLICIT]: Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“. Handlung: Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“.
B2-S001	BIOLOGICAL	B2	f82r	MOVE>CLOSE	OWNER_VISIBLE	NOT_REQUIRED	OWNER_VISIBLE	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [OWNER_VISIBLE]: obere Beckenflüssigkeit; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei obere Doppelbecken mit Zylinderstation; Ziel [OWNER_VISIBLE]: obere Doppelbecken mit Zylinderstation. Handlung: umsetzen; Schluss.
B2-S004	BIOLOGICAL	B2	f82r	APPLY>MEASURE>MOVE>HOLD>MOVE>CLOSE	RECORD_INHERITED	RECORD_INHERITED	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Teilportion von obere Beckenflüssigkeit; Menge/Stufe [RECORD_INHERITED]: eine Stoffportion zugeben; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei obere Doppelbecken mit Zylinderstation; Ziel [EXPLICIT]: an die Zielstelle „obere Doppelbecken mit Zylinderstation“ setzen. Handlung: an die Zielstelle „obere Doppelbecken mit Zylinderstation“ setzen; Teilportion von obere Beckenflüssigkeit zum Durchlass führen; hinausführen; länger ansetzen; hinaus seihen; Schluss.
B2-S005	BIOLOGICAL	B2	f82r	APPLY>MEASURE>MOVE>MEASURE>HOLD>MEASURE>MOVE>CLOSE	RECORD_INHERITED	EXPLICIT	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Teilportion von obere Beckenflüssigkeit; Menge/Stufe [EXPLICIT]: Auffang-Sollmaß | Sollmaß setzen | Sollmaß setzen; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei obere Doppelbecken mit Zylinderstation; Ziel [EXPLICIT]: Teilportion von obere Beckenflüssigkeit an die Zielstelle „obere Doppelbecken mit Zylinderstation“ setzen. Handlung: Teilportion von obere Beckenflüssigkeit an die Zielstelle „obere Doppelbecken mit Zylinderstation“ setzen; Auffang-Sollmaß; durchführen; Sollmaß setzen; Sollmaß setzen; kurz bereit fortsetzen; Teilportion von obere Beckenflüssigkeit länger wärmen; abführen; Schluss.
B2-S006	BIOLOGICAL	B2	f82r	HOLD>APPLY>MEASURE>APPLY	RECORD_INHERITED	RECORD_INHERITED	NOT_REQUIRED	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Teilportion von obere Beckenflüssigkeit; Menge/Stufe [RECORD_INHERITED]: Auffang-Sollmaß | Sollmaß setzen | Sollmaß setzen; Lauf [NOT_REQUIRED]: —; Ziel [EXPLICIT]: an die Zielstelle „obere Doppelbecken mit Zylinderstation“ setzen. Handlung: nächsten Posten länger halten; an die Zielstelle „obere Doppelbecken mit Zylinderstation“ setzen; Teilportion von obere Beckenflüssigkeit kurz im Durchlass halten; verwende Teilportion von obere Beckenflüssigkeit.
B2-S008	BIOLOGICAL	B2	f82r	MEASURE>MOVE>HOLD>CLOSE	EXPLICIT	EXPLICIT	OWNER_VISIBLE	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: von Flüssigkeit am Zwischenknoten einsetzen; Menge/Stufe [EXPLICIT]: nächstes Sollmaß; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei mittlere linke Seitenstation mit Zwischenknoten; Ziel [OWNER_VISIBLE]: mittlere linke Seitenstation mit Zwischenknoten. Handlung: nächstes Sollmaß; von Flüssigkeit am Zwischenknoten einsetzen; absetzen; Schluss.
B2-S010	BIOLOGICAL	B2	f82r	HOLD>APPLY>MOVE>COLLECT	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Flüssigkeit am Zwischenknoten; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei mittlere linke Seitenstation mit Zwischenknoten; Ziel [OWNER_VISIBLE]: mittlere linke Seitenstation mit Zwischenknoten. Handlung: länger ansetzen; verwende Flüssigkeit am Zwischenknoten; abführen; EMPFANGSBESTAND.
B2-S012	BIOLOGICAL	B2	f82r	MEASURE>COLLECT>HOLD>COLLECT>MEASURE>COLLECT>HOLD>CLOSE	RECORD_INHERITED	EXPLICIT	NOT_REQUIRED	NOT_REQUIRED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: zweite Teilportion von Posten der Einzelstation; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: zweite Teilportion des Postens der Einzelstation abziehen; EMPFANGSBESTAND; Empfangsbestand kurz bereithalten; länger ansetzen; Empfangsbestand länger abziehen; Sollmaß; Fraktion des Empfangsbestands; vollständig ansetzen; Schluss.
B2-S014	BIOLOGICAL	B2	f82r	COLLECT	EXPLICIT	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: von Fraktion des Empfangsbestands abführen; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: von Fraktion des Empfangsbestands abführen.
B2-S016	BIOLOGICAL	B2	f82r	MOVE>PREPARE>MEASURE>HOLD>MEASURE>HOLD>MOVE>CLOSE	EXPLICIT	EXPLICIT	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: von Flüssigkeit am Beckenrand hinausführen; Menge/Stufe [EXPLICIT]: Sollmaß | Sollmaß setzen; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei untere Beckenrand- und Endstationen; Ziel [EXPLICIT]: Zielstelle „untere Beckenrand- und Endstationen“. Handlung: Zielstelle „untere Beckenrand- und Endstationen“; von Flüssigkeit am Beckenrand hinausführen; teilen; Sollmaß; nächsten Posten länger halten; Sollmaß setzen; kurz ansetzen; hineinführen; Schluss.
B2-S017	BIOLOGICAL	B2	f82r	HOLD>MOVE>CLOSE	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Flüssigkeit am Beckenrand; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei untere Beckenrand- und Endstationen; Ziel [EXPLICIT]: bei der Zielstelle „untere Beckenrand- und Endstationen“ kurz abkühlen | bei der Zielstelle „untere Beckenrand- und Endstationen“ schließen. Handlung: bei der Zielstelle „untere Beckenrand- und Endstationen“ kurz abkühlen; bei der Zielstelle „untere Beckenrand- und Endstationen“ schließen.
B3-S001	BIOLOGICAL	B3	f83r	COLLECT>CLOSE	OWNER_VISIBLE	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [OWNER_VISIBLE]: Gut der Fächerstation; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: länger auffangen; Schluss.
