world_id	formal_feature	rule_count	visual_endpoints	directions	evidence_families	evidence_lineages	raw_joint_lofo_gain_bits	complexity_cost_bits	selector_paid_joint_gain_bits	pairwise_locus_overlap_count	union_locus_count	latent_role	label	interpretation
34a2d09c8c52fa	SYMBOL_COUNT_GE_6	2	ZODIAC_BARREL;HUMAN_OBJECT_WATER_OR_APPARATUS	PRESENT_ENRICHED;PRESENT_DEPLETED	ZODIAC_BARREL;EXACT_HUMAN_OBJECT_CONTEXT	ZODIAC_BARREL;STOLFI_EXACT_HUMAN_ATLAS	21.023349341	17.164278438	3.859070903	138	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
43b193b16c7a1a	SYMBOL_COUNT_LE_5	2	ZODIAC_BARREL;HUMAN_OBJECT_WATER_OR_APPARATUS	PRESENT_DEPLETED;PRESENT_ENRICHED	ZODIAC_BARREL;EXACT_HUMAN_OBJECT_CONTEXT	ZODIAC_BARREL;STOLFI_EXACT_HUMAN_ATLAS	21.023349341	17.164278438	3.859070903	138	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
1a9c0b9889b4f3	SYMBOL_COUNT_GE_6	2	ZODIAC_BARREL;ZODIAC_FACING	PRESENT_ENRICHED;PRESENT_ENRICHED	ZODIAC_BARREL;ZODIAC_FACING	ZODIAC_BARREL;ZODIAC_FACING	18.628146468	17.164278438	1.463868030	111	213	UNASSIGNED	WEAK_POSTSELECTED	NONE
b69a660c145897	SYMBOL_COUNT_LE_5	2	ZODIAC_BARREL;ZODIAC_FACING	PRESENT_DEPLETED;PRESENT_DEPLETED	ZODIAC_BARREL;ZODIAC_FACING	ZODIAC_BARREL;ZODIAC_FACING	18.628146468	17.164278438	1.463868030	111	213	UNASSIGNED	WEAK_POSTSELECTED	NONE
863553c38e3a5d	SYMBOL_COUNT_LE_5	2	HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_FACING	PRESENT_ENRICHED;PRESENT_DEPLETED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_FACING	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_FACING	17.573280155	17.164278438	0.409001717	186	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
e2ed58d05fdf75	SYMBOL_COUNT_GE_6	2	HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_FACING	PRESENT_DEPLETED;PRESENT_ENRICHED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_FACING	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_FACING	17.573280155	17.164278438	0.409001717	186	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
83efa563c4711c	FAMILY_2GRAM:AB	2	ZODIAC_FACING;ZODIAC_BARREL	PRESENT_ENRICHED;PRESENT_ENRICHED	ZODIAC_FACING;ZODIAC_BARREL	ZODIAC_FACING;ZODIAC_BARREL	15.801874026	17.164278438	-1.362404412	111	213	UNASSIGNED	WEAK_POSTSELECTED	NONE
ac5488d5b9b18f	SYMBOL_COUNT_LE_4	2	ZODIAC_BARREL;BFE_ENCLOSURE	PRESENT_DEPLETED;PRESENT_DEPLETED	ZODIAC_BARREL;GDT002_EXISTING_CHANNEL	ZODIAC_BARREL;GDT002_EXISTING_CHANNEL	14.346279809	17.164278438	-2.817998629	0	167	UNASSIGNED	WEAK_POSTSELECTED	NONE
1c9c42b90a30c1	FAMILY_3GRAM:ABA	2	ZODIAC_BARREL;CONTACT_GAP	PRESENT_ENRICHED;PRESENT_ENRICHED	ZODIAC_BARREL;GDT002_EXISTING_CHANNEL	ZODIAC_BARREL;GDT002_EXISTING_CHANNEL	13.448828064	17.164278438	-3.715450374	0	164	UNASSIGNED	WEAK_POSTSELECTED	NONE
ee19d10bf49128	FAMILY_COMPONENT:B	2	ZODIAC_BARREL;ZODIAC_FACING	PRESENT_ENRICHED;PRESENT_ENRICHED	ZODIAC_BARREL;ZODIAC_FACING	ZODIAC_BARREL;ZODIAC_FACING	12.583748521	17.164278438	-4.580529917	111	213	UNASSIGNED	WEAK_POSTSELECTED	NONE
9f68e149edffab	SYMBOL_COUNT_GE_10	2	HUMAN_OBJECT_WATER_OR_APPARATUS;ZODIAC_BARREL	PRESENT_DEPLETED;PRESENT_ENRICHED	EXACT_HUMAN_OBJECT_CONTEXT;ZODIAC_BARREL	STOLFI_EXACT_HUMAN_ATLAS;ZODIAC_BARREL	6.604198030	17.164278438	-10.560080408	138	745	UNASSIGNED	WEAK_POSTSELECTED	NONE
94021566690dee	FAMILY_3GRAM:BAC	2	ZODIAC_BARREL;CONTACT_GAP	PRESENT_ENRICHED;PRESENT_ENRICHED	ZODIAC_BARREL;GDT002_EXISTING_CHANNEL	ZODIAC_BARREL;GDT002_EXISTING_CHANNEL	5.816801153	17.164278438	-11.347477285	0	164	UNASSIGNED	WEAK_POSTSELECTED	NONE
245211340312ee	LAST_GROUP_SUFFIX_3:QAB	2	ZODIAC_BARREL;BFE_ENCLOSURE	PRESENT_DEPLETED;PRESENT_DEPLETED	ZODIAC_BARREL;GDT002_EXISTING_CHANNEL	ZODIAC_BARREL;GDT002_EXISTING_CHANNEL	4.011668486	17.164278438	-13.152609952	0	167	UNASSIGNED	WEAK_POSTSELECTED	NONE
