page	diagram_id	locus	group_count	local_owner	local_namespace	silent_argument_default	lookup_action_de	complete_local_working_label	content_wager	orientation	crosspage_key
f67r2	A1	f67r2.11	3	A1_RIGHT_SECTOR_SLOT_11	A1_RIGHT_WHEEL_ONLY	dieser lokale Sektorplatz 11 des rechten f67r2-Rades	Zeige dieser lokale Sektorplatz 11 des rechten f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_RIGHT_WHEEL_ONLY.	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R11: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.12	2	A1_RIGHT_SECTOR_SLOT_12	A1_RIGHT_WHEEL_ONLY	dieser lokale Sektorplatz 12 des rechten f67r2-Rades	Zeige dieser lokale Sektorplatz 12 des rechten f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_RIGHT_WHEEL_ONLY.	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R12: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.13	4	A1_RIGHT_RING_BAND_01	A1_RIGHT_WHEEL_ONLY	gegenwärtiges Ringband des rechten f67r2-Rades	Zeige gegenwärtiges Ringband des rechten f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_RIGHT_WHEEL_ONLY.	Rechtes f67r2-Rad, Ringband R01: Örtliche Rubrik für die Zeichen-, Kalender- oder Sektorordnung dieses Rades; sie erläutert ausschließlich den eigenen Ring und stellt keine Verbindung zum linken Rad her.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.14	3	A1_RIGHT_RING_BAND_02	A1_RIGHT_WHEEL_ONLY	gegenwärtiges Ringband des rechten f67r2-Rades	Zeige gegenwärtiges Ringband des rechten f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_RIGHT_WHEEL_ONLY.	Rechtes f67r2-Rad, Ringband R02: Örtliche Rubrik für die Zeichen-, Kalender- oder Sektorordnung dieses Rades; sie erläutert ausschließlich den eigenen Ring und stellt keine Verbindung zum linken Rad her.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.15	1	A1_LEFT_LOCAL_FIELD_15	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 15 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 15 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L15: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.16	4	A1_LEFT_LOCAL_FIELD_16	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 16 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 16 des linken f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L16: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.17	3	A1_LEFT_LOCAL_FIELD_17	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 17 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 17 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L17: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.18	3	A1_LEFT_LOCAL_FIELD_18	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 18 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 18 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L18: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.19	4	A1_LEFT_LOCAL_FIELD_19	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 19 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 19 des linken f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L19: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.20	2	A1_LEFT_LOCAL_FIELD_20	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 20 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 20 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L20: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.21	3	A1_LEFT_LOCAL_FIELD_21	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 21 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 21 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L21: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.22	1	A1_LEFT_LOCAL_FIELD_22	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 22 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 22 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L22: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.23	2	A1_LEFT_LOCAL_FIELD_23	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 23 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 23 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L23: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.24	3	A1_LEFT_LOCAL_FIELD_24	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 24 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 24 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L24: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.25	1	A1_LEFT_LOCAL_FIELD_25	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 25 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 25 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L25: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.26	3	A1_LEFT_LOCAL_FIELD_26	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 26 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 26 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L26: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.27	4	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 27 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 27 des linken f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L27: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.28	2	A1_LEFT_LOCAL_FIELD_28	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 28 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 28 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L28: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.29	2	A1_LEFT_LOCAL_FIELD_29	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 29 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 29 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L29: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.30	2	A1_LEFT_LOCAL_FIELD_30	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 30 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 30 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L30: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.31	1	A1_LEFT_LOCAL_FIELD_31	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 31 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 31 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L31: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.32	4	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 32 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 32 des linken f67r2-Rades; kopiere alle 4 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L32: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.33	3	A1_LEFT_LOCAL_FIELD_33	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 33 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 33 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L33: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.34	2	A1_LEFT_LOCAL_FIELD_34	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 34 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 34 des linken f67r2-Rades; kopiere alle 2 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L34: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.35	3	A1_LEFT_LOCAL_FIELD_35	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 35 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 35 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L35: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.36	3	A1_LEFT_LOCAL_FIELD_36	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 36 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 36 des linken f67r2-Rades; kopiere alle 3 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L36: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
f67r2	A1	f67r2.37	1	A1_LEFT_LOCAL_FIELD_37	A1_LEFT_WHEEL_ONLY	gegenwärtiges lokales Radial-/Ringfeld 37 des linken f67r2-Rades	Zeige gegenwärtiges lokales Radial-/Ringfeld 37 des linken f67r2-Rades; kopiere alle 1 Gruppen; lies den Wert nur unter A1_LEFT_WHEEL_ONLY.	Linkes f67r2-Rad, lokales Radial- oder Ringfeld L37: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	rechts ein 12-teiliges Zeichen-/Kalenderrad mit Bedingungen; links ein Stern-/Aspekt- oder Lehrkreis	NONE	NONE
