surface	card_class	composition	working_meaning_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	was_v48_unknown	target_v48_gloss_de	target_v48_source	target_v48_scope_state	left_surface	left_gloss_de	right_surface	right_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	reason_code	promotable	review_note
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f103r	f103r.41	S	B	3	9	13	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	keeo	[keeo:?]	shey	feucht in der Mitte des Grades	MERGE_2	keeos	MERGE_3	keeosshey	NEITHER_EXACT	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f103v	f103v.4	S	B	3	1	8	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheey	trocken am Ende des Grades	EXACT	y	MERGE_2	ycheey	ONE_EXACT	y cheey qokeey okeey lkees ol qoteedy ykeedy	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104r	f104r.2	S	B	3	7	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	cheodar	die erste Fraktion des mitteltrockenen Ansatzes abmessen	aiin	Menge III	MERGE_2	saiin	EXACT	s	ONE_EXACT	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104r	f104r.28	S	B	3	11	15	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	l	Grundstoff des vorstehenden Ansatzes	or	Drogenportion	MERGE_2	sor	EXACT	s	ONE_EXACT	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f104r	f104r.42	S	B	3	1	3	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	lshedy	eingeweichtes Drogenholz	EXACT	y	EXACT	y	BOTH_EXACT	y lshedy cholkar	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104r	f104r.45	S	B	3	4	11	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	l	Pfund / Gewichtseinheit	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f104r	f104r.6	S	B	3	1	12	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheeody	[cheeody:?]	MERGE_2	ycheeody	ONE	ycheeo	NEITHER_EXACT	y cheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy otain chedam	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104v	f104v.14	S	B	3	4	7	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	lcheolshedy	[lcheolshedy:?]	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	ytedy qokeeo lcheolshedy s aiin cheky daindl	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104v	f104v.17	S	B	3	4	12	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	cheos	Charge eines mitteltrockenen Ansatzes	otkchedy	[otkchedy:?]	ONE	air	EXACT	s	ONE_EXACT	ycheechy cheey cheos s otkchedy cholkchy qotchdy qotol sheedy or ain cheol	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f104v	f104v.31	S	B	3	1	9	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheoraiin	drei Portionen bis zur Mittelstufe getrockneter Droge	MERGE_2	ycheoraiin	EXACT	y	ONE_EXACT	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104v	f104v.5	S	B	3	4	6	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	oeeodain	[oeeodain:?]	airol	[airol:?]	MERGE_2	sairol	EXACT	s	ONE_EXACT	dcheol chdeey oeeodain s airol chedal	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f105r	f105r.20	S	B	3	1	14	INITIAL	0	Samen-/Saatgutposten	GDT660:S_BOS	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	aiin	Menge III	MERGE_2	saiin	EXACT	s	ONE_EXACT	s aiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f105v	f105v.10	S	B	3	11	16	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	chedy	trocken in der Mitte des Grades, abgeschlossen	odar	[odar:?]	MERGE_2	sodar	EXACT	s	ONE_EXACT	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f105v	f105v.30	S	B	3	10	12	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	aiin	Menge III	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	dchedy cheey qokor otaiin otair otair okeedy kaiin aiin s aiin sy	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f106r	f106r.45	S	B	3	1	11	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	sheedal	[sheedal:?]	MERGE_2	ysheedal	MERGE_2	ysheedal	NEITHER_EXACT	y sheedal okain okain otar kaiin chdalkair olkai al keedy okal	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f107r	f107r.12	S	B	3	1	5	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	chol	trocken; nominal trockenes Gut/Material	MERGE_2	ychol	EXACT	y	ONE_EXACT	y chol chol loraiir aiinal	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f107v	f107v.28	S	B	3	1	5	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheor	trockener Drogenteil	MERGE_2	ycheor	EXACT	y	ONE_EXACT	y cheor cheol lcheedy raraiin	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f107v	f107v.47	S	B	3	1	11	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheey	trocken am Ende des Grades	MERGE_2	ycheey	MERGE_2	ycheey	NEITHER_EXACT	y cheey qokeey okeoteey qokey qokey qokeey daiin y okeey odain	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
d	O	FREE_D_OCCURRENCE	abschließen oder mit folgendem or eine Portion abmessen	MEDIUM	f108r	f108r.15	S	B	3	9	11	MEDIAL	0	Dosis	GDT661:D_BODY	READER_BOUNDARY_UNSTABLE	qockhey	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	iirain	[iirain:?]	ONE	diir	MERGE_2	diirain	NEITHER_EXACT	orain cheey chey qokeey chedy okchedy qoeedy qockhey d iirain okain	O_NAMED_CONTEXT_CONFLICT	D_FREE_DOSE_NOT_SUFFIX_CLOSE	0	D_FREE_DOSE_NOT_SUFFIX_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f108r	f108r.25	S	B	3	1	14	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheeor	eine Portion vollständig getrocknete Droge	MERGE_2	ycheeor	MERGE_2	ycheeor	NEITHER_EXACT	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f108v	f108v.18	S	B	3	13	15	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	l	Holzdroge in der gebundenen Anschlussform	aiin	Menge III	MERGE_3	lsaiin	MERGE_2	ls	NEITHER_EXACT	okeey l keedy okeal okey cheykedy qoeedy lo rair cheey ol l s aiin am	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f108v	f108v.44	S	B	3	1	14	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	shey	feucht in der Mitte des Grades	MERGE_2	yshey	MERGE_2	yshey	NEITHER_EXACT	y shey qol lchey shey qokear shey qokeey lsheey oteey sheey qol cheekeey lchg	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f111r	f111r.25	S	B	3	7	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	qokeeo	heißer Ansatz, Bindungsstufe II	chedar	abgemessene Trockenfraktion I, Mittelstufe	MERGE_2	qokeeos	EXACT	s	ONE_EXACT	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f111r	f111r.33	S	B	3	2	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	qoeeeo	[qoeeeo:?]	ain	Menge-/Klassenwert II	EXACT	s	EXACT	s	BOTH_EXACT	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111r	f111r.35	S	B	3	1	6	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	chedl	[chedl:?]	MERGE_2	ychedl	ONE	yche	NEITHER_EXACT	y chedl ar aiin aiy dam	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111r	f111r.46	S	B	3	1	13	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	cheeo	[cheeo:?]	EXACT	y	EXACT	y	BOTH_EXACT	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111v	f111v.11	S	B	3	1	11	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	lcheey	Drogenholz, trocken gebunden, Form II	MERGE_2	ylcheey	MERGE_2	ylcheey	NEITHER_EXACT	y lcheey shear aiin sheear otain otedy qokain chedkain shedaitain shalg	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f111v	f111v.15	S	B	3	15	15	FINAL	0	Samen-/Saatgutposten	GDT660:S_EOS	READER_BOUNDARY_UNSTABLE	l	Holzdroge in der gebundenen Anschlussform	BOUNDARY	BOUNDARY	ONE	ls	ONE	ls	NEITHER_EXACT	sar shey l otain qokaiin al kain chedy otal lchedy qokain chtal otain l s	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111v	f111v.33	S	B	3	1	12	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	sheeil	[sheeil:?]	DELETE	EMPTY	DELETE	EMPTY	NEITHER_EXACT	y sheeil oair ain okan sheain y qokan chan aman cheal char	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f112r	f112r.32	S	B	3	5	13	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	ar	Drogenfraktion I	alkeeor	[alkeeor:?]	EXACT	s	EXACT	s	BOTH_EXACT	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f112v	f112v.19	S	B	3	1	9	INITIAL	0	Samen-/Saatgutposten	GDT660:S_BOS	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	arain	erste Drogenfraktion in Menge II	MERGE_2	sarain	MERGE_2	sarain	NEITHER_EXACT	s arain ain al qoeeey qoteo ar aiiinol chalor	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f112v	f112v.40	S	B	3	1	11	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	cheol	trockener Drogenstoff	EXACT	y	EXACT	y	BOTH_EXACT	y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113r	f113r.12	S	B	3	1	10	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	shoain	[shoain:?]	MERGE_2	yshoain	MERGE_2	yshoain	NEITHER_EXACT	y shoain qoeey qoaiin shol lkeeoar chodaiin otam chos aiin	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f113r	f113r.15	S	B	3	3	5	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	chs	Trockengut, Grundform	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	chol chs s aiin chaiiin	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113r	f113r.29	S	B	3	1	10	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	sheeoaiin	[sheeoaiin:?]	MERGE_2	ysheeoaiin	MERGE_2	ysheeoaiin	NEITHER_EXACT	y sheeoaiin olkeeol chtchol kcheody lkchedy okaiin chal taiin oteedy	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
