surface	card_class	composition	working_meaning_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	was_v48_unknown	target_v48_gloss_de	target_v48_source	target_v48_scope_state	left_surface	left_gloss_de	right_surface	right_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	reason_code	promotable	review_note
chodain	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	f104v	f104v.21	S	B	3	6	6	FINAL	1	[chodain:?]	OPEN	UNKNOWN_SURFACE	qokeey	heiß am Ende des Grades	BOUNDARY	BOUNDARY	EXACT	chodain	EXACT	chodain	BOTH_EXACT	yshor sheedy qokaiin shokchey qokeey chodain	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences admit the unchanged two-dose dry-preparation card.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f104v	f104v.3	S	B	3	1	12	INITIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chedy	trocken in der Mitte des Grades, abgeschlossen	EXACT	shod	EXACT	shod	BOTH_EXACT	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f104v	f104v.33	S	B	3	10	15	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	ar	Drogenfraktion I	chedain	zwei Dosen bis zur Mittelstufe getrockneter Droge	EXACT	odar	EXACT	odar	BOTH_EXACT	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f105r	f105r.15	S	B	3	10	12	MEDIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	oteeol	[oteeol:?]	daiin	Grad-/Maßwert III	EXACT	shod	EXACT	shod	BOTH_EXACT	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f105r	f105r.2	S	B	3	11	13	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	okees	Charge vollständig erhitzten Ansatzes	cheody	getrockneter Ansatz	EXACT	odar	EXACT	odar	BOTH_EXACT	dshees yey cheey raiin otchdy qodor ches or cheey okees odar cheody qody	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f105r	f105r.20	S	B	3	9	14	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	olfaiin	[olfaiin:?]	al	Rohstoffklasse I	EXACT	odar	ONE	ar	ONE_EXACT	s aiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
okaiir	P	O_PREP+K_HOT+AIIR_FRACTION_III	dritte erhitzte Ansatzfraktion	HIGH	f105r	f105r.35	S	B	3	2	12	MEDIAL	1	[okaiir:?]	OPEN	UNKNOWN_SURFACE	ypchedy	trockne hiervon das Pulver bis zur Mittelstufe und stelle es fertig	opcheedy	[opcheedy:?]	EXACT	okaiir	EXACT	okaiir	BOTH_EXACT	ypchedy okaiir opcheedy qokair dar kal otar ol qokal kor orolpchey ofory	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Four occurrences preserve preparation, heat and third fraction.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f105v	f105v.10	S	B	3	12	16	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	s	Samen-/Saatgutposten	air	zweite Drogenfraktion	MERGE_2	sodar	EXACT	odar	ONE_EXACT	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f105v	f105v.11	S	B	3	5	12	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	okaiin	heiß, Grad III, im Ansatzrahmen	aiin	Menge III	EXACT	os	EXACT	os	BOTH_EXACT	roees aiiin ol okaiin os aiin chckhodu qoteedy ckhddl aiir ypar kaiidy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f105v	f105v.14	S	B	3	8	10	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	tail	[tail:?]	kard	[kard:?]	EXACT	odar	EXACT	odar	BOTH_EXACT	pchedaiin chckhdy qokaiir olpchedy olord aiiin tail odar kard chtchy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
dcheo	P	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP	Dosis bis Mittelstufe trocknen und ansetzen	HIGH	f105v	f105v.6	S	B	3	1	13	INITIAL	1	[dcheo:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	fcheeody	[fcheeody:?]	EXACT	dcheo	EXACT	dcheo	BOTH_EXACT	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Six occurrences admit measure, dry-to-middle and prepare in the same order.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f105v	f105v.8	S	B	3	11	11	FINAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	air	zweite Drogenfraktion	BOUNDARY	BOUNDARY	EXACT	odar	EXACT	odar	BOTH_EXACT	fodal kedar olpchesd araiin ksheeol opchedy pchedy opcheddl pchdar air odar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
shory	P	KNOWN_SHOR+Y_START_OR_CLOSE	Blüten- oder Fruchtstand in Grundform, abgeschlossen	MEDIUM	f106r	f106r.41	S	B	3	6	6	FINAL	1	[shory:?]	OPEN	UNKNOWN_SURFACE	cheol	trockener Drogenstoff	BOUNDARY	BOUNDARY	EXACT	shory	ONE	ory	ONE_EXACT	dair alsheod shedy cholchedy cheol shory	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Same ordered composition; no panel neighbor forces a different material, state or closure reading.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f106v	f106v.10	S	B	3	5	7	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	qodaiin	Qualitätsgrad III	ychdy	[ychdy:?]	EXACT	ytain	EXACT	ytain	BOTH_EXACT	ysheody cheol oteey qodaiin ytain ychdy oltydy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
chodain	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	f106v	f106v.12	S	B	3	3	10	MEDIAL	1	[chodain:?]	OPEN	UNKNOWN_SURFACE	qoeeda	[qoeeda:?]	otalchdy	[otalchdy:?]	EXACT	chodain	EXACT	chodain	BOTH_EXACT	ycheey qoeeda chodain otalchdy qokaiin chokaiin chody qokal otal otam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences admit the unchanged two-dose dry-preparation card.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f106v	f106v.3	S	B	3	8	13	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	lchedy	getrocknetes Drogenholz	otar	kalte Drogenfraktion I im Ansatz	EXACT	ytain	EXACT	ytain	BOTH_EXACT	yshedaiin shckhy cheokchy sar al cho lchedy ytain otar al chdy daly lody	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f107r	f107r.11	S	B	3	4	12	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	qokaiin	heiß, Grad III	y	hierzu:	EXACT	ytain	EXACT	ytain	BOTH_EXACT	cheeo cheeol qokaiin ytain y keeol l oraiin okaiin okar okaiin otaram	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
chtaiin	P	CH_DRY+T_COLD+AIIN_III	getrocknete Droge auf Kältestufe III	HIGH	f107r	f107r.14	S	B	3	6	10	MEDIAL	1	[chtaiin:?]	OPEN	UNKNOWN_SURFACE	alam	ein Maß Rohdroge I	otarain	zwei Teile der ersten kalten Drogenfraktion im Ansatz	EXACT	chtaiin	EXACT	chtaiin	BOTH_EXACT	cthedy lshedy cheolchear or alam chtaiin otarain chey qokaiin otain	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences preserve dry, cold and grade-III order.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f107r	f107r.22	S	B	3	3	11	MEDIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	okaiiin	heiß im Zubereitungsrahmen, Grad IV	daiin	Grad-/Maßwert III	ONE	shoikhy	ONE	shockhy	NEITHER_EXACT	yksheol okaiiin shoy daiin qotalal lshedy qokal r aiiin okair lldy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f107v	f107v.12	S	B	3	8	11	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	qokaly	erhitze Rohdroge I leicht und schließe ab	choty	kalter Trockenansatz	EXACT	odar	EXACT	odar	BOTH_EXACT	qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f107v	f107v.13	S	B	3	8	10	MEDIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	qokaiin	heiß, Grad III	ONE	shoeky	EXACT	shoy	ONE_EXACT	ycheey qokain ockheody qokair otal qokaiin otal shoy qokaiin dalam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f108v	f108v.24	S	B	3	7	12	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	ain	Menge-/Klassenwert II	sheey	feucht am Ende des Grades	EXACT	odar	EXACT	odar	BOTH_EXACT	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
shodain	P	SH_MOIST+O_PREP+D_MEASURE+AIN_II	zwei Dosen Feuchtansatz	HIGH	f108v	f108v.43	S	B	3	1	9	INITIAL	1	[shodain:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	cheal	Rohstoffklasse I, trocken in der Gradmitte	EXACT	shodain	EXACT	shodain	BOTH_EXACT	shodain cheal shedy rcheetey qokeey cheolkeedy cheol chedytey okeearam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Four occurrences admit the unchanged two-dose moist-preparation nominal card.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f10r	f10r.2	H	A	1	5	10	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	chty	trocken-kalt am Gradanfang	chair	[chair:?]	EXACT	os	EXACT	os	BOTH_EXACT	dchey cthoor char chty os chair otytchol oky daiin etyd	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
koshey	P	K_HOT+O_PREP+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	heißen Ansatz bis Mittelstufe einweichen und abschließen	HIGH	f111v	f111v.1	S	B	3	1	10	INITIAL	1	[koshey:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	qokal	Rohstoffklasse I, heiß am Gradanfang	EXACT	koshey	EXACT	koshey	BOTH_EXACT	koshey qokal chckheal opcheodair alkain sheokain cheok okeal shedy ralchy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves hot preparation, moist-to-middle and closure.
chodain	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	f113r	f113r.1	S	B	3	10	12	MEDIAL	1	[chodain:?]	OPEN	UNKNOWN_SURFACE	lkchy	[lkchy:?]	alar	[alar:?]	EXACT	chodain	EXACT	chodain	BOTH_EXACT	pches chy ypcheedy fchdy chetar qopchedaiin oteey oty lkchy chodain alar chedy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences admit the unchanged two-dose dry-preparation card.
cphoy	P	CPH_COMPOSITE+O_PREP+Y_START_OR_CLOSE	Kompositum ansetzen und leicht abschließen	MEDIUM	f113r	f113r.20	S	B	3	7	10	MEDIAL	1	[cphoy:?]	OPEN	UNKNOWN_SURFACE	chdain	Trockendroge in Dosis II	chor	Pflanzen-/Reproduktionsteil	ONE	cphoithy	EXACT	cphoy	ONE_EXACT	kshoraiin qokeeoar shoteol lklcheol qokar chdain cphoy chor aiin ckhydy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences admit composite preparation plus closure in the same order.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f113r	f113r.28	S	B	3	4	13	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	chal	Rohstoffklasse I, trocken am Gradanfang	akchy	[akchy:?]	EXACT	os	EXACT	os	BOTH_EXACT	sar al chal os akchy daiin cheeeo rain otain chol lcholkaiin cheokedy lodas	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
ckhar	P	CKH_COMPOSITE+AR_FRACTION_I	erste Kompositumfraktion	HIGH	f113r	f113r.31	S	B	3	4	13	MEDIAL	1	[ckhar:?]	OPEN	UNKNOWN_SURFACE	chear	trockene Fraktion I	shal	Rohstoffklasse I, feucht am Gradanfang	EXACT	ckhar	EXACT	ckhar	BOTH_EXACT	ytaiin okaiin chear ckhar shal shckhy okain o ar chor cky chokain qoky	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences preserve the exact composite-plus-first-fraction reading.
shoaiin	P	SH_MOIST+O_PREP+AIIN_III	drei Teile Feuchtansatz	HIGH	f113r	f113r.4	S	B	3	3	12	MEDIAL	1	[shoaiin:?]	OPEN	UNKNOWN_SURFACE	olkeedy	Holzdrogenansatz vollständig erhitzt und abgeschlossen	cheeody	[cheeody:?]	EXACT	shoaiin	EXACT	shoaiin	BOTH_EXACT	kcheeos olkeedy shoaiin cheeody qokchedy chckhody qokedy qotaly lkar ar al om	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences retain moist preparation plus quantity III because exact V48 oaiin is Ansatzmenge III; the process-stage rival remains visible.
cthes	P	CTH_HERB+E_MIDDLE+S_TERM_SPECIES	Kraut- oder Blattspecies der Mittelstufe	MEDIUM	f113r	f113r.40	S	B	3	5	12	MEDIAL	1	[cthes:?]	OPEN	UNKNOWN_SURFACE	chcheey	[chcheey:?]	aiin	Menge III	EXACT	cthes	EXACT	cthes	BOTH_EXACT	tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qo tchey taram	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence admits the unchanged herb-middle-species nominal card.
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f113r	f113r.5	S	B	3	7	13	MEDIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	otar	kalte Drogenfraktion I im Ansatz	aiin	Menge III	MERGE_2	shosaiin	MERGE_2	shosaiin	NEITHER_EXACT	ycheeckhy osaiin cheoar qokaiin chekal otar shos aiin chckhy chdo okol chedy chedy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f114r	f114r.34	S	B	3	1	8	INITIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	o	Ansatzwasser	EXACT	ytain	EXACT	ytain	BOTH_EXACT	ytain o l kaiin y kar chdar alkam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f114r	f114r.37	S	B	3	1	13	INITIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	or	Drogenportion	EXACT	odar	EXACT	odar	BOTH_EXACT	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f114v	f114v.22	S	B	3	2	8	MEDIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	ychedar	[ychedar:?]	qokaiin	heiß, Grad III	EXACT	shod	EXACT	shod	BOTH_EXACT	ychedar shod qokaiin qotchey chockhy olkedy otechy ykedckhy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f114v	f114v.7	S	B	3	9	10	MEDIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	chedaiin	abgemessene Trockendroge, Dosis III	chokchedy	[chokchedy:?]	EXACT	shod	EXACT	shod	BOTH_EXACT	ytedshedy otaiin cheedar cheey s aiin chedky chedaiin shod chokchedy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f115r	f115r.31	S	B	@	1	11	INITIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	ykaiin	erhitze hiervon auf Stufe III	EXACT	shod	EXACT	shod	BOTH_EXACT	shod ykaiin chdy qotchedy dchol daiin qopol qokairor lchea raiin dlchd	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
dcheo	P	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP	Dosis bis Mittelstufe trocknen und ansetzen	HIGH	f115r	f115r.43	S	B	@	1	10	INITIAL	1	[dcheo:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	dain	Grad-/Maßwert II	EXACT	dcheo	EXACT	dcheo	BOTH_EXACT	dcheo dain sheol qotchedy qokchedy qokchedy chotar orar oiin olchdy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Six occurrences admit measure, dry-to-middle and prepare in the same order.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f115v	f115v.1	S	B	3	4	11	MEDIAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	qotees	[qotees:?]	qoty	kalt am Anfang des Grades	EXACT	ytain	EXACT	ytain	BOTH_EXACT	tchedor otchedy qotees ytain qoty qotar opolaiin qotdain ol raiin om	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
