surface	card_class	composition	working_meaning_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	was_v48_unknown	target_v48_gloss_de	target_v48_source	target_v48_scope_state	left_surface	left_gloss_de	right_surface	right_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	reason_code	promotable	review_note
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f102v2	f102v2.21	P	A	1	2	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	ycheey	trockne hiervon bis zur Endstufe	od	miss vom Ansatz ab	EXACT	s	EXACT	s	BOTH_EXACT	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f102v2	f102v2.21	P	A	1	7	14	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	cheol	trockener Drogenstoff	oiin	Zubereitungsform III	ONE	or	EXACT	os	ONE_EXACT	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f102v2	f102v2.22	P	A	1	5	15	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	cheol	trockener Drogenstoff	oiir	[oiir:?]	MERGE_2	soiir	EXACT	s	ONE_EXACT	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f102v2	f102v2.22	P	A	1	12	15	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	keo	[keo:?]	okeody	[okeody:?]	MERGE_2	keor	MERGE_2	keor	NEITHER_EXACT	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f102v2	f102v2.29	P	A	1	1	1	SINGLETON	1	[os:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	ONE	eddy	EXACT	os	ONE_EXACT	os	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f102v2	f102v2.32	P	A	1	5	12	MEDIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	okeol	Grundansatz bis zur mittleren Heizstufe erwärmt	s	Samen-/Saatgutposten	EXACT	shoy	EXACT	shoy	BOTH_EXACT	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f102v2	f102v2.32	P	A	1	6	12	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	shoy	[shoy:?]	ar	Drogenfraktion I	EXACT	s	EXACT	s	BOTH_EXACT	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f102v2	f102v2.33	P	A	1	6	12	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	o	Ansatz mit s	al	Rohstoffklasse I	MERGE_2	os	EXACT	s	ONE_EXACT	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
ok	O	LOCAL_LEFT_OF_CHEY	Ansatz erhitzen; mit chey lokal heiß-trockener Ansatz auf Mittelstufe	HIGH	f102v2	f102v2.9	P	A	1	1	1	SINGLETON	1	[ok:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	BOUNDARY	BOUNDARY	EXACT	ok	EXACT	ok	BOTH_EXACT	ok	O_UNTESTABLE_LOCAL_BINDING	OK_LOCAL_LEFT_OF_CHEY_CONDITION_ABSENT	0	OK_LOCAL_LEFT_OF_CHEY_CONDITION_ABSENT
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f103r	f103r.14	S	B	3	8	13	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	lol	Holzstoff	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
ok	O	LOCAL_LEFT_OF_CHEY	Ansatz erhitzen; mit chey lokal heiß-trockener Ansatz auf Mittelstufe	HIGH	f103r	f103r.2	S	B	3	14	15	MEDIAL	1	[ok:?]	OPEN	UNKNOWN_SURFACE	ain	Menge-/Klassenwert II	chedy	trocken in der Mitte des Grades, abgeschlossen	EXACT	ok	ONE	che	ONE_EXACT	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	O_UNTESTABLE_LOCAL_BINDING	OK_LOCAL_LEFT_OF_CHEY_CONDITION_ABSENT	0	OK_LOCAL_LEFT_OF_CHEY_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f103r	f103r.33	S	B	3	7	11	MEDIAL	0	; hierzu:	GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE	READER_BOUNDARY_UNSTABLE	qokal	Rohstoffklasse I, heiß am Gradanfang	shedy	feucht in der Mitte des Grades, abgeschlossen	MERGE_2	qokaly	EXACT	y	ONE_EXACT	qokeey chechy qokey shckhy choldy qokal y shedy yteedy qotail shedy	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f103r	f103r.41	S	B	3	9	13	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	keeo	[keeo:?]	shey	feucht in der Mitte des Grades	MERGE_2	keeos	MERGE_3	keeosshey	NEITHER_EXACT	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f103r	f103r.45	S	B	3	10	10	FINAL	0	Eintrag abgeschlossen	GDT659:Y_EOS_CLOSE	READER_BOUNDARY_UNSTABLE	ltar	[ltar:?]	BOUNDARY	BOUNDARY	MERGE_2	ltary	MERGE_2	ltary	NEITHER_EXACT	qokeedy qokeedy shol shedar chedy qoteedy oteedy olkeol ltar y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f103v	f103v.24	S	B	3	11	12	MEDIAL	0	; hierzu:	GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE	KNOWN_CONTEXT_LICENSED	ar	Drogenfraktion I	kain	heiß, Grad II	EXACT	y	EXACT	y	BOTH_EXACT	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f103v	f103v.28	S	B	3	11	11	FINAL	0	Eintrag abgeschlossen	GDT659:Y_EOS_CLOSE	KNOWN_CONTEXT_LICENSED	aiin	Menge III	BOUNDARY	BOUNDARY	EXACT	y	MERGE_3	poraiiny	ONE_EXACT	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f103v	f103v.4	S	B	3	1	8	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheey	trocken am Ende des Grades	EXACT	y	MERGE_2	ycheey	ONE_EXACT	y cheey qokeey okeey lkees ol qoteedy ykeedy	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f103v	f103v.41	S	B	3	11	13	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_RIGHT_REFERENCE_MATERIA	READER_BOUNDARY_UNSTABLE	shedy	feucht in der Mitte des Grades, abgeschlossen	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	ONE	ithy	EXACT	y	ONE_EXACT	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f104r	f104r.10	S	B	3	5	12	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	otyd	[otyd:?]	l	Pfund / Gewichtseinheit	EXACT	os	EXACT	os	BOTH_EXACT	tol chedal cheoy otyd os l air shdy qokchd octheody cholfor otalr	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104r	f104r.2	S	B	3	7	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	cheodar	die erste Fraktion des mitteltrockenen Ansatzes abmessen	aiin	Menge III	MERGE_2	saiin	EXACT	s	ONE_EXACT	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f104r	f104r.2	S	B	3	11	14	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	tair	[tair:?]	aiin	Menge III	DELETE	EMPTY	EXACT	os	ONE_EXACT	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104r	f104r.28	S	B	3	11	15	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	l	Grundstoff des vorstehenden Ansatzes	or	Drogenportion	MERGE_2	sor	EXACT	s	ONE_EXACT	olcheear chedar or aror sheey olkeechy or char cheeo l s or or aiin atam	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f104r	f104r.42	S	B	3	1	3	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	lshedy	eingeweichtes Drogenholz	EXACT	y	EXACT	y	BOTH_EXACT	y lshedy cholkar	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104r	f104r.45	S	B	3	4	11	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	l	Pfund / Gewichtseinheit	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f104r	f104r.6	S	B	3	1	12	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheeody	[cheeody:?]	MERGE_2	ycheeody	ONE	ycheeo	NEITHER_EXACT	y cheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy otain chedam	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f104r	f104r.8	S	B	3	8	12	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	qokar	heiße Drogenfraktion I	qokal	Rohstoffklasse I, heiß am Gradanfang	EXACT	odar	EXACT	odar	BOTH_EXACT	o lsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okar otar odr	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104v	f104v.14	S	B	3	4	7	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	lcheolshedy	[lcheolshedy:?]	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	ytedy qokeeo lcheolshedy s aiin cheky daindl	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f104v	f104v.17	S	B	3	4	12	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	cheos	Charge eines mitteltrockenen Ansatzes	otkchedy	[otkchedy:?]	ONE	air	EXACT	s	ONE_EXACT	ycheechy cheey cheos s otkchedy cholkchy qotchdy qotol sheedy or ain cheol	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
chodain	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	f104v	f104v.21	S	B	3	6	6	FINAL	1	[chodain:?]	OPEN	UNKNOWN_SURFACE	qokeey	heiß am Ende des Grades	BOUNDARY	BOUNDARY	EXACT	chodain	EXACT	chodain	BOTH_EXACT	yshor sheedy qokaiin shokchey qokeey chodain	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences admit the unchanged two-dose dry-preparation card.
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f104v	f104v.27	S	B	3	9	13	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	KNOWN_CONTEXT_LICENSED	sho	feuchter Ansatz	aiin	Menge III	EXACT	r	EXACT	r	BOTH_EXACT	pchoror shor sheol sheol sheol qokchedy chdor sho r aiin chpchs aiin al	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f104v	f104v.3	S	B	3	1	12	INITIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chedy	trocken in der Mitte des Grades, abgeschlossen	EXACT	shod	EXACT	shod	BOTH_EXACT	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f104v	f104v.31	S	B	3	1	9	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheoraiin	drei Portionen bis zur Mittelstufe getrockneter Droge	MERGE_2	ycheoraiin	EXACT	y	ONE_EXACT	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
