event_serial	record_unit_id	section	page	locus	field_id	statement_id	event_index_in_record	event_index_in_field	event_index_in_statement	event_index_in_physical_line	joint_tuple_id	literal_exact_card_order	dictionary_status	event_phrase	exact_source_language_entry	historical_attestation	v77_target	bracketed_exemplar_expansion	event_bound_working_reading	statement_membership	statement_constituent_fields	statement_physical_lines	statement_crosses_field	statement_crosses_physical_line	local_owner	owner_status_v73_v74	owner_break_before	layout_break_before	terminal_status	formal_link_or_entry_rival	local_grammar_pressure_flags	source_support_class	context_confidence	process_or_content_rival	strongest_contradiction	semantic_ceiling
93	H5	HERBAL	f56r	f56r.13	F018	H5-S004	20	3	3	3	75a523fcf039b006f97b	E093=[OPAQUE_EXACT_CARD:75a523fcf039b006f97b]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Seihe ihn durch ein Tuch.]	E093=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Seihe ihn durch ein Tuch.]	H5-S004:E091-E093	F018	f56r.13	NO	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SAME_WHOLE_PLANT_OWNER	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.28	Technischer Pflanzenmaterial-Rivale: Fraktion trocken im Lagerfach verwahren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Tuch.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
94	H5	HERBAL	f56r	f56r.18	F019	H5-S005	21	1	1	1	2cc054357a929df85f64	E094=[OPAQUE_EXACT_CARD:2cc054357a929df85f64]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib Honig hinzu.]	E094=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib Honig hinzu.]	H5-S005:E094-E097	F019	f56r.18	NO	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SAME_WHOLE_PLANT_OWNER	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.24	Technischer Pflanzenmaterial-Rivale: frischen Pflanzenrest dem lokalen Posten als neue Arbeitscharge einführen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Honig.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
95	H5	HERBAL	f56r	f56r.18	F019	H5-S005	22	2	2	2	9ad66e67803a12e745de	E095=[OPAQUE_EXACT_CARD:9ad66e67803a12e745de]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Erwärme gelinde.]	E095=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Erwärme gelinde.]	H5-S005:E094-E097	F019	f56r.18	NO	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SAME_WHOLE_PLANT_OWNER	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.30	Technischer Pflanzenmaterial-Rivale: Rest mit wenig Wasser wieder anfeuchten.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
96	H5	HERBAL	f56r	f56r.18	F019	H5-S005	23	3	3	3	c71c72da4e09e0833392	E096=[OPAQUE_EXACT_CARD:c71c72da4e09e0833392]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib den Auszug als Brusttrank.]	E096=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib den Auszug als Brusttrank.]	H5-S005:E094-E097	F019	f56r.18	NO	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SAME_WHOLE_PLANT_OWNER	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.25	Technischer Pflanzenmaterial-Rivale: Rest zu gleichmäßiger Klebmasse arbeiten.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Brusttrank.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
97	H5	HERBAL	f56r	f56r.18	F019	H5-S005	24	4	4	4	61a075bc54793c1c781f	E097=[OPAQUE_EXACT_CARD:61a075bc54793c1c781f]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gebrauche ihn bei trockenem Husten.]	E097=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gebrauche ihn bei trockenem Husten.]	H5-S005:E094-E097	F019	f56r.18	NO	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SAME_WHOLE_PLANT_OWNER	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.18	Technischer Pflanzenmaterial-Rivale: frische Masse dem lokalen Posten im bedeckten Topf lagern.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Husten.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
98	H5	HERBAL	f56r	f56r.19	F020	H5-S006	25	1	1	1	faf321940aed922846a9	E098=[OPAQUE_EXACT_CARD:faf321940aed922846a9]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Führe den ausgewählten Trankanteil als Gabe.]	E098=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Führe den ausgewählten Trankanteil als Gabe.]	H5-S006:E098-E100	F020	f56r.19	NO	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SAME_WHOLE_PLANT_OWNER	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	EXACT_WORKING_MNEMONIC	0.46	Technischer Pflanzenmaterial-Rivale: bezeichnete Blütenfraktion dem lokalen Posten wählen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Trankanteil, Gabe.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
99	H5	HERBAL	f56r	f56r.19	F020	H5-S006	26	2	2	2	9bb7122b386ebbc6138f	E099=[OPAQUE_EXACT_CARD:9bb7122b386ebbc6138f]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Je Gabe.]	E099=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Je Gabe.]	H5-S006:E098-E100	F020	f56r.19	NO	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SAME_WHOLE_PLANT_OWNER	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.29	Technischer Pflanzenmaterial-Rivale: geöffnete Blüte als Referenzteil einlegen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gabe.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
100	H5	HERBAL	f56r	f56r.19	F020	H5-S006	27	3	3	3	2f1c5e56e8f0ff459065	E100=[OPAQUE_EXACT_CARD:2f1c5e56e8f0ff459065]	FORMAL_LABEL_NOT_WORD	[FORMAL_PARAMETER_CHANNEL; KEIN_WORT]	NONE__NONWORD	NOT_APPLICABLE__STRUCTURAL_EDITORIAL_LABEL	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Nimm ein kleines örtliches Maß.]	E100=[FORMAL_PARAMETER_CHANNEL; KEIN_WORT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Nimm ein kleines örtliches Maß.]	H5-S006:E098-E100	F020	f56r.19	NO	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	SAME_WHOLE_PLANT_OWNER	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	FORMAL_NONWORD_REQUIRES_EXEMPLAR_EXPANSION	EXACT_MNEMONIC_AND_STRICT_FORMAL_PROMPT	0.46	Technischer Pflanzenmaterial-Rivale: Sollmenge des Referenzloses buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
101	B1	BIOLOGICAL	f81v	f81v.2	F021	B1-S001	1	1	1	1	7db18b2f0fb7ed0fcfd3	E101=[OPAQUE_EXACT_CARD:7db18b2f0fb7ed0fcfd3]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	E101=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.]	B1-S001:E101-E101	F021	f81v.2	NO	NO	B1_SHARED_TWO_ROW_POOL	PAGE_OWNER_ONLY	RECORD_START__RESET_ALL_LOCAL_STATE	RECORD_START	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
102	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	2	1	1	2	b5fcea1eaed06b2f2291	E102=[OPAQUE_EXACT_CARD:b5fcea1eaed06b2f2291]	CODEBOOK_ATTESTED_CATEGORY	PER?	per	FLORENCE_FI1_1414::per::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E102=PER? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
103	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	3	2	2	3	22fb87a5a83e5c3fb510	E103=[OPAQUE_EXACT_CARD:22fb87a5a83e5c3fb510]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der zurücklaufende Strom.]	E103=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der zurücklaufende Strom.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
104	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	4	3	3	4	308e8ea2d5d190c498e8	E104=[OPAQUE_EXACT_CARD:308e8ea2d5d190c498e8]	FORMAL_LABEL_NOT_WORD	[FORMAL_RELATION_SLOT_CHANNEL; KEIN_WORT]	NONE__NONWORD	NOT_APPLICABLE__STRUCTURAL_EDITORIAL_LABEL	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten an der örtlich bezeichneten Station führen.]	E104=[FORMAL_RELATION_SLOT_CHANNEL; KEIN_WORT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten an der örtlich bezeichneten Station führen.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	FORMAL_NONWORD_REQUIRES_EXEMPLAR_EXPANSION	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
105	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	5	4	4	5	4d4559019a961b834aa1	E105=[OPAQUE_EXACT_CARD:4d4559019a961b834aa1]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Daraus, aus demselben Ansatz.]	E105=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Daraus, aus demselben Ansatz.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Ausgangsstand im Anlagenbuch markieren; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
106	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	6	5	5	6	dcda95c81a5460feb191	E106=[OPAQUE_EXACT_CARD:dcda95c81a5460feb191]	CODEBOOK_ATTESTED_CATEGORY	ET?	et	FLORENCE_FI1_1414::et::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	E106=ET? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
107	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	7	6	6	7	9da1b6ac2c929daea697	E107=[OPAQUE_EXACT_CARD:9da1b6ac2c929daea697]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Ein abgemessener Anteil.]	E107=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Ein abgemessener Anteil.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
108	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	8	7	7	8	94df4847b7b16c98394a	E108=[OPAQUE_EXACT_CARD:94df4847b7b16c98394a]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das untere Becken.]	E108=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das untere Becken.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
109	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	9	8	8	9	dd0ecaf5e27d81befffc	E109=[OPAQUE_EXACT_CARD:dd0ecaf5e27d81befffc]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten an der örtlich bezeichneten Station führen.]	E109=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten an der örtlich bezeichneten Station führen.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
110	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	10	9	9	10	dcda95c81a5460feb191	E110=[OPAQUE_EXACT_CARD:dcda95c81a5460feb191]	CODEBOOK_ATTESTED_CATEGORY	ET?	et	FLORENCE_FI1_1414::et::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	E110=ET? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den recordlokalen aktiven Posten im Arbeitsgang fortführen.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
111	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	11	10	10	11	1496a731803a9f48d2e1	E111=[OPAQUE_EXACT_CARD:1496a731803a9f48d2e1]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Bevor es abkühlt.]	E111=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Bevor es abkühlt.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
112	B1	BIOLOGICAL	f81v	f81v.2	F022	B1-S002	12	11	11	12	0f18de177ed7c878bf95	E112=[OPAQUE_EXACT_CARD:0f18de177ed7c878bf95]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der vorbereitete Bade- oder Waschzusatz.]	E112=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der vorbereitete Bade- oder Waschzusatz.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
113	B1	BIOLOGICAL	f81v	f81v.7	F023	B1-S002	13	1	12	1	dec401773c1f0347793d	E113=[OPAQUE_EXACT_CARD:dec401773c1f0347793d]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den vorigen recordlokalen Posten wieder aufnehmen.]	E113=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den vorigen recordlokalen Posten wieder aufnehmen.]	B1-S002:E102-E120	F022|F023	f81v.2|f81v.7	YES	YES	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Vorcharge im recordlokalen Register B1; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
