event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	literal_card_order_token	v77_dictionary_decision	source_expansion_segment	segment_type	ellipsis_status	local_owner	owner_break_before	statement_line_crossing	statement_ends_after_event	et_per_reading	et_per_fit_cost_0_4	et_per_fit_reason	strongest_local_rival	source_status	semantic_ceiling
11	H1	f10r	f10r.5	F002	H1-S002	9ad66e67803a12e745de	E011:CARD[9ad66e67803a12e745de]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
12	H1	f10r	f10r.5	F002	H1-S002	e8a6105b5c3a6220b440	E012:CARD[e8a6105b5c3a6220b440]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Erwärme ihn gelinde]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
13	H1	f10r	f10r.5	F002	H1-S002	dcda95c81a5460feb191	E013:CARD[dcda95c81a5460feb191]=ET?	CODEBOOK_ATTESTED_CATEGORY	[ET?:UND?]	CODEBOOK_ATTESTED_CATEGORY_ET	NO_NEW_COMPLEMENT	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	UND	1	joins heating to the following readiness/use clause	could be a record-state mark rather than a conjunction	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
14	H1	f10r	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	E014:CARD[e0b630cb1b5df5e7105b]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
15	H2	f10r	f10r.6	F003	H2-S001	7249edc4df3419c26999	E015:CARD[7249edc4df3419c26999]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
16	H2	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	E016:CARD[e0b630cb1b5df5e7105b]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
17	H2	f10r	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	E017:CARD[7a4bb8136330ee4e6e56]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Führe sie als frischen Ansatz]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
18	H2	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	E018:CARD[f3c23f42baf625639e1e]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Zerstoße das Kraut]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
19	H2	f10r	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	E019:CARD[af816c04e65874a0f2fa]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Presse den Saft durch ein Tuch]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
20	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	E020:CARD[b921a237be883a820352]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Fange die erste Fraktion auf]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
21	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	E021:CARD[b921a237be883a820352]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Gib Olivenöl hinzu]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
22	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	E022:CARD[2f1c5e56e8f0ff459065]=[FORMAL; KEIN WORT]	FORMAL_LABEL_NOT_WORD	[FORMAL; KEIN WORT]	FORMAL_NONWORD	NOT_APPLICABLE	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	nonlexical formal event retained without paraphrase	any word reading is forbidden	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
23	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	E023:CARD[b921a237be883a820352]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Erwärme gelinde]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
24	H2	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	E024:CARD[10488b911aae52b3b334]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
25	H2	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	E025:CARD[7a4bb8136330ee4e6e56]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Führe den ersten Ansatz weiter]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
26	H2	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	E026:CARD[497cbd9c7401810ff56b]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Nimm eine Handvoll]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
27	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	E027:CARD[dcda95c81a5460feb191]=ET?	CODEBOOK_ATTESTED_CATEGORY	[ET?:UND?]	CODEBOOK_ATTESTED_CATEGORY_ET	NO_NEW_COMPLEMENT	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	UND	2	first member of an A-ET-B-ET-C additive chain	requires a silent repeated imperative	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
28	H2	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	E028:CARD[dec401773c1f0347793d]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
29	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	E029:CARD[dcda95c81a5460feb191]=ET?	CODEBOOK_ATTESTED_CATEGORY	[ET?:UND?]	CODEBOOK_ATTESTED_CATEGORY_ET	NO_NEW_COMPLEMENT	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	UND	2	second member of the same additive chain	the following nonword formal mark makes the right conjunct opaque	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
30	H2	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	E030:CARD[2f1c5e56e8f0ff459065]=[FORMAL; KEIN WORT]	FORMAL_LABEL_NOT_WORD	[FORMAL; KEIN WORT]	FORMAL_NONWORD	NOT_APPLICABLE	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	nonlexical formal event retained without paraphrase	any word reading is forbidden	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
31	H2	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	E031:CARD[4d4559019a961b834aa1]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Vereinige die beiden Fraktionen]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: frühe Fraktion vollständig mazerieren.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
32	H2	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	E032:CARD[27d97af8c96eb056c2e6]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Gib sie in ein glasiertes Gefäß]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: späte Erntefraktion dem lokalen Posten eröffnen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
33	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	E033:CARD[7a4bb8136330ee4e6e56]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Führe die Mischung als Salbenansatz]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als ersten aktiven Ansatz führen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
34	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	E034:CARD[7a4bb8136330ee4e6e56]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: späte Teilcharge dem lokalen Posten als zweiten aktiven Ansatz führen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
