contradiction_id	scope	record_unit_id	event_serial	issue	required_repair	repair_cost_0_4	disposition
REC_B6	RECORD	B6	ALL	Die Bildseite trägt lokale Figuren-/Apparatestationen, aber keinen seitenweiten Stoff, keine gemeinsame Richtung und keinen geschlossenen Kreislauf.	keep owners and station gaps explicit; treat all concrete content as exemplar expansion	2	RETAIN_WITH_VISIBLE_EXEMPLAR_CEILING
ROLE_E013	ET_PER_OCCURRENCE	H1	13	could be a record-state mark rather than a conjunction	joins heating to the following readiness/use clause	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E027	ET_PER_OCCURRENCE	H2	27	requires a silent repeated imperative	first member of an A-ET-B-ET-C additive chain	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E029	ET_PER_OCCURRENCE	H2	29	the following nonword formal mark makes the right conjunct opaque	second member of the same additive chain	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E056	ET_PER_OCCURRENCE	H4	56	no overt complement identifies the governing Vorlage	field-entry instruction can be introduced by according-to	3	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E102	ET_PER_OCCURRENCE	B1	102	could instead be a generic entry mark	field-entry through-reading takes the visible next segment as complement	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E106	ET_PER_OCCURRENCE	B1	106	deictic source is exemplar-supplied	adds a measured portion to the same-source phrase	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E110	ET_PER_OCCURRENCE	B1	110	left member is nominal/elliptical	adds the next timing clause to the local-station phrase	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E114	ET_PER_OCCURRENCE	B1	114	requires an omitted take/use predicate	adds the following moderate quantity to the prior-post instruction	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E121	ET_PER_OCCURRENCE	B1	121	the physical break could instead be a restart	joins rinse completion to keeping the post warm across a field/line carry	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E124	ET_PER_OCCURRENCE	B1	124	terminal construction could be mere sequencing	joins mixing to standing until ready	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E133	ET_PER_OCCURRENCE	B1	133	portion phrase is elliptical	first link in portion-ET-warmth-ET-readiness chain	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E135	ET_PER_OCCURRENCE	B1	135	right member could open a fresh instruction	second link in the same three-member chain	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E148	ET_PER_OCCURRENCE	B1	148	two nominal station fragments need a supplied predicate	adds lower outlet use to lower-basin mention	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E154	ET_PER_OCCURRENCE	B1	154	could be a generic continuation mark	joins tempering to standing until ready	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E180	ET_PER_OCCURRENCE	B2	180	first of adjacent PER cards; complement boundary is underdetermined	field-final through-reading can close the preceding path description	3	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E181	ET_PER_OCCURRENCE	B2	181	second adjacent PER card makes repetition conspicuous	field-entry according-to reading can govern the following setting	3	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E219	ET_PER_OCCURRENCE	B2	219	not at field entry and complement direction is inferred	internal through-reading takes warm water as local instrument/medium	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E236	ET_PER_OCCURRENCE	B3	236	the preceding drain may instead govern the field	field-entry according-to reading introduces the lower-outlet instruction	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E243	ET_PER_OCCURRENCE	B3	243	could be a construction-entry mark without lexical value	field-entry according-to reading introduces mixing	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E256	ET_PER_OCCURRENCE	B3	256	quantity remains entirely exemplar-supplied	field-entry according-to reading introduces a measured share	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E270	ET_PER_OCCURRENCE	B3	270	could be a construction-entry mark without lexical value	field-entry according-to reading introduces a local state check	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E295	ET_PER_OCCURRENCE	B3	295	right repetition requires its predicate from the following event	joins first rinse to the repeated rinse clause	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E324	ET_PER_OCCURRENCE	B4	324	could be a generic sequence separator	joins application to standing until ready	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E343	ET_PER_OCCURRENCE	B4	343	physical break could instead restart	joins mixing to washing twice across a field/line carry	1	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E366	ET_PER_OCCURRENCE	B5	366	left phrase lacks an overt imperative after V77 withdrawal	joins station assignment to the until-warm condition	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E370	ET_PER_OCCURRENCE	B5	370	left conjunct has no lexical content	joins the nonword formal mark to the second-opening phrase	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E376	ET_PER_OCCURRENCE	B6	376	middle member is deliberately nonlexical	first link in opening-ET-formal-ET-filter chain	2	RETAIN_FOR_THIS_WORKING_EDITION
ROLE_E378	ET_PER_OCCURRENCE	B6	378	middle member is deliberately nonlexical	second link in the same three-member chain	2	RETAIN_FOR_THIS_WORKING_EDITION
