event_serial	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	owner	owner_status	position_in_field	field_length	literal_card_order_token	selected_dictionary_status	selected_working_word	bracketed_source_expansion	continuous_event_phrase	terminal_status	strongest_local_rival	contradiction	semantic_ceiling
11	HERBAL	H1	f10r	f10r.5	F002	H1-S002	9ad66e67803a12e745de	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	1	4	[OPAQUE_KARTE:9ad66e67803a12e745de]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
12	HERBAL	H1	f10r	f10r.5	F002	H1-S002	e8a6105b5c3a6220b440	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	2	4	[OPAQUE_KARTE:e8a6105b5c3a6220b440]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Erwärme ihn gelinde]	[EXEMPLAR:Erwärme ihn gelinde]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
13	HERBAL	H1	f10r	f10r.5	F002	H1-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	3	4	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Führe ihn als denselben laufenden Ansatz fort]	und/auch? [EXEMPLAR:Führe ihn als denselben laufenden Ansatz fort]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: formale Verknüpfung mit dem laufenden Wurzelauszug dem lokalen Posten buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
14	HERBAL	H1	f10r	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	4	4	[OPAQUE_KARTE:e0b630cb1b5df5e7105b]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	[EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gebrauchsreife.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
15	HERBAL	H2	f10r	f10r.6	F003	H2-S001	7249edc4df3419c26999	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	1	9	[OPAQUE_KARTE:7249edc4df3419c26999]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen, Blütenstände, Blätter.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
16	HERBAL	H2	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	2	9	[OPAQUE_KARTE:e0b630cb1b5df5e7105b]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
17	HERBAL	H2	f10r	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	3	9	[OPAQUE_KARTE:7a4bb8136330ee4e6e56]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Führe sie als frischen Ansatz]	[EXEMPLAR:Führe sie als frischen Ansatz]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
18	HERBAL	H2	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	4	9	[OPAQUE_KARTE:f3c23f42baf625639e1e]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Zerstoße das Kraut]	[EXEMPLAR:Zerstoße das Kraut]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Kraut.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
19	HERBAL	H2	f10r	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	5	9	[OPAQUE_KARTE:af816c04e65874a0f2fa]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Presse den Saft durch ein Tuch]	[EXEMPLAR:Presse den Saft durch ein Tuch]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Pflanzensaft, Tuch.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
20	HERBAL	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	6	9	[OPAQUE_KARTE:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Fange die erste Fraktion auf]	[EXEMPLAR:Fange die erste Fraktion auf]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Fraktion.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
21	HERBAL	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	7	9	[OPAQUE_KARTE:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Gib Olivenöl hinzu]	[EXEMPLAR:Gib Olivenöl hinzu]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Olivenöl.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
22	HERBAL	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	8	9	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT]	FORMAL_LABEL_NOT_WORD	NONE	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
23	HERBAL	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	9	9	[OPAQUE_KARTE:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Erwärme gelinde]	[EXEMPLAR:Erwärme gelinde]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
24	HERBAL	H2	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	1	8	[OPAQUE_KARTE:10488b911aae52b3b334]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
25	HERBAL	H2	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	2	8	[OPAQUE_KARTE:7a4bb8136330ee4e6e56]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Führe den ersten Ansatz weiter]	[EXEMPLAR:Führe den ersten Ansatz weiter]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
26	HERBAL	H2	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	3	8	[OPAQUE_KARTE:497cbd9c7401810ff56b]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Nimm eine Handvoll]	[EXEMPLAR:Nimm eine Handvoll]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Handvoll.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
27	HERBAL	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	4	8	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Verknüpfe diese Fraktion mit dem laufenden Arbeitsstand]	und/auch? [EXEMPLAR:Verknüpfe diese Fraktion mit dem laufenden Arbeitsstand]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
28	HERBAL	H2	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	5	8	[OPAQUE_KARTE:dec401773c1f0347793d]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind vorheriger Posten.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
29	HERBAL	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	6	8	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Führe beide als neuen aktiven Posten]	und/auch? [EXEMPLAR:Führe beide als neuen aktiven Posten]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: diese vorige Charge an Vergleich dem lokalen Posten verknüpfen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
30	HERBAL	H2	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	7	8	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT]	FORMAL_LABEL_NOT_WORD	NONE	[EXEMPLAR:Gib von beiden das gleiche örtliche Maß]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Gib von beiden das gleiche örtliche Maß]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
31	HERBAL	H2	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	8	8	[OPAQUE_KARTE:4d4559019a961b834aa1]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Vereinige die beiden Fraktionen]	[EXEMPLAR:Vereinige die beiden Fraktionen]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: frühe Fraktion vollständig mazerieren.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Fraktionen.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
32	HERBAL	H2	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	1	7	[OPAQUE_KARTE:27d97af8c96eb056c2e6]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Gib sie in ein glasiertes Gefäß]	[EXEMPLAR:Gib sie in ein glasiertes Gefäß]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: späte Erntefraktion dem lokalen Posten eröffnen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind glasiertes Gefäß.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
33	HERBAL	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	2	7	[OPAQUE_KARTE:7a4bb8136330ee4e6e56]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Führe die Mischung als Salbenansatz]	[EXEMPLAR:Führe die Mischung als Salbenansatz]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als ersten aktiven Ansatz führen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbenansatz.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
34	HERBAL	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	3	7	[OPAQUE_KARTE:7a4bb8136330ee4e6e56]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten]	[EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: späte Teilcharge dem lokalen Posten als zweiten aktiven Ansatz führen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbenansatz.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
35	HERBAL	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	4	7	[OPAQUE_KARTE:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Rühre bei kleinem Feuer]	[EXEMPLAR:Rühre bei kleinem Feuer]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: beide Ernteauszüge in getrennten Gefäßen umrühren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Feuer.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
36	HERBAL	H2	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	5	7	[OPAQUE_KARTE:409de02322e7b2ca0c62]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Bis eine weiche Salbe entsteht]	[EXEMPLAR:Bis eine weiche Salbe entsteht]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: beide durch dasselbe Tuch seihen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Salbe.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
37	HERBAL	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	6	7	[OPAQUE_KARTE:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Bewahre sie bedeckt]	[EXEMPLAR:Bewahre sie bedeckt]	NONCLOSE	Technischer Pflanzenmaterial-Rivale: Farbe und Bodensatz als Vergleichsmerkmale notieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Vorratsgefäß.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
