statement_id	record_unit_id	page	field_ids	loci	line_crossing	event_count	event_serials	literal_card_order	continuous_working_translation	et_occurrences	per_occurrences	exemplar_expansion_count	semantic_ceiling
H4-S002	H4	f55v	F011	f55v.5	NO	3	61|62|63	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [OPAQUE_KARTE:e026af581c99322fbd46]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Miss eine Portion des Ansatzes ab] [EXEMPLAR:Wring sie durch Leinwand und lass sie klar absetzen] [EXEMPLAR:Verwahre den klaren Auszug; damit endet der Posten].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
H4-S003	H4	f55v	F012	f55v.11	NO	4	64|65|66|67	[OPAQUE_KARTE:f7dc90b2c31fd341f0a4] > [OPAQUE_KARTE:807591efc3d3f7ddbfab] > [OPAQUE_KARTE:2c1a5fd92b9e3c762242] > [OPAQUE_KARTE:1b1ffdd869fb1429ad03]	[EXEMPLAR:Wasche damit eine unreine äußere Wunde] [EXEMPLAR:Verwende dazu den klaren Auszug] [EXEMPLAR:Einmal oder nach örtlicher Vorschrift] [EXEMPLAR:Beende diesen Gebrauch].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
H4-S004	H4	f55v	F013	f55v.11	NO	6	68|69|70|71|72|73	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:204b04837409088c48f9] > [OPAQUE_KARTE:7a4bb8136330ee4e6e56] > [OPAQUE_KARTE:b921a237be883a820352] > [OPAQUE_KARTE:6afeb5c9ab9f6cbdea0d]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Nimm ein örtliches Maß der zurückbehaltenen Blätter] [FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Lege sie an die bezeichnete äußere Stelle] [EXEMPLAR:Erwärme sie gelinde] [EXEMPLAR:Führe sie als zweiten Ansatz] [EXEMPLAR:Mische sie mit Honig] [EXEMPLAR:Lege den warmen Umschlag frisch auf].	0	0	6	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
H5-S001	H5	f56r	F014|F015	f56r.5|f56r.7	YES	9	74|75|76|77|78|79|80|81|82	[OPAQUE_KARTE:b9d7b6d68209a9019e7a] > [OPAQUE_KARTE:2cc054357a929df85f64] > [OPAQUE_KARTE:0ec6a45e2950e8e7061d] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:2cc054357a929df85f64] > [OPAQUE_KARTE:893c570f3fa3fce99711] > [OPAQUE_KARTE:10488b911aae52b3b334] > [OPAQUE_KARTE:276a7c2d74d1143446f4] > [OPAQUE_KARTE:dd0ecaf5e27d81befffc]	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze] [EXEMPLAR:Sammle das ganze oberirdische Kraut an einem feuchten Standort] [EXEMPLAR:Nimm es zu Beginn der Blüte] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Nimm nur ein kleines örtliches Maß] [EXEMPLAR:Zerstoße die frischen klebrigen Blätter] [EXEMPLAR:Lege sie als Auflage auf] [EXEMPLAR:Auf eine einzelne Warze oder ein Hühnerauge] [EXEMPLAR:Lass die Auflage nur kurz einwirken] [EXEMPLAR:An der örtlich bezeichneten Hautstelle].	0	0	9	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
H5-S002	H5	f56r	F016	f56r.8	NO	4	83|84|85|86	[OPAQUE_KARTE:d665560c8ff80799a82c] > [OPAQUE_KARTE:c10aec6d4dd877ec8bd8] > [OPAQUE_KARTE:276a7c2d74d1143446f4] > [OPAQUE_KARTE:95987d6f198d6d247511]	[EXEMPLAR:Nimm die Auflage wieder ab] [EXEMPLAR:Wasche die Stelle mit Wasser] [EXEMPLAR:Wiederhole den Gebrauch nur, wenn er vertragen wird] [EXEMPLAR:Beende die äußere Anwendung].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
H5-S003	H5	f56r	F017	f56r.12	NO	4	87|88|89|90	[OPAQUE_KARTE:ad3581d3144f69a5912d] > [OPAQUE_KARTE:2cc054357a929df85f64] > [OPAQUE_KARTE:b74e9e65637b7c8538dd] > [OPAQUE_KARTE:1322bc176443fc2a8a86]	[EXEMPLAR:Nimm vom übrigen Kraut die blühenden Stiele] [EXEMPLAR:Trockne sie im Schatten] [EXEMPLAR:Zerreibe sie grob] [EXEMPLAR:Verwahre sie trocken].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
H5-S004	H5	f56r	F018	f56r.13	NO	3	91|92|93	[OPAQUE_KARTE:9ad66e67803a12e745de] > [OPAQUE_KARTE:087a47b5423438cd6b6a] > [OPAQUE_KARTE:75a523fcf039b006f97b]	[EXEMPLAR:Setze daraus einen schwachen Auszug an] [EXEMPLAR:Nimm milden Wein als Medium] [EXEMPLAR:Seihe ihn durch ein Tuch].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
H5-S005	H5	f56r	F019	f56r.18	NO	4	94|95|96|97	[OPAQUE_KARTE:2cc054357a929df85f64] > [OPAQUE_KARTE:9ad66e67803a12e745de] > [OPAQUE_KARTE:c71c72da4e09e0833392] > [OPAQUE_KARTE:61a075bc54793c1c781f]	[EXEMPLAR:Gib Honig hinzu] [EXEMPLAR:Erwärme gelinde] [EXEMPLAR:Gib den Auszug als Brusttrank] [EXEMPLAR:Gebrauche ihn bei trockenem Husten].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
H5-S006	H5	f56r	F020	f56r.19	NO	3	98|99|100	[OPAQUE_KARTE:faf321940aed922846a9] > [OPAQUE_KARTE:9bb7122b386ebbc6138f] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT]	[EXEMPLAR:Führe den ausgewählten Trankanteil als Gabe] [EXEMPLAR:Je Gabe] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Nimm ein kleines örtliches Maß].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S001	B1	f81v	F021	f81v.2	NO	1	101	[OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S002	B1	f81v	F022|F023	f81v.2|f81v.7	YES	19	102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120	[WORTKANDIDAT:PER?] > [OPAQUE_KARTE:22fb87a5a83e5c3fb510] > [FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:4d4559019a961b834aa1] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:9da1b6ac2c929daea697] > [OPAQUE_KARTE:94df4847b7b16c98394a] > [OPAQUE_KARTE:dd0ecaf5e27d81befffc] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:1496a731803a9f48d2e1] > [OPAQUE_KARTE:0f18de177ed7c878bf95] > [OPAQUE_KARTE:dec401773c1f0347793d] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:4eab1841ed655c20a348] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:93f69c38fdedee1598e9] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:2cc8bb3c2af19607888f] > [OPAQUE_KARTE:259b2b3b0bf859882e2c]	durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Der zurücklaufende Strom] [FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Daraus, aus demselben Ansatz] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Ein abgemessener Anteil] [EXEMPLAR:Das untere Becken] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Bevor es abkühlt] [EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz] [EXEMPLAR:Den vorigen recordlokalen Posten wieder aufnehmen] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Eine mäßige Menge] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Der eingetauchte Teil] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Durch die verbundenen Läufe] [EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt].	3	1	19	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S003	B1	f81v	F024|F025	f81v.7|f81v.17	YES	2	121|122	[WORTKANDIDAT:ET?] > [OPAQUE_KARTE:54e32e9c1414b20640e9]	und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Halte es warm und beende den Schritt].	1	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S004	B1	f81v	F026	f81v.17	NO	3	123|124|125	[OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	1	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S005	B1	f81v	F027	f81v.17	NO	1	126	[OPAQUE_KARTE:28ffbc88b97772a75f1e]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S006	B1	f81v	F028	f81v.17	NO	4	127|128|129|130	[OPAQUE_KARTE:1645e612504fcef59ced] > [OPAQUE_KARTE:2cc8bb3c2af19607888f] > [OPAQUE_KARTE:0f18de177ed7c878bf95] > [OPAQUE_KARTE:4da0f0f7b5fc7ac20067]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Durch die verbundenen Läufe] [EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz] [EXEMPLAR:Und lasse es abkühlen].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S007	B1	f81v	F029	f81v.18	NO	1	131	[OPAQUE_KARTE:87411f84689b4f93a303]	[EXEMPLAR:Erwärme es einmal und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S008	B1	f81v	F030	f81v.18	NO	5	132|133|134|135|136	[OPAQUE_KARTE:b921a237be883a820352] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:d904bf7b044dd3922781] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Diese aktive Portion] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Bei sanfter Wärme] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	2	0	5	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S009	B1	f81v	F031	f81v.18	NO	1	137	[OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S010	B1	f81v	F032	f81v.18	NO	1	138	[OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S011	B1	f81v	F033	f81v.18	NO	2	139|140	[OPAQUE_KARTE:2cc8bb3c2af19607888f] > [OPAQUE_KARTE:276a7c2d74d1143446f4]	[EXEMPLAR:Durch die verbundenen Läufe] [EXEMPLAR:Die Badecharge am vorgesehenen Waschplatz gebrauchen].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S012	B1	f81v	F034	f81v.21	NO	3	141|142|143	[OPAQUE_KARTE:be0974b366c981dc1eef] > [OPAQUE_KARTE:08bd5ca0c2ad137a056d] > [OPAQUE_KARTE:2e7e89e0bd12b999c280]	[EXEMPLAR:Beginne die Spülung] [EXEMPLAR:Warmes Wasser] [EXEMPLAR:Wasche einmal und beende diesen Durchgang].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S013	B1	f81v	F035	f81v.21	NO	1	144	[OPAQUE_KARTE:2e7e89e0bd12b999c280]	[EXEMPLAR:Wasche einmal und beende diesen Durchgang].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S014	B1	f81v	F036	f81v.21	NO	5	145|146|147|148|149	[OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [OPAQUE_KARTE:c205570c49d4d93c23d3] > [OPAQUE_KARTE:433713294b25b0a12f66] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:b6b654722e55729cc947]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:Die betroffene Stelle] [EXEMPLAR:Das untere Becken] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Benutze danach den unteren Ablauf].	1	0	5	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S015	B1	f81v	F037	f81v.24	NO	2	150|151	[OPAQUE_KARTE:a7af89ab31ce5e247395] > [OPAQUE_KARTE:07913ef9b1fb773cd325]	[EXEMPLAR:Fülle danach das Gefäß] [EXEMPLAR:Lasse es abkühlen und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S016	B1	f81v	F038	f81v.24	NO	4	152|153|154|155	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:0275fbf14e07935b0a45] > [WORTKANDIDAT:ET?] > [OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren] und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	1	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S017	B1	f81v	F039	f81v.24	NO	3	156|157|158	[OPAQUE_KARTE:dd0ecaf5e27d81befffc] > [OPAQUE_KARTE:a06244ef1f2b37ca44c1] > [OPAQUE_KARTE:d225b7a7b95da7aee437]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Die erste Öffnung] [EXEMPLAR:Seihe es klar und beende den Schritt].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S018	B1	f81v	F040|F041	f81v.24|f81v.27	YES	4	159|160|161|162	[OPAQUE_KARTE:b38d70daefd663d74625] > [OPAQUE_KARTE:74c76d589d44120f647b] > [OPAQUE_KARTE:2c82523794dcb7d2b343] > [OPAQUE_KARTE:3b70942557b3a40e8030]	[EXEMPLAR:Fülle danach das Gefäß] [EXEMPLAR:Wende es an der markierten Stelle an] [EXEMPLAR:Bis es klar ist] [EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S019	B1	f81v	F042	f81v.27	NO	1	163	[OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S020	B1	f81v	F043	f81v.27	NO	2	164|165	[OPAQUE_KARTE:d904bf7b044dd3922781] > [OPAQUE_KARTE:d68bc8de3bcee09db23c]	[EXEMPLAR:Bei sanfter Wärme] [EXEMPLAR:Seihe es einmal durch ein Tuch und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B1-S021	B1	f81v	F044	f81v.27	NO	1	166	[OPAQUE_KARTE:dd0ecaf5e27d81befffc]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S001	B2	f82r	F045	f82r.2	NO	1	167	[OPAQUE_KARTE:259b2b3b0bf859882e2c]	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
