model	edition	paragraph	at	word	gloss
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G008	shedy	⟦shedy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G009	yshdal	⟦yshdal⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G010	dain	Masse B·Uₚ
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G011	okal	⟦okal⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G012	daldy	⟦daldy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G001	dain	Masse B·Uₚ
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G002	shek	⟦shek⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G003	ch{cphh}dy	⟦ch{cphh}dy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G004	daloky	⟦daloky⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G005	opchedy	⟦opchedy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G006	peshol	⟦peshol⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G007	chep	⟦chep⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G008	ar	Anteil
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G009	otchy	Material T
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G010	sal	⟦sal⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G011	lkeey	⟦lkeey⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G012	sar	⟦sar⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G013	ain	⟦ain⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G014	ok??	⟦ok??⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G015	chedy	⟦chedy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G001	yshdain	⟦yshdain⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G002	sheek	⟦sheek⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G003	cheoty	⟦cheoty⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G004	eeokal	⟦eeokal⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G005	chedy	⟦chedy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G006	chckhy	⟦chckhy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G007	or	⟦or⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G008	orol	⟦orol⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G009	okaiin	Zubereitung
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G010	eeal	⟦eeal⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G011	ot	⟦ot⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G012	kar	⟦kar⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G013	otar	⟦otar⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G014	cha[l:?]	⟦cha[l:?]⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G001	ychedy	⟦ychedy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G002	qokedy	⟦qokedy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G003	okedy	⟦okedy⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G004	qokeey	⟦qokeey⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G005	okey	⟦okey⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G006	chdar	⟦chdar⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G007	ol	auch
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G008	loty	⟦loty⟧
N	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G009	chedaraly	⟦chedaraly⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G001	tchoky	⟦tchoky⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G002	okeal	⟦okeal⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G003	shedy	⟦shedy⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G004	qokal	⟦qokal⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G005	oty	⟦oty⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G006	opchedy	⟦opchedy⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G007	qotain	⟦qotain⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G008	shcthy	⟦shcthy⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G009	otey	⟦otey⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G010	dain	Masse B·Uₚ
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G011	oteey	⟦oteey⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G012	oky	⟦oky⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G001	dar	⟦dar⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G002	shey	erwärmen
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G003	qokain	⟦qokain⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G004	chckhey	⟦chckhey⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G005	chey	⟦chey⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G006	kain	⟦kain⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G007	chedal	⟦chedal⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G008	okeeey	⟦okeeey⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G009	qoodain	⟦qoodain⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G010	okain	⟦okain⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G011	[o:?]teey	⟦[o:?]teey⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G012	ol	auch
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G001	oteedy	⟦oteedy⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G002	okeey	⟦okeey⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G003	qot[ch:ee]y	⟦qot[ch:ee]y⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G004	shey	erwärmen
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G005	olcheedar	⟦olcheedar⟧
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G006	shey	erwärmen
N	ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G007	lotor	⟦lotor⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G001	qokeey	⟦qokeey⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G002	sheeol	⟦sheeol⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G003	shckhy	⟦shckhy⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G004	sheol	⟦sheol⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G005	shodyol	⟦shodyol⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G006	aiin	⟦aiin⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G007	otedy	⟦otedy⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G008	qoteey	Material U
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G009	lotar	⟦lotar⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G010	otam	⟦otam⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G001	cheol	⟦cheol⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G002	sheeey	⟦sheeey⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G003	qotey	⟦qotey⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G004	oteeal	⟦oteeal⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G005	oteedy	⟦oteedy⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G006	shet	⟦shet⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G007	sho	mit
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G008	keeo	⟦keeo⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G009	s	und
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G010	shey	erwärmen
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G011	qokeedy	⟦qokeedy⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G012	qokal	⟦qokal⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G013	dal	⟦dal⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G001	tshey	⟦tshey⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G002	sheol	⟦sheol⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G003	cheolshy	⟦cheolshy⟧
N	ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G004	chalal	⟦chalal⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G001	qokeedy	⟦qokeedy⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G002	chedy	⟦chedy⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G003	qoteey	Material U
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G004	oteedy	⟦oteedy⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G005	lkedy	⟦lkedy⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G006	shedy	⟦shedy⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G007	qokal	⟦qokal⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G008	ol	auch
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G009	char	⟦char⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G010	otal	⟦otal⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G011	opchedy	⟦opchedy⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G001	yshear	⟦yshear⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G002	ol	auch
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G003	oqaiin	⟦oqaiin⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G004	chckhey	⟦chckhey⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G005	lchedy	⟦lchedy⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G006	chedy	⟦chedy⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G007	olaiin	⟦olaiin⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G008	oteedy	⟦oteedy⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G009	qokeedal	⟦qokeedal⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G010	larorol	⟦larorol⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G001	daiin	Masse C·Uₚ
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G002	chey	⟦chey⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G003	lkeey	⟦lkeey⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G004	chalkar	⟦chalkar⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G005	cheeey	⟦cheeey⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G006	l	⟦l⟧
N	ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G007	chealainor	⟦chealainor⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G001	pcholor	⟦pcholor⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G002	ar	Anteil
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G003	aiin	⟦aiin⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G004	alkchdy	⟦alkchdy⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G005	qotal	⟦qotal⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G006	chol	getrocknet
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G007	qoar	⟦qoar⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G008	aiin	⟦aiin⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G009	qopcheedy	⟦qopcheedy⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G010	qotair	⟦qotair⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G011	ofaiino	⟦ofaiino⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G001	olkeeos	⟦olkeeos⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G002	olkaiin	⟦olkaiin⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G003	oair	⟦oair⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G004	qcthy	⟦qcthy⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G005	oiinol	⟦oiinol⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G006	al	⟦al⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G007	ly	⟦ly⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G008	oeear	⟦oeear⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G009	chcthy	⟦chcthy⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G010	olched	⟦olched⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G011	qotaiiin	⟦qotaiiin⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G001	qoteey	Material U
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G002	qokeor	⟦qokeor⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G003	soiir	⟦soiir⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G004	qoty	⟦qoty⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G005	qokl	⟦qokl⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G006	lkaiin	⟦lkaiin⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G007	yteedy	⟦yteedy⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G008	qokain	⟦qokain⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G009	oqockhy	⟦oqockhy⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G010	dar	⟦dar⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.42|G001	y	⟦y⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.42|G002	lshedy	⟦lshedy⟧
N	ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.42|G003	cholkar	⟦cholkar⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G001	tchedy	⟦tchedy⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G002	qotechy	⟦qotechy⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G003	otcheeo	⟦otcheeo⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G004	l	⟦l⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G005	keedy	⟦keedy⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G006	qoty	⟦qoty⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G007	raiin	⟦raiin⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G008	cheedy	⟦cheedy⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G009	qotaiin	abseihen
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G010	otchdy	⟦otchdy⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.41|G011	qotain	⟦qotain⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G001	oteedchey	⟦oteedchey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G002	qoeeda	⟦qoeeda⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G003	lchal	⟦lchal⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G004	cheedy	⟦cheedy⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G005	qoteey	Material U
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G006	sheey	⟦sheey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G007	teeeo	⟦teeeo⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G008	dar	⟦dar⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G009	cheed	⟦cheed⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G010	qotain	⟦qotain⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.42|G011	chedy	⟦chedy⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G001	chey	⟦chey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G002	keeey	⟦keeey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G003	qockheey	⟦qockheey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G004	lkeey	⟦lkeey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G005	o	⟦o⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G006	keeedy	⟦keeedy⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G007	qokeey	⟦qokeey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G008	okchey	⟦okchey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G009	qot[?:e]odaiin	⟦qot[?:e]odaiin⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G010	okain	⟦okain⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.43|G011	orom	⟦orom⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G001	daiin	Masse C·Uₚ
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G002	y	⟦y⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G003	cheeo	⟦cheeo⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G004	chey	⟦chey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G005	okeeey	⟦okeeey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G006	qokeeey	⟦qokeeey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G007	okeey	⟦okeey⟧
N	ZL3b	f104v|f104v.41-f104v.44	ZL3b|f104v.44|G008	okeey	⟦okeey⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G001	pcheodar	⟦pcheodar⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G002	shol	feucht
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G003	ka[in:ir]	⟦ka[in:ir]⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G004	ok{e'e}chedy	⟦ok{e'e}chedy⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G005	qoteey	Material U
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G006	shotchy	⟦shotchy⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G007	qoty	⟦qoty⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G008	lpaiin	⟦lpaiin⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G009	shedy	⟦shedy⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.42|G010	lar	⟦lar⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G001	daiiral	⟦daiiral⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G002	sheol	⟦sheol⟧
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G003	daiin	Masse C·Uₚ
N	ZL3b	f106r|f106r.42-f106r.47	ZL3b|f106r.43|G004	otedy	⟦otedy⟧
