statement_id	page	record	owner_id	owner_de	cue_class	cue_tokens	transition	state_before	state_after	closure_status	complete_instruction_de	cross_owner_material_carry	global_pipe_or_process_join
H4-S003	f55v	H4	H4:OWNER_01	abgebildete breitblättrige rispige Pflanze	STRONG_LINK_CUE	AR|OL	EXPLICIT_LOCAL_CONTINUATION	H4:OWNER_01::ACTIVE_LOCAL_MATERIAL	H4:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_HERBAL_ARTICLE_STEP	Gib dosiert zu, entnimm den Fortsatz, temperiere ihn und schließe.	NOT_APPLICABLE	NONE
H4-S004	f55v	H4	H4:OWNER_01	abgebildete breitblättrige rispige Pflanze	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	H4:OWNER_01::ACTIVE_LOCAL_MATERIAL	H4:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_HERBAL_ARTICLE_STEP	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.	NOT_APPLICABLE	NONE
H5-S001	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	STRONG_LINK_CUE	OL|OT	RECORD_INITIALIZE	UNSET	H5:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_HERBAL_ARTICLE_STEP	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	NOT_APPLICABLE	NONE
H5-S002	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	H5:OWNER_01::ACTIVE_LOCAL_MATERIAL	H5:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_HERBAL_ARTICLE_STEP	Lege die folgende Gabe an, lass sie ablaufen und fahre fort.	NOT_APPLICABLE	NONE
H5-S003	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	H5:OWNER_01::CURRENT_ITEM	H5:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_HERBAL_ARTICLE_STEP	Lass die Gabe ziehen, gib sie zu und setze sie zweimal ein.	NOT_APPLICABLE	NONE
H5-S004	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	H5:OWNER_01::CURRENT_ITEM	H5:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_HERBAL_ARTICLE_STEP	Gib den nächsten Posten in den Ansatz, setze ihn an, zieh ihn ab und führe ihn weiter.	NOT_APPLICABLE	NONE
H5-S005	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	STRONG_LINK_CUE	AR|OT	EXPLICIT_LOCAL_CONTINUATION	H5:OWNER_01::ACTIVE_LOCAL_MATERIAL	H5:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_HERBAL_ARTICLE_STEP	Setze die Gabe an, gib sie zu und ordne danach die nächste Portion in den Gang.	NOT_APPLICABLE	NONE
H5-S006	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	STRONG_LINK_CUE	OL|OT	EXPLICIT_LOCAL_CONTINUATION	H5:OWNER_01::ACTIVE_LOCAL_MATERIAL	H5:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_HERBAL_ARTICLE_STEP	Gib danach diesen Posten nach Maß zu.	NOT_APPLICABLE	NONE
B1-S001	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	OWNER_ONLY	NONE	RECORD_INITIALIZE	UNSET	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NOT_APPLICABLE	NONE
B1-S002	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	STRONG_LINK_CUE	AR|OL	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01::ACTIVE_LOCAL_MATERIAL	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	NOT_APPLICABLE	NONE
B1-S003	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01::ACTIVE_LOCAL_MATERIAL	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	NOT_APPLICABLE	NONE
B1-S004	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01::ACTIVE_LOCAL_MATERIAL	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	NOT_APPLICABLE	NONE
B1-S005	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01::ACTIVE_LOCAL_MATERIAL	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	NOT_APPLICABLE	NONE
B1-S006	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	B1:OWNER_01::CURRENT_ITEM	B1:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_ENTRY	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	NOT_APPLICABLE	NONE
B1-S007	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01::OWNER_ACTIVE_ITEM_UNSPECIFIED	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	NOT_APPLICABLE	NONE
B1-S008	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01::ACTIVE_LOCAL_MATERIAL	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	NOT_APPLICABLE	NONE
B1-S009	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01::OWNER_ACTIVE_ITEM_UNSPECIFIED	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NOT_APPLICABLE	NONE
B1-S010	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01::OWNER_ACTIVE_ITEM_UNSPECIFIED	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NOT_APPLICABLE	NONE
B1-S011	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	B1:OWNER_01::CURRENT_ITEM	B1:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_ENTRY	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	NOT_APPLICABLE	NONE
B1-S012	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	B1:OWNER_01::CURRENT_ITEM	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	NOT_APPLICABLE	NONE
B1-S013	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01::OWNER_ACTIVE_ITEM_UNSPECIFIED	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	NOT_APPLICABLE	NONE
B1-S014	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	STRONG_LINK_CUE	AR|OL|OT	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01::ACTIVE_LOCAL_MATERIAL	B1:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_ENTRY	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	NOT_APPLICABLE	NONE
B1-S015	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	B1:OWNER_01::CURRENT_ITEM	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	NOT_APPLICABLE	NONE
B1-S016	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01::ACTIVE_LOCAL_MATERIAL	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	NOT_APPLICABLE	NONE
B1-S017	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01::ACTIVE_LOCAL_MATERIAL	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	NOT_APPLICABLE	NONE
B1-S018	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01::ACTIVE_LOCAL_MATERIAL	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	NOT_APPLICABLE	NONE
B1-S019	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01::OWNER_ACTIVE_ITEM_UNSPECIFIED	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	NOT_APPLICABLE	NONE
B1-S020	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	B1:OWNER_01::CURRENT_ITEM	B1:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	NOT_APPLICABLE	NONE
B1-S021	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01::OWNER_ACTIVE_ITEM_UNSPECIFIED	B1:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_ENTRY	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nur die Angaben. Angaben: Ziel.	NOT_APPLICABLE	NONE
B2-S001	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	OWNER_ONLY	NONE	RECORD_INITIALIZE	UNSET	B2:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	NOT_APPLICABLE	NONE
B2-S002	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_01::ACTIVE_LOCAL_MATERIAL	B2:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	NOT_APPLICABLE	NONE
B2-S003	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	B2:OWNER_01::CURRENT_ITEM	B2:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	NOT_APPLICABLE	NONE
B2-S004	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	B2:OWNER_01::CURRENT_ITEM	B2:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	NOT_APPLICABLE	NONE
B2-S005	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_01::ACTIVE_LOCAL_MATERIAL	B2:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	NOT_APPLICABLE	NONE
B2-S006	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	STRONG_LINK_CUE	OT	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_01::ACTIVE_LOCAL_MATERIAL	B2:OWNER_01::ACTIVE_ITEM_AVAILABLE	OPEN_ENTRY	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	NOT_APPLICABLE	NONE
B2-S007	f82r	B2	B2:OWNER_02	mittleres linkes Handgerät mit Inline-Knoten	OWNER_ONLY	NONE	OWNER_RESET	B2:OWNER_01::STOP_AT_VISIBLE_BOUNDARY	B2:OWNER_02::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	NO	NONE
B2-S008	f82r	B2	B2:OWNER_02	mittleres linkes Handgerät mit Inline-Knoten	STRONG_LINK_CUE	AR|OT	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_02::ACTIVE_LOCAL_MATERIAL	B2:OWNER_02::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	NOT_APPLICABLE	NONE
B2-S009	f82r	B2	B2:OWNER_02	mittleres linkes Handgerät mit Inline-Knoten	STRONG_LINK_CUE	OL	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_02::ACTIVE_LOCAL_MATERIAL	B2:OWNER_02::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	NOT_APPLICABLE	NONE
B2-S010	f82r	B2	B2:OWNER_02	mittleres linkes Handgerät mit Inline-Knoten	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	B2:OWNER_02::CURRENT_ITEM	B2:OWNER_02::ACTIVE_ITEM_AVAILABLE	OPEN_ENTRY	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	NOT_APPLICABLE	NONE
B2-S011	f82r	B2	B2:OWNER_03	mittlere rechte unklare Station	STRONG_LINK_CUE	AR	OWNER_RESET	B2:OWNER_02::STOP_AT_VISIBLE_BOUNDARY	B2:OWNER_03::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: mittlere rechte unklare Station. Arbeitsfolge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	NO	NONE
B2-S012	f82r	B2	B2:OWNER_03	mittlere rechte unklare Station	CURRENT_ITEM_CUE	Y	CURRENT_ITEM_CONTINUATION	B2:OWNER_03::CURRENT_ITEM	B2:OWNER_03::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: mittlere rechte unklare Station. Arbeitsfolge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	NOT_APPLICABLE	NONE
B2-S013	f82r	B2	B2:OWNER_04	unteres grünes Mehrfigurenbecken	OWNER_ONLY	NONE	OWNER_RESET	B2:OWNER_03::STOP_AT_VISIBLE_BOUNDARY	B2:OWNER_04::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: abführen + überführen.	NO	NONE
B2-S014	f82r	B2	B2:OWNER_04	unteres grünes Mehrfigurenbecken	STRONG_LINK_CUE	AR	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_04::ACTIVE_LOCAL_MATERIAL	B2:OWNER_04::ACTIVE_ITEM_AVAILABLE	OPEN_ENTRY	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: ableiten.	NOT_APPLICABLE	NONE
B2-S015	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	CURRENT_ITEM_CUE	Y	OWNER_RESET	B2:OWNER_04::STOP_AT_VISIBLE_BOUNDARY	B2:OWNER_05::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: stehen lassen → einwirken lassen.	NO	NONE
B2-S016	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	STRONG_LINK_CUE	AR|OT	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_05::ACTIVE_LOCAL_MATERIAL	B2:OWNER_05::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	NOT_APPLICABLE	NONE
B2-S017	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05::OWNER_ACTIVE_ITEM_UNSPECIFIED	B2:OWNER_05::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	NOT_APPLICABLE	NONE
B2-S018	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05::OWNER_ACTIVE_ITEM_UNSPECIFIED	B2:OWNER_05::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	NOT_APPLICABLE	NONE
B2-S019	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05::OWNER_ACTIVE_ITEM_UNSPECIFIED	B2:OWNER_05::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: auskühlen lassen + absetzen lassen.	NOT_APPLICABLE	NONE
B2-S020	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	STRONG_LINK_CUE	OT	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_05::ACTIVE_LOCAL_MATERIAL	B2:OWNER_05::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	NOT_APPLICABLE	NONE
B2-S021	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05::OWNER_ACTIVE_ITEM_UNSPECIFIED	B2:OWNER_05::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	NOT_APPLICABLE	NONE
B2-S022	f82r	B2	B2:OWNER_05	kleine Randstationen des unteren Beckens	OWNER_ONLY	NONE	SAME_OWNER_UNSPECIFIED_STEP	B2:OWNER_05::OWNER_ACTIVE_ITEM_UNSPECIFIED	B2:OWNER_05::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abführen + überführen.	NOT_APPLICABLE	NONE
B3-S001	f83r	B3	B3:OWNER_01	obere offene Fächerstation am Rand	OWNER_ONLY	NONE	RECORD_INITIALIZE	UNSET	B3:OWNER_01::LOCAL_CELL_COMMITTED	CLOSED_CELL	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: auffangen und stehen lassen.	NOT_APPLICABLE	NONE
