gdt747_occurrence_id	candidate_surface	page	physical_folio	locus	token_ordinal	reader_exact	passage_core_axes	local_support_tier	supporting_whole_count	supporting_whole_surfaces	supporting_signed_offsets	locally_supported_core_axes	locally_supported_core_fraction	neighbor_contrast_axes	local_support_evidence_de	candidate_passage_value_de	literal_identity	confirmed_lexeme	component_export_credit
G747-O041	ykeeey	f50v	f50	f50v.3	6	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	OPEN	0	0
G747-O042	cheeey	f51r	f51	f51r.4	6	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockener Zustand; Endbereich wahrscheinlich	OPEN	0	0
G747-O043	alom	f58r	f58	f58r.30	3	1	MATERIAL	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Stoff-/Materialform; Maßlesung offen	OPEN	0	0
G747-O044	ykeeody	f58v	f58	f58v.29	6	1	END_STAGE|HOT	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	heißer Endzustand; Abschluss gegen Ansatz offen	OPEN	0	0
G747-O045	ykeeody	f58v	f58	f58v.38	1	1	END_STAGE|HOT	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	qoky	2	HOT	0.500	BEGIN_STAGE	+2:qoky=heiß am Anfang des Grades	heißer Endzustand; Abschluss gegen Ansatz offen	OPEN	0	0
G747-O046	ykeeody	f66r	f66	f66r.55	1	1	END_STAGE|HOT	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	heißer Endzustand; Abschluss gegen Ansatz offen	OPEN	0	0
G747-O047	ykeeody	f66r	f66	f66r.72	3	1	END_STAGE|HOT	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	heißer Endzustand; Abschluss gegen Ansatz offen	OPEN	0	0
G747-O048	sheeol	f66r	f66	f66r.78	3	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O049	chckh	f76r	f76	f76r.17	2	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trocken; Mischung oder Zubereitung offen	OPEN	0	0
G747-O050	sheeol	f77r	f77	f77r.14	3	1	END_STAGE	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	qoteedy	1	END_STAGE	1.000	CLOSE|COLD	+1:qoteedy=kalt am Ende des Grades, abgeschlossen	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O051	sheeol	f77r	f77	f77r.40	5	1	END_STAGE	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	shody	2	END_STAGE	1.000	PREPARATION	+2:shody=vollständig eingeweichter Ansatz	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O052	dsheedy	f77v	f77	f77v.29	5	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Endzustand; angefeuchtet oder eingeweicht nach Ganzwortfamilie	OPEN	0	0
G747-O053	sheeol	f79r	f79	f79r.10	5	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O054	qochey	f79r	f79	f79r.29	2	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trocken; Mittelstufe wahrscheinlich, Funktion offen	OPEN	0	0
G747-O055	sheeol	f79r	f79	f79r.36	2	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O056	ykeeey	f79v	f79	f79v.34	1	1	END_STAGE	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	qokeey	1	END_STAGE	1.000	HOT	+1:qokeey=heiß am Ende des Grades	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	OPEN	0	0
G747-O057	alom	f80r	f80	f80r.37	12	0	MATERIAL	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	qotor	-1	MATERIAL	1.000	AMOUNT|COLD	-1:qotor=kalte Drogenportion	Stoff-/Materialform; Maßlesung offen	OPEN	0	0
G747-O058	ykeeody	f86v3	f86	f86v3.20	5	1	END_STAGE|HOT	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	heißer Endzustand; Abschluss gegen Ansatz offen	OPEN	0	0
G747-O059	qochey	f86v3	f86	f86v3.20	6	1	DRY	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	chckhey	1	DRY	1.000	MIDDLE_STAGE|PREPARATION	+1:chckhey=Arzneikompositum: trocken, Gradmitte	trocken; Mittelstufe wahrscheinlich, Funktion offen	OPEN	0	0
G747-O060	sheeol	f88r	f88	f88r.21	7	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	behandelter Stoff im Endzustand; feucht gegen trocken offen	OPEN	0	0
G747-O061	ykeeey	f88r	f88	f88r.30	1	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	OPEN	0	0
G747-O062	cheeey	f8r	f8	f8r.5	4	1	DRY	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	trockener Zustand; Endbereich wahrscheinlich	OPEN	0	0
G747-O063	dsheedy	f94r	f94	f94r.1	4	1	END_STAGE	L0_NO_LOCAL_W23_SUPPORT	0	NONE	NONE	NONE	0.000	NONE	NONE	Endzustand; angefeuchtet oder eingeweicht nach Ganzwortfamilie	OPEN	0	0
G747-O064	okeeody	f99v	f99	f99v.21	2	1	END_STAGE|PREPARATION	L1_SINGLE_WHOLE_LOCAL_SUPPORT	1	okor	2	PREPARATION	0.500	AMOUNT|HOT|MATERIAL	+2:okor=heiße Drogenportion im Ansatz	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	OPEN	0	0
