gdt747_token_id	page	locus	line_number	token_ordinal	surface	reader_exact	source_class	semantic_axes	before_render_de	after_render_de	strong_concrete_credit	weak_visible_credit	candidate_token	retired_literal_withheld	literal_identity	confirmed_lexeme	component_export_credit
G747-T0027	f103r	f103r.7	7	3	shs	0	OPEN	NONE	[shs:?]	[shs:?]	0	0	0	0	OPEN	0	0
G747-T0028	f103r	f103r.7	7	4	olshedy	1	WITHHELD_RETIRED_LITERAL	NONE	[olshedy:?]	[olshedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0029	f103r	f103r.7	7	5	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0030	f103r	f103r.7	7	6	okeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|PREPARATION	[okeeody:?]	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0031	f103r	f103r.7	7	7	qoedy	0	OPEN	NONE	[qoedy:?]	[qoedy:?]	0	0	0	0	OPEN	0	0
G747-T0032	f103r	f103r.7	7	8	ol	0	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0033	f103r	f103r.7	7	9	shedy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|MIDDLE_STAGE|MOIST	[feucht in der Mitte des Grades, abgeschlossen; schwach]	[feucht in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0034	f103v	f103v.19	19	1	daiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|LEVEL_III	[Grad-/Maßwert III; schwach]	[Grad-/Maßwert III; schwach]	0	1	0	0	OPEN	0	0
G747-T0035	f103v	f103v.19	19	2	chey	1	GDT734_WEAK_SAFE_WHOLE	DRY|MIDDLE_STAGE	[trocken in der Mitte des Grades; schwach]	[trocken in der Mitte des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0036	f103v	f103v.19	19	3	lkeey	1	WITHHELD_RETIRED_LITERAL	NONE	[lkeey:?]	[lkeey: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0037	f103v	f103v.19	19	4	chalkar	1	OPEN	NONE	[chalkar:?]	[chalkar:?]	0	0	0	0	OPEN	0	0
G747-T0038	f103v	f103v.19	19	5	cheeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[cheeey:?]	trockener Zustand; Endbereich wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0039	f103v	f103v.19	19	6	l	0	WITHHELD_RETIRED_LITERAL	NONE	[l:?]	[l: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0040	f103v	f103v.19	19	7	chealainor	0	OPEN	NONE	[chealainor:?]	[chealainor:?]	0	0	0	0	OPEN	0	0
G747-T0041	f104r	f104r.13	13	1	olcheol	0	WITHHELD_RETIRED_LITERAL	NONE	[olcheol:?]	[olcheol: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0042	f104r	f104r.13	13	2	qodain	1	GDT734_W23_SAFE_WHOLE	LEVEL_II	Qualitätsgrad II	Qualitätsgrad II	1	0	0	0	OPEN	0	0
G747-T0043	f104r	f104r.13	13	3	chokar	1	GDT734_W23_SAFE_WHOLE	DRY|HOT|PART|PREPARATION	erste heiß getrocknete Ansatzfraktion	erste heiß getrocknete Ansatzfraktion	1	0	0	0	OPEN	0	0
G747-T0044	f104r	f104r.13	13	4	okcho	1	GDT734_WEAK_SAFE_WHOLE	DRY|HOT|PREPARATION	[heiß-trockene Zubereitung; schwach]	[heiß-trockene Zubereitung; schwach]	0	1	0	0	OPEN	0	0
G747-T0045	f104r	f104r.13	13	5	lkain	1	GDT743_OCCURRENCE_WHOLE	LEVEL_II	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	0	0	0	OPEN	0	0
G747-T0046	f104r	f104r.13	13	6	okar	1	GDT734_WEAK_SAFE_WHOLE	HOT|MATERIAL|PART|PREPARATION	[heiße Drogenfraktion I im Ansatz; schwach]	[heiße Drogenfraktion I im Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0047	f104r	f104r.13	13	7	cheody	1	GDT734_WEAK_SAFE_WHOLE	DRY|PREPARATION	[getrockneter Ansatz; schwach]	[getrockneter Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0048	f104r	f104r.13	13	8	okeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|PREPARATION	[okeeody:?]	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0049	f104r	f104r.13	13	9	qodam	0	OPEN	NONE	[qodam:?]	[qodam:?]	0	0	0	0	OPEN	0	0
G747-T0050	f104r	f104r.13	13	10	chdy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|CLOSE|DRY|END_STAGE	[trocken am Anfang des Grades, abgeschlossen; schwach]	[trocken am Anfang des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0051	f104r	f104r.21	21	1	dsheedy	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[dsheedy:?]	Endzustand; angefeuchtet oder eingeweicht nach Ganzwortfamilie	1	0	1	0	OPEN	0	0
G747-T0052	f104r	f104r.21	21	2	qokaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III	[heiß, Grad III; schwach]	[heiß, Grad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0053	f104r	f104r.21	21	3	chear	1	GDT734_WEAK_SAFE_WHOLE	DRY|PART	[trockene Fraktion I; schwach]	[trockene Fraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0054	f104r	f104r.21	21	4	olkchedy	1	OPEN	NONE	[olkchedy:?]	[olkchedy:?]	0	0	0	0	OPEN	0	0
G747-T0055	f104r	f104r.21	21	5	charaiin	1	OPEN	NONE	[charaiin:?]	[charaiin:?]	0	0	0	0	OPEN	0	0
G747-T0056	f104v	f104v.20	20	1	or	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|MATERIAL	[Drogenportion; schwach]	[Drogenportion; schwach]	0	1	0	0	OPEN	0	0
G747-T0057	f104v	f104v.20	20	2	sheeo	1	GDT734_W23_SAFE_WHOLE	END_STAGE|PREPARATION	vollständig eingeweichter Ansatz	vollständig eingeweichter Ansatz	1	0	0	0	OPEN	0	0
G747-T0058	f104v	f104v.20	20	3	lcheedy	1	GDT743_OCCURRENCE_WHOLE	LEVEL_II|PREPARATION	Zustandsstufe II der Zubereitung; Zustandsachse offen	Zustandsstufe II der Zubereitung; Zustandsachse offen	1	0	0	0	OPEN	0	0
G747-T0059	f104v	f104v.20	20	4	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0060	f104v	f104v.20	20	5	qochey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[qochey:?]	trocken; Mittelstufe wahrscheinlich, Funktion offen	1	0	1	0	OPEN	0	0
G747-T0061	f104v	f104v.20	20	6	qotcheedy	1	GDT734_W23_SAFE_WHOLE	CLOSE|COLD|DRY|END_STAGE	kalt und trocken am Ende des Grades, abgeschlossen	kalt und trocken am Ende des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0062	f104v	f104v.20	20	7	qotchedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|COLD|DRY|END_STAGE|MIDDLE_STAGE	[kalt und trocken in der Mitte des Grades, abgeschlossen; schwach]	[kalt und trocken in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0063	f104v	f104v.20	20	8	qokol	1	GDT734_W23_SAFE_WHOLE	HOT|PROCESS	erhitzen	erhitzen	1	0	0	0	OPEN	0	0
G747-T0064	f104v	f104v.20	20	9	chor	1	WITHHELD_RETIRED_LITERAL	NONE	[chor:?]	[chor: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0065	f104v	f104v.20	20	10	chorol	1	OPEN	NONE	[chorol:?]	[chorol:?]	0	0	0	0	OPEN	0	0
G747-T0066	f104v	f104v.20	20	11	chdar	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY|PART	[abgemessene Trockenfraktion I, Anfangsstufe; schwach]	[abgemessene Trockenfraktion I, Anfangsstufe; schwach]	0	1	0	0	OPEN	0	0
G747-T0067	f104v	f104v.20	20	12	otam	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|COLD|PREPARATION	[ein Maß kalten Ansatzes; schwach]	[ein Maß kalten Ansatzes; schwach]	0	1	0	0	OPEN	0	0
G747-T0068	f104v	f104v.23	23	1	tchey	1	GDT734_W23_SAFE_WHOLE	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	kalt und trocken in der Mitte des Grades	1	0	0	0	OPEN	0	0
G747-T0069	f104v	f104v.23	23	2	qokchey	1	GDT734_W23_SAFE_WHOLE	DRY|HOT|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	heiß und trocken in der Mitte des Grades	1	0	0	0	OPEN	0	0
G747-T0070	f104v	f104v.23	23	3	qochey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[qochey:?]	trocken; Mittelstufe wahrscheinlich, Funktion offen	1	0	1	0	OPEN	0	0
G747-T0071	f104v	f104v.23	23	4	qodeey	1	OPEN	NONE	[qodeey:?]	[qodeey:?]	0	0	0	0	OPEN	0	0
G747-T0072	f104v	f104v.23	23	5	qodaiin	1	GDT734_WEAK_SAFE_WHOLE	LEVEL_III	[Qualitätsgrad III; schwach]	[Qualitätsgrad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0073	f104v	f104v.23	23	6	chodaiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|DRY|PREPARATION	[Trockenansatz, Dosis III; schwach]	[Trockenansatz, Dosis III; schwach]	0	1	0	0	OPEN	0	0
G747-T0074	f104v	f104v.23	23	7	chckhdy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|CLOSE|DRY|END_STAGE|PREPARATION	[Arzneikompositum: trocken, Gradanfang, abgeschlossen; schwach]	[Arzneikompositum: trocken, Gradanfang, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0075	f104v	f104v.23	23	8	dairar	1	OPEN	NONE	[dairar:?]	[dairar:?]	0	0	0	0	OPEN	0	0
G747-T0076	f104v	f104v.23	23	9	otar	1	GDT734_WEAK_SAFE_WHOLE	COLD|MATERIAL|PART|PREPARATION	[kalte Drogenfraktion I im Ansatz; schwach]	[kalte Drogenfraktion I im Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0077	f104v	f104v.23	23	10	qotai	0	OPEN	NONE	[qotai:?]	[qotai:?]	0	0	0	0	OPEN	0	0
G747-T0078	f104v	f104v.23	23	11	l	0	WITHHELD_RETIRED_LITERAL	NONE	[l:?]	[l: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0079	f104v	f104v.24	24	1	ykaiin	0	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III|PROCESS	[erhitze hiervon auf Stufe III; schwach]	[erhitze hiervon auf Stufe III; schwach]	0	1	0	0	OPEN	0	0
G747-T0080	f104v	f104v.24	24	2	cheor	0	GDT734_W23_SAFE_WHOLE	DRY|MATERIAL|PART	trockener Drogenteil	trockener Drogenteil	1	0	0	0	OPEN	0	0
G747-T0081	f104v	f104v.24	24	3	cheeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[cheeey:?]	trockener Zustand; Endbereich wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0082	f104v	f104v.24	24	4	daiiin	0	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Grad-/Maßwert IV; schwach]	[Grad-/Maßwert IV; schwach]	0	1	0	0	OPEN	0	0
G747-T0083	f104v	f104v.24	24	5	cheo	1	GDT734_W23_SAFE_WHOLE	DRY|PREPARATION	trocken angesetzte Zubereitung	trocken angesetzte Zubereitung	1	0	0	0	OPEN	0	0
G747-T0084	f104v	f104v.24	24	6	dalaiin	0	OPEN	NONE	[dalaiin:?]	[dalaiin:?]	0	0	0	0	OPEN	0	0
G747-T0085	f104v	f104v.24	24	7	chockhedy	1	GDT734_W23_SAFE_WHOLE	CLOSE|DRY|END_STAGE|MIDDLE_STAGE|PREPARATION	Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen	Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0086	f104v	f104v.24	24	8	chedaiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|DRY|MATERIAL	[abgemessene Trockendroge, Dosis III; schwach]	[abgemessene Trockendroge, Dosis III; schwach]	0	1	0	0	OPEN	0	0
G747-T0087	f104v	f104v.24	24	9	otor	1	GDT734_W23_SAFE_WHOLE	AMOUNT|COLD|MATERIAL|PREPARATION	kalte Drogenportion im Ansatz	kalte Drogenportion im Ansatz	1	0	0	0	OPEN	0	0
G747-T0088	f104v	f104v.24	24	10	qokar	1	GDT734_WEAK_SAFE_WHOLE	HOT|MATERIAL|PART	[heiße Drogenfraktion I; schwach]	[heiße Drogenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0089	f104v	f104v.24	24	11	ary	1	GDT734_W23_SAFE_WHOLE	CLOSE|END_STAGE|MATERIAL|PART	Drogenfraktion I, abgeschlossen	Drogenfraktion I, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0090	f105r	f105r.19	19	1	dsechey	1	OPEN	NONE	[dsechey:?]	[dsechey:?]	0	0	0	0	OPEN	0	0
G747-T0091	f105r	f105r.19	19	2	oteol	1	GDT734_W23_SAFE_WHOLE	COLD|MATERIAL|MIDDLE_STAGE|PREPARATION|PROCESS	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	1	0	0	0	OPEN	0	0
G747-T0092	f105r	f105r.19	19	3	daiindy	1	GDT734_W23_SAFE_WHOLE	AMOUNT|CLOSE|END_STAGE|PART	drei Maße, abgeteilt und abgeschlossen	drei Maße, abgeteilt und abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0093	f105r	f105r.19	19	4	saiin	0	WITHHELD_RETIRED_LITERAL	NONE	[saiin:?]	[saiin: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0094	f105r	f105r.19	19	5	chedy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|DRY|END_STAGE|MIDDLE_STAGE	[trocken in der Mitte des Grades, abgeschlossen; schwach]	[trocken in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0095	f105r	f105r.19	19	6	laiin	1	WITHHELD_RETIRED_LITERAL	NONE	[laiin:?]	[laiin: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0096	f105r	f105r.19	19	7	okeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|PREPARATION	[okeeody:?]	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0097	f105r	f105r.19	19	8	okeeyteedy	1	OPEN	NONE	[okeeyteedy:?]	[okeeyteedy:?]	0	0	0	0	OPEN	0	0
G747-T0098	f105r	f105r.19	19	9	odaiin	1	GDT734_W23_SAFE_WHOLE	LEVEL_III|PREPARATION	Zubereitung, Wertstufe III	Zubereitung, Wertstufe III	1	0	0	0	OPEN	0	0
G747-T0099	f105r	f105r.19	19	10	aiir	0	GDT734_WEAK_SAFE_WHOLE	PART	[Anteil III; schwach]	[Anteil III; schwach]	0	1	0	0	OPEN	0	0
G747-T0100	f105r	f105r.19	19	11	al	0	GDT734_WEAK_SAFE_WHOLE	MATERIAL	[Rohstoffklasse I; schwach]	[Rohstoffklasse I; schwach]	0	1	0	0	OPEN	0	0
G747-T0101	f105v	f105v.36	36	1	laiin	1	WITHHELD_RETIRED_LITERAL	NONE	[laiin:?]	[laiin: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0102	f105v	f105v.36	36	2	sheod	1	OPEN	NONE	[sheod:?]	[sheod:?]	0	0	0	0	OPEN	0	0
G747-T0103	f105v	f105v.36	36	3	okeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|PREPARATION	[okeeody:?]	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0104	f105v	f105v.36	36	4	qoaiin	1	GDT734_W23_SAFE_WHOLE	PART	nimm drei Teile	nimm drei Teile	1	0	0	0	OPEN	0	0
G747-T0105	f105v	f105v.36	36	5	ytaiin	1	GDT734_W23_SAFE_WHOLE	COLD|LEVEL_III	Eintrag: kalt, Stufe III	Eintrag: kalt, Stufe III	1	0	0	0	OPEN	0	0
G747-T0106	f105v	f105v.36	36	6	otair	1	GDT734_WEAK_SAFE_WHOLE	COLD|MATERIAL|PART|PREPARATION	[zweite kalte Drogenfraktion im Ansatz; schwach]	[zweite kalte Drogenfraktion im Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0107	f105v	f105v.36	36	7	chdal	1	GDT734_W23_SAFE_WHOLE	AMOUNT|BEGIN_STAGE|DRY|MATERIAL	trockener abgewogener Rohstoffposten I am Gradanfang	trockener abgewogener Rohstoffposten I am Gradanfang	1	0	0	0	OPEN	0	0
G747-T0108	f105v	f105v.36	36	8	dy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE	[Qualitäts-/Wertfeld geschlossen; schwach]	[Qualitäts-/Wertfeld geschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0109	f105v	f105v.36	36	9	daim	0	GDT734_W23_SAFE_WHOLE	AMOUNT|PROCESS	eine zweite Portion abmessen	eine zweite Portion abmessen	1	0	0	0	OPEN	0	0
G747-T0110	f105v	f105v.36	36	10	chdaiin	1	OPEN	NONE	[chdaiin:?]	[chdaiin:?]	0	0	0	0	OPEN	0	0
G747-T0111	f105v	f105v.36	36	11	oy	0	GDT734_W23_SAFE_WHOLE	BEGIN_STAGE|PREPARATION	Ansatz in Grundform	Ansatz in Grundform	1	0	0	0	OPEN	0	0
G747-T0112	f106r	f106r.39	39	1	ycheool	1	OPEN	NONE	[ycheool:?]	[ycheool:?]	0	0	0	0	OPEN	0	0
G747-T0113	f106r	f106r.39	39	2	cheeey	0	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[cheeey:?]	trockener Zustand; Endbereich wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0114	f106r	f106r.39	39	3	ol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0115	f106r	f106r.39	39	4	aiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0116	f106r	f106r.39	39	5	cheody	1	GDT734_WEAK_SAFE_WHOLE	DRY|PREPARATION	[getrockneter Ansatz; schwach]	[getrockneter Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0117	f106r	f106r.39	39	6	laiiin	1	OPEN	NONE	[laiiin:?]	[laiiin:?]	0	0	0	0	OPEN	0	0
G747-T0118	f106r	f106r.39	39	7	chekol	0	OPEN	NONE	[chekol:?]	[chekol:?]	0	0	0	0	OPEN	0	0
G747-T0119	f106r	f106r.39	39	8	cheey	1	GDT734_WEAK_SAFE_WHOLE	DRY|END_STAGE	[trocken am Ende des Grades; schwach]	[trocken am Ende des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0120	f106r	f106r.39	39	9	okchar	1	OPEN	NONE	[okchar:?]	[okchar:?]	0	0	0	0	OPEN	0	0
G747-T0121	f106r	f106r.39	39	10	aiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0122	f106r	f106r.39	39	11	aloal	1	OPEN	NONE	[aloal:?]	[aloal:?]	0	0	0	0	OPEN	0	0
G747-T0123	f107r	f107r.49	49	1	o	1	WITHHELD_RETIRED_LITERAL	NONE	[o:?]	[o: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0124	f107r	f107r.49	49	2	alain	0	OPEN	NONE	[alain:?]	[alain:?]	0	0	0	0	OPEN	0	0
G747-T0125	f107r	f107r.49	49	3	ay	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|PART	[ein gleicher Teil, abgeschlossen; schwach]	[ein gleicher Teil, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0126	f107r	f107r.49	49	4	chkain	0	GDT734_W23_SAFE_WHOLE	DRY|HOT|LEVEL_II	trocken-heiß, Stufe II	trocken-heiß, Stufe II	1	0	0	0	OPEN	0	0
G747-T0127	f107r	f107r.49	49	5	okair	1	GDT734_W23_SAFE_WHOLE	HOT|MATERIAL|PART|PREPARATION	heiße Drogenfraktion II im Ansatz	heiße Drogenfraktion II im Ansatz	1	0	0	0	OPEN	0	0
