master_card_id	master_form	registered_surfaces	portable_core_de	local_prose_expansion_de	component_parse	dictionary_layer	syntactic_type	prose_event_count	records	revision_257	revision_260	revision_263	revision_268
MC020	solkeey	solkeey	Langsammlung	Langsammlung	SOLK_COLLECT+EE_LONG+Y_ITEM	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B6	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC021	oltchy	oltchy	die laufende Bereitung fortsetzen	die laufende Bereitung fortsetzen	OL + TCH + Y	PARTIAL_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC022	chckhal	chckhal	Zielpassage	Zielpassage	CKH_THROUGH+AL_TO	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC023	kair	kair	Beckenlauf	Beckenlauf	K_BASIN+AIR_PATH	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	AIR_PATH_CORE
MC024	qokol	qokol	Weiter einsetzen	Weiter einsetzen	OK_SET+OL_CONTINUE	PRODUCTIVE_COMPOSITION	LEARNED_ORDER_OR_LINK	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC025	dchedy	dchedy|schedy|tchedy	überführen; Schluss	überführen; Schluss	CHED_TRANSFER+TERMINAL	PRODUCTIVE_COMPOSITION	TERMINAL_ACTION	4	B1|B2|B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC026	choky	choky|oky|qoky	einsetzen	einsetzen	OK_SET+Y_CURRENT_ITEM	KNOWN_FROM_BIOLOGICAL	ACTION	10	B1|B2|B3|B4|H1|H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC027	oykchor	oykchor	Gefäß für den Ansatz	Gefäß für den Ansatz	OYK + OR	PARTIAL_COMPOSITION	LEARNED_OBJECT	1	H2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC028	olchedy	olchedy|qolchedy	weiterführen; Schluss	weiterführen; Schluss	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	PRODUCTIVE_COMPOSITION	TERMINAL_ACTION	3	B1|B2|B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC029	lar	lar	Quellabzug	Quellabzug	L_OUT+AR_FROM	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC030	lo	lo	Abzug	Abzug	L_OUT+O_RESIDUAL_BRANCH	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC031	dalchdy	dalchdy	Zieltransfer; Schluss	Zieltransfer; Schluss	D+AL_TO+CHD_TRANSFER+CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC032	cheeky	cheeky	länger bearbeiten	länger bearbeiten	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	KNOWN_FROM_BIOLOGICAL	DURATIVE_ACTION	2	B4|H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC033	oiiin	oiiin|soiiin	Arbeitsstufe	Arbeitsstufe	IIN_TARGET_STAGE	PRODUCTIVE_COMPOSITION	STAGE_OBJECT	2	B1|B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC034	cho	cho|sho	EINGABE_ODER_BEDINGUNG	weitere Zutat	CHO	CROSS_REGISTER_REVISED_CORE	OBJECT	4	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC035	chckhy	chckhy|shckhy	durchleiten	durchleiten	CKH_THROUGH+Y_ITEM	PRODUCTIVE_COMPOSITION	ACTION	4	B1|B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC036	solkaiin	solkaiin	Sollsammlung	Sollsammlung	SOLK_COLLECT+AIIN_MEASURE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC037	tchody	tchody	kalt stellen; Schluss	kalt stellen; Schluss	TCHO + DY	LEARNED_WHOLE_OPERATION	LEARNED_OBJECT	1	H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC038	lshedy	lshedy	Waschgang; Schluss	Waschgang; Schluss	LSH_WASH+DY_CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	2	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	Sollmaß	Sollmaß	AIIN_TARGET_MEASURE	KNOWN_FROM_BIOLOGICAL	QUANTITY	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC040	okal	okal|qokal	dorthin einsetzen	dorthin einsetzen	OK_SET+AL_TO	KNOWN_FROM_BIOLOGICAL	TARGET_ACTION	6	B1|B2|B3|H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC041	okchol	okchol	die Fortsetzung einsetzen	die Fortsetzung einsetzen	OK + OL	FULL_COMPOSITION	LEARNED_ORDER_OR_LINK	1	H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC042	cheedar	cheedar	Quelltransfer	Quelltransfer	CHED_TRANSFER+AR_FROM	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC043	shecthedchy	shecthedchy	Vorbereitungstransfer	Vorbereitungstransfer	CTH_READY+CHED_TRANSFER+Y_CURRENT	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC044	qokar	qokar	Quelleinsatz	Quelleinsatz	OK_SET+AR_FROM	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC045	olkeedy	olkeedy|solkeedy	lange sammeln; Schluss	lange sammeln; Schluss	SOLK_COLLECT+EE_LONG+TERMINAL	PRODUCTIVE_COMPOSITION	TERMINAL_ACTION	3	B1|B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC046	raly	raly	Endposten	Endposten	AL_TO+Y_CURRENT	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B6	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC047	ykain	ykain	erste Portion	erste Portion	Y + K + AIN	PARTIAL_COMPOSITION	LEARNED_QUANTITY_OR_STAGE	1	H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC048	kaiiin	kaiiin	die Arbeitsstufe setzen	die Arbeitsstufe setzen	K + IIN	FULL_COMPOSITION	LEARNED_QUANTITY_OR_STAGE	1	H2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC049	schoal	schoal	Sudansatz	Sudansatz	LEXICAL_BLOCKER_AR_OR_DECOCTION_BATCH	LEXICAL_BLOCKER_WHOLE_SIGN	LEARNED_OBJECT	1	H3	REVISED	UNCHANGED	UNCHANGED	UNCHANGED
MC050	solkey	solkey	Kurzsammlung	Kurzsammlung	SOLK_COLLECT+E_SHORT+Y_ITEM	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC051	lchedal	lchedal	Zielabführung	Zielabführung	L_OUT+CHED_TRANSFER+AL_TO	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC052	qekey	qekey	kurz bearbeiten	kurz bearbeiten	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	LEARNED_PROCESS_OR_STATE	1	B6	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC053	otol	otol	danach im selben Gang weiter	danach im selben Gang weiter	OT_FOLLOW+OL_CONTINUE_WITHIN_ACTIVE_SEQUENCE	FULL_COMPOSITION	LEARNED_ORDER_OR_LINK	1	H2	UNCHANGED	SOURCE_ORDER_DISTINCTION	UNCHANGED	UNCHANGED
MC054	qokaly	qokaly	Zieleinsatz	Zieleinsatz	OK_SET+AL_TO+Y_ITEM	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC055	char	char|dar|sar	davon	davon	AR_FROM	KNOWN_FROM_BIOLOGICAL	SOURCE_ANAPHOR	5	B1|B2|B3|H1|H2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC056	ral	ral	Zielmarke	Zielmarke	R_FRAME+AL_TO	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC057	otchedy	otchedy|qotchedy	Folgetransfer; Schluss	Folgetransfer; Schluss	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	2	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC058	sheckhal	sheckhal	Kurze Zielpassage	Kurze Zielpassage	CKH_THROUGH+E_SHORT+AL_TO	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC059	dain	dain	Einlage	Einlage	DAIN_CLOTH_WHOLE	MEMORIZED_WHOLE_CARD	INSERT_OBJECT	2	B4|B6	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC060	otaiin	otaiin|sotaiin	Folgemaß	Folgemaß	OT_FOLLOW+AIIN_MEASURE	PRODUCTIVE_COMPOSITION	ORDERED_QUANTITY	3	B2|B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC061	sshkchdy	sshkchdy	übertragen; Schluss	übertragen; Schluss	LEXICAL_BLOCKER_AR_AL_TRANSFER+CLOSE	LEXICAL_BLOCKER_WHOLE_SIGN	LEARNED_PROCESS_OR_STATE	1	B1	REVISED	UNCHANGED	UNCHANGED	UNCHANGED
MC062	shoyty	shoyty	Zugabeteil	Zugabeteil	SHO + YTY	PARTIAL_COMPOSITION	LEARNED_OBJECT	1	H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC063	oteey	oteey	Langfolge	Langfolge	OT_FOLLOW+GRADE_2+Y_ITEM	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	2	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC064	chedchy	chedchy	Postentransfer	Postentransfer	CHED_TRANSFER+CHY_ITEM	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC065	ls	ls	Auslass	Auslass	L_OUT+S_PORT	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC066	lcheey	lcheey	Klarabzug	Klarabzug	L_OUT+CHEEY_CLEAR_FLOW	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC067	otchdy	otchdy	Nachtransfer; Schluss	Nachtransfer; Schluss	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC068	sotodan	sotodan	zur Folgeanwendung weiterführen	zur Folgeanwendung weiterführen	LEXICAL_BLOCKER_AL_OL_FOLLOWUP_APPLICATION	LEXICAL_BLOCKER_WHOLE_SIGN	LEARNED_APPLICATION_ACTION	1	H5	REVISED	UNCHANGED	UNCHANGED	UNCHANGED
MC069	otytchol	otytchol	Folgeteil	Folgeteil	OT + YTY + OL	PARTIAL_COMPOSITION	LEARNED_QUANTITY_OR_STAGE	1	H1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC070	pchedy	pchedy	Zuführung; Schluss	Zuführung; Schluss	P_IN+CHED_TRANSFER+TERMINAL	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC071	dchey	dchey	Wurzel	Wurzel	DCHEY	LEARNED_WHOLE_NOUN	LEARNED_OBJECT	1	H1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC072	orain	orain	Bereitungsanteil	Bereitungsanteil	OR + AIN	FULL_COMPOSITION	LEARNED_OBJECT	1	H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC073	qcthey	qcthey|shcthey	kurz vorbereiten	kurz vorbereiten	CTH_READY+GRADE_1+Y_CURRENT	PRODUCTIVE_COMPOSITION	SHORT_PREPARATION_ACTION	2	B2|B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC074	chdy	chdy|chedy	überführen	überführen	CHD~CHED_TRANSFER+Y_ITEM	KNOWN_FROM_BIOLOGICAL	ACTION	11	B1|B3|B4|B5|H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC075	ycheor	ycheor	aktueller Auszugsansatz	aktueller Auszugsansatz	Y + CHEO + OR	FULL_COMPOSITION	LEARNED_OBJECT	1	H2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC076	dsheol	dsheol	Kurzhalt	Kurzhalt	SH_REST+E_SHORT+OL_CONTINUE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC077	kchal	kchal	an der Zielstelle bearbeiten	an der Zielstelle bearbeiten	K + AL	FULL_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC078	olsaly	olsaly	Zwischenziel	Zwischenziel	OLS_BELOW+AL_TO+Y_ITEM	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC079	daldy	daldy	Zielschluss	Zielschluss	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC080	chor	chor|or|shor|sor	Ansatz	Ansatz	OR_BATCH	KNOWN_FROM_BIOLOGICAL	OBJECT	7	B3|B4|H2|H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC081	okair	okair	Laufeinsatz	Laufeinsatz	OK_SET+AIR_PATH	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	AIR_PATH_CORE
MC082	qokeedy	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss	OK_SET+GRADE_2+DY_CLOSE	PRODUCTIVE_COMPOSITION	TERMINAL_ACTION	10	B2|B3|B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC083	qokedy	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss	OK_SET+GRADE_1+DY_CLOSE	PRODUCTIVE_COMPOSITION	TERMINAL_ACTION	8	B1|B3|B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC084	rshedy	rshedy	Vollwaschung; Schluss	Vollwaschung; Schluss	RSHE_WASH_WHOLE_CARD+DY_CLOSE	MEMORIZED_WHOLE_CARD	LEARNED_PROCESS_OR_PATH	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC085	cheoar	cheoar	Auszug aus der Quelle	Auszug aus der Quelle	CHEO + AR	FULL_COMPOSITION	LEARNED_OBJECT	1	H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC086	chety	chety|chty	Teil	Teil	CH_PARTITION+TY_PART	KNOWN_FROM_BIOLOGICAL	QUANTITY_OBJECT	2	B3|H1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC087	chodaiin	chodaiin	Zugabemaß	Zugabemaß	CHO + AIIN	FULL_COMPOSITION	LEARNED_OBJECT	1	H2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC088	qokchdy	qokchdy	neuen Posten einsetzen; Schluss	neuen Posten einsetzen; Schluss	Q_FRAME+OK_SET+CHD_NEW_ENTRY+CLOSE	PRODUCTIVE_COMPOSITION	TERMINAL_ACTION	3	B1|B3|B5	UNCHANGED	SOURCE_ORDER_DISTINCTION	UNCHANGED	UNCHANGED
MC089	skar	skar	Quellausguss	Quellausguss	SK_POUR+AR_FROM	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC090	kchol	kchol	weiter bearbeiten	weiter bearbeiten	K + OL	FULL_COMPOSITION	LEARNED_ORDER_OR_LINK	1	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC091	dairydy	dairydy	Laufschluss	Laufschluss	D_TERMINAL_FRAME+AIR_PATH+Y_ITEM+CLOSE_EXACT	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	AIR_PATH_CORE
MC092	lol	lol	Weiterabzug	Weiterabzug	L_OUT+OL_CONTINUE	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC093	otal	otal|qotal	danach dorthin	danach dorthin	OT_NEXT+AL_TO	PRODUCTIVE_COMPOSITION	TARGET_ANAPHOR	3	B3|B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC094	cheeety	cheeety	Vollteil	Vollteil	EEE_FULL+TY_PART	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC095	sheey	sheey	Langhalt	Langhalt	SH_REST+EE_LONG+Y_CURRENT	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC096	qokeedal	qokeedal	Langer Zieleinsatz	Langer Zieleinsatz	OK_SET+EE_HOLD+AL_TO	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC097	olkain	olkain|qolkain	weiterer Anteil	weiterer Anteil	OL_CONTINUE+AIN_PORTION	PRODUCTIVE_COMPOSITION	CONTINUED_QUANTITY_OBJECT	2	B1|B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC098	tshol	tshol	Kochgut	Kochgut	TSHOL	LEARNED_WHOLE_NOUN	LEARNED_OBJECT	1	H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC099	cheeckhody	cheeckhody	auftragen; Schluss	auftragen; Schluss	CHEECKHO + DY	LEARNED_WHOLE_OPERATION	LEARNED_PROCESS_OR_PATH	1	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC100	ody	ody	ZURUECKNEHMEN__SCHLUSS	aus der Wärme nehmen und abkühlen; Schluss	O + DY	CROSS_REGISTER_REVISED_CORE	LEARNED_PROCESS_OR_STATE	1	H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC101	ldalor	ldalor	Endziel	Endziel	LD_END+AL_TO	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B6	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC102	rsheal	rsheal	Kurzhalt am Ziel	Kurzhalt am Ziel	R_FRAME+SH_REST+E_SHORT+AL_TO	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC103	chokchy	chokchy|okchy|qokchy	den laufenden Posten einsetzen und weiterbearbeiten	den laufenden Posten einsetzen und weiterbearbeiten	OK + Y	FULL_COMPOSITION	ACTION	3	H1|H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC104	keol	keol	kurz weiterbearbeiten	kurz weiterbearbeiten	K + E + OL	FULL_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC105	chkain	chkain|kain	Portion	Portion	AIN_PORTION	PRODUCTIVE_COMPOSITION	QUANTITY_OBJECT	3	B1|B3|B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC106	teol	teol	kurz weiterführen	kurz weiterführen	E_SHORT+OL_CONTINUE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC107	qotchy	qotchy	zum nächsten Posten wechseln	zum nächsten Posten wechseln	OT + Y	FULL_COMPOSITION	LEARNED_ORDER_OR_LINK	1	H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC108	etyd	etyd	kleiner Rest	kleiner Rest	ETYD	LEARNED_WHOLE_NOUN	LEARNED_QUANTITY_OR_STAGE	1	H1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC109	ytey	ytey	Kurzteil	Kurzteil	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	LEARNED_PROCESS_OR_STATE	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC110	chkeedy	chkeedy	Langwärmen; Schluss	Langwärmen; Schluss	CHK_WARM+GRADE_2+DY_CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC111	shfydaiin	shfydaiin	eine vorgeschriebene Stehzeit einhalten	eine vorgeschriebene Stehzeit einhalten	SHFY + AIIN	PARTIAL_COMPOSITION	LEARNED_QUANTITY_OR_STAGE	1	H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
