writer_order	domain	item_id	unit_id	page	locus	statement_or_locus	owner_or_namespace	semantic_layer	syntax_item	component_parse	concrete_reading_de	surface_layer	renderer_habit	predicted_surface	observed_surface	surface_exact_without_exemplar
38	PROSE	E038	H2	f10r	f10r.9	H2-S003	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	MOTIFS_ONLY	NONE	CH+O+AIIN	auf Sollmaß abziehen	DEFAULT_OR_HABIT	NO	chodaiin	chodaiin	YES
39	PROSE	E039	H3	f11r	f11r.1	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	KEEP_WHOLE_LOCAL_FORM	W:H3-S001	T+SH+OL	weiter gefüllt halten	DEFAULT_OR_HABIT	NO	tshol	tshol	YES
40	PROSE	E040	H3	f11r	f11r.1	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	KEEP_WHOLE_LOCAL_FORM	W:H3-S001	SH+O+AL	bei der Zielstelle „dicht beblätterte Pflanze mit blauer Blütenkrone“ halten	DEFAULT_OR_HABIT	NO	schoal	schoal	YES
41	PROSE	E041	H3	f11r	f11r.1	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	KEEP_WHOLE_LOCAL_FORM	W:H3-S001	CFHY	auswringen	DEFAULT_OR_HABIT	NO	cfhy	cfhy	YES
42	PROSE	E042	H3	f11r	f11r.1	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	KEEP_WHOLE_LOCAL_FORM	W:H3-S001	SH+Y+AIIN	Pflanzenmaterial bis zum Sollmaß halten	DEFAULT_OR_HABIT	NO	shfydaiin	shfydaiin	YES
43	PROSE	E043	H3	f11r	f11r.1	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	KEEP_WHOLE_LOCAL_FORM	W:H3-S001	P+Y	Pflanzenmaterial hineinführen	DEFAULT_OR_HABIT	NO	cphy	cphy	YES
44	PROSE	E044	H3	f11r	f11r.1	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	KEEP_WHOLE_LOCAL_FORM	W:H3-S001	WHOLE[cheey|shey]	EMPFANGSBESTAND	LOCAL_SURFACE_EXEMPLAR	NO	cheey	shey	NO
45	PROSE	E045	H3	f11r	f11r.1	H3-S001	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	KEEP_WHOLE_LOCAL_FORM	W:H3-S001	T+CH+O+DY	füllen und abziehen; Schluss	DEFAULT_OR_HABIT	NO	tchody	tchody	YES
46	PROSE	E046	H3	f11r	f11r.1	H3-S002	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S002	SH+O+Y+T+Y	Fraktion des Empfangsbestands halten und füllen	DEFAULT_OR_HABIT	NO	shoyty	shoyty	YES
47	PROSE	E047	H3	f11r	f11r.4	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S003	OL	fortsetzen	DEFAULT_OR_HABIT	NO	dchol	dchol	YES
48	PROSE	E048	H3	f11r	f11r.4	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S003	Y	Fraktion des Empfangsbestands	DEFAULT_OR_HABIT	YES	chy	chy	YES
49	PROSE	E049	H3	f11r	f11r.4	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S003	K+Y	Fraktion des Empfangsbestands zuführen	DEFAULT_OR_HABIT	NO	kchy	kchy	YES
50	PROSE	E050	H3	f11r	f11r.4	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S003	Y	Fraktion des Empfangsbestands	LOCAL_SURFACE_EXEMPLAR	YES	chy	dy	NO
51	PROSE	E051	H3	f11r	f11r.4	H3-S003	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S003	AIIN	Sollmaß	DEFAULT_OR_HABIT	NO	daiin	daiin	YES
52	PROSE	E052	H3	f11r	f11r.7	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S004	OT+Y	nächster Posten	DEFAULT_OR_HABIT	NO	qotchy	qotchy	YES
53	PROSE	E053	H3	f11r	f11r.7	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S004	OK+OL	weiter ansetzen	DEFAULT_OR_HABIT	NO	okchol	okchol	YES
54	PROSE	E054	H3	f11r	f11r.7	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S004	CTH+Y	bereit	DEFAULT_OR_HABIT	NO	cthy	cthy	YES
55	PROSE	E055	H3	f11r	f11r.7	H3-S004	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	ONE_LOCAL_RESIDUAL	X:H3-S004	Y	nächster Arbeitsposten	LOCAL_SURFACE_EXEMPLAR	NO	chey	dy	NO
56	PROSE	E056	H4	f55v	f55v.5	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ONE_LOCAL_RESIDUAL	X:H4-S001	OK+AIIN	Sollmaß setzen	DEFAULT_OR_HABIT	NO	qokaiin	qokaiin	YES
57	PROSE	E057	H4	f55v	f55v.5	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ONE_LOCAL_RESIDUAL	X:H4-S001	AIIN	Sollmaß	LOCAL_SURFACE_EXEMPLAR	NO	daiin	chaiin	NO
58	PROSE	E058	H4	f55v	f55v.5	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ONE_LOCAL_RESIDUAL	X:H4-S001	Y+K+AIN	eine Stoffportion davon zuführen	DEFAULT_OR_HABIT	NO	ykain	ykain	YES
59	PROSE	E059	H4	f55v	f55v.5	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ONE_LOCAL_RESIDUAL	X:H4-S001	Y+K+AIN	eine Stoffportion davon zuführen	DEFAULT_OR_HABIT	NO	ykan	ykan	YES
60	PROSE	E060	H4	f55v	f55v.5	H4-S001	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ONE_LOCAL_RESIDUAL	X:H4-S001	O+DY	Arbeitsgang abschließen	DEFAULT_OR_HABIT	NO	ody	ody	YES
61	PROSE	E061	H4	f55v	f55v.5	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ONE_LOCAL_RESIDUAL	X:H4-S002	AIIN	Sollmaß	DEFAULT_OR_HABIT	NO	daiin	daiin	YES
62	PROSE	E062	H4	f55v	f55v.5	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ONE_LOCAL_RESIDUAL	X:H4-S002	CHD+Y	zweite Teilportion vom Pflanzenmaterial umsetzen	DEFAULT_OR_HABIT	NO	chedy	chedy	YES
63	PROSE	E063	H4	f55v	f55v.5	H4-S002	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ONE_LOCAL_RESIDUAL	X:H4-S002	TALAM	verwahren	DEFAULT_OR_HABIT	NO	talam	talam	YES
64	PROSE	E064	H4	f55v	f55v.11	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	SHARED_RESIDUAL_MINI_FORM	R02	Y+K+AIIN	zweite Teilportion vom Pflanzenmaterial auf Sollmaß zuführen	DEFAULT_OR_HABIT	NO	ykaiin	ykaiin	YES
65	PROSE	E065	H4	f55v	f55v.11	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	SHARED_RESIDUAL_MINI_FORM	R02	CHEO+AR	Auszug aus der Quelle	DEFAULT_OR_HABIT	NO	cheoar	cheoar	YES
66	PROSE	E066	H4	f55v	f55v.11	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	SHARED_RESIDUAL_MINI_FORM	R02	CHK+EE+Y	zweite Teilportion vom Pflanzenmaterial länger wärmen	DEFAULT_OR_HABIT	NO	cheeky	cheeky	YES
67	PROSE	E067	H4	f55v	f55v.11	H4-S003	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	SHARED_RESIDUAL_MINI_FORM	R02	OL+DY	fortsetzen; Schluss	DEFAULT_OR_HABIT	NO	oldy	oldy	YES
68	PROSE	E068	H4	f55v	f55v.11	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	KEEP_WHOLE_LOCAL_FORM	W:H4-S004	AIIN	Sollmaß	LOCAL_SURFACE_EXEMPLAR	NO	daiin	aiin	NO
69	PROSE	E069	H4	f55v	f55v.11	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	KEEP_WHOLE_LOCAL_FORM	W:H4-S004	OK+AL	an die Zielstelle „breitblättrige Rispenpflanze mit auffälligem Wurzelkörper“ setzen	LOCAL_SURFACE_EXEMPLAR	NO	qokal	okal	NO
70	PROSE	E070	H4	f55v	f55v.11	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	KEEP_WHOLE_LOCAL_FORM	W:H4-S004	OL+T+Y	zweite Teilportion vom Pflanzenmaterial weiter füllen	DEFAULT_OR_HABIT	NO	oltchy	oltchy	YES
71	PROSE	E071	H4	f55v	f55v.11	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	KEEP_WHOLE_LOCAL_FORM	W:H4-S004	OR	Ansatz	LOCAL_SURFACE_EXEMPLAR	NO	chor	or	NO
72	PROSE	E072	H4	f55v	f55v.11	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	KEEP_WHOLE_LOCAL_FORM	W:H4-S004	Y	laufender Pflanzenansatz	LOCAL_SURFACE_EXEMPLAR	NO	chey	y	NO
73	PROSE	E073	H4	f55v	f55v.11	H4-S004	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	KEEP_WHOLE_LOCAL_FORM	W:H4-S004	OR+AIN	Stoffportion des Ansatzes	DEFAULT_OR_HABIT	NO	orain	orain	YES
74	PROSE	E074	H5	f56r	f56r.5	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	KEEP_WHOLE_LOCAL_FORM	W:H5-S001	HO+CH+OR	Zutat aus dem Ansatz abziehen	DEFAULT_OR_HABIT	NO	chochor	chochor	YES
75	PROSE	E075	H5	f56r	f56r.5	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	KEEP_WHOLE_LOCAL_FORM	W:H5-S001	HO	Zutat	DEFAULT_OR_HABIT	NO	cho	cho	YES
76	PROSE	E076	H5	f56r	f56r.5	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	KEEP_WHOLE_LOCAL_FORM	W:H5-S001	HO+AL+Y	diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“	DEFAULT_OR_HABIT	NO	chodaly	chodaly	YES
77	PROSE	E077	H5	f56r	f56r.5	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	KEEP_WHOLE_LOCAL_FORM	W:H5-S001	AIIN	Sollmaß	DEFAULT_OR_HABIT	NO	daiin	daiin	YES
78	PROSE	E078	H5	f56r	f56r.7	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	KEEP_WHOLE_LOCAL_FORM	W:H5-S001	HO	Zutat	DEFAULT_OR_HABIT	YES	sho	sho	YES
79	PROSE	E079	H5	f56r	f56r.7	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	KEEP_WHOLE_LOCAL_FORM	W:H5-S001	K+OL	weiter zuführen	DEFAULT_OR_HABIT	NO	kchol	kchol	YES
80	PROSE	E080	H5	f56r	f56r.7	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	KEEP_WHOLE_LOCAL_FORM	W:H5-S001	OT+CH+OR	danach Ansatz abziehen	DEFAULT_OR_HABIT	NO	otchor	otchor	YES
81	PROSE	E081	H5	f56r	f56r.7	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	KEEP_WHOLE_LOCAL_FORM	W:H5-S001	OK+Y	verwende den laufenden Pflanzenansatz	DEFAULT_OR_HABIT	YES	choky	choky	YES
82	PROSE	E082	H5	f56r	f56r.7	H5-S001	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	KEEP_WHOLE_LOCAL_FORM	W:H5-S001	AL	Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“	DEFAULT_OR_HABIT	NO	dal	dal	YES
83	PROSE	E083	H5	f56r	f56r.8	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S002	OL	fortsetzen	LOCAL_SURFACE_EXEMPLAR	NO	dchol	schol	NO
84	PROSE	E084	H5	f56r	f56r.8	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S002	HO+Y	diese Zutat	DEFAULT_OR_HABIT	NO	choy	choy	YES
85	PROSE	E085	H5	f56r	f56r.8	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S002	OK+Y	verwende Zugabe	DEFAULT_OR_HABIT	YES	choky	choky	YES
86	PROSE	E086	H5	f56r	f56r.8	H5-S002	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S002	CH+EE+CKH+O+DY	länger durch den Durchlass; Schluss	DEFAULT_OR_HABIT	NO	cheeckhody	cheeckhody	YES
87	PROSE	E087	H5	f56r	f56r.12	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S003	SH	halten	DEFAULT_OR_HABIT	NO	sh	sh	YES
88	PROSE	E088	H5	f56r	f56r.12	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S003	HO	Zutat	DEFAULT_OR_HABIT	NO	cho	cho	YES
89	PROSE	E089	H5	f56r	f56r.12	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S003	K+E+Y	Zugabe kurz zuführen	DEFAULT_OR_HABIT	NO	kchey	kchey	YES
90	PROSE	E090	H5	f56r	f56r.12	H5-S003	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S003	OK+OK+Y	Zugabe erneut ansetzen	DEFAULT_OR_HABIT	NO	qokokchy	qokokchy	YES
91	PROSE	E091	H5	f56r	f56r.13	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S004	OK+Y	Zugabe ansetzen	DEFAULT_OR_HABIT	NO	okchy	okchy	YES
92	PROSE	E092	H5	f56r	f56r.13	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S004	OK+CHEO	Auszug ansetzen	DEFAULT_OR_HABIT	NO	chokcheo	chokcheo	YES
93	PROSE	E093	H5	f56r	f56r.13	H5-S004	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S004	K+AL	an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen	DEFAULT_OR_HABIT	NO	kchal	kchal	YES
94	PROSE	E094	H5	f56r	f56r.18	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S005	HO	Zutat	DEFAULT_OR_HABIT	YES	sho	sho	YES
95	PROSE	E095	H5	f56r	f56r.18	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S005	OK+Y	Zugabe ansetzen	LOCAL_SURFACE_EXEMPLAR	NO	okchy	chokchy	NO
96	PROSE	E096	H5	f56r	f56r.18	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S005	K+HO+AR	Zutat aus dem Vorrat zuführen	DEFAULT_OR_HABIT	NO	kchoar	kchoar	YES
