model	paragraph	locus	mention	form	kind	axis	value	scope	patient	patient_form	debts	row_status
Q1	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	UNREAD_BETWEEN:f9v.7:4	recorded
Q0	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	UNREAD_BETWEEN:f9v.7:4	recorded
Q1	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.7:6	otal	UNREAD_BETWEEN:f9v.7:4	recorded
Q0	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	PHYSICAL	f9v.7:6	otal		recorded
Q1	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal		recorded
Q0	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol		recorded
Q1	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol		recorded
Q0	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	PHYSICAL	f9v.10:2	kchol		recorded
Q1	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol		recorded
Q0	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.10:2	kchol		recorded
Q1	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	STANDALONE	moisture	dry	PHYSICAL	f9v.10:2	kchol		recorded
Q0	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol		recorded
Q1	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol		recorded
Q0	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	PHYSICAL	f9v.11:2	chshoty		recorded
Q1	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty		recorded
Q0	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	PHYSICAL	f9v.11:2	chshoty		recorded
Q1	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty		recorded
Q0	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty		recorded
Q1	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty		recorded
Q0	f17v|f17v.1-f17v.23	f17v.4	f17v.4:1	kchor	BARE_NOMINAL	moisture	dry	PHYSICAL	f17v.4:1	kchor		recorded
Q1	f17v|f17v.1-f17v.23	f17v.4	f17v.4:1	kchor	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.4:1	kchor		recorded
Q0	f17v|f17v.1-f17v.23	f17v.5	f17v.5:2	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.5:4	tchol	UNREAD_BETWEEN:f17v.5:3	recorded
Q1	f17v|f17v.1-f17v.23	f17v.5	f17v.5:2	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.5:4	tchol	UNREAD_BETWEEN:f17v.5:3	recorded
Q0	f17v|f17v.1-f17v.23	f17v.5	f17v.5:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f17v.5:4	tchol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.5	f17v.5:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f17v.5:4	tchol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.6	f17v.6:5	otaiin	BARE_NOMINAL	thermal	cold	PHYSICAL	f17v.6:5	otaiin		recorded
Q1	f17v|f17v.1-f17v.23	f17v.6	f17v.6:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.6:5	otaiin		recorded
Q0	f17v|f17v.1-f17v.23	f17v.9	f17v.9:2	shol	STANDALONE	moisture	wet	PHYSICAL	f17v.9:3	kchol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.9	f17v.9:2	shol	STANDALONE	moisture	wet	PHYSICAL	f17v.9:3	kchol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.9	f17v.9:3	kchol	BARE_NOMINAL	moisture	dry	PHYSICAL	f17v.9:3	kchol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.9	f17v.9:3	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.9:3	kchol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.10	f17v.10:2	okeor	BARE_NOMINAL	thermal	warm	PHYSICAL	f17v.10:2	okeor		recorded
Q1	f17v|f17v.1-f17v.23	f17v.10	f17v.10:2	okeor	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.10:2	okeor		recorded
Q0	f17v|f17v.1-f17v.23	f17v.11	f17v.11:4	chol	STANDALONE	moisture	dry	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f17v|f17v.1-f17v.23	f17v.11	f17v.11:4	chol	STANDALONE	moisture	dry	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f17v|f17v.1-f17v.23	f17v.13	f17v.13:2	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.13:4	cthol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.13	f17v.13:2	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.13:4	cthol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.13	f17v.13:3	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.13:4	cthol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.13	f17v.13:3	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.13:4	cthol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.13	f17v.13:6	sheol	BARE_NOMINAL	moisture	wet	PHYSICAL	f17v.13:6	sheol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.13	f17v.13:6	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f17v.13:6	sheol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.14	f17v.14:4	chodaiin	BARE_NOMINAL	moisture	dry	PHYSICAL	f17v.14:4	chodaiin		recorded
Q1	f17v|f17v.1-f17v.23	f17v.14	f17v.14:4	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.14:4	chodaiin		recorded
Q0	f17v|f17v.1-f17v.23	f17v.14	f17v.14:5	okeol	BARE_NOMINAL	thermal	warm	PHYSICAL	f17v.14:5	okeol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.14	f17v.14:5	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.14:5	okeol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.15	f17v.15:5	otor	BARE_NOMINAL	thermal	cold	PHYSICAL	f17v.15:5	otor		recorded
Q1	f17v|f17v.1-f17v.23	f17v.15	f17v.15:5	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:5	otor		recorded
Q0	f17v|f17v.1-f17v.23	f17v.15	f17v.15:6	oteol	BARE_NOMINAL	thermal	cold	PHYSICAL	f17v.15:6	oteol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.15	f17v.15:6	oteol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:6	oteol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.16	f17v.16:2	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.16:3	okeol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.16	f17v.16:2	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.16:3	okeol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.16	f17v.16:3	okeol	BARE_NOMINAL	thermal	warm	PHYSICAL	f17v.16:3	okeol		recorded
Q1	f17v|f17v.1-f17v.23	f17v.16	f17v.16:3	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.16:3	okeol		recorded
Q0	f17v|f17v.1-f17v.23	f17v.18	f17v.18:1	otor	BARE_NOMINAL	thermal	cold	PHYSICAL	f17v.18:1	otor		recorded
Q1	f17v|f17v.1-f17v.23	f17v.18	f17v.18:1	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.18:1	otor		recorded
Q0	f17v|f17v.1-f17v.23	f17v.18	f17v.18:4	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.18:2	cheeor		recorded
Q1	f17v|f17v.1-f17v.23	f17v.18	f17v.18:4	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.18:2	cheeor		recorded
Q0	f17v|f17v.1-f17v.23	f17v.20	f17v.20:4	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.20:3	cheor		recorded
Q1	f17v|f17v.1-f17v.23	f17v.20	f17v.20:4	chol	STANDALONE	moisture	dry	PHYSICAL	f17v.20:3	cheor		recorded
Q0	f17v|f17v.1-f17v.23	f17v.23	f17v.23:2	okeor	BARE_NOMINAL	thermal	warm	PHYSICAL	f17v.23:2	okeor		recorded
Q1	f17v|f17v.1-f17v.23	f17v.23	f17v.23:2	okeor	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.23:2	okeor		recorded
Q0	f19v|f19v.8-f19v.14	f19v.9	f19v.9:2	oky	STANDALONE	thermal	warm	PHYSICAL	f19v.9:3	chor		recorded
Q1	f19v|f19v.8-f19v.14	f19v.9	f19v.9:2	oky	STANDALONE	thermal	warm	PHYSICAL	f19v.9:3	chor		recorded
Q0	f19v|f19v.8-f19v.14	f19v.9	f19v.9:5	chol	STANDALONE	moisture	dry	PHYSICAL	f19v.9:3	chor	UNREAD_BETWEEN:f19v.9:4	recorded
Q1	f19v|f19v.8-f19v.14	f19v.9	f19v.9:5	chol	STANDALONE	moisture	dry	PHYSICAL	f19v.9:3	chor	UNREAD_BETWEEN:f19v.9:4	recorded
Q0	f19v|f19v.8-f19v.14	f19v.9	f19v.9:6	oky	STANDALONE	thermal	warm	PHYSICAL	f19v.9:3	chor	UNREAD_BETWEEN:f19v.9:4	recorded
Q1	f19v|f19v.8-f19v.14	f19v.9	f19v.9:6	oky	STANDALONE	thermal	warm	PHYSICAL	f19v.9:3	chor	UNREAD_BETWEEN:f19v.9:4	recorded
Q0	f19v|f19v.8-f19v.14	f19v.11	f19v.11:1	qotol	BARE_NOMINAL	thermal	cold	PHYSICAL	f19v.11:1	qotol		recorded
Q1	f19v|f19v.8-f19v.14	f19v.11	f19v.11:1	qotol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f19v.11:1	qotol		recorded
Q0	f19v|f19v.8-f19v.14	f19v.12	f19v.12:5	otaiin	BARE_NOMINAL	thermal	cold	PHYSICAL	f19v.12:5	otaiin		recorded
Q1	f19v|f19v.8-f19v.14	f19v.12	f19v.12:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f19v.12:5	otaiin		recorded
Q0	f19v|f19v.8-f19v.14	f19v.13	f19v.13:3	oty	STANDALONE	thermal	cold	PHYSICAL	f19v.13:7	ytaiin	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
Q1	f19v|f19v.8-f19v.14	f19v.13	f19v.13:3	oty	STANDALONE	thermal	cold	PHYSICAL	f19v.13:7	ytaiin	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
Q0	f19v|f19v.8-f19v.14	f19v.13	f19v.13:7	ytaiin	BARE_NOMINAL	thermal	cold	PHYSICAL	f19v.13:7	ytaiin		recorded
Q1	f19v|f19v.8-f19v.14	f19v.13	f19v.13:7	ytaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f19v.13:7	ytaiin		recorded
Q0	f22v|f22v.6-f22v.16	f22v.6	f22v.6:2	shy	STANDALONE	moisture	wet	PHYSICAL	f22v.6:3	tchor		recorded
Q1	f22v|f22v.6-f22v.16	f22v.6	f22v.6:2	shy	STANDALONE	moisture	wet	PHYSICAL	f22v.6:3	tchor		recorded
Q0	f22v|f22v.6-f22v.16	f22v.6	f22v.6:4	otaiin	BARE_NOMINAL	thermal	cold	PHYSICAL	f22v.6:4	otaiin		recorded
Q1	f22v|f22v.6-f22v.16	f22v.6	f22v.6:4	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f22v.6:4	otaiin		recorded
Q0	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	BARE_NOMINAL	moisture	dry	PHYSICAL	f22v.7:3	qokchol		recorded
Q1	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f22v.7:3	qokchol		recorded
Q0	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.7:3	qokchol		recorded
Q1	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.7:3	qokchol		recorded
Q0	f22v|f22v.6-f22v.16	f22v.8	f22v.8:3	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.8:3	qokol		recorded
Q1	f22v|f22v.6-f22v.16	f22v.8	f22v.8:3	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.8:3	qokol		recorded
Q0	f22v|f22v.6-f22v.16	f22v.9	f22v.9:2	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f22v.9:2	shody		recorded
Q1	f22v|f22v.6-f22v.16	f22v.9	f22v.9:2	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f22v.9:2	shody		recorded
Q0	f22v|f22v.6-f22v.16	f22v.9	f22v.9:3	chol	STANDALONE	moisture	dry	PHYSICAL	f22v.9:2	shody		recorded
Q1	f22v|f22v.6-f22v.16	f22v.9	f22v.9:3	chol	STANDALONE	moisture	dry	PHYSICAL	f22v.9:2	shody		recorded
Q0	f22v|f22v.6-f22v.16	f22v.9	f22v.9:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f22v.9:4	tchol		recorded
Q1	f22v|f22v.6-f22v.16	f22v.9	f22v.9:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f22v.9:4	tchol		recorded
Q0	f22v|f22v.6-f22v.16	f22v.9	f22v.9:5	otaiin	BARE_NOMINAL	thermal	cold	PHYSICAL	f22v.9:5	otaiin		recorded
Q1	f22v|f22v.6-f22v.16	f22v.9	f22v.9:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f22v.9:5	otaiin		recorded
Q0	f22v|f22v.6-f22v.16	f22v.11	f22v.11:2	oty	STANDALONE	thermal	cold	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f22v|f22v.6-f22v.16	f22v.11	f22v.11:2	oty	STANDALONE	thermal	cold	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f22v|f22v.6-f22v.16	f22v.14	f22v.14:3	shol	STANDALONE	moisture	wet	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f22v|f22v.6-f22v.16	f22v.14	f22v.14:3	shol	STANDALONE	moisture	wet	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	BARE_NOMINAL	moisture	dry	PHYSICAL	f23r.5:2	qokchol		recorded
Q1	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f23r.5:2	qokchol		recorded
Q0	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f23r.5:2	qokchol		recorded
Q1	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f23r.5:2	qokchol		recorded
Q0	f23r|f23r.4-f23r.5	f23r.5	f23r.5:4	chol	STANDALONE	moisture	dry	PHYSICAL	f23r.5:2	qokchol	UNREAD_BETWEEN:f23r.5:3	recorded
Q1	f23r|f23r.4-f23r.5	f23r.5	f23r.5:4	chol	STANDALONE	moisture	dry	PHYSICAL	f23r.5:2	qokchol	UNREAD_BETWEEN:f23r.5:3	recorded
Q0	f23r|f23r.4-f23r.5	f23r.5	f23r.5:6	chol	STANDALONE	moisture	dry	PHYSICAL	f23r.5:2	qokchol	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
Q1	f23r|f23r.4-f23r.5	f23r.5	f23r.5:6	chol	STANDALONE	moisture	dry	PHYSICAL	f23r.5:2	qokchol	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
Q0	f24r|f24r.1-f24r.20	f24r.2	f24r.2:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.2:2	char	UNREAD_BETWEEN:f24r.2:4	recorded
Q1	f24r|f24r.1-f24r.20	f24r.2	f24r.2:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.2:2	char	UNREAD_BETWEEN:f24r.2:4	recorded
Q0	f24r|f24r.1-f24r.20	f24r.6	f24r.6:3	otal	BARE_NOMINAL	thermal	cold	PHYSICAL	f24r.6:3	otal		recorded
Q1	f24r|f24r.1-f24r.20	f24r.6	f24r.6:3	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.6:3	otal		recorded
Q0	f24r|f24r.1-f24r.20	f24r.8	f24r.8:6	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f24r.8:6	qokeol		recorded
Q1	f24r|f24r.1-f24r.20	f24r.8	f24r.8:6	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f24r.8:6	qokeol		recorded
Q0	f24r|f24r.1-f24r.20	f24r.11	f24r.11:5	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f24r.11:5	qokain		recorded
Q1	f24r|f24r.1-f24r.20	f24r.11	f24r.11:5	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f24r.11:5	qokain		recorded
Q0	f24r|f24r.1-f24r.20	f24r.12	f24r.12:3	tol	BARE_NOMINAL	thermal	cold	PHYSICAL	f24r.12:3	tol		recorded
Q1	f24r|f24r.1-f24r.20	f24r.12	f24r.12:3	tol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.12:3	tol		recorded
Q0	f24r|f24r.1-f24r.20	f24r.12	f24r.12:4	tod	BARE_NOMINAL	thermal	cold	PHYSICAL	f24r.12:4	tod		recorded
Q1	f24r|f24r.1-f24r.20	f24r.12	f24r.12:4	tod	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.12:4	tod		recorded
Q0	f24r|f24r.1-f24r.20	f24r.16	f24r.16:1	sham	BARE_NOMINAL	moisture	wet	PHYSICAL	f24r.16:1	sham		recorded
Q1	f24r|f24r.1-f24r.20	f24r.16	f24r.16:1	sham	BARE_NOMINAL	moisture	wet	CONSTITUTION	f24r.16:1	sham		recorded
Q0	f24r|f24r.1-f24r.20	f24r.17	f24r.17:3	sham	BARE_NOMINAL	moisture	wet	PHYSICAL	f24r.17:3	sham		recorded
Q1	f24r|f24r.1-f24r.20	f24r.17	f24r.17:3	sham	BARE_NOMINAL	moisture	wet	CONSTITUTION	f24r.17:3	sham		recorded
Q0	f24r|f24r.1-f24r.20	f24r.17	f24r.17:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.17:3	sham	UNREAD_BETWEEN:f24r.17:4	recorded
Q1	f24r|f24r.1-f24r.20	f24r.17	f24r.17:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.17:3	sham	UNREAD_BETWEEN:f24r.17:4	recorded
Q0	f24r|f24r.1-f24r.20	f24r.18	f24r.18:2	chol	STANDALONE	moisture	dry	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f24r|f24r.1-f24r.20	f24r.18	f24r.18:2	chol	STANDALONE	moisture	dry	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f24r|f24r.1-f24r.20	f24r.18	f24r.18:4	chol	STANDALONE	moisture	dry	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f24r|f24r.1-f24r.20	f24r.18	f24r.18:4	chol	STANDALONE	moisture	dry	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f24r|f24r.1-f24r.20	f24r.19	f24r.19:3	chol	STANDALONE	moisture	dry	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f24r|f24r.1-f24r.20	f24r.19	f24r.19:3	chol	STANDALONE	moisture	dry	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f45v|f45v.5-f45v.11	f45v.5	f45v.5:1	qotol	BARE_NOMINAL	thermal	cold	PHYSICAL	f45v.5:1	qotol		recorded
Q1	f45v|f45v.5-f45v.11	f45v.5	f45v.5:1	qotol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.5:1	qotol		recorded
Q0	f45v|f45v.5-f45v.11	f45v.5	f45v.5:5	oty	STANDALONE	thermal	cold	PHYSICAL	f45v.5:1	qotol	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
Q1	f45v|f45v.5-f45v.11	f45v.5	f45v.5:5	oty	STANDALONE	thermal	cold	PHYSICAL	f45v.5:1	qotol	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
Q0	f45v|f45v.5-f45v.11	f45v.6	f45v.6:5	tod	BARE_NOMINAL	thermal	cold	PHYSICAL	f45v.6:5	tod		recorded
Q1	f45v|f45v.5-f45v.11	f45v.6	f45v.6:5	tod	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.6:5	tod		recorded
Q0	f45v|f45v.5-f45v.11	f45v.7	f45v.7:2	kchol	BARE_NOMINAL	moisture	dry	PHYSICAL	f45v.7:2	kchol		recorded
Q1	f45v|f45v.5-f45v.11	f45v.7	f45v.7:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f45v.7:2	kchol		recorded
Q0	f45v|f45v.5-f45v.11	f45v.8	f45v.8:6	otor	BARE_NOMINAL	thermal	cold	PHYSICAL	f45v.8:6	otor		recorded
Q1	f45v|f45v.5-f45v.11	f45v.8	f45v.8:6	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.8:6	otor		recorded
Q0	f45v|f45v.5-f45v.11	f45v.9	f45v.9:3	chol	STANDALONE	moisture	dry	PHYSICAL	f45v.9:2	cthy		recorded
Q1	f45v|f45v.5-f45v.11	f45v.9	f45v.9:3	chol	STANDALONE	moisture	dry	PHYSICAL	f45v.9:2	cthy		recorded
Q0	f45v|f45v.5-f45v.11	f45v.10	f45v.10:3	oky	STANDALONE	thermal	warm	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f45v|f45v.5-f45v.11	f45v.10	f45v.10:3	oky	STANDALONE	thermal	warm	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
