paragraph	locus	index	raw	old_A	Q1_T	Q1_V	role	status	row_status
f9v|f9v.5-f9v.12	f9v.6	3	ksheody	UNREAD	[ungelesen: ksheody]	[ungelesen: ksheody]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	4	chody	getrocknetes Material	getrocknetes Material	getrocknetes Material	MATERIAL	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.6	5	da[in:iin]	UNREAD	[ungelesen: da[in:iin]]	[ungelesen: da[in:iin]]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	6	otchy	UNREAD	[ungelesen: otchy]	[ungelesen: otchy]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	7	cthod	UNREAD	[ungelesen: cthod]	[ungelesen: cthod]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.6	8	yko	UNREAD	[ungelesen: yko]	[ungelesen: yko]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.7	1	qo	nimm	nimm	nimm	ACTION	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	2	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	3	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	4	{ct}chy	UNREAD	[ungelesen: {ct}chy]	[ungelesen: {ct}chy]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.7	5	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	6	otal	kühles Ausgangsmaterial	kühles Ausgangsmaterial [angegebene Qualität als Stoffkonstitution]	kühles Ausgangsmaterial [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	7	dor	abgemessene Menge	abgemessene Menge	abgemessene Menge	AMOUNT	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.7	8	daim	UNREAD	[ungelesen: daim]	[ungelesen: daim]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	1	soiin	UNREAD	[ungelesen: soiin]	[ungelesen: soiin]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	2	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.8	3	qokcho	verarbeite warm	verarbeite warm	verarbeite warm	ACTION	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.8	4	rokyd	UNREAD	[ungelesen: rokyd]	[ungelesen: rokyd]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.8	5	daly	UNREAD	[ungelesen: daly]	[ungelesen: daly]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	1	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.9	2	chy	heiß	heiß	heiß	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.9	3	tor	UNREAD	[ungelesen: tor]	[ungelesen: tor]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	4	chyty	UNREAD	[ungelesen: chyty]	[ungelesen: chyty]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	5	dary	UNREAD	[ungelesen: dary]	[ungelesen: dary]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.9	6	ytoldy	UNREAD	[ungelesen: ytoldy]	[ungelesen: ytoldy]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.10	1	oty	kühl	kühl	kühl	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	2	kchol	Trockenmaterial	Trockenmaterial [angegebene Qualität als Stoffkonstitution]	Trockenmaterial [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	3	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	4	chy	heiß	heiß	heiß	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.10	5	kyty	UNREAD	[ungelesen: kyty]	[ungelesen: kyty]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.11	1	ychor	ferner	ferner	ferner	LINK	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	2	chshoty	kühl-feuchtes Material	kühl-feuchtes Material [angegebene Qualität als Stoffkonstitution]	kühl-feuchtes Material [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	3	oky	warm	warm	warm	STATE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.11	4	kaiin	Wärmestufe Q	Wärmestufe Q	Wärmestufe Q	QUALITY_VALUE	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.12	1	chkaiin	UNREAD	[ungelesen: chkaiin]	[ungelesen: chkaiin]	OPEN	UNREAD	recorded
f9v|f9v.5-f9v.12	f9v.12	2	ckhy	stampfe	stampfe	stampfe	ACTION	ASSUMED	recorded
f9v|f9v.5-f9v.12	f9v.12	3	chor	Blüten	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	1	pchodol	UNREAD	[ungelesen: pchodol]	[ungelesen: pchodol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	2	chor	Blüten	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	3	pchy	UNREAD	[ungelesen: pchy]	[ungelesen: pchy]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	4	opydaiin	UNREAD	[ungelesen: opydaiin]	[ungelesen: opydaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.1	5	odal	abgemessener Anteil	abgemessener Anteil	abgemessener Anteil	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.1	6	dy	fertig	fertig	fertig	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	1	ycheey	UNREAD	[ungelesen: ycheey]	[ungelesen: ycheey]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.2	2	keeor	Feinauszug	Feinauszug	Feinauszug	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	3	cthodal	UNREAD	[ungelesen: cthodal]	[ungelesen: cthodal]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.2	4	okol	Grundansatz	Grundansatz	Grundansatz	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	5	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.2	6	okal	Ausgangsmaterial	Ausgangsmaterial	Ausgangsmaterial	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	1	oldaig	UNREAD	[ungelesen: oldaig]	[ungelesen: oldaig]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	2	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	3	okal	Ausgangsmaterial	Ausgangsmaterial	Ausgangsmaterial	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.3	4	oldaiin	UNREAD	[ungelesen: oldaiin]	[ungelesen: oldaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	5	chockhol	UNREAD	[ungelesen: chockhol]	[ungelesen: chockhol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.3	6	olol	UNREAD	[ungelesen: olol]	[ungelesen: olol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	1	kchor	trockene Blüten	trockene Blüten [angegebene Qualität als Stoffkonstitution]	trockene Blüten [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.4	2	fchol	UNREAD	[ungelesen: fchol]	[ungelesen: fchol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	3	cphol	UNREAD	[ungelesen: cphol]	[ungelesen: cphol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	4	olcheol	UNREAD	[ungelesen: olcheol]	[ungelesen: olcheol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.4	5	ok[eee:eeee]y	UNREAD	[ungelesen: ok[eee:eeee]y]	[ungelesen: ok[eee:eeee]y]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.5	1	ychol	trockne	trockne	trockne	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	2	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	3	dolcheey	UNREAD	[ungelesen: dolcheey]	[ungelesen: dolcheey]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.5	4	tchol	getrockneter Anteil	getrockneter Anteil	getrockneter Anteil	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	5	dar	Teilmenge	Teilmenge	Teilmenge	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.5	6	ckhy	stampfe	stampfe	stampfe	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	1	oekor	UNREAD	[ungelesen: oekor]	[ungelesen: oekor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.6	2	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	3	okaiin	Dosis des Grundansatzes	Dosis des Grundansatzes	Dosis des Grundansatzes	MATERIAL_DOSE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	4	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	5	otaiin	Dosis des kühlen Ansatzes	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	MATERIAL_DOSE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.6	6	d	UNREAD	[ungelesen: d]	[ungelesen: d]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.7	1	sor	weiterer Bestandteil	weiterer Bestandteil	weiterer Bestandteil	LINK	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	2	chkeey	zerreibe vollständig	zerreibe vollständig	zerreibe vollständig	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	3	poiis	UNREAD	[ungelesen: poiis]	[ungelesen: poiis]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.7	4	cheor	Auszug	Auszug	Auszug	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	5	os	zusammen	zusammen	zusammen	DISTRIBUTIVE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	6	s	jeweils	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.7	7	aiin	Maßzahl Q	Maßzahl Q	Maßzahl Q	NUMBER	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	1	qokeey	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	2	kchar	UNREAD	[ungelesen: kchar]	[ungelesen: kchar]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.8	3	ol	mit	mit	mit	RELATION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	4	dy	fertig	fertig	fertig	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.8	5	choldaiin	UNREAD	[ungelesen: choldaiin]	[ungelesen: choldaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.8	6	sy	abgesetzt	abgesetzt	abgesetzt	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	1	ycheol	danach	danach	danach	LINK	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	2	shol	feucht	feucht	feucht	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	3	kchol	Trockenmaterial	Trockenmaterial [angegebene Qualität als Stoffkonstitution]	Trockenmaterial [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.9	4	choltaiin	UNREAD	[ungelesen: choltaiin]	[ungelesen: choltaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.9	5	ol	mit	mit	mit	RELATION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	1	oytor	UNREAD	[ungelesen: oytor]	[ungelesen: oytor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	2	okeor	warmer Auszug	warmer Auszug [angegebene Qualität als Stoffkonstitution]	warmer Auszug [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	3	okar	UNREAD	[ungelesen: okar]	[ungelesen: okar]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	4	okol	Grundansatz	Grundansatz	Grundansatz	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.10	5	daiir	UNREAD	[ungelesen: daiir]	[ungelesen: daiir]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.10	6	a[r:m]	UNREAD	[ungelesen: a[r:m]]	[ungelesen: a[r:m]]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	1	qokcheo	UNREAD	[ungelesen: qokcheo]	[ungelesen: qokcheo]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	2	qokoiir	UNREAD	[ungelesen: qokoiir]	[ungelesen: qokoiir]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	3	ctheol	UNREAD	[ungelesen: ctheol]	[ungelesen: ctheol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.11	4	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	1	oy	UNREAD	[ungelesen: oy]	[ungelesen: oy]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	2	choy	grob	grob	grob	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	3	keaiin	UNREAD	[ungelesen: keaiin]	[ungelesen: keaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	4	chckhey	UNREAD	[ungelesen: chckhey]	[ungelesen: chckhey]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.12	5	ol	mit	mit	mit	RELATION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.12	6	chor	Blüten	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	1	ykeor	UNREAD	[ungelesen: ykeor]	[ungelesen: ykeor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.13	2	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	3	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	4	cthol	Krautpulver	Krautpulver	Krautpulver	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.13	5	chkor	UNREAD	[ungelesen: chkor]	[ungelesen: chkor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.13	6	sheol	feuchtes Gemenge	feuchtes Gemenge [angegebene Qualität als Stoffkonstitution]	feuchtes Gemenge [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	1	olo	UNREAD	[ungelesen: olo]	[ungelesen: olo]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.14	2	r	darauf	darauf	darauf	LINK	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	3	okeeol	UNREAD	[ungelesen: okeeol]	[ungelesen: okeeol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.14	4	chodaiin	Dosis Q des Trockenmaterials	Dosis Q des Trockenmaterials [angegebene Qualität als Stoffkonstitution]	Dosis Q des Trockenmaterials [angegebene Qualität als Stoffkonstitution]	MATERIAL_DOSE	ASSUMED	recorded
