cell_id	base	base_value_de	ending	ending_value_de	normalized_atom_sequence	composed_short_reading_de	status	observed_group_count	observed_surfaces	observed_pages	observed_registers	base_observed_endings	base_observed_groups	ending_observed_bases	ending_observed_groups	analogy_score	selection_cost
B01E11	OK	ANSETZEN	E+CLOSE	KURZ_DANN_SCHLUSS	OK+E+CLOSE	ansetzen kurz und dann schließen	OBSERVED	8	qokedy	f81v|f83r	PROSE	11	72	3	23	14	ONE_FIXED_12_BY_12_LATTICE
B01E12	OK	ANSETZEN	EE+CLOSE	LAENGER_DANN_SCHLUSS	OK+EE+CLOSE	ansetzen länger und dann schließen	OBSERVED	10	qokeedy	f82r|f83r	PROSE	11	72	5	17	16	ONE_FIXED_12_BY_12_LATTICE
B02E01	OL	FORTSETZEN	Y	DIESER_POSTEN	OL+Y	fortsetzen am aktuellen Posten	OBSERVED	1	qolchey	f83r	PROSE	4	6	8	42	12	ONE_FIXED_12_BY_12_LATTICE
B02E02	OL	FORTSETZEN	CLOSE	SCHLUSS	OL+CLOSE	fortsetzen und den Schritt schließen	OBSERVED	2	oldy	f55v|f83r	PROSE	4	6	3	10	7	ONE_FIXED_12_BY_12_LATTICE
B02E03	OL	FORTSETZEN	AIIN	SOLLWERT	OL+AIIN	fortsetzen mit Sollwert	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	7	18	11	ONE_FIXED_12_BY_12_LATTICE
B02E04	OL	FORTSETZEN	AIN	PORTION	OL+AIN	fortsetzen an einer Portion	OBSERVED	2	olkain|qolkain	f81v|f83r	PROSE	4	6	3	11	7	ONE_FIXED_12_BY_12_LATTICE
B02E05	OL	FORTSETZEN	IIN	STUFE	OL+IIN	fortsetzen bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	1	1	5	ONE_FIXED_12_BY_12_LATTICE
B02E06	OL	FORTSETZEN	AL	ZIEL	OL+AL	fortsetzen am Ziel	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	6	16	10	ONE_FIXED_12_BY_12_LATTICE
B02E07	OL	FORTSETZEN	AR	QUELLE	OL+AR	fortsetzen aus der Quelle	OBSERVED	1	olar	f67r2	ASTRO	4	6	6	13	10	ONE_FIXED_12_BY_12_LATTICE
B02E08	OL	FORTSETZEN	AIR	LAUF_BAHN	OL+AIR	fortsetzen entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	2	2	6	ONE_FIXED_12_BY_12_LATTICE
B02E09	OL	FORTSETZEN	E+Y	KURZ_DIESER_POSTEN	OL+E+Y	fortsetzen kurz am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	6	12	10	ONE_FIXED_12_BY_12_LATTICE
B02E10	OL	FORTSETZEN	EE+Y	LAENGER_DIESER_POSTEN	OL+EE+Y	fortsetzen länger am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	5	14	9	ONE_FIXED_12_BY_12_LATTICE
B02E11	OL	FORTSETZEN	E+CLOSE	KURZ_DANN_SCHLUSS	OL+E+CLOSE	fortsetzen kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	3	23	7	ONE_FIXED_12_BY_12_LATTICE
B02E12	OL	FORTSETZEN	EE+CLOSE	LAENGER_DANN_SCHLUSS	OL+EE+CLOSE	fortsetzen länger und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	5	17	9	ONE_FIXED_12_BY_12_LATTICE
B03E01	OT	FOLGEND	Y	DIESER_POSTEN	OT+Y	zum folgenden Posten gehen am aktuellen Posten	OBSERVED	3	otchey|qotchy	f11r|f56r|f83r	PROSE	8	19	8	42	16	ONE_FIXED_12_BY_12_LATTICE
B03E02	OT	FOLGEND	CLOSE	SCHLUSS	OT+CLOSE	zum folgenden Posten gehen und den Schritt schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	8	19	3	10	11	ONE_FIXED_12_BY_12_LATTICE
B03E03	OT	FOLGEND	AIIN	SOLLWERT	OT+AIIN	zum folgenden Posten gehen mit Sollwert	OBSERVED	3	otaiin|sotaiin	f82r|f83r	PROSE	8	19	7	18	15	ONE_FIXED_12_BY_12_LATTICE
B03E04	OT	FOLGEND	AIN	PORTION	OT+AIN	zum folgenden Posten gehen an einer Portion	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	8	19	3	11	11	ONE_FIXED_12_BY_12_LATTICE
B03E05	OT	FOLGEND	IIN	STUFE	OT+IIN	zum folgenden Posten gehen bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	8	19	1	1	9	ONE_FIXED_12_BY_12_LATTICE
B03E06	OT	FOLGEND	AL	ZIEL	OT+AL	zum folgenden Posten gehen am Ziel	OBSERVED	3	otal|qotal	f83r	PROSE	8	19	6	16	14	ONE_FIXED_12_BY_12_LATTICE
B03E07	OT	FOLGEND	AR	QUELLE	OT+AR	zum folgenden Posten gehen aus der Quelle	OBSERVED	3	otar|otoar	f67r2|f69v|f81v	ASTRO|PROSE	8	19	6	13	14	ONE_FIXED_12_BY_12_LATTICE
B03E08	OT	FOLGEND	AIR	LAUF_BAHN	OT+AIR	zum folgenden Posten gehen entlang des Laufs	OBSERVED	1	qotair	f69v	ASTRO	8	19	2	2	10	ONE_FIXED_12_BY_12_LATTICE
B03E09	OT	FOLGEND	E+Y	KURZ_DIESER_POSTEN	OT+E+Y	zum folgenden Posten gehen kurz am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	8	19	6	12	14	ONE_FIXED_12_BY_12_LATTICE
B03E10	OT	FOLGEND	EE+Y	LAENGER_DIESER_POSTEN	OT+EE+Y	zum folgenden Posten gehen länger am aktuellen Posten	OBSERVED	2	oteey	f82r	PROSE	8	19	5	14	13	ONE_FIXED_12_BY_12_LATTICE
B03E11	OT	FOLGEND	E+CLOSE	KURZ_DANN_SCHLUSS	OT+E+CLOSE	zum folgenden Posten gehen kurz und dann schließen	OBSERVED	2	otedy	f83r	PROSE	8	19	3	23	11	ONE_FIXED_12_BY_12_LATTICE
B03E12	OT	FOLGEND	EE+CLOSE	LAENGER_DANN_SCHLUSS	OT+EE+CLOSE	zum folgenden Posten gehen länger und dann schließen	OBSERVED	2	qoteedy	f82r|f83r	PROSE	8	19	5	17	13	ONE_FIXED_12_BY_12_LATTICE
B04E01	CHD	UMSETZEN	Y	DIESER_POSTEN	CHD+Y	umsetzen am aktuellen Posten	OBSERVED	12	chdy|chedchy|chedy	f55v|f81v|f83r	PROSE	6	22	8	42	14	ONE_FIXED_12_BY_12_LATTICE
B04E02	CHD	UMSETZEN	CLOSE	SCHLUSS	CHD+CLOSE	umsetzen und den Schritt schließen	OBSERVED	5	dchdy|dchedy|schedy|tchedy	f81v|f82r|f83r	PROSE	6	22	3	10	9	ONE_FIXED_12_BY_12_LATTICE
B04E03	CHD	UMSETZEN	AIIN	SOLLWERT	CHD+AIIN	umsetzen mit Sollwert	OBSERVED	1	chedaiin	f67r2	ASTRO	6	22	7	18	13	ONE_FIXED_12_BY_12_LATTICE
B04E04	CHD	UMSETZEN	AIN	PORTION	CHD+AIN	umsetzen an einer Portion	OBSERVED	1	chedain	f83r	PROSE	6	22	3	11	9	ONE_FIXED_12_BY_12_LATTICE
B04E05	CHD	UMSETZEN	IIN	STUFE	CHD+IIN	umsetzen bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	6	22	1	1	7	ONE_FIXED_12_BY_12_LATTICE
B04E06	CHD	UMSETZEN	AL	ZIEL	CHD+AL	umsetzen am Ziel	OBSERVED	1	chdal	f83r	PROSE	6	22	6	16	12	ONE_FIXED_12_BY_12_LATTICE
B04E07	CHD	UMSETZEN	AR	QUELLE	CHD+AR	umsetzen aus der Quelle	OBSERVED	2	cheedar|dchdar	f67r2|f83r	ASTRO|PROSE	6	22	6	13	12	ONE_FIXED_12_BY_12_LATTICE
B04E08	CHD	UMSETZEN	AIR	LAUF_BAHN	CHD+AIR	umsetzen entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	6	22	2	2	8	ONE_FIXED_12_BY_12_LATTICE
B04E09	CHD	UMSETZEN	E+Y	KURZ_DIESER_POSTEN	CHD+E+Y	umsetzen kurz am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	6	22	6	12	12	ONE_FIXED_12_BY_12_LATTICE
B04E10	CHD	UMSETZEN	EE+Y	LAENGER_DIESER_POSTEN	CHD+EE+Y	umsetzen länger am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	6	22	5	14	11	ONE_FIXED_12_BY_12_LATTICE
B04E11	CHD	UMSETZEN	E+CLOSE	KURZ_DANN_SCHLUSS	CHD+E+CLOSE	umsetzen kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	6	22	3	23	9	ONE_FIXED_12_BY_12_LATTICE
B04E12	CHD	UMSETZEN	EE+CLOSE	LAENGER_DANN_SCHLUSS	CHD+EE+CLOSE	umsetzen länger und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	6	22	5	17	11	ONE_FIXED_12_BY_12_LATTICE
B05E01	CTH	BEREIT	Y	DIESER_POSTEN	CTH+Y	bereitstellen am aktuellen Posten	OBSERVED	7	checthy|cthy|shcthy	f10r|f11r|f83r	PROSE	3	11	8	42	11	ONE_FIXED_12_BY_12_LATTICE
B05E02	CTH	BEREIT	CLOSE	SCHLUSS	CTH+CLOSE	bereitstellen und den Schritt schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	11	3	10	6	ONE_FIXED_12_BY_12_LATTICE
B05E03	CTH	BEREIT	AIIN	SOLLWERT	CTH+AIIN	bereitstellen mit Sollwert	OBSERVED	1	cthaiin	f10r	PROSE	3	11	7	18	10	ONE_FIXED_12_BY_12_LATTICE
B05E04	CTH	BEREIT	AIN	PORTION	CTH+AIN	bereitstellen an einer Portion	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	11	3	11	6	ONE_FIXED_12_BY_12_LATTICE
B05E05	CTH	BEREIT	IIN	STUFE	CTH+IIN	bereitstellen bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	11	1	1	4	ONE_FIXED_12_BY_12_LATTICE
B05E06	CTH	BEREIT	AL	ZIEL	CTH+AL	bereitstellen am Ziel	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	11	6	16	9	ONE_FIXED_12_BY_12_LATTICE
B05E07	CTH	BEREIT	AR	QUELLE	CTH+AR	bereitstellen aus der Quelle	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	11	6	13	9	ONE_FIXED_12_BY_12_LATTICE
B05E08	CTH	BEREIT	AIR	LAUF_BAHN	CTH+AIR	bereitstellen entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	11	2	2	5	ONE_FIXED_12_BY_12_LATTICE
B05E09	CTH	BEREIT	E+Y	KURZ_DIESER_POSTEN	CTH+E+Y	bereitstellen kurz am aktuellen Posten	OBSERVED	3	qcthey|shcthey|shecthy	f82r|f83r	PROSE	3	11	6	12	9	ONE_FIXED_12_BY_12_LATTICE
B05E10	CTH	BEREIT	EE+Y	LAENGER_DIESER_POSTEN	CTH+EE+Y	bereitstellen länger am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	11	5	14	8	ONE_FIXED_12_BY_12_LATTICE
B05E11	CTH	BEREIT	E+CLOSE	KURZ_DANN_SCHLUSS	CTH+E+CLOSE	bereitstellen kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	11	3	23	6	ONE_FIXED_12_BY_12_LATTICE
B05E12	CTH	BEREIT	EE+CLOSE	LAENGER_DANN_SCHLUSS	CTH+EE+CLOSE	bereitstellen länger und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	11	5	17	8	ONE_FIXED_12_BY_12_LATTICE
B06E01	CKH	DURCHLAUF	Y	DIESER_POSTEN	CKH+Y	durchführen am aktuellen Posten	OBSERVED	4	chckhy|shckhy	f81v|f82r	PROSE	3	6	8	42	11	ONE_FIXED_12_BY_12_LATTICE
B06E02	CKH	DURCHLAUF	CLOSE	SCHLUSS	CKH+CLOSE	durchführen und den Schritt schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	6	3	10	6	ONE_FIXED_12_BY_12_LATTICE
B06E03	CKH	DURCHLAUF	AIIN	SOLLWERT	CKH+AIIN	durchführen mit Sollwert	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	6	7	18	10	ONE_FIXED_12_BY_12_LATTICE
B06E04	CKH	DURCHLAUF	AIN	PORTION	CKH+AIN	durchführen an einer Portion	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	6	3	11	6	ONE_FIXED_12_BY_12_LATTICE
B06E05	CKH	DURCHLAUF	IIN	STUFE	CKH+IIN	durchführen bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	6	1	1	4	ONE_FIXED_12_BY_12_LATTICE
B06E06	CKH	DURCHLAUF	AL	ZIEL	CKH+AL	durchführen am Ziel	OBSERVED	1	chckhal	f83r	PROSE	3	6	6	16	9	ONE_FIXED_12_BY_12_LATTICE
B06E07	CKH	DURCHLAUF	AR	QUELLE	CKH+AR	durchführen aus der Quelle	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	6	6	13	9	ONE_FIXED_12_BY_12_LATTICE
B06E08	CKH	DURCHLAUF	AIR	LAUF_BAHN	CKH+AIR	durchführen entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	6	2	2	5	ONE_FIXED_12_BY_12_LATTICE
B06E09	CKH	DURCHLAUF	E+Y	KURZ_DIESER_POSTEN	CKH+E+Y	durchführen kurz am aktuellen Posten	OBSERVED	1	sheckhy	f82r	PROSE	3	6	6	12	9	ONE_FIXED_12_BY_12_LATTICE
B06E10	CKH	DURCHLAUF	EE+Y	LAENGER_DIESER_POSTEN	CKH+EE+Y	durchführen länger am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	6	5	14	8	ONE_FIXED_12_BY_12_LATTICE
B06E11	CKH	DURCHLAUF	E+CLOSE	KURZ_DANN_SCHLUSS	CKH+E+CLOSE	durchführen kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	6	3	23	6	ONE_FIXED_12_BY_12_LATTICE
B06E12	CKH	DURCHLAUF	EE+CLOSE	LAENGER_DANN_SCHLUSS	CKH+EE+CLOSE	durchführen länger und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	6	5	17	8	ONE_FIXED_12_BY_12_LATTICE
B07E01	CKHE	TRENNEN	Y	DIESER_POSTEN	CKHE+Y	trennen am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	8	42	10	ONE_FIXED_12_BY_12_LATTICE
B07E02	CKHE	TRENNEN	CLOSE	SCHLUSS	CKHE+CLOSE	trennen und den Schritt schließen	OBSERVED	3	shckhedy	f81v|f83r	PROSE	2	4	3	10	5	ONE_FIXED_12_BY_12_LATTICE
B07E03	CKHE	TRENNEN	AIIN	SOLLWERT	CKHE+AIIN	trennen mit Sollwert	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	7	18	9	ONE_FIXED_12_BY_12_LATTICE
B07E04	CKHE	TRENNEN	AIN	PORTION	CKHE+AIN	trennen an einer Portion	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	3	11	5	ONE_FIXED_12_BY_12_LATTICE
B07E05	CKHE	TRENNEN	IIN	STUFE	CKHE+IIN	trennen bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	1	1	3	ONE_FIXED_12_BY_12_LATTICE
B07E06	CKHE	TRENNEN	AL	ZIEL	CKHE+AL	trennen am Ziel	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	6	16	8	ONE_FIXED_12_BY_12_LATTICE
B07E07	CKHE	TRENNEN	AR	QUELLE	CKHE+AR	trennen aus der Quelle	OBSERVED	1	eckhear	f68r1	ASTRO	2	4	6	13	8	ONE_FIXED_12_BY_12_LATTICE
B07E08	CKHE	TRENNEN	AIR	LAUF_BAHN	CKHE+AIR	trennen entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	2	2	4	ONE_FIXED_12_BY_12_LATTICE
B07E09	CKHE	TRENNEN	E+Y	KURZ_DIESER_POSTEN	CKHE+E+Y	trennen kurz am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	6	12	8	ONE_FIXED_12_BY_12_LATTICE
B07E10	CKHE	TRENNEN	EE+Y	LAENGER_DIESER_POSTEN	CKHE+EE+Y	trennen länger am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	5	14	7	ONE_FIXED_12_BY_12_LATTICE
B07E11	CKHE	TRENNEN	E+CLOSE	KURZ_DANN_SCHLUSS	CKHE+E+CLOSE	trennen kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	3	23	5	ONE_FIXED_12_BY_12_LATTICE
B07E12	CKHE	TRENNEN	EE+CLOSE	LAENGER_DANN_SCHLUSS	CKHE+EE+CLOSE	trennen länger und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	2	4	5	17	7	ONE_FIXED_12_BY_12_LATTICE
B08E01	CHK	WAERMEN	Y	DIESER_POSTEN	CHK+Y	wärmen am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	7	8	42	11	ONE_FIXED_12_BY_12_LATTICE
B08E02	CHK	WAERMEN	CLOSE	SCHLUSS	CHK+CLOSE	wärmen und den Schritt schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	7	3	10	6	ONE_FIXED_12_BY_12_LATTICE
B08E03	CHK	WAERMEN	AIIN	SOLLWERT	CHK+AIIN	wärmen mit Sollwert	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	7	7	18	10	ONE_FIXED_12_BY_12_LATTICE
B08E04	CHK	WAERMEN	AIN	PORTION	CHK+AIN	wärmen an einer Portion	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	7	3	11	6	ONE_FIXED_12_BY_12_LATTICE
B08E05	CHK	WAERMEN	IIN	STUFE	CHK+IIN	wärmen bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	7	1	1	4	ONE_FIXED_12_BY_12_LATTICE
B08E06	CHK	WAERMEN	AL	ZIEL	CHK+AL	wärmen am Ziel	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	7	6	16	9	ONE_FIXED_12_BY_12_LATTICE
B08E07	CHK	WAERMEN	AR	QUELLE	CHK+AR	wärmen aus der Quelle	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	7	6	13	9	ONE_FIXED_12_BY_12_LATTICE
B08E08	CHK	WAERMEN	AIR	LAUF_BAHN	CHK+AIR	wärmen entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	7	2	2	5	ONE_FIXED_12_BY_12_LATTICE
B08E09	CHK	WAERMEN	E+Y	KURZ_DIESER_POSTEN	CHK+E+Y	wärmen kurz am aktuellen Posten	OBSERVED	3	cheky	f81v|f83r	PROSE	3	7	6	12	9	ONE_FIXED_12_BY_12_LATTICE
B08E10	CHK	WAERMEN	EE+Y	LAENGER_DIESER_POSTEN	CHK+EE+Y	wärmen länger am aktuellen Posten	OBSERVED	3	cheeky|chkeey	f55v|f82r|f83r	PROSE	3	7	5	14	8	ONE_FIXED_12_BY_12_LATTICE
B08E11	CHK	WAERMEN	E+CLOSE	KURZ_DANN_SCHLUSS	CHK+E+CLOSE	wärmen kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	7	3	23	6	ONE_FIXED_12_BY_12_LATTICE
B08E12	CHK	WAERMEN	EE+CLOSE	LAENGER_DANN_SCHLUSS	CHK+EE+CLOSE	wärmen länger und dann schließen	OBSERVED	1	chkeedy	f83r	PROSE	3	7	5	17	8	ONE_FIXED_12_BY_12_LATTICE
B09E01	SHED	ABSETZEN	Y	DIESER_POSTEN	SHED+Y	absetzen lassen am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	17	8	42	12	ONE_FIXED_12_BY_12_LATTICE
B09E02	SHED	ABSETZEN	CLOSE	SCHLUSS	SHED+CLOSE	absetzen lassen und den Schritt schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	17	3	10	7	ONE_FIXED_12_BY_12_LATTICE
B09E03	SHED	ABSETZEN	AIIN	SOLLWERT	SHED+AIIN	absetzen lassen mit Sollwert	OBSERVED	1	chldaiin	f83r	PROSE	4	17	7	18	11	ONE_FIXED_12_BY_12_LATTICE
B09E04	SHED	ABSETZEN	AIN	PORTION	SHED+AIN	absetzen lassen an einer Portion	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	17	3	11	7	ONE_FIXED_12_BY_12_LATTICE
B09E05	SHED	ABSETZEN	IIN	STUFE	SHED+IIN	absetzen lassen bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	17	1	1	5	ONE_FIXED_12_BY_12_LATTICE
B09E06	SHED	ABSETZEN	AL	ZIEL	SHED+AL	absetzen lassen am Ziel	OBSERVED	2	shedal	f83r	PROSE	4	17	6	16	10	ONE_FIXED_12_BY_12_LATTICE
B09E07	SHED	ABSETZEN	AR	QUELLE	SHED+AR	absetzen lassen aus der Quelle	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	17	6	13	10	ONE_FIXED_12_BY_12_LATTICE
B09E08	SHED	ABSETZEN	AIR	LAUF_BAHN	SHED+AIR	absetzen lassen entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	17	2	2	6	ONE_FIXED_12_BY_12_LATTICE
B09E09	SHED	ABSETZEN	E+Y	KURZ_DIESER_POSTEN	SHED+E+Y	absetzen lassen kurz am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	17	6	12	10	ONE_FIXED_12_BY_12_LATTICE
B09E10	SHED	ABSETZEN	EE+Y	LAENGER_DIESER_POSTEN	SHED+EE+Y	absetzen lassen länger am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	17	5	14	9	ONE_FIXED_12_BY_12_LATTICE
B09E11	SHED	ABSETZEN	E+CLOSE	KURZ_DANN_SCHLUSS	SHED+E+CLOSE	absetzen lassen kurz und dann schließen	OBSERVED	13	cheedy|dshedy|shedy|tedy	f81v|f82r|f83r	PROSE	4	17	3	23	7	ONE_FIXED_12_BY_12_LATTICE
B09E12	SHED	ABSETZEN	EE+CLOSE	LAENGER_DANN_SCHLUSS	SHED+EE+CLOSE	absetzen lassen länger und dann schließen	OBSERVED	1	sheedy	f83r	PROSE	4	17	5	17	9	ONE_FIXED_12_BY_12_LATTICE
B10E01	SOLK	SAMMELN	Y	DIESER_POSTEN	SOLK+Y	auffangen am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	8	42	12	ONE_FIXED_12_BY_12_LATTICE
B10E02	SOLK	SAMMELN	CLOSE	SCHLUSS	SOLK+CLOSE	auffangen und den Schritt schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	3	10	7	ONE_FIXED_12_BY_12_LATTICE
B10E03	SOLK	SAMMELN	AIIN	SOLLWERT	SOLK+AIIN	auffangen mit Sollwert	OBSERVED	1	solkaiin	f82r	PROSE	4	6	7	18	11	ONE_FIXED_12_BY_12_LATTICE
B10E04	SOLK	SAMMELN	AIN	PORTION	SOLK+AIN	auffangen an einer Portion	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	3	11	7	ONE_FIXED_12_BY_12_LATTICE
B10E05	SOLK	SAMMELN	IIN	STUFE	SOLK+IIN	auffangen bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	1	1	5	ONE_FIXED_12_BY_12_LATTICE
