statement_id	page	record	owner_de	event_count	surface_sequence	short_card_sequence_de	concrete_case_expansion_de	teaching_reading_de
H4-S003	f55v	H4	abgebildete breitblättrige rispige Pflanze	4	ykaiin cheoar cheeky oldy	DIES·ZUFUEHREN·MASS ABZIEHEN·KURZ·GANG·QUELLE WAERMEN·LANG·DIES FORTSETZEN·SCHLUSS	Gib dosiert zu, entnimm den Fortsatz, temperiere ihn und schließe.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
H4-S004	f55v	H4	abgebildete breitblättrige rispige Pflanze	6	aiin okal oltchy or y orain	MASS ANSETZEN·ZIEL FORTSETZEN·EINTRAGEN·DIES ANSATZ DIES ANSATZ·PORTION	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
H5-S001	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	9	chochor cho chodaly daiin sho kchol otchor choky dal	GABE·ABZIEHEN·ANSATZ GABE GABE·ZIEL·DIES MASS GABE ZUFUEHREN·FORTSETZEN DANACH·ABZIEHEN·ANSATZ ANSETZEN·DIES ZIEL	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
H5-S002	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	4	schol choy choky cheeckhody	FORTSETZEN GABE·DIES ANSETZEN·DIES ABZIEHEN·LANG·DURCHLASS·GANG·SCHLUSS	Lege die folgende Gabe an, lass sie ablaufen und fahre fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
H5-S003	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	4	sh cho kchey qokokchy	HALTEN GABE ZUFUEHREN·KURZ·DIES ANSETZEN·ANSETZEN·DIES	Lass die Gabe ziehen, gib sie zu und setze sie zweimal ein.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
H5-S004	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	3	okchy chokcheo kchal	ANSETZEN·DIES ANSETZEN·ABZIEHEN·KURZ·GANG ZUFUEHREN·ZIEL	Gib den nächsten Posten in den Ansatz, setze ihn an, zieh ihn ab und führe ihn weiter.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
H5-S005	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	4	sho chokchy kchoar sotodan	GABE ANSETZEN·DIES ZUFUEHREN·GABE·QUELLE DANACH·GANG·PORTION	Setze die Gabe an, gib sie zu und ordne danach die nächste Portion in den Gang.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
H5-S006	f56r	H5	abgebildete mehrköpfige stachelige Pflanze	3	otchey keol daiin	DANACH·DIES ZUFUEHREN·KURZ·FORTSETZEN MASS	Gib danach diesen Posten nach Maß zu.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S001	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	ANSETZEN·KURZ·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S002	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	19	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	ANSETZEN·MASS ZUFUEHREN·LAUF ANSETZEN·ZIEL QUELLE FORTSETZEN ZUFUEHREN·PORTION FORTSETZEN·ZUFUEHREN·PORTION ZIEL FORTSETZEN KUEHLEN·FORTSETZEN FUEHREN FORTSETZEN·ANSATZ FORTSETZEN HALTEN·KURZ·DURCHLASS·ZIEL MASS ANSETZEN·LANG·ZIEL MASS DURCHLASS·DIES UMSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S003	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	qol sshkchdy	FORTSETZEN HALTEN·ZUFUEHREN·UMSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S004	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	chedy ol shedy	UMSETZEN·DIES FORTSETZEN ABSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S005	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qolchedy	FORTSETZEN·UMSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S006	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	qokain shckhy dl ral	ANSETZEN·PORTION DURCHLASS·DIES FUEHREN KUEHLEN·ZIEL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S007	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokchdy	ANSETZEN·UMSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S008	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	5	chey ol cheky ol shedy	DIES FORTSETZEN WAERMEN·KURZ·DIES FORTSETZEN ABSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S009	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	ANSETZEN·KURZ·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S010	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	ANSETZEN·KURZ·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S011	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	chckhy qoky	DURCHLASS·DIES ANSETZEN·DIES	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S012	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	lsho qokey lshedy	WASCHEN·GANG ANSETZEN·KURZ·DIES WASCHEN·KURZ·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S013	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	lshedy	WASCHEN·KURZ·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S014	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	5	chedy qolky lchedal qol otar	UMSETZEN·DIES AUFFANGEN·DIES FUEHREN·UMSETZEN·ZIEL FORTSETZEN DANACH·QUELLE	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S015	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	ytey okchedy	EINTRAGEN·KURZ·DIES ANSETZEN·UMSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S016	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	qokal okeey qol cheedy	ANSETZEN·ZIEL ANSETZEN·LANG·DIES FORTSETZEN ABSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S017	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	sal teol dchdy	ZIEL KURZ·FORTSETZEN UMSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S018	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	ly dsheol oiiin olkeedy	FUEHREN·DIES HALTEN·KURZ·FORTSETZEN GANG·STUFE AUFFANGEN·LANG·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S019	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	tedy	ABSETZEN·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S020	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	cheky shckhedy	WAERMEN·KURZ·DIES HALTEN·DURCHLASS·KURZ·SCHLUSS	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B1-S021	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	chal	ZIEL	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nur die Angaben. Angaben: Ziel.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S001	f82r	B2	oberes Beckenpaar mit Zylinder	1	dchedy	UMSETZEN·SCHLUSS	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S002	f82r	B2	oberes Beckenpaar mit Zylinder	1	qolchedy	FORTSETZEN·UMSETZEN·SCHLUSS	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S003	f82r	B2	oberes Beckenpaar mit Zylinder	3	qokain dy qokeedy	ANSETZEN·PORTION DIES ANSETZEN·LANG·SCHLUSS	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S004	f82r	B2	oberes Beckenpaar mit Zylinder	5	qokal lcheckhy lched qokeey lcheckhedy	ANSETZEN·ZIEL FUEHREN·DURCHLASS·DIES FUEHREN·UMSETZEN ANSETZEN·LANG·DIES FUEHREN·DURCHLASS·KURZ·SCHLUSS	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S005	f82r	B2	oberes Beckenpaar mit Zylinder	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	ANSETZEN·ZIEL·DIES AUFFANGEN·MASS DURCHLASS·DIES ANSETZEN·MASS ANSETZEN·MASS GANG·BEREIT·KURZ·FORTSETZEN WAERMEN·LANG·DIES FUEHREN·SCHLUSS	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S006	f82r	B2	oberes Beckenpaar mit Zylinder	4	oteey qokal sheckhy qoky	DANACH·LANG·DIES ANSETZEN·ZIEL HALTEN·KURZ·DURCHLASS·DIES ANSETZEN·DIES	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S007	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	dshedy	HALTEN·KURZ·SCHLUSS	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S008	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	3	sotaiin qokar shedy	DANACH·MASS ANSETZEN·QUELLE ABSETZEN·SCHLUSS	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S009	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	solshedy	FORTSETZEN·HALTEN·KURZ·SCHLUSS	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S010	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	4	qokeey qoky ls cheey	ANSETZEN·LANG·DIES ANSETZEN·DIES WEITER HALTEN·LANG·DIES	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S011	f82r	B2	mittlere rechte unklare Station	4	okain char okain qokeedy	ANSETZEN·PORTION QUELLE ANSETZEN·PORTION ANSETZEN·LANG·SCHLUSS	Bildort: mittlere rechte unklare Station. Arbeitsfolge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S012	f82r	B2	mittlere rechte unklare Station	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	FUEHREN·ABZIEHEN·DIES HALTEN·LANG·DIES BEREIT·KURZ·DIES ANSETZEN·LANG·DIES FUEHREN·LANG·DIES MASS DIES ANSETZEN·VOLL·SCHLUSS	Bildort: mittlere rechte unklare Station. Arbeitsfolge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S013	f82r	B2	unteres grünes Mehrfigurenbecken	1	lchedy	FUEHREN·UMSETZEN·SCHLUSS	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: abführen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S014	f82r	B2	unteres grünes Mehrfigurenbecken	1	lar	FUEHREN·QUELLE	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: ableiten.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S015	f82r	B2	kleine Randstationen des unteren Beckens	2	tshey qokeedy	HALTEN·KURZ·DIES ANSETZEN·LANG·SCHLUSS	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: stehen lassen → einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S016	f82r	B2	kleine Randstationen des unteren Beckens	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	ZIEL FUEHREN·UMSETZEN·QUELLE ABZIEHEN·KURZ·TEILEN MASS DANACH·LANG·DIES ANSETZEN·MASS ANSETZEN·KURZ·DIES HINEIN·UMSETZEN·SCHLUSS	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S017	f82r	B2	kleine Randstationen des unteren Beckens	2	rsheal daldy	KUEHLEN·HALTEN·KURZ·ZIEL ZIEL·SCHLUSS	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S018	f82r	B2	kleine Randstationen des unteren Beckens	1	qokeedy	ANSETZEN·LANG·SCHLUSS	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S019	f82r	B2	kleine Randstationen des unteren Beckens	1	rshedy	KUEHLEN·ABSETZEN·SCHLUSS	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: auskühlen lassen + absetzen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S020	f82r	B2	kleine Randstationen des unteren Beckens	1	qoteedy	DANACH·LANG·SCHLUSS	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S021	f82r	B2	kleine Randstationen des unteren Beckens	1	qokeedy	ANSETZEN·LANG·SCHLUSS	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B2-S022	f82r	B2	kleine Randstationen des unteren Beckens	1	lochedy	FUEHREN·GANG·UMSETZEN·SCHLUSS	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abführen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S001	f83r	B3	obere offene Fächerstation am Rand	1	olkeedy	AUFFANGEN·LANG·SCHLUSS	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: auffangen und stehen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S002	f83r	B3	obere offene Fächerstation am Rand	2	qotal chkeedy	DANACH·ZIEL WAERMEN·LANG·SCHLUSS	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: anwärmen. Angaben: danach · Ziel.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S003	f83r	B3	obere offene Fächerstation am Rand	4	chey daiin chey lchedy	DIES MASS DIES FUEHREN·UMSETZEN·SCHLUSS	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S004	f83r	B3	obere offene Fächerstation am Rand	3	qokaiin qotal dar	ANSETZEN·MASS DANACH·ZIEL QUELLE	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: setze nach Maß an. Angaben: danach · Ziel | davon.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S005	f83r	B3	mittlere Randfigur im runden Gefäß	1	schedy	UMSETZEN·SCHLUSS	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umfüllen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S006	f83r	B3	mittlere Randfigur im runden Gefäß	3	chedchy qokal olchedy	UMSETZEN·DIES ANSETZEN·ZIEL FORTSETZEN·UMSETZEN·SCHLUSS	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umschöpfen → anlegen → führe zur nächsten Station.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S007	f83r	B3	mittlere Randfigur im runden Gefäß	3	qokaiin chedy qokeedy	ANSETZEN·MASS UMSETZEN·DIES ANSETZEN·LANG·SCHLUSS	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze nach Maß an → umschöpfen → einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S008	f83r	B3	mittlere Randfigur im runden Gefäß	1	lchedy	FUEHREN·UMSETZEN·SCHLUSS	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: abführen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S009	f83r	B3	mittlere Randfigur im runden Gefäß	1	qoky	ANSETZEN·DIES	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze dies ein.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S010	f83r	B3	untere Randfigur im korbartigen Gefäß	2	pchedal otedy	HINEIN·UMSETZEN·ZIEL DANACH·KURZ·SCHLUSS	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
