surface	working_meaning_de	composition	strongest_rival_de	family
ytym	eine Handvoll kalt behandeltes Gut hiervon	LEARNED_YTYM_WHOLE	leicht abgekühlte Handvoll	MEASURE
qoear	nimm die erste Fraktion der Mittelstufe	QO_COMMAND+E_MIDDLE+AR_FRACTION_I	führe die erste Fraktion bis zur Mittelstufe	FRACTION
ychol	trockne hiervon den Drogenstoff	Y_REFERENCE+CH_DRY+OL_MATERIAL	getrockneter Drogenstoff dieser Droge	ACTION
shotchor	eingeweichten Ansatz abkühlen und den Pflanzenteil nehmen	SH_MOIST+O_PREP+T_COLD+CHOR_PLANT_PART	kalter Pflanzenteil aus Feuchtansatz	PLANT_PART
ykeeb	vollständig erhitzte Zubereitung hiervon	LEARNED_YKEEB_WHOLE	diese heiße Endzubereitung	ACTION
yches	trockne hiervon eine Charge bis zur Mittelstufe	Y_REFERENCE+CH_DRY+E_MIDDLE+S_TERM_SPECIES	mitteltrockene Arzneispecies dieser Droge	ACTION
oldam	ein Maß Drogenstoff abmessen	OL_MATERIAL+D_MEASURE+AM_UNIT_I	abgemessener Drogenstoff der Einheit I	MEASURE
chetchaiin	drei Teile abgekühlter und erneut getrockneter Droge der Mittelstufe	CH_DRY+E_MIDDLE+T_COLD+CH_DRY+AIIN_III	Droge mäßig trocknen, kühlen und auf Stufe III nachtrocknen	ACTION
tch	abkühlen und trocknen	T_COLD+CH_DRY	kalt getrocknete Droge	ACTION
chd	Trockendroge abschließen	CH_DRY+D_TERM_CLOSE	Trockendroge abziehen	ACTION
choy	Trockenansatz leicht abschließen	CH_DRY+O_PREP+Y_START_OR_CLOSE	leicht getrockneter Ansatz	DRY
chekl	Holzdroge mäßig trocknen und erhitzen	CH_DRY+E_MIDDLE+K_HOT+L_WOOD	mäßig heiß getrocknete Holzdroge	WOOD
qot	kühle Folgendes ab	QO_COMMAND+T_COLD	nimm die kalte Droge	ACTION
qotcham	kühle ein Maß Trockendroge	QO_COMMAND+T_COLD+CH_DRY+AM_UNIT_I	ein Maß kalt getrocknete Droge	MEASURE
qocheor	nimm eine Portion bis zur Mittelstufe getrockneter Droge	QO_COMMAND+CH_DRY+E_MIDDLE+OR_PORTION	trockne eine Portion bis zur Mittelstufe	MEASURE
sheam	ein Maß bis zur Mittelstufe eingeweichte Droge	SH_MOIST+E_MIDDLE+AM_UNIT_I	mäßig angefeuchtete Droge der Maßeinheit I	MEASURE
kary	erste erhitzte Fraktion, abgeschlossen	K_HOT+AR_FRACTION_I+Y_START_OR_CLOSE	erhitze die erste Fraktion leicht	FRACTION
dey	miss die mittlere Stufe ab und schließe sie	D_MEASURE+E_MIDDLE+Y_START_OR_CLOSE	abgemessene Dosis der Mittelstufe	MEASURE
ykchey	erhitze und trockne hiervon bis zur Mittelstufe	Y_REFERENCE+K_HOT+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	diese Droge mäßig heiß trocknen	ACTION
dairl	zweite Fraktion Holzdroge abmessen	D_MEASURE+AIR_FRACTION_II+L_WOOD	abgemessene Holzdroge der zweiten Fraktion	MEASURE
otydal	kalten Ansatz auf Schlussstufe als Rohdroge I abmessen	LEARNED_OTYDAL_WHOLE	abgemessener kalter Rohstoff-I-Ansatz	MEASURE
cheos	Charge eines mitteltrockenen Ansatzes	CH_DRY+E_MIDDLE+O_PREP+S_TERM_SPECIES	mitteltrockene Ansatzspecies	DRY
chtedy	abkühlen, bis zur Mittelstufe trocknen und fertigstellen	CH_DRY+T_COLD+E_MIDDLE+DY_FINISHED	fertig kalt getrocknete Droge	ACTION
qotchar	kühle die erste Trockenfraktion	QO_COMMAND+T_COLD+CH_DRY+AR_FRACTION_I	nimm die erste kalt getrocknete Fraktion	FRACTION
sheeod	vollständig eingeweichten Ansatz abschließen	SH_MOIST+EE_END+O_PREP+D_TERM_CLOSE	vollständig eingeweichten Ansatz abziehen	ACTION
chokeeody	Trockenansatz vollständig erhitzen, neu ansetzen und fertigstellen	CH_DRY+O_PREP+K_HOT+EE_END+O_PREP+DY_FINISHED	fertig wiederangesetzter heißer Trockenstoff	ACTION
shtaiin	drei Teile eingeweichte und abgekühlte Droge	SH_MOIST+T_COLD+AIIN_III	Feuchtdroge auf Kühlstufe III	COLD
chokody	Trockenansatz erhitzen, erneut ansetzen und fertigstellen	CH_DRY+O_PREP+K_HOT+O_PREP+DY_FINISHED	fertiger erhitzter Doppelansatz	ACTION
ykchol	erhitze und trockne hiervon den Drogenstoff	Y_REFERENCE+K_HOT+CH_DRY+OL_MATERIAL	heiß getrockneter Drogenstoff dieser Droge	ACTION
tcheody	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	fertiger kalt getrockneter Ansatz	ACTION
yokeey	erhitze hiervon einen Ansatz vollständig und schließe ab	Y_REFERENCE+O_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Ansatz dieser Droge	ACTION
ychocthy	trockne hiervon einen Ansatz mit Krautdroge leicht	Y_REFERENCE+CH_DRY+O_PREP+CTH_HERB+Y_START_OR_CLOSE	leicht getrockneter Krautansatz dieser Droge	ACTION
ykaiir	erhitze hiervon die dritte Fraktion	Y_REFERENCE+K_HOT+AIIR_FRACTION_III	dritte erhitzte Sortierklasse dieser Droge	FRACTION
ksho	erhitze, weiche ein und setze an	K_HOT+SH_MOIST+O_PREP	heiß angefeuchteter Ansatz	ACTION
tchain	abgekühlte Trockendroge auf Stufe II	T_COLD+CH_DRY+AIN_II	zwei Teile kalt getrocknete Droge	COLD
sheoldy	Drogenstoff bis zur Mittelstufe einweichen und fertigstellen	SH_MOIST+E_MIDDLE+OL_MATERIAL+DY_FINISHED	fertig eingeweichter Drogenstoff	ACTION
qokaly	erhitze Rohdroge I leicht und schließe ab	QO_COMMAND+K_HOT+AL_RAW_I+Y_START_OR_CLOSE	leicht erhitzte Rohdroge I	ACTION
qocthol	nimm Krautdrogenstoff	QO_COMMAND+CTH_HERB+OL_MATERIAL	bereite einen Krautdrogenauszug	ACTION
octham	ein Maß Krautdrogenansatz	O_PREP+CTH_HERB+AM_UNIT_I	Krautdroge im Ansatz der Maßeinheit I	MEASURE
qokom	erhitzte Ansatzmenge bereitstellen	LEARNED_QOKOM_WHOLE	ein Maß erhitzten Ansatzes	MEASURE
chkar	erste heiß getrocknete Fraktion	CH_DRY+K_HOT+AR_FRACTION_I	die erste Trockenfraktion erhitzen	FRACTION
olshees	Charge vollständig eingeweichten Drogenstoffs	OL_MATERIAL+SH_MOIST+EE_END+S_TERM_SPECIES	vollständig angefeuchtete Drogenstoffspecies	MOIST_PREP
qolain	gib zwei Teile Drogenstoff hinzu	QOL_ADD+AIN_II	Drogenstoff der zweiten Stufe zugeben	ACTION
olchdar	die erste Fraktion getrockneten Drogenstoffs abmessen	OL_MATERIAL+CH_DRY+D_MEASURE+AR_FRACTION_I	abgemessene erste Trockenstofffraktion	MEASURE
chkorol	erhitze eine Portion getrockneten Drogenstoffs	CH_DRY+K_HOT+OR_PORTION+OL_MATERIAL	heißer Trockenstoff aus einer Portion	ACTION
dairol	zweite Fraktion Drogenstoff abmessen	D_MEASURE+AIR_FRACTION_II+OL_MATERIAL	abgemessener Drogenstoff der zweiten Fraktion	MEASURE
olchdy	Drogenstoff trocknen und fertigstellen	OL_MATERIAL+CH_DRY+DY_FINISHED	fertig getrockneter Drogenstoff	ACTION
tshedor	eine Portion bis zur Mittelstufe eingeweichter Droge abmessen	T_COLD+SH_MOIST+E_MIDDLE+D_MEASURE+OR_PORTION	abgemessene Portion kalt angefeuchteter Droge	MEASURE
qokedar	erhitze bis zur Mittelstufe und miss die erste Fraktion ab	QO_COMMAND+K_HOT+E_MIDDLE+D_MEASURE+AR_FRACTION_I	erste abgemessene Fraktion erhitzter Droge	FRACTION
qolsheey	gib vollständig eingeweichten Drogenstoff hinzu und schließe ab	QOL_ADD+SH_MOIST+EE_END+Y_START_OR_CLOSE	vollständig angefeuchtete Zugabe	ACTION
otlol	kalter Holzdrogenstoff im Ansatz	O_PREP+T_COLD+L_WOOD+OL_MATERIAL	Holzdrogenansatz aus kaltem Drogenstoff	WOOD
sheeky	vollständig einweichen, erhitzen und abschließen	SH_MOIST+EE_END+K_HOT+Y_START_OR_CLOSE	vollständig angefeuchtete heiße Droge	ACTION
sshkchdy	Saatgut einweichen, erhitzen, trocknen und fertigstellen	S_SEED+SH_MOIST+K_HOT+CH_DRY+DY_FINISHED	fertig heiß getrocknetes Feuchtsaatgut	SEED
dedy	auf mittlerer Stufe abmessen und fertigstellen	D_MEASURE+E_MIDDLE+DY_FINISHED	fertige Dosis der Mittelstufe	MEASURE
dairydy	zweite abgemessene Fraktion fertigstellen	LEARNED_DAIRYDY_WHOLE	abgemessene Fraktion II auf Schlussstufe	MEASURE
cheg	getrocknete Droge der mittleren Stufe	LEARNED_CHEG_WHOLE	ein Gran mäßig getrocknete Droge	DRY
lched	Holzdroge bis zur Mittelstufe trocknen und abschließen	L_WOOD+CH_DRY+E_MIDDLE+D_TERM_CLOSE	mäßig getrocknete Holzdroge abziehen	WOOD
qolteedy	gib vollständig abgekühlten Drogenstoff hinzu und stelle ihn fertig	QOL_ADD+T_COLD+EE_END+DY_FINISHED	fertiggestellte kalte Zugabe	ACTION
olfar	erste Blütenfraktion aus Drogenstoff	LEARNED_OLFAR_WHOLE	Blütenauszug der ersten Fraktion	FLOWER
okeeeykeey	Ansatz lange erhitzen, dann nochmals vollständig erhitzen	LEARNED_OKEEEYKEEY_WHOLE	doppelt erhitzter Ansatz auf Endstufe	ACTION
chorolk	eine Portion getrockneten Drogenstoffs erhitzen	CH_DRY+OR_PORTION+OL_MATERIAL+K_HOT	heißer Drogenstoff aus einer Trockenportion	ACTION
ckheckhy	Arzneikompositum mäßig behandeln, nochmals als Kompositum bereiten und abschließen	CKH_COMPOSITE+E_MIDDLE+CKH_COMPOSITE+Y_START_OR_CLOSE	doppelt bereitetes Arzneikompositum der Mittelstufe	COMPOSITE
olkaycthy	erhitzten Drogenstoff mit Krautdroge leicht abschließen	LEARNED_OLKAYCTHY_WHOLE	leichte Krautkomposition aus heißem Drogenstoff	COMPOSITE
dolas	eine Dosis Drogenstoff als gleiche Charge abmessen	D_MEASURE+OL_MATERIAL+A_PART_OR_LINK+S_TERM_SPECIES	abgemessene Drogenstoffspecies zu gleichen Teilen	MEASURE
olkees	Charge vollständig erhitzten Drogenstoffs	OL_MATERIAL+K_HOT+EE_END+S_TERM_SPECIES	vollständig erhitzte Drogenstoffspecies	HOT_PREP
odol	Drogenstoff im Ansatz abmessen	O_PREP+D_MEASURE+OL_MATERIAL	abgemessener Ansatzstoff	MEASURE
agairom	eine Handvoll der dritten Fraktion bereitstellen	LEARNED_AGAIROM_WHOLE	ein Maß einer weiteren Fraktion	MEASURE
ctheol	Krautdrogenstoff der Mittelstufe	CTH_HERB+E_MIDDLE+OL_MATERIAL	mäßig bereiteter Krautdrogenauszug	HERB
chshoty	trocknen, einweichen, ansetzen, abkühlen und abschließen	CH_DRY+SH_MOIST+O_PREP+T_COLD+Y_START_OR_CLOSE	kalt angefeuchteter Trockenansatz	ACTION
cphol	Pulverkompositum als Drogenstoff	LEARNED_CPHOL_WHOLE	Drogenstoff einer zusammengesetzten Pulverfraktion	POWDER
