surface	working_meaning_de	composition	strongest_rival_de	family
chedain	zwei Dosen bis zur Mittelstufe getrockneter Droge	CH_DRY+E_MIDDLE+D_MEASURE+AIN_II	Trockendroge, Dosis II	DRY_MIDDLE_DOSE
qoctholy	nimm Krautdroge in Grundform	QO_COMMAND+CTH_HERB+OL_MATERIAL+Y_CLOSE	Krautdrogenstoff in Grundform	Q_HERB_COMMAND
alam	ein Maß Rohdroge I	AL_RAW_I+AM_UNIT_I	Rohstoff I in Einheitsform I	RAW_MEASURE
qotedal	miss kalt behandelten Rohstoff I auf Mittelstufe ab	QO_COMMAND+T_COLD+E_MIDDLE+D_MEASURE+AL_RAW_I	kalter Rohstoff I auf Mittelstufe	Q_COLD_RAW_MEASURE
kechy	bis zur Mittelstufe erhitzen und leicht antrocknen	K_HOT+E_MIDDLE+CH_DRY+Y_CLOSE	heiß-trockene Droge auf Mittelstufe	HOT_THEN_DRY_MIDDLE
oeedaiin	drei Dosen Ansatz auf Endstufe	O_PREP+EE_END+D_MEASURE+AIIN_III	drei Teile Ansatz auf Endstufe	PREP_END_DOSE
qokeedain	erhitze zwei Dosen vollständig	QO_COMMAND+K_HOT+EE_END+D_MEASURE+AIN_II	erhitze eine Dosis bis zur Endstufe	Q_HEAT_TWO_DOSES
alchedy	Rohstoff I bis zur Mittelstufe trocknen und abschließen	AL_RAW_I+CH_DRY+E_MIDDLE+DY_FINISHED	fertig getrockneter Rohstoff I	RAW_DRY_FINISH
shsodaiin	drei Dosen eingeweichter Saatgutzubereitung	SH_MOIST+SO_SEED_PREP+D_MEASURE+AIIN_III	drei Dosen Feuchtansatz	SEED_MOIST_DOSE
sheky	bis zur Mittelstufe einweichen, dann leicht erhitzen	SH_MOIST+E_MIDDLE+K_HOT+Y_CLOSE	feuchte Droge auf Mittelstufe, leicht erhitzt	MOIST_THEN_HOT
qokod	erhitze den Ansatz und schließe ab	QO_COMMAND+K_HOT+O_PREP+D_TERM_CLOSE	Ansatz erhitzen und fertigstellen	Q_HEAT_CLOSE
kald	erhitzten Rohstoff I abschließen	K_HOT+AL_RAW_I+D_TERM_CLOSE	erhitzter Rohstoff I	HOT_RAW_CLOSE
oteol	Drogenstoff im Ansatz bis zur Mittelstufe kühlen	O_PREP+T_COLD+E_MIDDLE+OL_MATERIAL	kalter Drogenstoff auf Mittelstufe	COLD_MATERIAL_MIDDLE
cholchom	eine Handvoll nachgetrocknetes Trockengut	gelernte Ganzform CHOL_DRY_MATERIAL+CH_DRY+OM_HANDFUL	nachgetrockneter Trockenansatz	DRY_MATERIAL_HANDFUL
ychy	trockne hiervon leicht	Y_REFERENCE+CH_DRY+Y_CLOSE	leicht getrocknete Droge hiervon	Y_DRY_COMMAND
yko	erhitze hiervon den Ansatz	Y_REFERENCE+K_HOT+O_PREP	heißer Ansatz hiervon	Y_HEAT_PREP_COMMAND
qoeees	nimm eine Ansatzcharge auf Endstufe	QO_COMMAND+O_PREP+EE_END+S_TERM_SPECIES	erhitze die Charge bis zur Endstufe	Q_END_CHARGE
ychoees	nimm hiervon eine Trockenansatz-Charge auf Endstufe	Y_REFERENCE+CHO_DRY_PREP+EE_END+S_TERM_SPECIES	diese Trockenansatz-Charge auf Endstufe	Y_DRY_END_CHARGE
doky	eine Dosis Ansatz leicht erhitzen	D_MEASURE+O_PREP+K_HOT+Y_CLOSE	leicht erhitzte Dosis Ansatz	DOSE_PREP_HOT
ddor	eine Dosis als Drogenportion abmessen	gelernte Ganzform D_MEASURE+DOR_MEASURED_PORTION	eine Drogenportion abmessen	DOUBLE_D_PORTION
ytym	kühle hiervon eine Handvoll leicht ab	gelernte Ganzform Y_REFERENCE+T_COLD+Y_CLOSE+M_HANDFUL	nimm hiervon ein Maß und kühle es	Y_COLD_HANDFUL
qoear	nimm die erste Fraktion der Mittelstufe	QO_COMMAND+E_MIDDLE+AR_FRACTION_I	nimm die erste Fraktion der Endstufe	Q_MIDDLE_FRACTION
ychol	nimm hiervon Trockengut	Y_REFERENCE+CHOL_DRY_MATERIAL	dieses Trockengut	Y_DRY_MATERIAL_COMMAND
shotchor	eine Portion angefeuchteter kalt-getrockneter Droge	SHO_MOIST_PREP+T_COLD+CH_DRY+OR_PORTION	angefeuchtete kalt-trockene Drogenportion	MOIST_COLD_DRY_PORTION
ykeeb	erhitze hiervon vollständig bis zur Dickstufe	gelernte Ganzform Y_REFERENCE+K_HOT+EE_END+B_THICK	erhitze hiervon bis zur Endstufe	Y_HEAT_THICKEN
yches	nimm hiervon trockenes Drogenmaterial der Mittelstufe	Y_REFERENCE+CHES_DRY_MATERIAL_MIDDLE	trockne hiervon bis zur Mittelstufe	Y_DRY_MIDDLE_MATERIAL
oldam	ein abgemessenes Maß Drogenstoff	OL_MATERIAL+D_MEASURE+AM_UNIT_I	ein Maß heißen Drogenstoffs	MATERIAL_MEASURE
chetchaiin	Droge kalt nachtrocknen bis Stufe III	CH_DRY+E_MIDDLE+T_COLD+CH_DRY+AIIN_III	kalt-getrocknete Droge auf Stufe III	DRY_COLD_REDRY_STAGE
tch	kalt trocknen	T_COLD+CH_DRY	kalt-getrocknete Droge	COLD_DRY_COMMAND
chd	Trocknung abschließen	CH_DRY+D_TERM_CLOSE	abgeschlossene Trockendroge	DRY_CLOSE
choy	Trockenansatz in Grundform	CHO_DRY_PREP+Y_CLOSE	Trockenansatz leicht trocknen	DRY_PREP_BASIC
chekl	Holzdroge bis zur Mittelstufe trocknen und erhitzen	CH_DRY+E_MIDDLE+K_HOT+L_WOOD	heiß getrocknete Holzdroge auf Mittelstufe	WOOD_DRY_HOT_MIDDLE
qot	kühle Folgendes	QO_COMMAND+T_COLD	kaltes Material	Q_COLD_COMMAND
qotcham	nimm ein Maß kalt getrocknete Droge	QO_COMMAND+T_COLD+CH_DRY+AM_UNIT_I	kalte Trockenfraktion I	Q_COLD_DRY_MEASURE
qocheor	nimm eine Portion getrocknete Droge	QO_COMMAND+CH_DRY+E_MIDDLE+OR_PORTION	erhitze eine Portion getrocknete Droge	Q_DRY_PORTION
sheam	ein Maß bis zur Mittelstufe eingeweichte Droge	SH_MOIST+E_MIDDLE+AM_UNIT_I	ein Maß Flüssigkeit	MOIST_MEASURE
kary	erste erhitzte Fraktion, abgeschlossen	K_HOT+AR_FRACTION_I+Y_CLOSE	heiße Drogenfraktion I	HOT_FRACTION_CLOSE
dey	mittlere Dosis abmessen und abschließen	D_MEASURE+E_MIDDLE+Y_CLOSE	Enddosis abmessen	MIDDLE_DOSE_CLOSE
ykchey	trockne hiervon unter Wärme bis zur Mittelstufe	Y_REFERENCE+K_HOT+CH_DRY+E_MIDDLE+Y_CLOSE	heiß-trockene Droge hiervon auf Mittelstufe	Y_HOT_DRY_COMMAND
dairl	abgemessene zweite Holzfraktion	D_MEASURE+AIR_FRACTION_II+L_WOOD	abgemessene Rohstoffmenge II	WOOD_FRACTION_II
otydal	kalt behandelten Rohstoff I abmessen und abschließen	gelernte Prozessfolge OT_Y|D_AL; internes y nicht exportiert	kalter Rohstoff-I-Ansatz, abgeschlossen	COLD_RAW_MEASURE_CLOSE
cheos	Charge Trockenansatz auf Mittelstufe	CH_DRY+E_MIDDLE+O_PREP+S_TERM_SPECIES	trockenes Drogenmaterial auf Mittelstufe	DRY_MIDDLE_CHARGE
chtedy	trocknen, bis zur Mittelstufe kühlen und abschließen	CH_DRY+T_COLD+E_MIDDLE+DY_FINISHED	kalt-getrocknete Droge auf Mittelstufe, abgeschlossen	DRY_COLD_FINISH
qotchar	nimm die erste kalt-getrocknete Fraktion	QO_COMMAND+T_COLD+CH_DRY+AR_FRACTION_I	kalte Drogenfraktion I	Q_COLD_DRY_FRACTION
sheeod	vollständig eingeweichten Ansatz abschließen	SH_MOIST+EE_END+O_PREP+D_TERM_CLOSE	vollständig eingeweichter Ansatz	MOIST_END_CLOSE
chokeeody	Trockenansatz vollständig erhitzen und fertigstellen	CHO_DRY_PREP+K_HOT+EE_END+O_PREP+DY_FINISHED	vollständig erhitzter Trockenansatz	DRY_PREP_HEAT_FINISH
shtaiin	eingeweichte Droge auf Kühlstufe III	SH_MOIST+T_COLD+AIIN_III	feuchte Droge auf Stufe III	MOIST_COLD_STAGE
chokody	erhitzten Trockenansatz fertigstellen	CHO_DRY_PREP+K_HOT+O_PREP+DY_FINISHED	heiß-trockener Ansatz, abgeschlossen	HOT_DRY_PREP_FINISH
ykchol	erhitze hiervon Trockengut	Y_REFERENCE+K_HOT+CHOL_DRY_MATERIAL	heißes Trockengut hiervon	Y_HEAT_DRY_MATERIAL
tcheody	kalt getrockneten Ansatz fertigstellen	T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	fertiger kalt-trockener Ansatz	COLD_DRY_PREP_FINISH
yokeey	erhitze hiervon den Ansatz bis zur Endstufe	Y_REFERENCE+O_PREP+K_HOT+EE_END+Y_CLOSE	Ansatz hiervon auf Heizendstufe	Y_PREP_HEAT_END
ychocthy	nimm hiervon die getrocknete Krautzubereitung	Y_REFERENCE+CHO_DRY_PREP+CTH_HERB+Y_CLOSE	diese getrocknete Krautzubereitung	Y_DRY_HERB_COMMAND
ykaiir	nimm hiervon die dritte erhitzte Drogenfraktion	Y_REFERENCE+K_HOT+AIIR_FRACTION_III	erhitze hiervon auf Stufe III	Y_HOT_FRACTION_III
ksho	erhitzter Feuchtansatz	K_HOT+SHO_MOIST_PREP	heiß und feucht ansetzen	HOT_MOIST_PREP
tchain	kalt getrocknete Droge, Stufe II	T_COLD+CH_DRY+AIN_II	Trockendroge auf Kühlstufe II	COLD_DRY_STAGE_II
sheoldy	eingeweichten Drogenstoff fertigstellen	SH_MOIST+E_MIDDLE+OL_MATERIAL+DY_FINISHED	vollständig eingeweichte Droge	MOIST_MATERIAL_FINISH
qokaly	erhitze Rohstoff I leicht und schließe ab	QO_COMMAND+K_HOT+AL_RAW_I+Y_CLOSE	Rohstoff-I-Ansatz leicht erhitzen und abschließen	Q_HOT_RAW_CLOSE
qocthol	nimm Krautdrogenstoff	QO_COMMAND+CTH_HERB+OL_MATERIAL	nimm getrockneten Krautstoff	Q_HERB_MATERIAL
octham	ein Maß Krautansatz	O_PREP+CTH_HERB+AM_UNIT_I	ein Maß Blattdroge	HERB_PREP_MEASURE
qokom	nimm eine Handvoll Ansatz und erhitze sie	QO_COMMAND+O_PREP+K_HOT+OM_HANDFUL	nimm ein Maß und erhitze es	Q_HOT_HANDFUL
chkar	erste heiß-getrocknete Fraktion	CH_DRY+K_HOT+AR_FRACTION_I	erste heiße Drogenfraktion	HOT_DRY_FRACTION
olshees	Charge vollständig eingeweichten Drogenmaterials	OL_MATERIAL+SH_MOIST+EE_END+S_TERM_SPECIES	vollständig eingeweichtes Drogenmaterial	MOIST_MATERIAL_CHARGE
qolain	gib zwei Teile Drogenstoff hinzu	QOL_ADD+AIN_II	gib Drogenstoff auf Stufe II hinzu	QOL_MATERIAL_II
olchdar	erste Trockenfraktion des Drogenstoffs abmessen	OL_MATERIAL+CH_DRY+D_MEASURE+AR_FRACTION_I	abgemessene erste Trockenansatz-Fraktion	MATERIAL_DRY_FRACTION
chkorol	eine Portion heiß-getrockneter Drogenstoff	CH_DRY+K_HOT+OR_PORTION+OL_MATERIAL	heiße Trockenansatz-Portion	HOT_DRY_MATERIAL_PORTION
dairol	zweite Fraktion Drogenstoff abmessen	D_MEASURE+AIR_FRACTION_II+OL_MATERIAL	zwei Teile Drogenstoff abmessen	MATERIAL_FRACTION_II
olchdy	Drogenstoff trocknen und fertigstellen	OL_MATERIAL+CH_DRY+DY_FINISHED	fertig getrockneter Drogenstoff	MATERIAL_DRY_FINISH
tshedor	eine Portion kalt eingeweichte Droge abmessen	T_COLD+SH_MOIST+E_MIDDLE+D_MEASURE+OR_PORTION	kalte eingeweichte Drogenportion	COLD_MOIST_PORTION
qokedar	erhitze bis zur Mittelstufe und miss die erste Fraktion ab	QO_COMMAND+K_HOT+E_MIDDLE+D_MEASURE+AR_FRACTION_I	erste erhitzte Fraktion auf Mittelstufe	Q_HOT_FRACTION_MEASURE
qolsheey	gib vollständig eingeweichten Drogenstoff hinzu	QOL_ADD+SH_MOIST+EE_END+Y_CLOSE	gib vollständig eingeweichtes Drogenmaterial hinzu	QOL_MOIST_END_ADD
otlol	kalter Holzdrogen-Grundansatz	O_PREP+T_COLD+L_WOOD+LEARNED_OL_BASE	kaltes Zubereitungsgut mit Holzstoff	COLD_WOOD_BASE
sheeky	vollständig einweichen und anschließend leicht erhitzen	SH_MOIST+EE_END+K_HOT+Y_CLOSE	vollständig eingeweichte, leicht erhitzte Droge	MOIST_END_THEN_HOT
sshkchdy	angefeuchtetes Samenkompositum erhitzen, trocknen und fertigstellen	gelernte Ganzform SS_SEED_COMPOSITE+K_HOT+CH_DRY+DY_FINISHED	Samenkompositum heiß-trocken fertigstellen	SEED_COMPOSITE_FINISH
dedy	Dosis der Mittelstufe abmessen und abschließen	D_MEASURE+E_MIDDLE+DY_FINISHED	Enddosis abmessen	MIDDLE_DOSE_FINISH
dairydy	zweite Fraktion abmessen und fertigstellen	gelernte Ganzform D_MEASURE+AIR_FRACTION_II+Y_BOUNDARY+DY_FINISHED	abgemessene zweite Fraktion, abgeschlossen	FRACTION_II_FINISH
cheg	ein Gran bis zur Mittelstufe getrocknete Droge	gelernte exakte Gran-Form CH_DRY+E_MIDDLE+G_GRAIN_SIGLUM	Trocknung auf Mittelstufe abgeschlossen	DRY_MIDDLE_GRAIN
lched	Holzdroge bis zur Mittelstufe trocknen und abschließen	L_WOOD+CH_DRY+E_MIDDLE+D_TERM_CLOSE	getrocknete Holzdroge	WOOD_DRY_MIDDLE_CLOSE
qolteedy	gib vollständig gekühlten Drogenstoff hinzu und schließe ab	QOL_ADD+T_COLD+EE_END+DY_FINISHED	gib kaltes Drogenmaterial auf Endstufe hinzu	QOL_COLD_END_ADD
olfar	erste Blütenfraktion im Drogenansatz	OL_MATERIAL+F_FLOWER+AR_FRACTION_I	erste Holzrohstofffraktion im Ansatz	FLOWER_PREP_FRACTION
okeeeykeey	Ansatz bis zur letzten Heizstufe bringen, anschließend vollständig nacherhitzen	gelernte lokale Prozessfolge OKEEEY|KEEY; internes y nicht exportiert	erhitzten Ansatz vollständig binden	LEARNED_DOUBLE_HEAT
chorolk	Pflanzenteil im heißen Drogenstoff	gelernte Ganzform CHOR_PLANT_PART+OL_MATERIAL+K_HOT	erhitzter Pflanzenteil im Ansatz	LEARNED_PLANT_HOT_MATERIAL
ckheckhy	getrocknetes Arzneikompositum mit Kompositum-Grundansatz	gelernte Doppelkompositumform CKH+E+CKH+Y	zweifach getrocknetes Arzneikompositum	LEARNED_DOUBLE_COMPOSITE
olkaycthy	Holzdrogenansatz leicht erhitzen und Krautdroge in Grundform zugeben	gelernte lokale Prozessfolge OLKAY|CTHY; internes y nicht exportiert	heißer Holzdrogen-Krautansatz	LEARNED_WOOD_HERB_PROCESS
dolas	eine gleiche Charge Drogenstoff abmessen	D_MEASURE+OL_MATERIAL+A_PART_OR_LINK+S_TERM_SPECIES	eine Charge Holzstoff	MATERIAL_EQUAL_CHARGE
olkees	Charge vollständig erhitzten Holzdrogenansatzes	OL_WOOD_MATERIAL+K_HOT+EE_END+S_TERM_SPECIES	stark erhitzte Holzdroge auf Endstufe	WOOD_HOT_CHARGE
odol	Drogenstoff im Ansatz abmessen	O_PREP+D_MEASURE+OL_MATERIAL	abgemessene Rohstoffmenge I im Ansatz	PREP_MATERIAL_MEASURE
agairom	eine Handvoll der zweiten Drogenfraktion	gelernte Ganzform mit AIR_FRACTION_II+OM_HANDFUL	ein Maß der zweiten Drogenfraktion	LEARNED_FRACTION_HANDFUL
ctheol	Krautdrogenstoff der Mittelstufe	CTH_HERB+E_MIDDLE+OL_MATERIAL	Krautansatz auf Mittelstufe	HERB_MATERIAL_MIDDLE
chshoty	getrocknete Droge anfeuchten und leicht kühlen	CH_DRY+SH_MOIST+O_PREP+T_COLD+Y_CLOSE	kalter Feuchtansatz aus Trockendroge	DRY_MOIST_COLD
cphol	Pulverstoff im Ansatz	gelernte CPH_POWDER+OL_MATERIAL	Krautdrogenstoff	LEARNED_POWDER_MATERIAL
