master_card_id	master_form	registered_surfaces	construction_class	component_parse	portable_core_de	local_prose_expansion_de	prose_event_count	records	writing_rule
MC023	kair	kair	PRODUCTIVE_COMPOSITION	K_BASIN+AIR_WATER	Beckenlauf	Beckenlauf	1	B1	read the licensed components from left to right
MC024	qokol	qokol	PRODUCTIVE_COMPOSITION	OK_SET+OL_CONTINUE	Weiter einsetzen	Weiter einsetzen	1	B4	read the licensed components from left to right
MC025	dchedy	dchedy|schedy|tchedy	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+TERMINAL	überführen; Schluss	überführen; Schluss	4	B1|B2|B3	read the licensed components from left to right
MC026	choky	choky|oky|qoky	FRAME_PLUS_LOCAL_CORE	OK_SET+Y_CURRENT_ITEM	einsetzen	einsetzen	10	B1|B2|B3|B4|H1|H5	read the productive frame and retrieve the remaining local core
MC027	oykchor	oykchor	FRAME_PLUS_LOCAL_CORE	OYK + OR	Gefäß für den Ansatz	Gefäß für den Ansatz	1	H2	read the productive frame and retrieve the remaining local core
MC028	olchedy	olchedy|qolchedy	PRODUCTIVE_COMPOSITION	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	weiterführen; Schluss	weiterführen; Schluss	3	B1|B2|B3	read the licensed components from left to right
MC029	lar	lar	PRODUCTIVE_COMPOSITION	L_OUT+AR_FROM	Quellabzug	Quellabzug	1	B2	read the licensed components from left to right
MC030	lo	lo	PRODUCTIVE_COMPOSITION	L_OUT+O_RESIDUAL_BRANCH	Abzug	Abzug	1	B3	read the licensed components from left to right
MC031	dalchdy	dalchdy	PRODUCTIVE_COMPOSITION	D+AL_TO+CHD_TRANSFER+CLOSE	Zieltransfer; Schluss	Zieltransfer; Schluss	1	B3	read the licensed components from left to right
MC032	cheeky	cheeky	FRAME_PLUS_LOCAL_CORE	CHK_WARM+GRADE_2+Y_CURRENT_ITEM	länger bearbeiten	länger bearbeiten	2	B4|H4	read the productive frame and retrieve the remaining local core
MC033	oiiin	oiiin|soiiin	PRODUCTIVE_COMPOSITION	IIN_TARGET_STAGE	Arbeitsstufe	Arbeitsstufe	2	B1|B3	read the licensed components from left to right
MC034	cho	cho|sho	FRAME_PLUS_LOCAL_CORE	CHO	EINGABE_ODER_BEDINGUNG	weitere Zutat	4	H5	read the productive frame and retrieve the remaining local core
MC035	chckhy	chckhy|shckhy	PRODUCTIVE_COMPOSITION	CKH_THROUGH+Y_ITEM	durchleiten	durchleiten	4	B1|B2	read the licensed components from left to right
MC036	solkaiin	solkaiin	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+AIIN_MEASURE	Sollsammlung	Sollsammlung	1	B2	read the licensed components from left to right
MC037	tchody	tchody	WHOLE_SIGN	TCHO + DY	kalt stellen; Schluss	kalt stellen; Schluss	1	H3	retrieve the complete learned sign; do not decompose it
MC038	lshedy	lshedy	PRODUCTIVE_COMPOSITION	LSH_WASH+DY_CLOSE	Waschgang; Schluss	Waschgang; Schluss	2	B1	read the licensed components from left to right
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	FRAME_PLUS_LOCAL_CORE	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	read the productive frame and retrieve the remaining local core
MC040	okal	okal|qokal	FRAME_PLUS_LOCAL_CORE	OK_SET+AL_TO	dorthin einsetzen	dorthin einsetzen	6	B1|B2|B3|H4	read the productive frame and retrieve the remaining local core
MC041	okchol	okchol	PRODUCTIVE_COMPOSITION	OK + OL	die Fortsetzung einsetzen	die Fortsetzung einsetzen	1	H3	read the licensed components from left to right
MC042	cheedar	cheedar	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+AR_FROM	Quelltransfer	Quelltransfer	1	B3	read the licensed components from left to right
MC043	shecthedchy	shecthedchy	PRODUCTIVE_COMPOSITION	CTH_READY+CHED_TRANSFER+Y_CURRENT	Vorbereitungstransfer	Vorbereitungstransfer	1	B3	read the licensed components from left to right
MC044	qokar	qokar	PRODUCTIVE_COMPOSITION	OK_SET+AR_FROM	Quelleinsatz	Quelleinsatz	1	B2	read the licensed components from left to right
MC045	olkeedy	olkeedy|solkeedy	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+EE_LONG+TERMINAL	lange sammeln; Schluss	lange sammeln; Schluss	3	B1|B3	read the licensed components from left to right
MC046	raly	raly	PRODUCTIVE_COMPOSITION	AL_TO+Y_CURRENT	Endposten	Endposten	1	B6	read the licensed components from left to right
MC047	ykain	ykain	FRAME_PLUS_LOCAL_CORE	Y + K + AIN	erste Portion	erste Portion	1	H4	read the productive frame and retrieve the remaining local core
MC048	kaiiin	kaiiin	PRODUCTIVE_COMPOSITION	K + IIN	die Arbeitsstufe setzen	die Arbeitsstufe setzen	1	H2	read the licensed components from left to right
MC049	schoal	schoal	WHOLE_SIGN	LEXICAL_BLOCKER_AR_OR_DECOCTION_BATCH	Sudansatz	Sudansatz	1	H3	retrieve the complete learned sign; do not decompose it
MC050	solkey	solkey	PRODUCTIVE_COMPOSITION	SOLK_COLLECT+E_SHORT+Y_ITEM	Kurzsammlung	Kurzsammlung	1	B4	read the licensed components from left to right
MC051	lchedal	lchedal	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+AL_TO	Zielabführung	Zielabführung	1	B1	read the licensed components from left to right
MC052	qekey	qekey	WHOLE_SIGN	MEMORIZED_WHOLE_CARD	kurz bearbeiten	kurz bearbeiten	1	B6	retrieve the complete learned sign; do not decompose it
MC053	otol	otol	PRODUCTIVE_COMPOSITION	OT + OL	DANACH_WEITER	anschließend fortsetzen	1	H2	read the licensed components from left to right
MC054	qokaly	qokaly	PRODUCTIVE_COMPOSITION	OK_SET+AL_TO+Y_ITEM	Zieleinsatz	Zieleinsatz	1	B2	read the licensed components from left to right
MC055	char	char|dar|sar	FRAME_PLUS_LOCAL_CORE	AR_FROM	davon	davon	5	B1|B2|B3|H1|H2	read the productive frame and retrieve the remaining local core
MC056	ral	ral	PRODUCTIVE_COMPOSITION	R_FRAME+AL_TO	Zielmarke	Zielmarke	1	B1	read the licensed components from left to right
MC057	otchedy	otchedy|qotchedy	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHED_TRANSFER+TERMINAL_CLOSE	Folgetransfer; Schluss	Folgetransfer; Schluss	2	B3	read the licensed components from left to right
MC058	sheckhal	sheckhal	PRODUCTIVE_COMPOSITION	CKH_THROUGH+E_SHORT+AL_TO	Kurze Zielpassage	Kurze Zielpassage	1	B1	read the licensed components from left to right
MC059	dain	dain	WHOLE_SIGN	DAIN_CLOTH_WHOLE	Einlage	Einlage	2	B4|B6	retrieve the complete learned sign; do not decompose it
MC060	otaiin	otaiin|sotaiin	PRODUCTIVE_COMPOSITION	OT_FOLLOW+AIIN_MEASURE	Folgemaß	Folgemaß	3	B2|B3	read the licensed components from left to right
MC061	sshkchdy	sshkchdy	WHOLE_SIGN	LEXICAL_BLOCKER_AR_AL_TRANSFER+CLOSE	übertragen; Schluss	übertragen; Schluss	1	B1	retrieve the complete learned sign; do not decompose it
MC062	shoyty	shoyty	FRAME_PLUS_LOCAL_CORE	SHO + YTY	Zugabeteil	Zugabeteil	1	H3	read the productive frame and retrieve the remaining local core
MC063	oteey	oteey	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_2+Y_ITEM	Langfolge	Langfolge	2	B2	read the licensed components from left to right
MC064	chedchy	chedchy	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+CHY_ITEM	Postentransfer	Postentransfer	1	B3	read the licensed components from left to right
MC065	ls	ls	PRODUCTIVE_COMPOSITION	L_OUT+S_PORT	Auslass	Auslass	1	B2	read the licensed components from left to right
MC066	lcheey	lcheey	PRODUCTIVE_COMPOSITION	L_OUT+CHEEY_CLEAR_FLOW	Klarabzug	Klarabzug	1	B2	read the licensed components from left to right
MC067	otchdy	otchdy	PRODUCTIVE_COMPOSITION	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	Nachtransfer; Schluss	Nachtransfer; Schluss	1	B5	read the licensed components from left to right
MC068	sotodan	sotodan	WHOLE_SIGN	LEXICAL_BLOCKER_AL_OL_FOLLOWUP_APPLICATION	zur Folgeanwendung weiterführen	zur Folgeanwendung weiterführen	1	H5	retrieve the complete learned sign; do not decompose it
MC069	otytchol	otytchol	FRAME_PLUS_LOCAL_CORE	OT + YTY + OL	Folgeteil	Folgeteil	1	H1	read the productive frame and retrieve the remaining local core
MC070	pchedy	pchedy	PRODUCTIVE_COMPOSITION	P_IN+CHED_TRANSFER+TERMINAL	Zuführung; Schluss	Zuführung; Schluss	1	B2	read the licensed components from left to right
MC071	dchey	dchey	WHOLE_SIGN	DCHEY	Wurzel	Wurzel	1	H1	retrieve the complete learned sign; do not decompose it
MC072	orain	orain	PRODUCTIVE_COMPOSITION	OR + AIN	Bereitungsanteil	Bereitungsanteil	1	H4	read the licensed components from left to right
MC073	qcthey	qcthey|shcthey	PRODUCTIVE_COMPOSITION	CTH_READY+GRADE_1+Y_CURRENT	kurz vorbereiten	kurz vorbereiten	2	B2|B3	read the licensed components from left to right
MC074	chdy	chdy|chedy	FRAME_PLUS_LOCAL_CORE	CHD~CHED_TRANSFER+Y_ITEM	überführen	überführen	11	B1|B3|B4|B5|H4	read the productive frame and retrieve the remaining local core
MC075	ycheor	ycheor	PRODUCTIVE_COMPOSITION	Y + CHEO + OR	aktueller Auszugsansatz	aktueller Auszugsansatz	1	H2	read the licensed components from left to right
MC076	dsheol	dsheol	PRODUCTIVE_COMPOSITION	SH_REST+E_SHORT+OL_CONTINUE	Kurzhalt	Kurzhalt	1	B1	read the licensed components from left to right
MC077	kchal	kchal	PRODUCTIVE_COMPOSITION	K + AL	an der Zielstelle bearbeiten	an der Zielstelle bearbeiten	1	H5	read the licensed components from left to right
MC078	olsaly	olsaly	PRODUCTIVE_COMPOSITION	OLS_BELOW+AL_TO+Y_ITEM	Zwischenziel	Zwischenziel	1	B3	read the licensed components from left to right
MC079	daldy	daldy	PRODUCTIVE_COMPOSITION	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	Zielschluss	Zielschluss	1	B2	read the licensed components from left to right
MC080	chor	chor|or|shor|sor	FRAME_PLUS_LOCAL_CORE	OR_BATCH	Ansatz	Ansatz	7	B3|B4|H2|H4	read the productive frame and retrieve the remaining local core
MC081	okair	okair	PRODUCTIVE_COMPOSITION	OK_SET+AIR_WATER	Laufeinsatz	Laufeinsatz	1	B3	read the licensed components from left to right
MC082	qokeedy	qokeedy	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+DY_CLOSE	lange einwirken; Schluss	lange einwirken; Schluss	10	B2|B3|B4	read the licensed components from left to right
MC083	qokedy	qokedy	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_1+DY_CLOSE	kurz einwirken; Schluss	kurz einwirken; Schluss	8	B1|B3|B4	read the licensed components from left to right
MC084	rshedy	rshedy	WHOLE_SIGN	RSHE_WASH_WHOLE_CARD+DY_CLOSE	Vollwaschung; Schluss	Vollwaschung; Schluss	1	B2	retrieve the complete learned sign; do not decompose it
MC085	cheoar	cheoar	PRODUCTIVE_COMPOSITION	CHEO + AR	Auszug aus der Quelle	Auszug aus der Quelle	1	H4	read the licensed components from left to right
MC086	chety	chety|chty	FRAME_PLUS_LOCAL_CORE	CH_PARTITION+TY_PART	Teil	Teil	2	B3|H1	read the productive frame and retrieve the remaining local core
MC087	chodaiin	chodaiin	PRODUCTIVE_COMPOSITION	CHO + AIIN	Zugabemaß	Zugabemaß	1	H2	read the licensed components from left to right
MC088	qokchdy	qokchdy	PRODUCTIVE_COMPOSITION	OK+CHD_TRANSFER+CLOSE	einführen; Schluss	einführen; Schluss	3	B1|B3|B5	read the licensed components from left to right
MC089	skar	skar	PRODUCTIVE_COMPOSITION	SK_POUR+AR_FROM	Quellausguss	Quellausguss	1	B4	read the licensed components from left to right
MC090	kchol	kchol	PRODUCTIVE_COMPOSITION	K + OL	weiter bearbeiten	weiter bearbeiten	1	H5	read the licensed components from left to right
MC091	dairydy	dairydy	PRODUCTIVE_COMPOSITION	D_TERMINAL_FRAME+AIR_WATER+Y_ITEM+CLOSE_EXACT	Laufschluss	Laufschluss	1	B4	read the licensed components from left to right
MC092	lol	lol	PRODUCTIVE_COMPOSITION	L_OUT+OL_CONTINUE	Weiterabzug	Weiterabzug	1	B5	read the licensed components from left to right
MC093	otal	otal|qotal	PRODUCTIVE_COMPOSITION	OT_NEXT+AL_TO	danach dorthin	danach dorthin	3	B3|B4	read the licensed components from left to right
MC094	cheeety	cheeety	PRODUCTIVE_COMPOSITION	EEE_FULL+TY_PART	Vollteil	Vollteil	1	B3	read the licensed components from left to right
MC095	sheey	sheey	PRODUCTIVE_COMPOSITION	SH_REST+EE_LONG+Y_CURRENT	Langhalt	Langhalt	1	B4	read the licensed components from left to right
MC096	qokeedal	qokeedal	PRODUCTIVE_COMPOSITION	OK_SET+EE_HOLD+AL_TO	Langer Zieleinsatz	Langer Zieleinsatz	1	B1	read the licensed components from left to right
MC097	olkain	olkain|qolkain	PRODUCTIVE_COMPOSITION	OL_CONTINUE+AIN_PORTION	weiterer Anteil	weiterer Anteil	2	B1|B4	read the licensed components from left to right
MC098	tshol	tshol	WHOLE_SIGN	TSHOL	Kochgut	Kochgut	1	H3	retrieve the complete learned sign; do not decompose it
MC099	cheeckhody	cheeckhody	WHOLE_SIGN	CHEECKHO + DY	auftragen; Schluss	auftragen; Schluss	1	H5	retrieve the complete learned sign; do not decompose it
MC100	ody	ody	FRAME_PLUS_LOCAL_CORE	O + DY	ZURUECKNEHMEN__SCHLUSS	aus der Wärme nehmen und abkühlen; Schluss	1	H4	read the productive frame and retrieve the remaining local core
MC101	ldalor	ldalor	PRODUCTIVE_COMPOSITION	LD_END+AL_TO	Endziel	Endziel	1	B6	read the licensed components from left to right
MC102	rsheal	rsheal	PRODUCTIVE_COMPOSITION	R_FRAME+SH_REST+E_SHORT+AL_TO	Kurzhalt am Ziel	Kurzhalt am Ziel	1	B2	read the licensed components from left to right
MC103	chokchy	chokchy|okchy|qokchy	PRODUCTIVE_COMPOSITION	OK + Y	den laufenden Posten einsetzen und weiterbearbeiten	den laufenden Posten einsetzen und weiterbearbeiten	3	H1|H5	read the licensed components from left to right
MC104	keol	keol	PRODUCTIVE_COMPOSITION	K + E + OL	kurz weiterbearbeiten	kurz weiterbearbeiten	1	H5	read the licensed components from left to right
MC105	chkain	chkain|kain	PRODUCTIVE_COMPOSITION	AIN_PORTION	Portion	Portion	3	B1|B3|B4	read the licensed components from left to right
MC106	teol	teol	PRODUCTIVE_COMPOSITION	E_SHORT+OL_CONTINUE	kurz weiterführen	kurz weiterführen	1	B1	read the licensed components from left to right
MC107	qotchy	qotchy	PRODUCTIVE_COMPOSITION	OT + Y	zum nächsten Posten wechseln	zum nächsten Posten wechseln	1	H3	read the licensed components from left to right
MC108	etyd	etyd	WHOLE_SIGN	ETYD	kleiner Rest	kleiner Rest	1	H1	retrieve the complete learned sign; do not decompose it
MC109	ytey	ytey	WHOLE_SIGN	MEMORIZED_WHOLE_CARD	Kurzteil	Kurzteil	1	B1	retrieve the complete learned sign; do not decompose it
MC110	chkeedy	chkeedy	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+DY_CLOSE	Langwärmen; Schluss	Langwärmen; Schluss	1	B3	read the licensed components from left to right
MC111	shfydaiin	shfydaiin	FRAME_PLUS_LOCAL_CORE	SHFY + AIIN	eine vorgeschriebene Stehzeit einhalten	eine vorgeschriebene Stehzeit einhalten	1	H3	read the productive frame and retrieve the remaining local core
MC112	octheol	octheol	PRODUCTIVE_COMPOSITION	CTH_READY+OL_CONTINUE	Fortsetzung vorbereiten	Fortsetzung vorbereiten	1	B2	read the licensed components from left to right
MC113	shedal	shedal	PRODUCTIVE_COMPOSITION	SHED_SETTLE+AL_TO	am Ziel absetzen	am Ziel absetzen	2	B3|B5	read the licensed components from left to right
MC114	sh	sh	WHOLE_SIGN	SH	Stängel	Stängel	1	H5	retrieve the complete learned sign; do not decompose it
MC115	qoctholy	qoctholy	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OL_CONTINUE+Y_CURRENT_ITEM	danach mit diesem Posten weiter	danach mit diesem Posten weiter	1	H2	read the licensed components from left to right
MC116	schedair	schedair	PRODUCTIVE_COMPOSITION	SCHED_LEAD+AIR_WATER	Weiterlauf	Weiterlauf	1	B3	read the licensed components from left to right
MC117	kchy	kchy	PRODUCTIVE_COMPOSITION	K + Y	den laufenden Posten bearbeiten	den laufenden Posten bearbeiten	1	H3	read the licensed components from left to right
MC118	ly	ly	WHOLE_SIGN	MEMORIZED_VESSEL_CARD	Auffanggefäß	Auffanggefäß	1	B1	retrieve the complete learned sign; do not decompose it
MC119	cheey	cheey|shey	WHOLE_SIGN	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	Klarlauf	4	B2|B4|H3	retrieve the complete learned sign; do not decompose it
MC120	okaiin	okaiin|qokaiin	FRAME_PLUS_LOCAL_CORE	OK_SET+AIIN_TARGET_MEASURE	bemessen	bemessen	9	B1|B2|B3|H4	read the productive frame and retrieve the remaining local core
MC121	otar	otar	PRODUCTIVE_COMPOSITION	OT_NEXT+AR_FROM	Folgequelle	Folgequelle	1	B1	read the licensed components from left to right
MC122	kchey	kchey	PRODUCTIVE_COMPOSITION	K + E + Y	den laufenden Posten kurz bearbeiten	den laufenden Posten kurz bearbeiten	1	H5	read the licensed components from left to right
MC123	chey	chey|chy|dy|shy|sy|y	FRAME_PLUS_LOCAL_CORE	Y_CURRENT_ITEM_CARD	dies	dies	18	B1|B2|B3|B4|B6|H2|H3|H4	read the productive frame and retrieve the remaining local core
MC124	lkedy	lkedy	WHOLE_SIGN	LEXICAL_BLOCKER_AR_OL_CONTINUING_WITHDRAWAL+CLOSE	weiter abziehen; Schluss	weiter abziehen; Schluss	1	B4	retrieve the complete learned sign; do not decompose it
MC125	chochor	chochor	PRODUCTIVE_COMPOSITION	CHO + OR	Zugabeansatz	Zugabeansatz	1	H5	read the licensed components from left to right
MC126	pchedal	pchedal	PRODUCTIVE_COMPOSITION	P_IN+CHED_TRANSFER+AL_TO	Zielzuführung	Zielzuführung	1	B3	read the licensed components from left to right
MC127	lched	lched	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER	Abführung	Abführung	1	B2	read the licensed components from left to right
MC128	cheedy	cheedy|shedy|tedy	PRODUCTIVE_COMPOSITION	SHED_SETTLE+GRADE_1+DY_CLOSE	kurz absetzen; Schluss	kurz absetzen; Schluss	12	B1|B2|B3|B4	read the licensed components from left to right
MC129	cfhy	cfhy	WHOLE_SIGN	CFHY	auswringen	auswringen	1	H3	retrieve the complete learned sign; do not decompose it
MC130	lsho	lsho	PRODUCTIVE_COMPOSITION	LSH_WASH	Waschgang	Waschgang	1	B1	read the licensed components from left to right
MC131	choy	choy	PRODUCTIVE_COMPOSITION	CHO + Y	aktuelle Zutat	aktuelle Zutat	1	H5	read the licensed components from left to right
MC132	sheckhy	sheckhy	PRODUCTIVE_COMPOSITION	CKH_THROUGH+E_SHORT+Y_CURRENT	Kurzpassage	Kurzpassage	1	B2	read the licensed components from left to right
MC133	lcheckhedy	lcheckhedy	PRODUCTIVE_COMPOSITION	L_OUT+CKHE_STRAIN+TERMINAL	Trennabzug; Schluss	Trennabzug; Schluss	1	B2	read the licensed components from left to right
MC134	qolky	qolky	PRODUCTIVE_COMPOSITION	Q_FRAME+OL_CONTINUE+KY_PATH	Weiterweg	Weiterweg	1	B1	read the licensed components from left to right
MC135	otedy	otedy	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_1+CLOSE	Kurzfolge; Schluss	Kurzfolge; Schluss	2	B3	read the licensed components from left to right
MC136	kchoar	kchoar	FRAME_PLUS_LOCAL_CORE	K + CHO + AR	bearbeiteter Quellauszug	bearbeiteter Quellauszug	1	H5	read the productive frame and retrieve the remaining local core
MC137	shecthy	shecthy	PRODUCTIVE_COMPOSITION	CTH_READY+E_SHORT+Y_CURRENT	Kurzvorbereitung	Kurzvorbereitung	1	B3	read the licensed components from left to right
MC138	dshedy	dshedy	WHOLE_SIGN	DSHE_FRESH_WATER+DY_CLOSE	Frischwasser zugeben; Schluss	Frischwasser zugeben; Schluss	1	B2	retrieve the complete learned sign; do not decompose it
MC139	dchdy	dchdy	PRODUCTIVE_COMPOSITION	D+CHD_TRANSFER+CLOSE	Transfer; Schluss	Transfer; Schluss	1	B1	read the licensed components from left to right
MC140	qokeeedy	qokeeedy	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_3+DY_CLOSE	Volleinsatz; Schluss	Volleinsatz; Schluss	1	B2	read the licensed components from left to right
MC141	tshey	tshey	PRODUCTIVE_COMPOSITION	T_FRAME+SHEY_CLEAR_FLOW	Folgeklarlauf	Folgeklarlauf	1	B2	read the licensed components from left to right
MC142	dchol	dchol|schol	FRAME_PLUS_LOCAL_CORE	D + OL	vom vorigen Arbeitsgang nehmen	vom vorigen Arbeitsgang nehmen	2	H3|H5	read the productive frame and retrieve the remaining local core
MC143	shckhedy	shckhedy	PRODUCTIVE_COMPOSITION	CKHE_STRAIN+TERMINAL	durchlassen; Schluss	durchlassen; Schluss	3	B1|B4	read the licensed components from left to right
MC144	chldaiin	chldaiin	PRODUCTIVE_COMPOSITION	CHLD_SETTLE+AIIN_MEASURE	Sollabsetzung	Sollabsetzung	1	B3	read the licensed components from left to right
MC145	chedain	chedain	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+AIN_PORTION	Anteilstransfer	Anteilstransfer	1	B3	read the licensed components from left to right
MC146	chealror	chealror	PRODUCTIVE_COMPOSITION	AL_TO+R_FRAME+OR_BATCH	Zielbereitung	Zielbereitung	1	B3	read the licensed components from left to right
MC147	cheky	cheky	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_1+Y_CURRENT_ITEM	kurz wärmen	kurz wärmen	3	B1|B4	read the licensed components from left to right
MC148	ykan	ykan	FRAME_PLUS_LOCAL_CORE	Y + K + AN	zweite Portion	zweite Portion	1	H4	read the productive frame and retrieve the remaining local core
MC149	solshedy	solshedy	PRODUCTIVE_COMPOSITION	OL_CONTINUE+SHED_SETTLE+CLOSE	Folgeabsetzen; Schluss	Folgeabsetzen; Schluss	1	B2	read the licensed components from left to right
MC150	okeeol	okeeol	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+OL_CONTINUE	Langfortsetzung	Langfortsetzung	1	B4	read the licensed components from left to right
MC151	qokshedy	qokshedy	PRODUCTIVE_COMPOSITION	OK_SET+SHED_SETTLE+CLOSE	Einsatzabsetzen; Schluss	Einsatzabsetzen; Schluss	1	B3	read the licensed components from left to right
MC152	ches	ches	WHOLE_SIGN	MEMORIZED_WHOLE_CARD	teilen	teilen	1	B2	retrieve the complete learned sign; do not decompose it
MC153	cheol	cheol|chol|ol|qol|sol|tol	FRAME_PLUS_LOCAL_CORE	OL_CONTINUE	weiter	weiter	19	B1|B3|B4|B5|B6|H1|H2	read the productive frame and retrieve the remaining local core
MC154	al	al|chal|cheal|dal|sal|tal	FRAME_PLUS_LOCAL_CORE	AL_TO	dorthin	dorthin	10	B1|B2|B3|B4|B5|H5	read the productive frame and retrieve the remaining local core
MC155	lchedy	lchedy	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	abführen; Schluss	8	B2|B3|B4	read the licensed components from left to right
MC156	cphy	cphy	WHOLE_SIGN	CPHY	nachseihen	nachseihen	1	H3	retrieve the complete learned sign; do not decompose it
MC157	cholor	cholor|olor	FRAME_PLUS_LOCAL_CORE	OL_CONTINUE+OR_BATCH	derselbe Ansatz	derselbe Ansatz	2	B1|H2	read the productive frame and retrieve the remaining local core
