rule_id	surface	uses	practical_head_de	decision_class	live_rivals_de
P026	opchedaiin	1	Pulver	MATERIAL_RESULT_COLLAPSE	Pulverzubereitung|Trockenpulver
P027	opchey	1	Trockenpulver	MATERIAL_RESULT_COLLAPSE	Pulverzubereitung
P028	op	1	Pulverzubereitung	MATERIAL_PREPARATION	Pulvermischung|Pulveransatz
P029	chopo	1	Pulverzubereitung	MATERIAL_SOURCE_COLLAPSE	Pulvermischung aus Trockenextrakt
P030	qocho	1	getrocknete Droge	MATERIAL_RESULT_COLLAPSE	Trockenzubereitung|Trockenmasse
P031	ytcho	1	Trockenmischung	INTERMEDIATE_DRY_PREPARATION	Kaltansatz|Trockenmasse
P032	ykcho	1	Trockenmischung	INTERMEDIATE_DRY_PREPARATION	heiße Trockenzubereitung|Trockenextrakt
P033	orom	1	Drogenmaterial	LOCAL_QUANTITY_CONTEXT	Zubereitung|Trockengut
P034	chokol	1	Absud	CONTRADICTION_REPAIR	Trockenzubereitung|heißes Trockengut
P035	daiin	1	Absud	LEFT_HEAD_CARRY	Trockenzubereitung
P036	ockhdar	1	Arzneizubereitung	O_CKH_PREPARATION_PRESERVATION	Arzneiansatz|Arzneikompositum-Auszug
P037	chockhy	1	Arzneizubereitung	O_CKH_PREPARATION_PRESERVATION	Trockenansatz des Arzneikompositums
P038	kchod	1	Auszug	EXACT_WORKFLOW_WHOLE	Absud|heiß-trockene Zubereitung
P039	ofchedy	1	Blütenmasse	MATERIAL_RESULT_COLLAPSE	Blütentrockenextrakt|Blütenrückstand
P040	solchedy	1	Samenmasse	MATERIAL_RESULT_COLLAPSE	Samenrückstand|Samenzubereitung
P041	olkar	16	Holzauszug	LOCAL_CONTEXT_WHOLE	erste erhitzte Fraktion des Holzansatzes
P042	otair	2	Kaltauszug	LOCAL_CONTEXT_WHOLE	zweite Fraktion des kalten Ansatzes
P043	okal	4	heißer Ansatz	LOCAL_CONTEXT_WHOLE	Rohstoffklasse I der Heißzubereitung
P044	olkaiir	1	Holzauszug	LOCAL_CONTEXT_WHOLE	dritte erhitzte Fraktion des Holzansatzes
P045	okar	2	Drogenauszug	LOCAL_CONTEXT_WHOLE	erste Drogenfraktion des heißen Ansatzes
P046	oidal	1	Grundansatz	LOCAL_CONTEXT_WHOLE	Rohstoffmenge I der Grundzubereitung
P047	otal	1	kalter Ansatz	LOCAL_CONTEXT_WHOLE	Rohstoffklasse I der Kaltzubereitung
P048	qodaiin	1	heißer Drogenauszug	LOCAL_CONTEXT_WHOLE	drei Portionen der ersten Fraktion des erhitzten Ansatzes
P049	oar	1	Drogenauszug	LOCAL_CONTEXT_WHOLE	erste Drogenfraktion des Ansatzes
P050	daiin	1	heißer Drogenauszug	LOCAL_CONTEXT_WHOLE	drei Portionen der ersten Fraktion des erhitzten Ansatzes
P051	otar	1	Kaltauszug	LOCAL_CONTEXT_WHOLE	erste Drogenfraktion des kalten Ansatzes
P052	otshey	1	Mazerat	EXACT_MOIST_WHOLE	kalt-feuchte Zubereitung|Einweichung
P053	okeeodar	1	Auszug	EXACT_WORKFLOW_WHOLE	Fraktion der Heißzubereitung|Absud
P054	qopaiin	1	Pulverzubereitung	MATERIAL_PREPARATION	Pulvermischung|Pulveransatz
