page	locus	token_ordinal	surface	v63_token_gloss_de	v64_token_gloss_de	v64_changed	v64_rule_id	decision_class	practical_head_de	live_rivals_de	preparation_span_count	preparation_roles	formal_routes	basis
f113v	f113v.12	1	solchedy	bis zur Mittelstufe fertig getrockneter Samenansatz	bis zur Mittelstufe getrocknete Samenmasse	1	P040	MATERIAL_RESULT_COLLAPSE	Samenmasse	Samenrückstand|Samenzubereitung	1	COMPOUND_HEAD	PRODUCTIVE_HEAD	Der terminale Trockenschritt liefert eine zubereitete Samenmasse; der Samen-Wortkopf bleibt sichtbar.
f113v	f113v.12	2	otsheody	fertiger kalt angefeuchteter Ansatz	fertiges kalt angefeuchtetes Mazerat	1	P007	EXACT_MOIST_WHOLE	Mazerat	Einweichung|feuchte Zubereitung	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Feuchtbindung plus fertiger Endpunkt; Mazerat ist die konkrete Arbeitswahl.
f113v	f113v.17	4	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f113v	f113v.3	4	okeeodar	erste abgemessene Fraktion des vollständig erhitzten Ansatzes	erste abgemessene Fraktion des vollständig erhitzten Auszugs	1	P053	EXACT_WORKFLOW_WHOLE	Auszug	Fraktion der Heißzubereitung|Absud	1	GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED	Der sichtbare keeod-Auszugkopf wird in der erweiterten Mengenform erhalten.
f114r	f114r.24	10	chopo	Pulverzubereitung aus Trockenansatz	Pulverzubereitung aus Trockengut	1	P029	MATERIAL_SOURCE_COLLAPSE	Pulverzubereitung	Pulvermischung aus Trockenextrakt	2	COMPOUND_HEAD|GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED|LEARNED_WHOLE_OR_UNEXPORTED	Die Quelle ist trockene Ware; ein zweiter laufender Ansatzkopf trägt keine Zusatzinformation.
f114r	f114r.26	2	olkaiir	dritte erhitzte Holzfraktion im Ansatz	dritter heißer Holzauszug	1	P044	LOCAL_CONTEXT_WHOLE	Holzauszug	dritte erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; Fraktionsschwestern werden erst gemeinsam exportiert.
f114r	f114r.26	5	okar	heiße Drogenfraktion I im Ansatz	erster heißer Drogenauszug	1	P045	LOCAL_CONTEXT_WHOLE	Drogenauszug	erste Drogenfraktion des heißen Ansatzes	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Konkrete lokale Working Main; qokar bleibt bis zur vollständigen Schwesterprüfung offen.
f114r	f114r.26	8	cheody	getrockneter Ansatz	getrocknete Masse	1	P011	TERMINAL_DRY_RESULT	Masse	getrocknete Zubereitung|Trockenextrakt|Rückstand	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Ohne sichtbares Abziehen ist getrocknete Masse praktisch sicherer als Rückstand oder Extrakt.
f114v	f114v.36	2	oidal	abgemessene Rohstoffmenge I im Ansatz, Grundform	abgemessene Rohstoffmenge I im Grundansatz	1	P046	LOCAL_CONTEXT_WHOLE	Grundansatz	Rohstoffmenge I der Grundzubereitung	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Lokale Relationsglättung, keine freie oid/al-Stammprognose.
f114v	f114v.36	3	op	Pulveransatz	Pulverzubereitung	1	P028	MATERIAL_PREPARATION	Pulverzubereitung	Pulvermischung|Pulveransatz	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Einwertige kurze Arbeitswahl für den bereits sichtbaren Pulverstoffkopf.
f114v	f114v.36	4	shoko	erhitzter Feuchtansatz	erhitztes Mazerat	1	P009	EXACT_MOIST_WHOLE	Mazerat	Feuchtzubereitung|Einweichung	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Der Feuchtkopf wird praktisch kurz gelesen; Erhitzen bleibt sichtbare Zustandsangabe.
f114v	f114v.36	5	otchey	kalt-trockener Ansatz in der Mitte des Grades	kalt-trockene Zubereitung in der Mitte des Grades	1	P017	INTERMEDIATE_DRY_PREPARATION	Trockenzubereitung	Kaltansatz|Trockenrückstand	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Mittelposition bleibt laufende Zubereitung.
f114v	f114v.36	7	qopaiin	drei Teile Pulveransatz nehmen	drei Teile Pulverzubereitung nehmen	1	P054	MATERIAL_PREPARATION	Pulverzubereitung	Pulvermischung|Pulveransatz	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Die sichtbare op/qop-Familie behält auf derselben Zeile denselben Pulverzubereitungskopf; q trägt hier die Einnahme-/Mengenform.
f115r	f115r.1	7	teeedy	vollständig abgekühlter Ansatz, fertig	vollständig abgekühlte Zubereitung, fertig	1	P021	FINISHED_GENERIC_PREPARATION	Zubereitung	Auszug|Absud	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Kühlen allein identifiziert weder Absud noch Kaltauszug.
f115r	f115r.1	9	oechedy	fertiger bis zur Mittelstufe getrockneter Ansatz	fertige, bis zur Mittelstufe getrocknete Masse	1	P013	TERMINAL_DRY_RESULT	Masse	getrocknete Zubereitung|Trockenextrakt|Rückstand	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Fertig und Mittelstufe bleiben erhalten; Masse behauptet keinen unbelegten Trennvorgang.
f115r	f115r.23	4	chody	leicht abgeschlossener Trockenansatz	leicht getrocknete Zubereitung, abgeschlossen	1	P015	INTERMEDIATE_DRY_PREPARATION	Trockenzubereitung	Trockenrückstand|Trockengut	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Leichte Trocknung bleibt Zubereitung; der Schlusswert abgeschlossen wird nicht gelöscht.
f116r	f116r.12	10	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	Rohstoffklasse I im kalten Ansatz, Gradanfang	1	P047	LOCAL_CONTEXT_WHOLE	kalter Ansatz	Rohstoffklasse I der Kaltzubereitung	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Lokale Relationsglättung, keine freie ot/al-Stammprognose.
f23r	f23r.6	11	ytcho	hieraus einen Kalt-Trockenansatz herstellen	hieraus eine kalte Trockenmischung herstellen	1	P031	INTERMEDIATE_DRY_PREPARATION	Trockenmischung	Kaltansatz|Trockenmasse	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Herstellen bezeichnet eine konkrete Mischung; kein fertiger Rückstand oder Extrakt.
f24v	f24v.15	2	kchod	heiß-trockener Ansatz, abgezogen und abgeschlossen	heißer Auszug aus Trockengut, abgezogen und abgeschlossen	1	P038	EXACT_WORKFLOW_WHOLE	Auszug	Absud|heiß-trockene Zubereitung	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Abziehen trägt den Auszugkopf; trocken beschreibt die Ausgangsware, Hitze allein kein Kochen.
f24v	f24v.15	4	ochdy	fertiger Trockenansatz	fertige Trockenmasse	1	P012	TERMINAL_DRY_RESULT	Trockenmasse	Trockenzubereitung|Trockenextrakt	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Fertig plus Trockenbindung trägt einen festen Ergebnis- statt Arbeitskopf.
f26r	f26r.2	3	adeeody	gleicher abgemessener Teil des fertigen Ansatzes	gleicher abgemessener Teil der fertigen Zubereitung	1	P022	FINISHED_GENERIC_PREPARATION	Zubereitung	Auszug|Charge	1	GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED	Der Mengenbezug bleibt erhalten; der generische Fertigkopf wird grammatisch konkretisiert.
f27r	f27r.9	2	keeod	vollständig erhitzter und abgezogener Ansatz	vollständig erhitzter und abgezogener Auszug	1	P003	EXACT_WORKFLOW_WHOLE	Auszug	Absud	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Abziehen trägt den Auszugkopf; Erhitzen allein beweist kein Kochen und daher keinen Absud.
f27r	f27r.9	3	shotchey	Feuchtansatz aus kalt bis Mittelstufe getrockneter Droge	Mazerat aus kalt bis Mittelstufe getrockneter Droge	1	P010	EXACT_MOIST_WHOLE	Mazerat	Feuchtzubereitung|Einweichung	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Der explizite Feuchtansatz wird lokal zum Mazerat, ohne sh global zu lexikalisieren.
f49r	f49r.16	1	qocho	Trockenansatz nehmen	getrocknete Droge nehmen	1	P030	MATERIAL_RESULT_COLLAPSE	getrocknete Droge	Trockenzubereitung|Trockenmasse	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Das direkte Nehmen verlangt einen handhabbaren Stoffkopf; Droge ist praktischer als industrielles Trockengut.
f56r	f56r.6	1	ykcho	hieraus einen heiß-trockenen Ansatz bereiten	hieraus eine warme Trockenmischung bereiten	1	P032	INTERMEDIATE_DRY_PREPARATION	Trockenmischung	heiße Trockenzubereitung|Trockenextrakt	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	K fügt Wärme zur selben Trockenmischung hinzu, die t in der kalten Schwester trägt; das lizenzierte Verb bereiten bleibt erhalten.
f75r	f75r.3	8	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f7r	f7r.2	8	otchy	kalt-trockener Ansatz am Anfang des Grades	kalt-trockene Zubereitung am Anfang des Grades	1	P018	INTERMEDIATE_DRY_PREPARATION	Trockenzubereitung	Kaltansatz|Trockenrückstand	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Gradanfang bleibt laufende Zubereitung.
f7r	f7r.2	9	cheody	getrockneter Ansatz	getrocknete Masse	1	P011	TERMINAL_DRY_RESULT	Masse	getrocknete Zubereitung|Trockenextrakt|Rückstand	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Ohne sichtbares Abziehen ist getrocknete Masse praktisch sicherer als Rückstand oder Extrakt.
f80r	f80r.17	9	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f80v	f80v.27	3	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f80v	f80v.35	3	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f80v	f80v.35	8	okiin	erhitzter Ansatz, Form III	erhitzte Zubereitung, Form III	1	P024	FINISHED_GENERIC_PREPARATION	Zubereitung	Heißansatz|Absud	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Formwert und Hitze werden bewahrt; Absud wäre ohne Kochsignal zu eng.
f83v	f83v.12	3	qoeeo	zweiter Mazerationsansatz	zweites Mazerat	1	P005	EXACT_LEARNED_WHOLE	Mazerat	zweite Einweichung|zweite Zubereitung	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Kurzer praktischer Kopf für die bereits geschriebene Mazerationslesung; keine freie q/o/e-Komposition.
f83v	f83v.12	8	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f85r2	f85r2.5	1	ockhdar	erste abgemessene Fraktion des Arzneikompositum-Ansatzes	erste abgemessene Fraktion der Arzneizubereitung	1	P036	O_CKH_PREPARATION_PRESERVATION	Arzneizubereitung	Arzneiansatz|Arzneikompositum-Auszug	1	GENITIVE_SOURCE	LEARNED_WHOLE_OR_UNEXPORTED	GDT652 trennt den qualifizierten O-CKH-Präparationskopf vom nackten CKH-Kompositum; die Zubereitung darf nicht auf den Stoffkopf kollabieren.
f85r2	f85r2.5	2	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f86v3	f86v3.13	1	osheey	vollständig eingeweichter Ansatz	vollständig eingeweichtes Mazerat	1	P006	EXACT_MOIST_WHOLE	Mazerat	Einweichung|eingeweichte Zubereitung	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Die explizite vollständige Einweichung trägt den engeren Produktkopf.
f86v3	f86v3.13	5	qodaiin	drei Portionen der ersten erhitzten Drogenfraktion im Ansatz	drei Portionen des ersten heißen Drogenauszugs	1	P048	LOCAL_CONTEXT_WHOLE	heißer Drogenauszug	drei Portionen der ersten Fraktion des erhitzten Ansatzes	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Konkrete lokale Mengen-/Auszugslesung; kein freier qodaiin- oder daiin-Stoffwert.
f86v3	f86v3.13	6	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f86v3	f86v3.18	6	sheody	feucht angesetzte Zubereitung auf Anfangsstufe, abgeschlossen	feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen	1	P008	EXACT_MOIST_WHOLE	Mazerat	Einweichung|feuchte Zubereitung	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Feuchtansetzen und Abschluss stützen den Mazeratkopf lokal.
f86v5	f86v5.24	1	oar	Drogenfraktion I im Ansatz	erster Drogenauszug	1	P049	LOCAL_CONTEXT_WHOLE	Drogenauszug	erste Drogenfraktion des Ansatzes	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Konkrete lokale Working Main; oair/qodar/odar bleiben bis zur Schwesterprüfung offen.
f86v5	f86v5.24	4	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	Rohstoffklasse I im heißen Ansatz, Gradanfang	1	P043	LOCAL_CONTEXT_WHOLE	heißer Ansatz	Rohstoffklasse I der Heißzubereitung	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Lokale Relationsglättung, keine freie ok/al-Stammprognose.
f86v5	f86v5.24	5	kchody	fertiger heiß-trockener Ansatz	fertige heiß-trockene Zubereitung	1	P014	INTERMEDIATE_DRY_PREPARATION	Trockenzubereitung	heiß getrocknete Masse|Trockenextrakt	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	K fügt Hitze zu chody hinzu, ohne dessen Zubereitungskopf zu wechseln.
f86v5	f86v5.24	8	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f86v5	f86v5.4	10	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f86v6	f86v6.25	3	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f86v6	f86v6.25	7	okeeeey	Ansatz vollständig bis zur letzten Heizstufe geführt	Zubereitung vollständig bis zur letzten Heizstufe geführt	1	P023	FINISHED_GENERIC_PREPARATION	Zubereitung	Heißansatz|Absud	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Mehrstufiges Erhitzen ohne Kochsignal bleibt Zubereitung.
f86v6	f86v6.25	8	ofchedy	fertig getrockneter Blütenansatz	fertig getrocknete Blütenmasse	1	P039	MATERIAL_RESULT_COLLAPSE	Blütenmasse	Blütentrockenextrakt|Blütenrückstand	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Der terminale Trockenschritt liefert eine zubereitete Blütenmasse statt rohem Blütenmaterial.
f86v6	f86v6.31	4	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f86v6	f86v6.31	6	okar	heiße Drogenfraktion I im Ansatz	erster heißer Drogenauszug	1	P045	LOCAL_CONTEXT_WHOLE	Drogenauszug	erste Drogenfraktion des heißen Ansatzes	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Konkrete lokale Working Main; qokar bleibt bis zur vollständigen Schwesterprüfung offen.
f86v6	f86v6.31	11	orom	eine Handvoll Ansatz als Portion	eine Handvoll Drogenmaterial als Portion	1	P033	LOCAL_QUANTITY_CONTEXT	Drogenmaterial	Zubereitung|Trockengut	1	QUANTITY_OBJECT	LEARNED_WHOLE_OR_UNEXPORTED	Ohne CH- oder anderes Trockensignal darf orom nicht allein Trockengut erfinden.
f86v6	f86v6.4	12	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f86v6	f86v6.5	4	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.
f86v6	f86v6.5	5	daiin	drei Portionen der ersten erhitzten Drogenfraktion im Ansatz	drei Portionen des ersten heißen Drogenauszugs	1	P050	LOCAL_CONTEXT_WHOLE	heißer Drogenauszug	drei Portionen der ersten Fraktion des erhitzten Ansatzes	1	LOCATIVE_CONTEXT	LEARNED_WHOLE_OR_UNEXPORTED	Lokaler linker Kopfcarry; kein freier daiin-Auszugwert.
f86v6	f86v6.5	8	otshey	kalt-feuchter Ansatz in der Mitte des Grades	kaltes Mazerat in der Mitte des Grades	1	P052	EXACT_MOIST_WHOLE	Mazerat	kalt-feuchte Zubereitung|Einweichung	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Die sechste SH-Präparationsform schließt die lokale Regel SH plus Präparationskopf gleich Mazerat.
f86v6	f86v6.5	10	opchey	Trockenpulver-Ansatz, Form I	Trockenpulver, Form I	1	P027	MATERIAL_RESULT_COLLAPSE	Trockenpulver	Pulverzubereitung	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Trockenpulver ist bereits ein praktischer Produktkopf.
