page	locus	token_ordinal	surface	token_char_start	token_char_end	line_char_start	line_char_end	matched_term_de	term_class	token_gloss_de
f114v	f114v.36	7	qopaiin	11	28	216	233	Pulverzubereitung	ZUBEREITUNG	drei Teile Pulverzubereitung nehmen
f115r	f115r.1	4	otedy	7	13	127	133	Ansatz	ANSATZ	kalter Ansatz, Mittelstufe erreicht
f115r	f115r.1	7	teeedy	23	34	225	236	Zubereitung	ZUBEREITUNG	vollständig abgekühlte Zubereitung, fertig
f115r	f115r.1	8	oroiir	25	39	271	285	Ansatzfraktion	ANSATZ	eine Portion der dritten Ansatzfraktion
f115r	f115r.1	9	oechedy	41	46	328	333	Masse	MASSE	fertige, bis zur Mittelstufe getrocknete Masse
f115r	f115r.1	10	oteedy	7	13	342	348	Ansatz	ANSATZ	kalter Ansatz am Ende des Grades
f115r	f115r.23	3	qokeod	7	13	87	93	Auszug	AUSZUG	heißen Auszug bereiten und abschließen
f115r	f115r.23	4	chody	19	30	139	150	Zubereitung	ZUBEREITUNG	leicht getrocknete Zubereitung, abgeschlossen
f116r	f116r.12	1	qoin	8	14	8	14	Ansatz	ANSATZ	zweiten Ansatz nehmen
f116r	f116r.12	4	okain	7	13	94	100	Ansatz	ANSATZ	heißer Ansatz, Grad II
f116r	f116r.12	7	okeey	7	13	209	215	Ansatz	ANSATZ	heißer Ansatz am Ende des Grades
f116r	f116r.12	8	otain	7	13	243	249	Ansatz	ANSATZ	kalter Ansatz, Grad II
f116r	f116r.12	9	olchdy	8	14	268	274	Ansatz	ANSATZ	Holz im Ansatz fertig getrocknet
f116r	f116r.12	10	otal	27	33	321	327	Ansatz	ANSATZ	Rohstoffklasse I im kalten Ansatz, Gradanfang
f116r	f116r.12	11	dain	40	53	381	394	Anfangsansatz	ANSATZ	zwei Portionen der Rohdroge I im kalten Anfangsansatz
f23r	f23r.6	7	okol	7	18	132	143	Ansatzstoff	ANSATZ	heißer Ansatzstoff
f23r	f23r.6	11	ytcho	19	34	258	273	Trockenmischung	MISCHUNG	hieraus eine kalte Trockenmischung herstellen
f24v	f24v.15	2	kchod	7	13	62	68	Auszug	AUSZUG	heißer Auszug aus Trockengut, abgezogen und abgeschlossen
f24v	f24v.15	2	kchod	18	28	73	83	Trockengut	TROCKENGUT	heißer Auszug aus Trockengut, abgezogen und abgeschlossen
f24v	f24v.15	4	ochdy	8	20	159	171	Trockenmasse	MASSE	fertige Trockenmasse
f26r	f26r.2	3	adeeody	40	51	100	111	Zubereitung	ZUBEREITUNG	gleicher abgemessener Teil der fertigen Zubereitung
f27r	f27r.9	2	keeod	38	44	93	99	Auszug	AUSZUG	vollständig erhitzter und abgezogener Auszug
f27r	f27r.9	3	shotchey	0	7	101	108	Mazerat	MAZERAT	Mazerat aus kalt bis Mittelstufe getrockneter Droge
f27r	f27r.9	5	oty	7	13	170	176	Ansatz	ANSATZ	kalter Ansatz am Anfang des Grades
f56r	f56r.6	1	ykcho	19	34	19	34	Trockenmischung	MISCHUNG	hieraus eine warme Trockenmischung bereiten
f75r	f75r.3	8	olkar	14	24	269	279	Holzauszug	AUSZUG	erster heißer Holzauszug
f77v	f77v.7	6	okedy	7	13	202	208	Ansatz	ANSATZ	heißer Ansatz, Mittelstufe erreicht
f77v	f77v.7	8	chs	0	10	272	282	Trockengut	TROCKENGUT	Trockengut, Grundform
f7r	f7r.2	2	keo	0	6	49	55	Ansatz	ANSATZ	Ansatz auf mittlerer Heizstufe
f7r	f7r.2	8	otchy	14	25	239	250	Zubereitung	ZUBEREITUNG	kalt-trockene Zubereitung am Anfang des Grades
f7r	f7r.2	9	cheody	12	17	285	290	Masse	MASSE	getrocknete Masse
f80r	f80r.17	1	solky	0	11	0	11	Samenansatz	ANSATZ	Samenansatz, leicht erhitzt
f80r	f80r.17	8	ol	0	11	319	330	Grundansatz	ANSATZ	Grundansatz
f80r	f80r.17	9	olkar	14	24	346	356	Holzauszug	AUSZUG	erster heißer Holzauszug
f80r	f80r.17	10	okain	7	13	365	371	Ansatz	ANSATZ	heißer Ansatz, Grad II
f80v	f80v.27	3	olkar	14	24	51	61	Holzauszug	AUSZUG	erster heißer Holzauszug
f80v	f80v.27	7	oltaiin	0	10	139	149	Holzansatz	ANSATZ	Holzansatz, kalt auf Stufe III
f80v	f80v.27	8	okain	7	13	178	184	Ansatz	ANSATZ	heißer Ansatz, Grad II
f80v	f80v.35	2	oltain	0	10	6	16	Holzansatz	ANSATZ	Holzansatz, kalt auf Stufe II
f80v	f80v.35	3	olkar	14	24	51	61	Holzauszug	AUSZUG	erster heißer Holzauszug
f80v	f80v.35	8	okiin	9	20	137	148	Zubereitung	ZUBEREITUNG	erhitzte Zubereitung, Form III
f80v	f80v.35	9	ol	0	11	160	171	Grundansatz	ANSATZ	Grundansatz
f83v	f83v.12	3	qoeeo	8	15	89	96	Mazerat	MAZERAT	zweites Mazerat
f83v	f83v.12	8	olkar	14	24	212	222	Holzauszug	AUSZUG	erster heißer Holzauszug
f83v	f83v.12	11	olal	0	6	266	272	Ansatz	ANSATZ	Ansatz aus Holzrohstoff, Form I
f85r2	f85r2.5	1	ockhdar	31	48	31	48	Arzneizubereitung	ZUBEREITUNG	erste abgemessene Fraktion der Arzneizubereitung
f85r2	f85r2.5	2	olkar	14	24	64	74	Holzauszug	AUSZUG	erster heißer Holzauszug
f86v3	f86v3.13	1	osheey	26	33	26	33	Mazerat	MAZERAT	vollständig eingeweichtes Mazerat
f86v3	f86v3.13	5	qodaiin	33	46	181	194	Drogenauszugs	AUSZUG	drei Portionen des ersten heißen Drogenauszugs
f86v3	f86v3.13	6	olkar	14	24	210	220	Holzauszug	AUSZUG	erster heißer Holzauszug
f86v3	f86v3.13	11	cholkain	0	10	329	339	Trockengut	TROCKENGUT	Trockengut, heiß auf Stufe II
f86v3	f86v3.18	6	sheody	19	26	179	186	Mazerat	MAZERAT	feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen
f86v3	f86v3.18	7	solkam	18	34	238	254	Samenzubereitung	ZUBEREITUNG	ein Maß erhitzter Samenzubereitung
f86v3	f86v3.19	2	otain	7	13	62	68	Ansatz	ANSATZ	kalter Ansatz, Grad II
f86v3	f86v3.19	3	olkechy	0	10	79	89	Holzansatz	ANSATZ	Holzansatz mäßig erhitzen, trocknen und abschließen
f86v5	f86v5.2	2	yteody	14	25	47	58	Zubereitung	ZUBEREITUNG	fertige kalte Zubereitung
f86v5	f86v5.2	9	ol	0	11	213	224	Grundansatz	ANSATZ	Grundansatz
f86v5	f86v5.2	11	otam	15	23	275	283	Ansatzes	ANSATZ	ein Maß kalten Ansatzes
f86v5	f86v5.2	12	otam	15	23	300	308	Ansatzes	ANSATZ	ein Maß kalten Ansatzes
f86v5	f86v5.24	1	oar	7	19	7	19	Drogenauszug	AUSZUG	erster Drogenauszug
f86v5	f86v5.24	4	okal	27	33	89	95	Ansatz	ANSATZ	Rohstoffklasse I im heißen Ansatz, Gradanfang
f86v5	f86v5.24	5	kchody	22	33	131	142	Zubereitung	ZUBEREITUNG	fertige heiß-trockene Zubereitung
f86v5	f86v5.24	7	otaiin	7	13	190	196	Ansatz	ANSATZ	kalter Ansatz, Grad III
f86v5	f86v5.24	8	olkar	14	24	222	232	Holzauszug	AUSZUG	erster heißer Holzauszug
f86v5	f86v5.24	9	otaiin	7	13	241	247	Ansatz	ANSATZ	kalter Ansatz, Grad III
f86v5	f86v5.4	2	oky	7	13	57	63	Ansatz	ANSATZ	heißer Ansatz am Anfang des Grades
f86v5	f86v5.4	10	olkar	14	24	299	309	Holzauszug	AUSZUG	erster heißer Holzauszug
f86v5	f86v5.4	11	am	0	10	311	321	Maßeinheit	MASSE	Maßeinheit I
f86v6	f86v6.25	3	olkar	14	24	73	83	Holzauszug	AUSZUG	erster heißer Holzauszug
f86v6	f86v6.25	4	qodar	10	24	95	109	Ansatzfraktion	ANSATZ	die erste Ansatzfraktion abmessen
f86v6	f86v6.25	7	okeeeey	0	11	166	177	Zubereitung	ZUBEREITUNG	Zubereitung vollständig bis zur letzten Heizstufe geführt
f86v6	f86v6.25	8	ofchedy	19	30	244	255	Blütenmasse	MASSE	fertig getrocknete Blütenmasse
f86v6	f86v6.31	4	olkar	14	24	83	93	Holzauszug	AUSZUG	erster heißer Holzauszug
f86v6	f86v6.31	6	okar	14	26	146	158	Drogenauszug	AUSZUG	erster heißer Drogenauszug
f86v6	f86v6.31	9	olkchey	10	20	212	222	Holzansatz	ANSATZ	erhitzter Holzansatz, bis Mittelstufe getrocknet
f86v6	f86v6.31	10	otytam	8	18	260	270	Kaltansatz	ANSATZ	aus dem Kaltansatz ein Maß nehmen und erneut kühlen
f86v6	f86v6.4	4	ol	0	11	63	74	Grundansatz	ANSATZ	Grundansatz
f86v6	f86v6.4	6	olkeedy	0	10	87	97	Holzansatz	ANSATZ	Holzansatz vollständig erhitzt
f86v6	f86v6.4	8	oteor	20	28	190	198	Ansatzes	ANSATZ	eine Portion kalten Ansatzes, Mittelstufe
f86v6	f86v6.4	12	olkar	14	24	369	379	Holzauszug	AUSZUG	erster heißer Holzauszug
f86v6	f86v6.5	4	olkar	14	24	58	68	Holzauszug	AUSZUG	erster heißer Holzauszug
f86v6	f86v6.5	5	daiin	33	46	103	116	Drogenauszugs	AUSZUG	drei Portionen des ersten heißen Drogenauszugs
f86v6	f86v6.5	8	otshey	7	14	161	168	Mazerat	MAZERAT	kaltes Mazerat in der Mitte des Grades
f88r	f88r.19	2	chokol	7	12	62	67	Absud	ABSUD	heißer Absud aus Trockengut
f88r	f88r.19	2	chokol	17	27	72	82	Trockengut	TROCKENGUT	heißer Absud aus Trockengut
f88r	f88r.19	3	daiin	32	38	116	122	Absuds	ABSUD	Qualitätsgrad III dieses heißen Absuds
f88r	f88r.19	7	okol	7	18	261	272	Ansatzstoff	ANSATZ	heißer Ansatzstoff
f8r	f8r.15	7	daiin	5	17	205	217	Materialmaße	MASSE	drei Materialmaße
f95v1	f95v1.7	4	olkar	14	24	105	115	Holzauszug	AUSZUG	erster heißer Holzauszug
f95v1	f95v1.7	7	otar	7	17	178	188	Kaltauszug	AUSZUG	erster Kaltauszug der Droge
f95v1	f95v1.7	11	otardy	20	34	335	349	Ansatzfraktion	ANSATZ	fertige erste kalte Ansatzfraktion
