fold	surface	truth_recipe	candidate_count_capped	truth_generated	gdt520_rank	gdt521_rank	gdt520_top1	gdt521_top1	truth_order5_nll	top1_order5_nll
0	kaiin	K+AIIN	46	YES	1	1	K+AIIN	K+AIIN	3.962099473	3.962099473
0	kaipy	K+A_ADDR+LOCAL_CHAR_I+P+Y	17	YES	2	2	K+A_ADDR+P+Y	K+A_ADDR+P+Y	3.510599823	3.671109747
0	kchoar	K+CH+O+AR	27	YES	1	1	K+CH+O+AR	K+CH+O+AR	3.378364527	3.378364527
0	kchod	K+CH+O+D_ADDR	28	YES	1	1	K+CH+O+D_ADDR	K+CH+O+D_ADDR	3.378364527	3.378364527
0	kchy	K+Y	6	YES	2	2	K+CH+Y	K+CH+Y	3.244845405	3.282655629
0	kdchy	K+D_ADDR+Y	9	YES	2	2	K+D_ADDR+CH+Y	K+D_ADDR+CH+Y	3.911874633	3.881739730
0	keedy	K+EE+DY	16	YES	1	1	K+EE+DY	K+EE+DY	3.364673765	3.364673765
0	keeod	K+EE+O+D_ADDR	19	YES	1	1	K+EE+O+D_ADDR	K+EE+O+D_ADDR	2.870291059	2.870291059
0	key	K+E+Y	3	YES	1	1	K+E+Y	K+E+Y	3.332170561	3.332170561
0	kochky	K+O+CH+K+Y	5	YES	1	1	K+O+CH+K+Y	K+O+CH+K+Y	3.139622130	3.139622130
0	kodshey	K+O+D_ADDR+SH+E+Y	61	YES	1	1	K+O+D_ADDR+SH+E+Y	K+O+D_ADDR+SH+E+Y	3.120083218	3.120083218
0	koeam	K+O+E+AM_ADDR	6	YES	1	1	K+O+E+AM_ADDR	K+O+E+AM_ADDR	3.167734544	3.167734544
0	kokaiin	K+OK+AIIN	100	YES	1	1	K+OK+AIIN	K+OK+AIIN	3.911874633	3.911874633
0	kolches	OL+Y	50	NO	0	0	K+OL+CHD+E+S	NONE	NONE	NONE
0	koldy	K+OL+DY	21	YES	1	1	K+OL+DY	K+OL+DY	2.794230011	2.794230011
0	kor	K+OR	7	YES	1	1	K+OR	K+OR	3.455269331	3.455269331
0	kshedy	K+SH+E+DY	45	YES	1	1	K+SH+E+DY	K+SH+E+DY	3.080921042	3.080921042
0	ksho	K+SH+O	6	YES	1	1	K+SH+O	K+SH+O	3.101386286	3.101386286
0	l	L	1	YES	1	1	L	L	3.496147324	3.496147324
0	lal	L+AL	3	YES	1	1	L+AL	L+AL	3.443872209	3.443872209
0	lar	L+AR	5	YES	1	1	L+AR	L+AR	3.950702351	3.950702351
0	lch	L+CH	3	YES	1	1	L+CH	L+CH	3.141969335	3.141969335
0	lchar	L+AR	12	YES	2	2	L+CH+AR	L+CH+AR	3.950702351	3.296777030
0	lchdy	L+CHD+Y	15	YES	1	1	L+CHD+Y	L+CHD+Y	3.356125923	3.356125923
0	lcheedy	L+CH+EE+D_ADDR+Y	61	YES	2	2	L+CH+EE+DY	L+CH+EE+DY	3.276059739	3.389661647
0	lcheeor	L+CH+EE+OR	41	YES	1	1	L+CH+EE+OR	L+CH+EE+OR	3.389661647	3.389661647
0	lcheey	L+EE+Y	18	YES	3	3	L+CH+EE+Y	L+CH+EE+Y	3.903326792	3.389661647
0	lcho	L+CH+O	5	YES	1	1	L+CH+O	L+CH+O	3.296777030	3.296777030
0	lchs	L+CH+S	6	YES	1	1	L+CH+S	L+CH+S	3.296777030	3.296777030
0	ldy	L+DY	7	YES	2	2	L+Y	L+Y	3.950702351	2.696968979
0	lfcheal	L+LOCAL_CHAR_F+CH+E+AL	12	YES	1	1	L+LOCAL_CHAR_F+CH+E+AL	L+LOCAL_CHAR_F+CH+E+AL	3.855951233	3.855951233
0	lkamo	L+K+AM_ADDR+O	8	YES	1	1	L+K+AM_ADDR+O	L+K+AM_ADDR+O	3.355948411	3.355948411
0	lkedy	L+K+E+DY	7	YES	1	1	L+K+E+DY	L+K+E+DY	2.992890417	2.992890417
0	lkeedy	L+K+EE+D_ADDR+Y	16	YES	2	2	L+K+EE+DY	L+K+EE+DY	2.819025319	3.145318428
0	lkeey	L+K+EE+Y	4	YES	1	1	L+K+EE+Y	L+K+EE+Y	3.145318428	3.145318428
0	lkey	L+K+E+Y	3	YES	1	1	L+K+E+Y	L+K+E+Y	2.992890417	2.992890417
0	lo	L+O	2	YES	1	1	L+O	L+O	3.275169331	3.275169331
0	lshedary	L+SH+E+D_ADDR+AR+Y	90	YES	1	1	L+SH+E+D_ADDR+AR+Y	L+SH+E+D_ADDR+AR+Y	3.272143350	3.272143350
0	lshedy	L+SH+E+DY	30	YES	1	1	L+SH+E+DY	L+SH+E+DY	3.067428168	3.067428168
0	lsheey	L+SH+EE+Y	21	YES	1	1	L+SH+EE+Y	L+SH+EE+Y	3.067428168	3.067428168
0	lshey	L+SH+E+Y	8	YES	1	1	L+SH+E+Y	L+SH+E+Y	2.856798186	2.856798186
0	ocheol	O+CH+E+O+L	12	YES	2	2	O+CH+E+OL	O+CH+E+OL	2.904442634	3.116165822
0	ocphoraiin	O+CH+P+OR+AIIN	100	YES	1	1	O+CH+P+OR+AIIN	O+CH+P+OR+AIIN	3.399196523	3.399196523
0	octheolarl	O+CH+T+E+OL+AR+L	54	YES	1	1	O+CH+T+E+OL+AR+L	O+CH+T+E+OL+AR+L	2.958245148	2.958245148
0	odaeiin	O+DA+E+IIN	96	YES	1	1	O+DA+E+IIN	O+DA+E+IIN	3.496255377	3.496255377
0	odaiin	O+D_ADDR+AIIN	100	YES	1	1	O+D_ADDR+AIIN	O+D_ADDR+AIIN	2.939977440	2.939977440
0	odor	O+D_ADDR+OR	12	YES	1	1	O+D_ADDR+OR	O+D_ADDR+OR	3.203264919	3.203264919
0	oedain	O+E+D_ADDR+AIN	37	YES	2	2	O+E+AIN	O+E+AIN	3.355938167	3.254622680
0	og	O+G_LABEL	2	YES	2	2	O+LOCAL_CHAR_G	O+LOCAL_CHAR_G	3.924722207	3.924722207
0	oiiiin	O+IIN	60	YES	1	1	O+IIN	O+IIN	2.881412761	2.881412761
0	oiin	O+IIN	9	YES	1	1	O+IIN	O+IIN	2.881412761	2.881412761
0	okaldy	OK+AL+DY	62	YES	1	1	OK+AL+DY	OK+AL+DY	3.169685955	3.169685955
0	okalshey	S+A_ADDR+L+SH+E+Y	89	NO	0	0	OK+A_ADDR+L+SH+E+Y	NONE	NONE	NONE
0	okan	OK+AN	9	YES	1	1	OK+AN	OK+AN	3.180388274	3.180388274
0	okchal	OK+CH+AL	22	YES	1	1	OK+CH+AL	OK+CH+AL	2.676899927	2.676899927
0	okchoal	OK+CH+O+AL	30	YES	1	1	OK+CH+O+AL	OK+CH+O+AL	2.961054412	2.961054412
0	okedalor	OK+E+D_ADDR+AL+OR	100	YES	2	1	OK+E+AL+OR	OK+E+D_ADDR+AL+OR	2.954385211	2.954385211
0	okee	OK+EE	7	YES	1	1	OK+EE	OK+EE	2.906728090	2.906728090
0	okeedyqol	OK+EE+DY+OL	100	YES	1	1	OK+EE+DY+OL	OK+EE+DY+OL	3.037886917	3.037886917
0	okeeody	OK+EE+O+D_ADDR+Y	62	YES	2	2	OK+EE+O+DY	OK+EE+O+DY	2.419373670	2.885458907
0	okeeor	OK+EE+OR	27	YES	1	1	OK+EE+OR	OK+EE+OR	3.120346096	3.120346096
0	okeo	OK+E+O	5	YES	1	1	OK+E+O	OK+E+O	2.102397687	2.102397687
0	okeor	OK+E+OR	13	YES	1	1	OK+E+OR	OK+E+OR	2.275145440	2.275145440
0	okorory	OK+OR+OR+Y	48	YES	1	1	OK+OR+OR+Y	OK+OR+OR+Y	3.437745639	3.437745639
0	okshey	OK+SH+E+Y	20	YES	1	1	OK+SH+E+Y	OK+SH+E+Y	3.053727556	3.053727556
0	oky	OK+Y	2	YES	1	1	OK+Y	OK+Y	2.186225925	2.186225925
0	ol	OL	2	YES	1	1	OL	OL	2.924456342	2.924456342
0	olaiin	OL+AIIN	51	YES	1	1	OL+AIIN	OL+AIIN	3.218525058	3.218525058
0	olaiiny	OL+AIIN+Y	51	YES	1	1	OL+AIIN+Y	OL+AIIN+Y	3.628846894	3.628846894
0	olam	OL+AM_ADDR	8	YES	1	1	OL+AM_ADDR	OL+AM_ADDR	3.935779125	3.935779125
0	olcheody	OL+CH+E+O+DY	92	YES	1	1	OL+CH+E+O+DY	OL+CH+E+O+DY	2.482238245	2.482238245
0	olcthdy	OL+CH+T+D_ADDR+Y	30	YES	1	1	OL+CH+T+D_ADDR+Y	OL+CH+T+D_ADDR+Y	3.264253489	3.264253489
0	oldy	OL+DY	14	YES	1	1	OL+DY	OL+DY	2.892469679	2.892469679
0	oleeed	OL+EEE+D_ADDR	46	YES	1	1	OL+EEE+D_ADDR	OL+EEE+D_ADDR	3.892134373	3.892134373
0	olkar	OL+K+AR	18	YES	1	1	OL+K+AR	OL+K+AR	2.871268743	2.871268743
0	olom	OL+O+AM_ADDR	8	YES	1	1	OL+O+AM_ADDR	OL+O+AM_ADDR	3.512011766	3.512011766
0	olor	OL+OR	11	YES	1	1	OL+OR	OL+OR	2.892469679	2.892469679
0	olpchedy	OL+P+CHD+DY	80	YES	2	2	OL+P+CHD+Y	OL+P+CHD+Y	3.655317539	3.655317539
0	olsheol	OL+K+E+OL	22	NO	0	0	OL+SH+E+OL	NONE	NONE	NONE
0	oltchy	OL+T+Y	8	YES	2	2	OL+T+CH+Y	OL+T+CH+Y	3.438311881	3.502889528
0	opar	O+P+AR	7	YES	1	1	O+P+AR	O+P+AR	2.904100188	2.904100188
0	opcheol	O+P+CH+E+OL	31	YES	1	1	O+P+CH+E+OL	O+P+CH+E+OL	2.943632612	2.943632612
0	opcholalaiin	O+P+CH+OL+AL+AIIN	100	YES	1	1	O+P+CH+OL+AL+AIIN	O+P+CH+OL+AL+AIIN	3.211160423	3.211160423
0	opchor	O+P+CH+OR	49	YES	1	1	O+P+CH+OR	O+P+CH+OR	2.982052071	2.982052071
0	opchordy	O+P+CH+OR+DY	100	YES	1	1	O+P+CH+OR+DY	O+P+CH+OR+DY	3.111910079	3.111910079
0	opodchol	O+P+O+D_ADDR+OL	55	YES	2	2	O+P+O+D_ADDR+CH+OL	O+P+O+D_ADDR+CH+OL	3.365325150	3.421878716
0	opom	O+P+O+AM_ADDR	4	YES	1	1	O+P+O+AM_ADDR	O+P+O+AM_ADDR	3.286150157	3.286150157
0	opshey	O+P+SH+E+Y	17	YES	1	1	O+P+SH+E+Y	O+P+SH+E+Y	2.577758059	2.577758059
0	opshody	O+P+SH+O+DY	57	YES	1	1	O+P+SH+O+DY	O+P+SH+O+DY	3.111910079	3.111910079
0	oraiin	OR+AIIN	97	YES	1	1	OR+AIIN	OR+AIIN	4.196239745	4.196239745
0	oral	OR+AL	10	YES	1	1	OR+AL	OR+AL	3.689409603	3.689409603
0	oro	OR+O	4	YES	1	1	OR+O	OR+O	4.196239745	4.196239745
0	ory	OR+Y	3	YES	1	1	OR+Y	OR+Y	3.152930299	3.152930299
0	oshor	O+SH+OR	32	YES	1	1	O+SH+OR	O+SH+OR	3.430019192	3.430019192
0	otaiin	OT+AIIN	67	YES	1	1	OT+AIIN	OT+AIIN	3.213541872	3.213541872
0	otain	OT+AIN	23	YES	1	1	OT+AIN	OT+AIN	3.930795939	3.930795939
0	otaky	OT+A_ADDR+K+Y	7	YES	1	1	OT+A_ADDR+K+Y	OT+A_ADDR+K+Y	3.862957610	3.862957610
0	otalain	OT+AL+AIN	74	YES	1	1	OT+AL+AIN	OT+AL+AIN	3.308692912	3.308692912
0	otam	OT+AM_ADDR	11	YES	1	1	OT+AM_ADDR	OT+AM_ADDR	3.930795939	3.930795939
0	otarain	OT+AIN	100	NO	0	0	OT+AR+AIN	NONE	NONE	NONE
0	otcham	OT+AM_ADDR	30	YES	3	3	OT+CH+AM_ADDR	OT+CH+AM_ADDR	3.930795939	3.281847221
0	otchl	OT+CH+L	13	YES	1	1	OT+CH+L	OT+CH+L	3.281847221	3.281847221
0	otchol	OT+CH+OL	25	YES	2	2	OT+OL	OT+OL	2.743906670	2.664715477
0	otchor	OT+CH+OR	45	YES	1	1	OT+CH+OR	OT+CH+OR	2.743906670	2.743906670
0	otchr	OT+CH+R	19	YES	1	1	OT+CH+R	OT+CH+R	3.281847221	3.281847221
0	otear	OT+E+AR	6	YES	1	1	OT+E+AR	OT+E+AR	3.124414090	3.124414090
0	otedar	OT+E+D_ADDR+AR	39	YES	1	1	OT+E+D_ADDR+AR	OT+E+D_ADDR+AR	2.947673210	2.947673210
0	oteeodaiin	OT+EE+O+D_ADDR+AIIN	100	YES	1	1	OT+EE+O+D_ADDR+AIIN	OT+EE+O+D_ADDR+AIIN	2.870142645	2.870142645
0	oteodar	OT+E+O+D_ADDR+AR	78	YES	1	1	OT+E+O+D_ADDR+AR	OT+E+O+D_ADDR+AR	2.917196763	2.917196763
0	otody	OT+O+DY	22	YES	1	1	OT+O+DY	OT+O+DY	2.803255564	2.803255564
0	otoees	OT+EE+Y	36	NO	0	0	OT+O+EE+S	NONE	NONE	NONE
0	otois	OT+O	24	NO	0	0	OT+O+LOCAL_CHAR_I	NONE	NONE	NONE
0	otolpchy	OT+OL+P+CH+Y	42	YES	1	1	OT+OL+P+CH+Y	OT+OL+P+CH+Y	3.481197448	3.481197448
0	otor	OT+OR	10	YES	1	1	OT+OR	OT+OR	3.213541872	3.213541872
0	oty	OT+Y	2	YES	1	1	OT+Y	OT+Y	2.789219980	2.789219980
